,RHOB (388)
ACH-000004,-0.0841605996253
ACH-000007,-0.155066958531
ACH-000009,0.0166899656596
ACH-000011,-0.16560255332499998
ACH-000012,-0.021505351250999998
ACH-000013,-0.0642029877031
ACH-000014,-0.032419367543799996
ACH-000015,-0.08248372632680001
ACH-000017,-0.43483905588999994
ACH-000018,-0.213328751183
ACH-000019,-0.0810518042287
ACH-000021,-0.0638216719807
ACH-000022,-0.0990321376723
ACH-000025,-0.0522240878536
ACH-000028,-0.04895778639309999
ACH-000030,-0.0380607060741
ACH-000035,-0.132206199131
ACH-000036,-0.10564742964700001
ACH-000037,-0.42825191481799996
ACH-000039,-0.103401858248
ACH-000040,-0.141663257835
ACH-000041,-0.183014541012
ACH-000042,-0.0812924309635
ACH-000045,0.00286307912068
ACH-000047,-0.147503317972
ACH-000052,-0.143473142708
ACH-000053,-0.06574892523760001
ACH-000054,-0.240223582625
ACH-000055,-0.337146995711
ACH-000060,0.0790602294245
ACH-000067,-0.0575497413788
ACH-000070,-0.265464076165
ACH-000075,-0.41292642843500005
ACH-000078,-0.372708231409
ACH-000082,0.0498290048649
ACH-000085,-0.07278980765439999
ACH-000086,-0.117233830501
ACH-000087,0.0500236232993
ACH-000092,-0.142875083898
ACH-000095,-0.141053862038
ACH-000097,-0.09074639448110002
ACH-000098,-0.0450973185016
ACH-000099,-0.283911112305
ACH-000108,-0.10174839956399999
ACH-000113,-0.11525778547700001
ACH-000115,-0.254291933911
ACH-000116,-0.0420542592949
ACH-000118,0.038487566441599994
ACH-000120,-0.0333164289748
ACH-000123,-0.0193116633565
ACH-000127,-0.20493060252300002
ACH-000128,-0.136213411036
ACH-000132,-0.0671285734132
ACH-000133,-0.201548611678
ACH-000137,-0.0780670943756
ACH-000138,0.0466902326334
ACH-000142,-0.192251565379
ACH-000143,0.00256091191287
ACH-000146,-0.12554382660900001
ACH-000148,-0.0260437866134
ACH-000150,0.104202564303
ACH-000152,-0.17145621361900001
ACH-000153,-0.424607229784
ACH-000159,-0.011895330384299999
ACH-000160,-0.145983421586
ACH-000163,-0.23177666690200002
ACH-000167,-0.12407059426400001
ACH-000168,0.0466798259788
ACH-000169,0.10768761431
ACH-000178,-0.0855619746119
ACH-000182,-0.0836671969954
ACH-000183,-0.07409566598110001
ACH-000188,-0.0125849181195
ACH-000189,0.144812090122
ACH-000190,-0.279922629914
ACH-000198,-0.018222150029900002
ACH-000204,-0.17752466243599999
ACH-000206,-0.175884667546
ACH-000207,-0.339750013811
ACH-000211,-0.141257141032
ACH-000215,-0.205209753063
ACH-000221,0.011285325321
ACH-000222,-0.294895731692
ACH-000223,-0.0440072395477
ACH-000226,-0.21617147079100002
ACH-000227,-0.37281636111999994
ACH-000228,0.0880833566652
ACH-000231,-0.254655309489
ACH-000232,-0.180104653008
ACH-000233,-0.0141974225309
ACH-000234,-0.0033418729677100003
ACH-000235,-0.09610368986680001
ACH-000237,-0.151904679409
ACH-000238,-0.36566229211999995
ACH-000243,-0.187976152551
ACH-000244,-0.262498932234
ACH-000246,-0.154091693792
ACH-000248,-0.0649590020704
ACH-000250,-0.09278212652010001
ACH-000251,-0.040894766388800005
ACH-000253,-0.0839973636762
ACH-000255,-0.00825540985521
ACH-000256,-0.041423623392
ACH-000257,0.300128123963
ACH-000258,-0.0240703934345
ACH-000259,-0.300258726711
ACH-000260,-0.05793669799599999
ACH-000261,-0.149352680323
ACH-000262,-0.21588991390299997
ACH-000263,-0.18430711814
ACH-000264,-0.153896688886
ACH-000265,-0.04812726284109999
ACH-000266,-0.181684962415
ACH-000272,-0.18922848773200002
ACH-000273,-0.187700940013
ACH-000274,-0.169492930516
ACH-000277,-1.73197507653
ACH-000278,-0.210398983825
ACH-000279,-0.0072383920197200005
ACH-000280,-0.012267597272299998
ACH-000281,-0.023784854900700002
ACH-000288,-0.18445703025899998
ACH-000291,-0.138002553596
ACH-000293,-0.0835274442869
ACH-000294,-0.036495312746
ACH-000295,-0.14659644508199998
ACH-000296,0.109049520493
ACH-000302,-0.11761252823599999
ACH-000304,-0.19392563347600003
ACH-000307,-0.20469208412
ACH-000308,-0.143565392434
ACH-000310,-0.08546674647119999
ACH-000311,-0.124044449775
ACH-000312,-0.433153233653
ACH-000315,0.11101280255899999
ACH-000316,-0.15639248464400002
ACH-000317,-0.11685704676799999
ACH-000318,-0.19896118576400001
ACH-000319,-0.08243805376550001
ACH-000320,-0.027762691628000002
ACH-000322,-0.0009694528011710001
ACH-000323,-0.0880232864106
ACH-000324,-0.108487337888
ACH-000329,-0.24229267009
ACH-000330,-0.0576711799658
ACH-000331,-0.0425352204301
ACH-000332,0.011961337665799997
ACH-000334,-0.21876098519
ACH-000335,-0.0716035644289
ACH-000336,-0.0344041477128
ACH-000337,-0.42725109049000004
ACH-000339,-0.02386901458
ACH-000341,-0.06613410791
ACH-000348,-0.21982578273000003
ACH-000350,-0.055486140671100005
ACH-000352,-0.0383749156156
ACH-000356,0.0877051916406
ACH-000361,-0.248602978343
ACH-000362,0.07320213006630001
ACH-000363,-0.16400356251599998
ACH-000364,-0.17197676443399998
ACH-000365,-0.09105365487339999
ACH-000366,-0.255589852549
ACH-000368,-0.18589362483199998
ACH-000374,-0.0783181924767
ACH-000375,0.148843424347
ACH-000376,-0.208505258539
ACH-000381,0.0646746358249
ACH-000383,-0.111918960644
ACH-000387,-0.08744474088069999
ACH-000389,-0.229290003702
ACH-000390,-0.143734439211
ACH-000393,-0.23353243688499997
ACH-000395,-0.00772309056049
ACH-000397,-0.0715044917574
ACH-000401,0.07218649861000001
ACH-000402,0.109546547135
ACH-000403,-0.07417459213389999
ACH-000404,0.08466286663809999
ACH-000406,-0.0806802620564
ACH-000407,-0.095605795234
ACH-000408,-0.165384336081
ACH-000410,0.054611841442800006
ACH-000411,-0.15183197409000002
ACH-000414,-0.0773382525418
ACH-000415,-0.0357550706464
ACH-000416,-0.11138063459599999
ACH-000420,-0.0950672663479
ACH-000421,-0.11502833593499999
ACH-000424,-0.053408548178599996
ACH-000425,-0.15519060224099998
ACH-000426,-0.144494341694
ACH-000427,-0.18492531660599998
ACH-000433,-0.23923620684500002
ACH-000436,-0.134630320209
ACH-000444,0.039614168996900005
ACH-000445,0.0938346087229
ACH-000448,-0.129660013662
ACH-000450,-0.5073318204339999
ACH-000452,-0.122688056174
ACH-000454,-0.41652336448
ACH-000458,-0.0984523267627
ACH-000459,0.226005304792
ACH-000460,0.0440470555302
ACH-000461,-0.047911116475300004
ACH-000463,-0.11843800513800001
ACH-000464,-0.406656263284
ACH-000466,-0.20499454226799999
ACH-000467,0.200719989808
ACH-000468,0.0884915953385
ACH-000469,-0.051014393742300004
ACH-000470,-0.245509550567
ACH-000471,-0.0409947196016
ACH-000472,-0.209800196828
ACH-000473,-0.051345038553
ACH-000475,-0.0137403494566
ACH-000476,-0.036337443657499996
ACH-000477,0.0328163632674
ACH-000480,-0.103004112817
ACH-000481,-0.0741235052122
ACH-000483,0.120122874133
ACH-000484,-0.134540520049
ACH-000485,-0.474535712009
ACH-000486,-0.0486627417932
ACH-000487,-0.17209091705899998
ACH-000488,-0.136567130379
ACH-000490,-0.08856607431600001
ACH-000491,-0.18553690011399998
ACH-000495,-0.128425281314
ACH-000496,-0.0702117548948
ACH-000499,0.0512850138371
ACH-000500,-0.108298104581
ACH-000502,-0.123428338597
ACH-000503,-0.037156532177
ACH-000505,-0.130096997807
ACH-000507,-0.0558564323331
ACH-000510,-0.10211264107899999
ACH-000511,-0.04016785532480001
ACH-000512,-0.43059764734300005
ACH-000516,-0.295220898795
ACH-000517,-0.356956320224
ACH-000518,-0.110111627268
ACH-000520,-0.162344194783
ACH-000521,-0.086243790791
ACH-000522,-0.192981782259
ACH-000524,-0.104950473899
