,GMPPA (29926)
ACH-000004,0.24025881016199999
ACH-000007,0.0810697963067
ACH-000009,0.273274250968
ACH-000011,0.231737810462
ACH-000012,0.256074742257
ACH-000013,0.23374936270500002
ACH-000014,0.246149288632
ACH-000015,0.12122826
ACH-000017,0.174210758962
ACH-000018,0.32564050852800003
ACH-000019,0.22948540910100002
ACH-000021,0.336669686175
ACH-000022,0.168143035326
ACH-000025,0.0157978251942
ACH-000028,0.303541432165
ACH-000030,0.139489096136
ACH-000035,0.279183888712
ACH-000036,0.235312261443
ACH-000037,0.18106317151999998
ACH-000039,-0.041406494579300006
ACH-000040,0.207507328134
ACH-000041,0.149231869712
ACH-000042,0.260179459846
ACH-000045,0.103781934048
ACH-000047,0.16834526162
ACH-000052,0.10810368922000001
ACH-000053,0.256674999882
ACH-000054,0.13754635013900002
ACH-000055,0.22181741992400003
ACH-000060,0.336727789737
ACH-000067,0.218927285536
ACH-000070,0.371785888262
ACH-000075,0.121117218936
ACH-000078,0.290561987307
ACH-000082,0.10819782597000001
ACH-000085,0.40280714719300004
ACH-000086,0.210226808406
ACH-000087,0.252603175412
ACH-000092,0.18904669518800002
ACH-000095,0.19933505698399998
ACH-000097,0.380678712237
ACH-000098,0.195849990775
ACH-000099,0.24698676011999998
ACH-000108,0.36252015466700005
ACH-000113,0.0644819603818
ACH-000115,0.19296801392700003
ACH-000116,0.2803694831
ACH-000118,0.303336281842
ACH-000120,0.17301797542
ACH-000123,0.238987085969
ACH-000127,0.179523215905
ACH-000128,0.161602491917
ACH-000132,0.279295124748
ACH-000133,0.0700461858583
ACH-000137,0.106786602511
ACH-000138,0.33936656941200005
ACH-000142,0.224755348098
ACH-000143,0.030605050562400003
ACH-000146,0.201568299538
ACH-000148,0.309553658407
ACH-000150,-0.024474555534999998
ACH-000152,0.243619446501
ACH-000153,0.156607463761
ACH-000159,0.196718560706
ACH-000160,0.202981375671
ACH-000163,0.0317995243273
ACH-000167,-0.0401620555727
ACH-000168,0.0407768070749
ACH-000169,0.379368268865
ACH-000178,0.23589924163400003
ACH-000182,0.17909852374899998
ACH-000183,0.104164803399
ACH-000188,0.0751783933152
ACH-000189,0.13146025975199999
ACH-000190,0.24111589829799998
ACH-000198,0.166148450909
ACH-000204,0.35257629723899997
ACH-000206,0.327109706644
ACH-000207,0.295639814744
ACH-000211,0.24549360031599998
ACH-000215,0.111089114028
ACH-000221,0.333838190394
ACH-000222,0.5498751957410001
ACH-000223,0.28941498002599997
ACH-000226,0.20710895689599998
ACH-000227,0.0084929160306
ACH-000228,0.222640391124
ACH-000231,0.1837544425
ACH-000232,0.197234348783
ACH-000233,0.19099595173300002
ACH-000234,0.23729286250999998
ACH-000235,0.24477297436099998
ACH-000237,0.192615656653
ACH-000238,-0.011754640978099999
ACH-000243,0.27992961275600003
ACH-000244,0.110847101765
ACH-000246,0.117495968822
ACH-000248,0.362628868769
ACH-000250,0.23537499999699998
ACH-000251,0.216827530149
ACH-000253,0.190780960128
ACH-000255,0.18219815311
ACH-000256,0.241473928152
ACH-000257,0.505465098781
ACH-000258,0.36465611241400003
ACH-000259,0.288830232342
ACH-000260,0.0705681823963
ACH-000261,0.21771188583599999
ACH-000262,0.254376827077
ACH-000263,0.11843952562999999
ACH-000264,0.13006038681
ACH-000265,0.248980016166
ACH-000266,0.23424791128400002
ACH-000272,-0.0415845403859
ACH-000273,0.179377181407
ACH-000274,0.14361463777300001
ACH-000277,0.330085767557
ACH-000278,0.25125383788100003
ACH-000279,0.12224809316400001
ACH-000280,0.152520677814
ACH-000281,0.35614797698600004
ACH-000288,0.15814922531700001
ACH-000291,0.266637289681
ACH-000293,0.23900800719999998
ACH-000294,0.260553426335
ACH-000295,0.17382399127700002
ACH-000296,0.194877269316
ACH-000302,0.267623622681
ACH-000304,0.118477384244
ACH-000307,0.159584123222
ACH-000308,0.094356371589
ACH-000310,0.256071628486
ACH-000311,0.378358509808
ACH-000312,0.240861111162
ACH-000315,0.32688300104699997
ACH-000316,0.149772241238
ACH-000317,0.204144334144
ACH-000318,0.10405661827500001
ACH-000319,0.442734938142
ACH-000320,0.515532578872
ACH-000322,0.212102244151
ACH-000323,-0.45347046656499995
ACH-000324,0.226807839305
ACH-000329,0.224806397573
ACH-000330,0.18083750744899998
ACH-000331,0.306123593809
ACH-000332,0.19614986940600002
ACH-000334,0.189480910768
ACH-000335,0.25726103842099995
ACH-000336,0.018722081204
ACH-000337,0.11667136770400001
ACH-000339,0.193169897459
ACH-000341,0.125361858328
ACH-000348,0.104249814202
ACH-000350,0.182784872016
ACH-000352,0.213835247866
ACH-000356,0.130280900837
ACH-000361,0.323396137243
ACH-000362,0.083112208472
ACH-000363,0.170516421831
ACH-000364,0.09290820859780001
ACH-000365,0.18404768616300002
ACH-000366,0.227561204963
ACH-000368,0.148966833695
ACH-000374,0.208940355138
ACH-000375,0.211125538432
ACH-000376,0.18996636453200003
ACH-000381,0.267063589304
ACH-000383,0.125025471234
ACH-000387,0.183714062054
ACH-000389,0.288818871943
ACH-000390,0.155072417292
ACH-000393,0.275260917356
ACH-000395,-0.010709306646
ACH-000397,0.221653578827
ACH-000401,0.0480624650525
ACH-000402,-0.0931264095926
ACH-000403,0.137261374086
ACH-000404,0.18354572811500003
ACH-000406,0.20851895893599998
ACH-000407,0.172638749221
ACH-000408,0.160191839946
ACH-000410,0.348289098155
ACH-000411,0.320260314631
ACH-000414,0.36195799026500003
ACH-000415,0.201180791208
ACH-000416,0.198873850024
ACH-000420,0.0139731995018
ACH-000421,0.268750764248
ACH-000424,0.340256535224
ACH-000425,0.174600050176
ACH-000426,0.0925306661324
ACH-000427,0.376421062636
ACH-000433,-0.17707248882399998
ACH-000436,0.119909692086
ACH-000444,0.303435355229
ACH-000445,0.110983153003
ACH-000448,0.184022972726
ACH-000450,0.156526633212
ACH-000452,0.302352920909
ACH-000454,0.338392183942
ACH-000458,0.206121343583
ACH-000459,-0.038838848596199994
ACH-000460,0.0948885474887
ACH-000461,0.34317732184199995
ACH-000463,0.260101641523
ACH-000464,0.169271599797
ACH-000466,0.173766294711
ACH-000467,0.294070018469
ACH-000468,0.300568231905
ACH-000469,0.281464417108
ACH-000470,0.122499461152
ACH-000471,0.0949961349085
ACH-000472,0.16801579903299999
ACH-000473,0.263689773942
ACH-000475,0.156091228118
ACH-000476,0.026095560449099997
ACH-000477,0.210242124921
ACH-000480,0.249597454924
ACH-000481,0.336117889154
ACH-000483,0.38364545747400003
ACH-000484,0.270781208974
ACH-000485,0.270655981364
ACH-000486,0.22596432567699998
ACH-000487,0.19167843480799998
ACH-000488,0.17532163136599999
ACH-000490,0.24049630566100003
ACH-000491,0.14820186826099999
ACH-000495,0.150653187363
ACH-000496,0.193935286948
ACH-000499,0.23168329784299999
ACH-000500,0.609298008173
ACH-000502,0.353507475945
ACH-000503,0.004067827843179999
ACH-000505,0.209877446637
ACH-000507,0.20398780732400001
ACH-000510,0.212583213341
ACH-000511,0.0771359197332
ACH-000512,0.0218998787282
ACH-000516,0.15469495060799998
ACH-000517,0.180353696147
ACH-000518,0.34872796483199997
ACH-000520,0.316338080167
ACH-000521,0.411724202908
ACH-000522,0.294253558479
ACH-000524,0.19308491994000002
ACH-000527,0.229508966958
ACH-000528,0.224963931318
ACH-000537,0.20803659229899998
ACH-000541,-0.0755827780489
ACH-000542,0.29154289824499996
ACH-000544,0.0742591566619
ACH-000545,0.33338421336199997
ACH-000547,0.0993277252939
ACH-000548,0.148130416673
ACH-000549,0.13964312804
ACH-000550,0.13964512862700001
