,RC3H2 (54542)
ACH-000004,-0.22860626275499998
ACH-000007,0.218134686769
ACH-000009,-0.0363551996529
ACH-000011,-0.13085553907400002
ACH-000012,-0.009822779205780001
ACH-000013,-0.0729865194973
ACH-000014,0.0341012901273
ACH-000015,-0.150831614057
ACH-000017,0.106595384185
ACH-000018,-0.186064052172
ACH-000019,-0.0860818429242
ACH-000021,-0.10860158159399999
ACH-000022,-0.031156272529000002
ACH-000025,0.0521836061051
ACH-000028,-0.161738269894
ACH-000030,-0.11182946451300001
ACH-000035,-0.07809030578639999
ACH-000036,-0.15533925488
ACH-000037,-0.009758250286370002
ACH-000039,0.141353903773
ACH-000040,-0.0714543679011
ACH-000041,-0.430330566576
ACH-000042,0.0340531012661
ACH-000045,0.08718828373260001
ACH-000047,-0.16826877048
ACH-000052,-0.0959790967957
ACH-000053,0.235532165631
ACH-000054,-0.028993975676099997
ACH-000055,0.08636970881419999
ACH-000060,0.00776754424462
ACH-000067,-0.49009463699699995
ACH-000070,0.199208027506
ACH-000075,-0.0672038952653
ACH-000078,0.0779256515279
ACH-000082,0.0299736258262
ACH-000085,-0.200967543486
ACH-000086,-0.227560122188
ACH-000087,0.152096122867
ACH-000092,0.08461215116180001
ACH-000095,0.026379033855499997
ACH-000097,-0.0471946281279
ACH-000098,-0.146742591189
ACH-000099,0.0550625174483
ACH-000108,-0.0850845029539
ACH-000113,-0.011973450601700002
ACH-000115,0.0734950595769
ACH-000116,-0.0693620247674
ACH-000118,-0.11023154839400001
ACH-000120,-0.05548935658430001
ACH-000123,-0.121166656883
ACH-000127,-0.120895547125
ACH-000128,-0.213500193592
ACH-000132,-0.204568668994
ACH-000133,-0.135465448182
ACH-000137,0.0103248954779
ACH-000138,-0.09001233384919999
ACH-000142,-0.0556228310667
ACH-000143,0.0998099931345
ACH-000146,0.06714010401750001
ACH-000148,-0.00594635950318
ACH-000150,0.0428990939943
ACH-000152,-0.141863758005
ACH-000153,0.11415169983100001
ACH-000159,-0.0118991765208
ACH-000160,-0.0346533814406
ACH-000163,-0.0115175185249
ACH-000167,-0.178171582956
ACH-000168,-0.00445969143622
ACH-000169,-0.186305235526
ACH-000178,-0.187008748343
ACH-000182,-0.144175440707
ACH-000183,0.0237722307522
ACH-000188,-0.333295783882
ACH-000189,0.07315883387210001
ACH-000190,-0.22328181132199998
ACH-000198,0.0404688595704
ACH-000204,-0.291337702027
ACH-000206,0.0952211821118
ACH-000207,0.0977216255384
ACH-000211,-0.09067535665110002
ACH-000215,-0.17054451167100002
ACH-000221,-0.0405774357673
ACH-000222,-0.038134172220400005
ACH-000223,-0.23655751050999999
ACH-000226,0.0672137076464
ACH-000227,0.044151910220499996
ACH-000228,-0.295665589055
ACH-000231,-0.09806986150530002
ACH-000232,0.00500795184233
ACH-000233,0.242296893569
ACH-000234,-0.015589055611100001
ACH-000235,-0.159345564837
ACH-000237,-0.24560803376600002
ACH-000238,-0.025635372511200002
ACH-000243,-0.112463497447
ACH-000244,0.164195913248
ACH-000246,0.017212523214799998
ACH-000248,-0.137881223986
ACH-000250,-0.155637335733
ACH-000251,0.0693697026577
ACH-000253,0.025074752963099998
ACH-000255,0.0130191533021
ACH-000256,-0.205154990609
ACH-000257,-0.152826253165
ACH-000258,0.343478962285
ACH-000259,-0.0567738758782
ACH-000260,-0.15034292098899998
ACH-000261,-0.19822524473
ACH-000262,-0.14780992961
ACH-000263,-0.00796816856694
ACH-000264,-0.036919091212
ACH-000265,-0.06202257838380001
ACH-000266,-0.0123700541853
ACH-000272,0.024597304749699997
ACH-000273,-0.07013078405760001
ACH-000274,-0.124894186314
ACH-000277,-0.206765612247
ACH-000278,-0.015699698267700003
ACH-000279,0.205370170883
ACH-000280,0.08393309619539999
ACH-000281,0.15284650033
ACH-000288,-0.0458646275239
ACH-000291,-0.157422679951
ACH-000293,-0.19997876793900002
ACH-000294,0.127157611613
ACH-000295,-0.19774979214000002
ACH-000296,-0.174863256578
ACH-000302,-0.00490192207998
ACH-000304,0.00651319805724
ACH-000307,-0.014959018276799999
ACH-000308,0.0022855379436
ACH-000310,0.18966385333
ACH-000311,-0.0663787252773
ACH-000312,-0.22806145088799998
ACH-000315,0.0639082416369
ACH-000316,-0.220555269023
ACH-000317,0.112182776405
ACH-000318,-0.0560397095925
ACH-000319,-0.0592983318332
ACH-000320,0.06271450131159999
ACH-000322,0.17054987657
ACH-000323,-0.09263850305549999
ACH-000324,0.0965357265157
ACH-000329,-0.217756051893
ACH-000330,-0.171917435093
ACH-000331,-0.168309625228
ACH-000332,-0.12021254516799999
ACH-000334,0.08459816113330001
ACH-000335,-0.195588924114
ACH-000336,0.089105295582
ACH-000337,-0.40264209766500003
ACH-000339,-0.0686661171637
ACH-000341,-0.019089764973799998
ACH-000348,-0.103928890212
ACH-000350,-0.085690075743
ACH-000352,-0.08773411903010002
ACH-000356,-0.10745464067399998
ACH-000361,-0.009373421156790001
ACH-000362,0.10212584465399999
ACH-000363,-0.131000485725
