,TPM2 (7169)
ACH-000004,-0.197717069967
ACH-000007,-0.18439139014699998
ACH-000009,-0.556516747425
ACH-000011,-0.336462089766
ACH-000012,-0.23029278527600003
ACH-000013,-0.232416899831
ACH-000014,-0.392365199881
ACH-000015,-0.335914444078
ACH-000017,-0.407857730164
ACH-000018,-0.356113672525
ACH-000019,-0.255815706672
ACH-000021,-0.39726220159500003
ACH-000022,-0.298491552304
ACH-000025,-0.317064304957
ACH-000028,-0.313151954597
ACH-000030,-0.466638426056
ACH-000035,-0.19397228540999997
ACH-000036,-0.39076000396899996
ACH-000037,-0.42844896014600004
ACH-000039,-0.37594011432400004
ACH-000040,-0.436024627279
ACH-000041,-0.320649979576
ACH-000042,-0.37089082319600003
ACH-000045,-0.281988519413
ACH-000047,-0.266256081393
ACH-000052,-0.0783352238147
ACH-000053,-0.186136893206
ACH-000054,-0.37800664622599994
ACH-000055,-0.5987789266179999
ACH-000060,-0.356874658471
ACH-000067,-0.21452789698600003
ACH-000070,-0.430949795915
ACH-000075,-0.556434587899
ACH-000078,-0.447575488804
ACH-000082,-0.5372836563750001
ACH-000085,-0.155458887321
ACH-000086,-0.559241586521
ACH-000087,-0.383556043485
ACH-000092,-0.44881225133999997
ACH-000095,-0.31930711144900004
ACH-000097,-0.376781730176
ACH-000098,-0.5209400477139999
ACH-000099,-0.404039899656
ACH-000108,-0.109218353057
ACH-000113,-0.08692328159669999
ACH-000115,-0.312592117797
ACH-000116,-0.08044545575539999
ACH-000118,-0.269886008982
ACH-000120,-0.20323809182
ACH-000123,-0.295464494648
ACH-000127,-0.230540861739
ACH-000128,-0.15375919771
ACH-000132,-0.546075077805
ACH-000133,-0.378304005906
ACH-000137,-0.062159702805300004
ACH-000138,-0.155321031665
ACH-000142,0.007586483658069999
ACH-000143,-0.074563370871
ACH-000146,-0.333806024198
ACH-000148,-0.371804234507
ACH-000150,-0.609131044521
ACH-000152,-0.470824749256
ACH-000153,-0.225672000623
ACH-000159,-0.317734288744
ACH-000160,-0.541801466276
ACH-000163,-0.395671442819
ACH-000167,-0.22263441468000003
ACH-000168,-0.48257249531400004
ACH-000169,-0.13279538924599998
ACH-000178,-0.155238047111
ACH-000182,-0.44006964723
ACH-000183,-0.447687803222
ACH-000188,-0.562563719235
ACH-000189,-0.27980862367
ACH-000190,-0.752155489739
ACH-000198,-0.13440543322
ACH-000204,-0.25054334613
ACH-000206,-0.40407787272
ACH-000207,-0.47838485411799997
ACH-000211,-0.39845461025300005
ACH-000215,-0.46966762553999997
ACH-000221,-0.319439128691
ACH-000222,-0.6948221978460001
ACH-000223,-0.464063053116
ACH-000226,-0.42317064600500004
ACH-000227,-0.536919962168
ACH-000228,-0.38479225617799995
ACH-000231,-0.34107323431500003
ACH-000232,-0.322638334799
ACH-000233,-0.164516438824
ACH-000234,-0.19951011287999998
ACH-000235,-0.41543368257799995
ACH-000237,-0.326615049845
ACH-000238,-0.38125106434
ACH-000243,-0.344551887934
ACH-000244,-0.6464060675069999
ACH-000246,-0.367896175903
ACH-000248,-0.567924858558
ACH-000250,-0.420595125035
ACH-000251,-0.36483572593099994
ACH-000253,-0.496963876526
ACH-000255,-0.420422396363
ACH-000256,-0.33627180700099996
ACH-000257,-0.293589480144
ACH-000258,-0.11810151265300001
ACH-000259,-0.294105040769
ACH-000260,-0.154334104518
ACH-000261,-0.479670524871
ACH-000262,0.0722250350549
ACH-000263,-0.505289836614
ACH-000264,-0.45935651566200003
