,SPOP (8405)
ACH-000004,-0.0067148012859700006
ACH-000007,0.013377576886799998
ACH-000009,-0.050968299443
ACH-000011,-0.023795157023499998
ACH-000012,-0.188772926016
ACH-000013,0.015438547543899998
ACH-000014,-0.0168542359678
ACH-000015,-0.0615518484935
ACH-000017,-0.25961182939
ACH-000018,0.0245326638463
ACH-000019,-0.0040062910939299996
ACH-000021,0.166401646664
ACH-000022,-0.12241383415200001
ACH-000025,-0.015124600377499998
ACH-000028,0.120470877805
ACH-000030,-0.0526335031651
ACH-000035,-0.0215156370658
ACH-000036,0.053095949276599996
ACH-000037,-0.06271909319880001
ACH-000039,0.04577983485209999
ACH-000040,-0.210381068305
ACH-000041,-0.0857525441797
ACH-000042,0.031408295655
ACH-000045,0.0702422665832
ACH-000047,-0.161869726419
ACH-000052,0.047254491986
ACH-000053,0.18276576203699998
ACH-000054,0.0690561862443
ACH-000055,-0.12087473454000001
ACH-000060,-0.0448614660513
ACH-000067,-0.08961235303760001
ACH-000070,-0.10306784904100001
ACH-000075,-0.0408327740239
ACH-000078,0.19723113814100002
ACH-000082,-0.282423130166
ACH-000085,-0.0989745108838
ACH-000086,0.0664865951977
ACH-000087,-0.00701080535922
ACH-000092,-0.109490307848
ACH-000095,0.006587629911430001
ACH-000097,-0.12580229297700002
ACH-000098,-0.1474047274
ACH-000099,0.183108476081
ACH-000108,0.204264731996
ACH-000113,0.0551774557043
ACH-000115,0.056070889272999996
ACH-000116,-0.187702412036
ACH-000118,-0.00738288343017
ACH-000120,0.0257146127294
ACH-000123,-0.0412774792418
ACH-000127,0.150718490462
ACH-000128,0.185297062062
ACH-000132,0.380263866426
ACH-000133,-0.0214901058355
ACH-000137,-0.147420955555
ACH-000138,0.0430884699517
ACH-000142,0.00787729947417
ACH-000143,-0.251125171489
ACH-000146,-0.044996576136499995
ACH-000148,-0.142851895831
ACH-000150,-0.12033233728800001
ACH-000152,0.101217898244
ACH-000153,-0.17166241964200002
ACH-000159,0.128289810672
ACH-000160,0.06538223664250001
ACH-000163,-0.0836372476265
ACH-000167,0.0751259964963
ACH-000168,-0.277152567146
ACH-000169,-0.09765821648180001
ACH-000178,-0.08361017574560001
ACH-000182,-0.042349906218499996
ACH-000183,0.125368927259
ACH-000188,-0.0485503052321
ACH-000189,-0.217460203268
ACH-000190,-0.301821158563
ACH-000198,0.06403409531399999
ACH-000204,-0.0821229016387
ACH-000206,0.21366121709000002
ACH-000207,-0.259027257342
ACH-000211,-0.038429794581900004
ACH-000215,-0.06722811958069999
ACH-000221,-0.00730303090187
ACH-000222,0.0755877654148
