,PPTC7 (160760)
ACH-000004,-0.109294996963
ACH-000007,0.116503332345
ACH-000009,0.0813113477188
ACH-000011,-0.09862395520780001
ACH-000012,-0.151183900424
ACH-000013,-0.139371424677
ACH-000014,-0.170354583174
ACH-000015,-0.029701672540700004
ACH-000017,0.00321694275685
ACH-000018,-0.303366297311
ACH-000019,-0.28821965422
ACH-000021,-0.22640305025
ACH-000022,-0.105460094571
ACH-000025,-0.171826563385
ACH-000028,-0.0256881523963
ACH-000030,-0.00643989338041
ACH-000035,-0.199065304993
ACH-000036,-0.0630542606737
ACH-000037,-0.04407723835440001
ACH-000039,-0.00319128443331
ACH-000040,-0.36895061468900003
ACH-000041,-0.07523913015160001
ACH-000042,-0.00185232826808
ACH-000045,0.146072346271
ACH-000047,-0.114477446723
ACH-000052,-0.224124739032
ACH-000053,0.0591896074905
ACH-000054,-0.04433924789480001
ACH-000055,-0.06991777198810001
ACH-000060,-0.057440720122899996
ACH-000067,0.0123456511849
ACH-000070,-0.43283349314499997
ACH-000075,-0.07912047912999999
ACH-000078,-0.151671973948
ACH-000082,-0.20304329636
ACH-000085,0.0219842880888
ACH-000086,-0.18027254045899999
ACH-000087,-0.00590874829951
ACH-000092,0.0102582776753
ACH-000095,0.0035722599613000005
ACH-000097,-0.042779640692
ACH-000098,-0.166558649225
ACH-000099,0.0542529582032
ACH-000108,-0.00934631769049
ACH-000113,-0.109550411314
ACH-000115,-0.160468510754
ACH-000116,-0.0087701101892
ACH-000118,0.11906682066
ACH-000120,-0.07904818501739999
ACH-000123,0.10004618633199999
ACH-000127,0.12480766932600001
ACH-000128,-0.352592792258
ACH-000132,-0.0295437042032
ACH-000133,-0.307722430175
ACH-000137,-0.0943637851954
ACH-000138,-0.0790404359533
ACH-000142,-0.11684334347200001
ACH-000143,-0.18471785514699998
ACH-000146,0.178189290278
ACH-000148,-0.46551356655000004
ACH-000150,-0.00425849763009
ACH-000152,0.153901176029
ACH-000153,-0.479430201257
ACH-000159,-0.0336117938191
ACH-000160,-0.12855048191
ACH-000163,-0.0803924487687
ACH-000167,-0.5064190256669999
ACH-000168,0.17539663186299997
ACH-000169,-0.26463697916900003
ACH-000178,0.0607731242167
ACH-000182,-0.005470128731260001
ACH-000183,-0.045857869803900005
ACH-000188,0.112532861811
ACH-000189,-0.7996048615219999
ACH-000190,-0.11548429944800001
ACH-000198,0.0243421239385
ACH-000204,-0.169656180829
ACH-000206,0.22137673337400002
ACH-000207,0.418755378142
ACH-000211,-0.017445386420599996
ACH-000215,-0.10102580509800001
ACH-000221,0.106684608131
ACH-000222,0.171197339108
ACH-000223,-0.0184724674559
ACH-000226,0.0789522791852
ACH-000227,0.306819699139
ACH-000228,-0.049754932588999996
ACH-000231,0.042423086048600005
ACH-000232,-0.167618677764
ACH-000233,0.036975552556400004
ACH-000234,-0.427203130835
ACH-000235,-0.0394792624003
ACH-000237,-0.215805135766
ACH-000238,0.00487807840368
ACH-000243,0.0458611315674
ACH-000244,-0.236217297194
ACH-000246,-0.216230340082
ACH-000248,-0.301125941696
ACH-000250,-0.06888577175760001
ACH-000251,-0.31703581109400003
ACH-000253,0.0194935330995
ACH-000255,-0.17959955619100001
ACH-000256,0.09310840824010001
ACH-000257,-0.430600804675
ACH-000258,0.0804715216093
ACH-000259,-0.455068682382
ACH-000260,0.0146063564558
ACH-000261,-0.111410433131
ACH-000262,-0.115185112344
ACH-000263,0.0940452526647
ACH-000264,0.051239790579300004
ACH-000265,-0.0363177148124
ACH-000266,-0.035271138110599995
ACH-000272,-0.129575400869
ACH-000273,-0.16662296970999999
ACH-000274,0.056345111506
ACH-000277,-0.402263379826
ACH-000278,0.037566505441699996
ACH-000279,-0.045079476017000006
ACH-000280,-0.284014512802
ACH-000281,0.0593547581351
ACH-000288,-0.07968116330519999
ACH-000291,-0.133461243874
ACH-000293,0.129375253842
ACH-000294,1.4132042899000001
ACH-000295,-0.057241480829499994
ACH-000296,-0.0647071833162
ACH-000302,-0.181831565614
ACH-000304,-0.467345421001
ACH-000307,-0.0489607244449
ACH-000308,-0.0404784719181
ACH-000310,0.179128430813
ACH-000311,-0.0822273499891
ACH-000312,-0.0756414001498
ACH-000315,-0.114244706937
ACH-000316,0.25004540047400003
ACH-000317,-0.028279491996299998
ACH-000318,0.0623700477016
ACH-000319,0.08679720950960002
ACH-000320,0.0867993588261
ACH-000322,0.113586057781
ACH-000323,-0.24913829361099998
ACH-000324,0.25169377110999996
ACH-000329,-0.286761034661
ACH-000330,0.0155024362785
ACH-000331,-0.10111663184
ACH-000332,-0.037009203218999996
ACH-000334,-0.155496466061
ACH-000335,0.117059967127
ACH-000336,-0.0906262212754
