,CTDSPL (10217)
ACH-000004,0.133069235203
ACH-000007,0.365768365813
ACH-000009,0.20472937250700002
ACH-000011,0.31095879667
ACH-000012,0.21049914757399998
ACH-000013,0.30059815966
ACH-000014,0.304477708655
ACH-000015,0.245119324987
ACH-000017,0.256858902894
ACH-000018,0.372785651855
ACH-000019,0.304545160232
ACH-000021,0.240584445582
ACH-000022,0.232286077566
ACH-000025,0.20627187331500002
ACH-000028,0.302032613011
ACH-000030,0.350116731705
ACH-000035,0.413459143729
ACH-000036,0.272675030026
ACH-000037,0.327629779491
ACH-000039,0.20267567467
ACH-000040,0.325439221432
ACH-000041,0.25526709934999997
ACH-000042,0.184950916992
ACH-000045,0.24154814166400002
ACH-000047,0.266624077954
ACH-000052,0.201017798675
ACH-000053,0.148050624103
ACH-000054,0.18689977550200002
ACH-000055,0.41608708741899997
ACH-000060,0.317270282111
ACH-000067,0.519648912167
ACH-000070,0.5493610977669999
ACH-000075,0.143553042861
ACH-000078,0.216422743714
ACH-000082,0.43519400797200003
ACH-000085,0.266411020359
ACH-000086,0.328808739946
ACH-000087,0.588105348743
ACH-000092,0.272603741404
ACH-000095,0.318349289476
ACH-000097,0.26409722955299997
ACH-000098,0.23521702577
ACH-000099,0.21600282046900002
ACH-000108,0.277825916655
ACH-000113,0.19531747923599999
ACH-000115,0.3817349104
ACH-000116,0.237353855715
ACH-000118,0.226144408132
ACH-000120,0.31791572539900004
ACH-000123,0.36712640775
ACH-000127,0.217982610264
ACH-000128,0.34081799180699995
ACH-000132,0.448567764378
ACH-000133,0.303440056789
ACH-000137,0.35726532033200004
ACH-000138,0.243179744998
ACH-000142,0.249715537652
ACH-000143,0.20736656894799999
ACH-000146,0.318972061691
ACH-000148,0.294130850273
ACH-000150,0.302423767701
ACH-000152,0.32545865119399997
ACH-000153,0.433397384517
ACH-000159,0.439716868547
ACH-000160,0.23825693074499998
ACH-000163,0.22587196989
ACH-000167,0.233524502362
ACH-000168,0.0632389293813
ACH-000169,0.305081238085
ACH-000178,0.359630797883
ACH-000182,0.299875900112
ACH-000183,0.204462478557
ACH-000188,0.36674868922700005
ACH-000189,0.409187142193
ACH-000190,0.446652283706
ACH-000198,0.32158229698699997
ACH-000204,0.36582229534
ACH-000206,0.27780700267299996
ACH-000207,0.503126171368
ACH-000211,0.35629173532799996
ACH-000215,0.38878569222099996
ACH-000221,0.16382595073
ACH-000222,-0.0311011427422
ACH-000223,0.0721534865659
ACH-000226,0.228600188821
ACH-000227,0.12036042336100002
ACH-000228,0.19095952467900001
ACH-000231,0.306682266968
ACH-000232,0.387048975106
ACH-000233,0.263184583351
ACH-000234,0.251261671503
ACH-000235,0.178506030495
ACH-000237,0.22102805121999997
ACH-000238,0.253686719299
ACH-000243,0.289832552329
ACH-000244,0.333930121602
ACH-000246,0.436006156626
ACH-000248,0.43946092512900004
ACH-000250,0.278311004419
ACH-000251,0.20854099209000002
ACH-000253,0.377927379593
ACH-000255,0.350418952668
ACH-000256,0.343661726628
ACH-000257,0.201926221652
ACH-000258,0.32924259413
ACH-000259,0.262968177081
ACH-000260,0.323114101014
ACH-000261,0.323659246773
ACH-000262,0.319427754374
ACH-000263,0.08915372715610001
ACH-000264,0.251803058248
ACH-000265,0.197772377722
ACH-000266,0.19585701133400002
ACH-000272,0.33832874097300003
ACH-000273,0.198668794533
ACH-000274,0.18942850084399998
ACH-000277,0.345015034529
ACH-000278,0.264069045694
ACH-000279,0.214949564214
ACH-000280,0.0333562894905
ACH-000281,-0.010434862246799998
ACH-000288,0.356452694706
ACH-000291,0.218291369958
ACH-000293,0.30575541048
ACH-000294,0.145342850778
ACH-000295,0.128960563832
ACH-000296,0.144182900951
ACH-000302,0.280022047393
ACH-000304,0.439950173825
ACH-000307,0.302195987386
ACH-000308,0.36639404861100006
ACH-000310,0.158514339805
ACH-000311,0.290255942872
ACH-000312,0.230571474553
ACH-000315,0.52771359921
ACH-000316,0.33801856069200004
ACH-000317,0.336784858226
ACH-000318,0.271193354865
ACH-000319,0.455888631487
ACH-000320,0.1231391192
ACH-000322,0.24618366107200002
ACH-000323,0.421598952895
ACH-000324,0.27803679163899997
ACH-000329,0.178804304605
ACH-000330,0.157899765259
ACH-000331,0.209045342135
ACH-000332,0.245278658358
ACH-000334,0.307503328923
ACH-000335,0.510454635606
ACH-000336,0.425990061677
ACH-000337,0.318041555322
ACH-000339,0.281424103464
ACH-000341,0.20110042640999998
ACH-000348,0.31794048021899995
ACH-000350,0.316674784701
ACH-000352,0.48119310136699994
ACH-000356,0.616905998619
ACH-000361,0.32858356603300004
ACH-000362,0.329027915594
ACH-000363,0.20137971468
ACH-000364,0.315173581105
ACH-000365,0.314060940604
ACH-000366,0.353689084797
ACH-000368,0.58179211956
ACH-000374,0.179342287838
ACH-000375,0.490519323255
ACH-000376,0.17471387049400003
ACH-000381,0.0223448623122
ACH-000383,0.22739911350000003
ACH-000387,0.27802484150699996
ACH-000389,0.34124682860600003
ACH-000390,0.379309053282
ACH-000393,0.307509745281
ACH-000395,0.167606914563
ACH-000397,0.421401350886
ACH-000401,-0.08956497625769999
ACH-000402,0.372133667816
ACH-000403,0.280276200707
ACH-000404,-0.0893732758601
ACH-000406,0.25073637594799997
ACH-000407,0.541708864619
ACH-000408,0.6024732482999999
ACH-000410,0.178979362496
ACH-000411,0.373832879286
ACH-000414,0.33028756481800003
ACH-000415,0.253370446497
ACH-000416,0.266839391622
ACH-000420,0.294153354207
ACH-000421,0.33439778493
ACH-000424,0.0889081349798
