,PRKACG (5568)
ACH-000004,-0.17898792779699998
ACH-000007,-0.319529684304
ACH-000009,-0.218813310666
ACH-000011,-0.276407576617
ACH-000012,-0.19271165305100002
ACH-000013,-0.25217273438
ACH-000014,-0.305003180975
ACH-000015,-0.333737307932
ACH-000017,-0.286869559855
ACH-000018,-0.204305736849
ACH-000019,-0.16423906483
ACH-000021,-0.330374781389
ACH-000022,-0.133941442371
ACH-000025,-0.341761672416
ACH-000028,-0.147181392327
ACH-000030,-0.20677261455499998
ACH-000035,-0.150298739883
ACH-000036,-0.188819203902
ACH-000037,-0.310046083673
ACH-000039,-0.40252408617799995
ACH-000040,-0.428440195886
ACH-000041,-0.37368890663300003
ACH-000042,-0.21096720666299998
ACH-000045,0.109646378146
ACH-000047,-0.16687935311
ACH-000052,-0.291598361749
ACH-000053,-0.161503573509
ACH-000054,-0.179582539303
ACH-000055,-0.0973187725852
ACH-000060,-0.404588543524
ACH-000067,-0.104187850837
ACH-000070,0.0834584717402
ACH-000075,-0.33900520095200004
ACH-000078,0.131062064747
ACH-000082,-0.146951287408
ACH-000085,-0.619676592791
ACH-000086,0.049450207930199996
ACH-000087,-0.260699004044
ACH-000092,-0.154001733456
ACH-000095,-0.145477825812
ACH-000097,-0.232317386175
ACH-000098,-0.204101241349
ACH-000099,-0.23474330578299998
ACH-000108,-0.18425658735800002
ACH-000113,-0.19039599551
ACH-000115,-0.24175338662700002
ACH-000116,-0.16468766470899998
ACH-000118,-0.40018848787100003
ACH-000120,-0.187550903173
ACH-000123,-0.126934328667
ACH-000127,-0.207932904199
ACH-000128,-0.253339187054
ACH-000132,-0.269205952583
ACH-000133,-0.180817017531
ACH-000137,-0.14921454064
ACH-000138,-0.09124569068610001
ACH-000142,-0.170639315374
ACH-000143,-0.12220707276699999
ACH-000146,-0.115132286907
ACH-000148,-0.324141282215
ACH-000150,-0.021048983640799997
ACH-000152,-0.0411191031633
ACH-000153,-0.0202204028605
ACH-000159,-0.39511369179
ACH-000160,-0.202177089902
ACH-000163,-0.477762895391
ACH-000167,-0.179084581072
ACH-000168,-0.299566266832
ACH-000169,-0.0902689669674
ACH-000178,-0.243662933656
ACH-000182,-0.258094182964
ACH-000183,-0.149960668123
ACH-000188,-0.39184766525799997
ACH-000189,-0.39485119375100003
ACH-000190,-0.15037667342299998
ACH-000198,-0.201649460286
ACH-000204,-0.0616768746439
ACH-000206,-0.321698534286
ACH-000207,0.10168038518200001
ACH-000211,-0.105606563136
ACH-000215,-0.173743551057
ACH-000221,-0.37123181894100005
ACH-000222,-0.228832364919
ACH-000223,-0.110391758454
ACH-000226,-0.320267463213
ACH-000227,-0.05448496469169999
ACH-000228,-0.44144702586999995
ACH-000231,-0.105473140635
ACH-000232,-0.212485478516
ACH-000233,-0.201736662441
ACH-000234,-0.06533131536430001
ACH-000235,-0.11489521662
ACH-000237,-0.32488147211999996
ACH-000238,-0.28171792835299997
ACH-000243,-0.154832902027
ACH-000244,-0.0611287629243
ACH-000246,-0.205168864615
ACH-000248,-0.40557141158699994
ACH-000250,-0.25693525683400004
ACH-000251,-0.264418218898
ACH-000253,-0.15488268320999998
ACH-000255,-0.391202132391
ACH-000256,-0.140646643532
ACH-000257,-0.0380596046056
ACH-000258,0.128670302193
ACH-000259,-0.18262833654199997
ACH-000260,-0.26143952581700003
ACH-000261,-0.10073168577
ACH-000262,-0.175637252374
ACH-000263,0.00014334848922
ACH-000264,-0.129970076318
ACH-000265,-0.164676780446
ACH-000266,-0.24113714405900002
ACH-000272,-0.229160282509
ACH-000273,-0.09111335193299999
ACH-000274,-0.238660492293
ACH-000277,-0.11633178067
ACH-000278,-0.100684216483
ACH-000279,-0.0413997568524
ACH-000280,-0.229836140099
ACH-000281,-0.137228281022
ACH-000288,-0.14233984736
ACH-000291,-0.152368713495
ACH-000293,-0.353973053511
ACH-000294,-0.0827755023437
ACH-000295,-0.204334244443
ACH-000296,0.17536522704
ACH-000302,-0.118855856543
ACH-000304,-0.39535456510300004
ACH-000307,-0.139293341495
ACH-000308,-0.190383632089
ACH-000310,-0.0387800505074
ACH-000311,-0.21458189552700002
ACH-000312,-0.19699816531
ACH-000315,-0.37895320423
ACH-000316,-0.185572320953
ACH-000317,-0.22218283917599999
ACH-000318,-0.137786792175
ACH-000319,-0.0636245733111
ACH-000320,0.03149985805
ACH-000322,-0.444814637156
ACH-000323,-0.241337327096
ACH-000324,-0.17516762769299998
ACH-000329,-0.0547269254741
ACH-000330,-0.0106243580534
ACH-000331,-0.29113971691199997
ACH-000332,-0.17650473810400003
ACH-000334,-0.163006865024
ACH-000335,-0.23901684195099998
ACH-000336,-0.0450758243708
ACH-000337,-0.402198033707
ACH-000339,-0.205584316426
ACH-000341,-0.432493374717
ACH-000348,-0.24466865188
ACH-000350,-0.135088664611
ACH-000352,-0.14870477420199998
ACH-000356,-0.147206688719
ACH-000361,-0.24342480455899998
ACH-000362,-0.154363350077
ACH-000363,-0.126055895818
ACH-000364,-0.386308180737
ACH-000365,-0.224618788283
ACH-000366,-0.300892499618
ACH-000368,-0.0711797422235
ACH-000374,-0.09837278359660001
ACH-000375,-0.157113015255
ACH-000376,-0.0372673730509
ACH-000381,-0.21419583180399998
ACH-000383,-0.25536811487100003
ACH-000387,-0.06939048901110001
ACH-000389,-0.198074201378
ACH-000390,-0.363573285891
ACH-000393,-0.308440142901
ACH-000395,-0.13245680687699998
ACH-000397,-0.242120026413
ACH-000401,-0.06930423763719999
ACH-000402,-0.398410342425
ACH-000403,-0.19244676367199998
ACH-000404,-0.226605137998
ACH-000406,-0.180915091794
ACH-000407,-0.327554392513
ACH-000408,-0.139314180881
ACH-000410,-0.17132573691300002
ACH-000411,-0.14438753643899999
ACH-000414,-0.223978738427
ACH-000415,-0.302539222694
ACH-000416,-0.215104829316
ACH-000420,0.00926655081182
ACH-000421,-0.29655760412500004
ACH-000424,-0.129942282366
ACH-000425,-0.14525038849400002
ACH-000426,-0.12264403390300001
ACH-000427,-0.345982767782
ACH-000433,-0.194960201289
ACH-000436,-0.39937558885799995
ACH-000444,-0.129859402953
ACH-000445,-0.5402065348089999
ACH-000448,-0.164297080155
ACH-000450,-0.382753748584
ACH-000452,-0.0331894064914
ACH-000454,-0.216913591828
ACH-000458,-0.0666263205261
ACH-000459,-0.173467500469
ACH-000460,-0.297763361503
ACH-000461,-0.010591727897099999
ACH-000463,-0.155691525946
ACH-000464,-0.220770847215
ACH-000466,-0.085747973583
ACH-000467,-0.216220833544
ACH-000468,-0.276193468363
ACH-000469,-0.13043952056
ACH-000470,-0.333381101747
ACH-000471,-0.142884796603
ACH-000472,-0.16848826837900002
ACH-000473,-0.22724462340100002
ACH-000475,-0.192138358498
ACH-000476,-0.271955664222
ACH-000477,-0.307384418598
ACH-000480,-0.173602311795
ACH-000481,-0.39377837996799997
ACH-000483,-0.444107245835
ACH-000484,-0.37683565823700005
ACH-000485,-0.23282605857799998
ACH-000486,-0.106585810382
ACH-000487,-0.182097997403
ACH-000488,-0.234925374936
ACH-000490,-0.21891060514400001
ACH-000491,-0.167833493853
ACH-000495,-0.0388418092879
ACH-000496,-0.21264072008
ACH-000499,0.0912827342234
ACH-000500,-0.470838655823
ACH-000502,-0.19230671945
ACH-000503,-0.09979588677580001
ACH-000505,-0.17528446291900002
ACH-000507,-0.26695840602800003
ACH-000510,-0.14506701128399999
ACH-000511,-0.27722174585799997
ACH-000512,-0.274478463168
ACH-000516,-0.198958165576
ACH-000517,-0.12115122172000001
ACH-000518,-0.20425566373
ACH-000520,-0.35286561752800005
ACH-000521,-0.122297794754
ACH-000522,-0.25213925764899997
ACH-000524,-0.127685786733
ACH-000527,-0.23990567036200003
ACH-000528,-0.18990232860599998
ACH-000537,-0.263751412482
ACH-000541,-0.20406129342
ACH-000542,-0.152011638402
ACH-000544,-0.128968575758
ACH-000545,-0.159251625036
ACH-000547,-0.295914741698
ACH-000548,-0.0088225569702
ACH-000549,-0.127983612155
ACH-000550,-0.17106878976599998
ACH-000552,-0.287138431743
ACH-000556,-0.23574733238499998
ACH-000557,0.0479195997903
ACH-000570,-0.266935796448
ACH-000571,-0.337890718312
ACH-000573,-0.150323686245
ACH-000576,-0.33552243802299997
ACH-000580,-0.0542771466086
ACH-000584,-0.24275061932300002
ACH-000585,-0.28139802084800003
ACH-000588,0.08346020527810001
ACH-000589,-0.33797887776
ACH-000591,-0.0279703355508
ACH-000593,-0.12175382271
ACH-000600,-0.195896542507
ACH-000601,-0.19068490997999998
ACH-000604,-0.16866651559
ACH-000605,-0.29342079171700003
ACH-000606,-0.40373506342200005
ACH-000608,-0.22262188855300002
ACH-000614,-0.239713321401
ACH-000616,-0.156819399059
ACH-000618,0.0008593717590189998
ACH-000619,-0.25600965571
ACH-000620,-0.256327558064
ACH-000621,0.0292891410951
ACH-000622,-0.247117025711
ACH-000623,-0.19184301615899998
ACH-000624,-0.255453851816
ACH-000627,-0.24408802033799998
ACH-000630,-0.265060284146
ACH-000632,-0.0139148869231
ACH-000633,-0.21105426866799998
ACH-000637,-0.304286789875
ACH-000638,-0.43213524899800004
ACH-000646,-0.305186830545
ACH-000647,-0.098970769284
ACH-000648,-0.267711354561
ACH-000649,-0.12296610364499999
ACH-000651,-0.277763375825
ACH-000652,-0.210287340861
ACH-000653,-0.280467216491
ACH-000657,-0.198026878307
ACH-000658,-0.307210283508
ACH-000661,-0.21750445590300002
ACH-000662,-0.319510292489
ACH-000663,-0.280937351866
ACH-000665,-0.286317868188
ACH-000671,-0.286310620703
ACH-000673,-0.0688184549327
ACH-000676,-0.235317891908
ACH-000677,-0.325522538836
ACH-000681,-0.26764181948000004
ACH-000682,-0.125556662104
ACH-000683,-0.115399159964
ACH-000684,-0.035312530024800004
ACH-000688,0.35028829338100004
ACH-000693,-0.24172949785300002
ACH-000694,-0.261330523399
ACH-000695,-0.274688036595
ACH-000696,-0.21969472520199998
ACH-000697,-0.30859643035100004
ACH-000699,-0.12449205914200001
ACH-000701,-0.263315827702
ACH-000706,-0.266660685073
ACH-000711,-0.195945551361
ACH-000713,-0.373372201994
ACH-000714,-0.0145191951269
ACH-000718,-0.176070723171
ACH-000720,-0.312996398561
ACH-000721,-0.24475796242199999
ACH-000724,-0.5517721214469999
ACH-000725,-0.25727910381200003
ACH-000732,-0.20194158429900003
ACH-000734,-0.310115666754
ACH-000735,-0.10530739916500001
ACH-000736,-0.35192869486
ACH-000738,-0.38381878615099996
ACH-000746,-0.434103247463
ACH-000747,-0.21708804771499998
ACH-000748,-0.312281665198
ACH-000753,-0.177394839326
ACH-000756,-0.267826066348
ACH-000757,-0.42496083272
ACH-000758,-0.5194677314230001
ACH-000760,-0.20551818897500002
ACH-000763,-0.04402331373869999
ACH-000764,-0.295052728333
ACH-000765,-0.44646503426899997
ACH-000766,-0.316187248247
ACH-000767,-0.202605305578
ACH-000768,-0.511476574077
ACH-000769,-0.08713045718319999
ACH-000770,-0.197070110396
ACH-000771,-0.221383865116
ACH-000773,-0.197967259754
ACH-000776,-0.387972364857
ACH-000777,-0.112078689811
ACH-000778,-0.17856718417999998
ACH-000781,-0.222045563966
ACH-000782,-0.136748463095
ACH-000783,-0.30257068105900004
ACH-000784,-0.119003297446
ACH-000785,-0.16290455477600002
ACH-000787,-0.174765759571
ACH-000788,-0.210067899993
ACH-000791,-0.21956833330400002
ACH-000792,-0.208180638211
ACH-000794,-0.253511407311
ACH-000796,-0.152770683575
ACH-000799,-0.341706348964
ACH-000800,0.00039194516401300006
ACH-000802,-0.0660885849093
ACH-000804,-0.12734225035900001
ACH-000805,-0.40253658525700003
ACH-000809,-0.165865393772
ACH-000810,-0.00354362841135
ACH-000811,-0.242016100766
ACH-000817,-0.319612408504
ACH-000819,-0.366879092906
ACH-000820,-0.456721365514
ACH-000821,-0.160174582349
ACH-000822,-0.424519225365
ACH-000823,-0.207960296676
ACH-000824,-0.013850190716600002
ACH-000827,-0.30244764021299997
ACH-000829,-0.032231560884
ACH-000831,-0.320180655589
ACH-000832,-0.160409134972
ACH-000833,-0.330689808972
ACH-000834,0.035455175601800004
ACH-000835,-0.301124839983
ACH-000836,-0.121369687599
ACH-000837,-0.24336341983000004
ACH-000838,-0.21477959787599998
ACH-000839,-0.457488180897
ACH-000840,-0.23416772737799998
ACH-000841,-0.139340206452
ACH-000843,-0.06505969921969999
ACH-000846,-0.363378671143
ACH-000847,-0.426892130428
ACH-000848,-0.0756702899118
ACH-000849,-0.265198518704
ACH-000851,-0.255841270667
ACH-000855,-0.24661871617699999
ACH-000856,-0.10193617511499999
ACH-000858,-0.326719424498
ACH-000859,-0.293551023724
ACH-000861,-0.23061834857900002
ACH-000862,-0.215781162511
ACH-000865,0.046185246386199995
ACH-000866,-0.23179208904399998
ACH-000867,-0.213092872008
ACH-000869,-0.303753929755
ACH-000872,-0.351943913001
ACH-000873,-0.430684903725
ACH-000876,-0.37992897733000003
ACH-000878,-0.206000598312
ACH-000880,-0.26987981983000003
ACH-000881,-0.21741206859
ACH-000882,-0.297919303985
ACH-000884,-0.180663671563
ACH-000885,-0.202504649302
ACH-000887,-0.181147349437
ACH-000888,-0.232321405742
ACH-000889,-0.190598916588
ACH-000890,-0.352572376799
ACH-000896,-0.288751005433
ACH-000898,-0.283456303204
ACH-000900,-0.22574654570799998
ACH-000901,-0.134962529675
ACH-000905,-0.19876060898200001
ACH-000906,-0.276358331781
ACH-000907,-0.33619690526699997
ACH-000910,-0.20122280343899998
ACH-000911,-0.27532041718600003
ACH-000912,-0.321837342342
ACH-000913,-0.154721945304
ACH-000915,-0.173966253785
ACH-000916,0.07311423460960001
ACH-000917,-0.305997946987
ACH-000921,-0.12291406455999998
ACH-000924,-0.225326546241
ACH-000926,-0.018182901524099997
ACH-000928,-0.521123634669
ACH-000929,-0.133891720937
ACH-000932,-0.282628486287
ACH-000935,-0.140294242129
ACH-000936,-0.266333354846
ACH-000937,-0.21844997145700001
ACH-000938,-0.10063996058
ACH-000939,-0.230716489101
ACH-000941,-0.334680505791
ACH-000943,-0.176398605328
ACH-000946,-0.272367702995
ACH-000947,-0.323263209362
ACH-000948,-0.16784046852899998
ACH-000950,-0.068132478414
ACH-000953,-0.20389329282699997
ACH-000957,-0.28884319006700004
ACH-000958,-0.208641566472
ACH-000960,0.0199204197998
ACH-000963,-0.2683130966
ACH-000968,-0.056604403921999995
ACH-000969,-0.260136426347
ACH-000973,-0.178799512496
ACH-000974,-0.0791507539679
ACH-000975,-0.114485058143
ACH-000976,-0.418538582792
ACH-000978,-0.269167063705
ACH-000980,-0.291965597088
ACH-000984,-0.35704844824799997
ACH-000986,-0.36710182949000003
ACH-000988,-0.21562973028700003
ACH-000993,-0.25142870986
ACH-000994,-0.150486200081
ACH-000996,-0.176909580817
ACH-001001,-0.22024122855
ACH-001020,-0.0508376691766
ACH-001028,-0.178564673454
ACH-001031,-0.121720163651
ACH-001038,-0.337645328976
ACH-001048,-0.22912724227899997
ACH-001050,-0.184756525128
ACH-001053,-0.12953973578800002
ACH-001054,-0.361046981618
ACH-001061,-0.22122575210700002
ACH-001067,-0.150884256528
ACH-001075,-0.00425487164399
ACH-001096,-0.283597985602
ACH-001128,-0.48154883997299996
ACH-001134,-0.23852970124200001
ACH-001151,-0.329016172562
ACH-001163,-0.251142365352
ACH-001164,-0.335848859728
ACH-001173,-0.0627004017167
ACH-001183,-0.0501268236917
ACH-001184,-0.0193905767393
ACH-001190,-0.36773680924099994
ACH-001192,-0.0465908418944
ACH-001193,-0.11845014518899999
ACH-001196,-0.0955129185774
ACH-001197,-0.38470811273199995
ACH-001205,-0.0669409840505
ACH-001211,-0.157765776262
ACH-001212,-0.341557577786
ACH-001228,-0.320465732386
ACH-001232,-0.12334904060799999
ACH-001239,-0.125737661882
ACH-001274,-0.128144224422
ACH-001275,-0.237720846227
ACH-001277,-0.06997049099739999
ACH-001278,0.00523466116925
ACH-001280,-0.25979531982299997
ACH-001283,-0.178459810723
ACH-001289,-0.361597852808
ACH-001295,-0.135038766256
ACH-001300,-0.210254048313
ACH-001301,-0.0693928038749
ACH-001302,-0.0655457356075
ACH-001303,0.143487504209
ACH-001306,-0.0547185922571
ACH-001318,-0.201304680312
ACH-001322,-0.202708879324
ACH-001328,-0.251088875235
ACH-001332,-0.32260835083
