,E2F6 (1876)
ACH-000004,-1.06583056892
ACH-000007,-0.554407836979
ACH-000009,-0.7372466069600001
ACH-000011,-0.416627936983
ACH-000012,-0.665817411288
ACH-000013,-0.402497043515
ACH-000014,-0.6574249685760001
ACH-000015,-0.647375104196
ACH-000017,-0.541870460543
ACH-000018,-0.567686808728
ACH-000019,-0.523080504238
ACH-000021,-0.6911059990549999
ACH-000022,-0.893295521889
ACH-000025,-0.689313783081
ACH-000028,-0.589087248715
ACH-000030,-0.636789799342
ACH-000035,-0.584530817405
ACH-000036,-0.559229605823
ACH-000037,-0.42872489309399997
ACH-000039,-0.631189411461
ACH-000040,-0.6657920585239999
ACH-000041,-0.630609536204
ACH-000042,-1.11767769705
ACH-000045,-0.8648146526780001
ACH-000047,-0.556308201822
ACH-000052,-0.567905547841
ACH-000053,-0.45507439381399994
ACH-000054,-0.629507440886
ACH-000055,-0.819415566289
ACH-000060,-0.62160493636
ACH-000067,-0.553727669869
ACH-000070,-0.793492337101
ACH-000075,-0.424193830969
ACH-000078,-0.8558247325470001
ACH-000082,-0.311000899804
ACH-000085,-0.372031382992
ACH-000086,-0.34537579918899997
ACH-000087,-0.573126398846
ACH-000092,-0.848534778574
ACH-000095,-0.756530960155
ACH-000097,-0.665252850461
ACH-000098,-0.662021800059
ACH-000099,-0.595305224674
ACH-000108,-0.723889814062
ACH-000113,-0.671572678257
ACH-000115,-0.910891199681
ACH-000116,-0.659383464429
ACH-000118,-0.48968020282799996
ACH-000120,-0.806101306073
ACH-000123,-0.698481027129
ACH-000127,-0.349929600955
ACH-000128,-0.531754496302
ACH-000132,-0.332555528218
ACH-000133,-0.501620162759
ACH-000137,-0.48641843991000006
ACH-000138,-0.771452412154
ACH-000142,-0.383856239758
ACH-000143,-0.6165825554500001
ACH-000146,-0.673675333312
ACH-000148,-0.456896585076
ACH-000150,-0.8989545049690001
ACH-000152,-0.396165887816
ACH-000153,-0.997144289985
ACH-000159,-0.302172005908
ACH-000160,-0.197139893748
ACH-000163,-0.527184814962
ACH-000167,-0.20745194337099998
ACH-000168,-0.7766066746100001
ACH-000169,-0.597094581227
ACH-000178,-0.7230532802099999
ACH-000182,-0.409528015964
ACH-000183,-0.7116712702169999
ACH-000188,-0.486387833557
ACH-000189,-0.628685625348
ACH-000190,-0.330881078481
ACH-000198,-0.657779852362
ACH-000204,-0.811511759167
ACH-000206,-0.467464747781
ACH-000207,-0.614845970581
ACH-000211,-0.5250113879739999
ACH-000215,-0.657143554604
ACH-000221,-0.662804366807
ACH-000222,-0.964414837174
ACH-000223,-0.57496315616
ACH-000226,-0.5760366638050001
ACH-000227,-0.633644945757
ACH-000228,-0.65208031577
ACH-000231,-0.6762943517560001
ACH-000232,-0.9338215615250001
ACH-000233,-0.8316013423199999
ACH-000234,-0.29050871377500004
