,CTSD (1509)
ACH-000004,-0.012774983367000002
ACH-000007,0.129734874876
ACH-000009,0.08601231063069999
ACH-000011,0.08862610568070001
ACH-000012,0.258165260398
ACH-000013,0.194538988846
ACH-000014,0.18064003551199997
ACH-000015,0.327664978306
ACH-000017,-0.0209582387615
ACH-000018,0.387839828406
ACH-000019,-0.14604704836500002
ACH-000021,0.0505127005454
ACH-000022,0.141110105991
ACH-000025,0.24738056738699998
ACH-000028,0.235021597872
ACH-000030,0.0488391818699
ACH-000035,0.132804332681
ACH-000036,0.152897330801
ACH-000037,0.109565669629
ACH-000039,0.360416031194
ACH-000040,0.10492040295499999
ACH-000041,0.195231495344
ACH-000042,0.193819569195
ACH-000045,0.0652043506912
ACH-000047,0.08763496402380001
ACH-000052,0.39415365481
ACH-000053,0.211077244096
ACH-000054,0.23036717831
ACH-000055,0.0917084656808
ACH-000060,0.039331077545199995
ACH-000067,0.000680094425184
ACH-000070,0.172798863169
ACH-000075,0.384964384982
ACH-000078,0.342795890756
ACH-000082,0.12470128630100001
ACH-000085,0.20823184040800002
ACH-000086,0.268390384022
ACH-000087,-0.0711766435969
ACH-000092,0.289659688972
ACH-000095,0.142687058621
ACH-000097,0.132235801859
ACH-000098,0.148309804087
ACH-000099,0.187200387418
ACH-000108,0.0332205948134
ACH-000113,0.0496327207962
ACH-000115,-0.0426181303961
ACH-000116,0.204416577905
ACH-000118,0.177238266751
ACH-000120,0.202650033454
ACH-000123,0.173615135668
ACH-000127,0.18696783598299999
ACH-000128,0.0519921242574
ACH-000132,0.165384940965
ACH-000133,0.08546358576719999
ACH-000137,0.0250492128186
ACH-000138,0.0280716407275
ACH-000142,0.156784523342
ACH-000143,0.117554786105
ACH-000146,0.288492897161
ACH-000148,0.228510371258
ACH-000150,0.09687078714019999
ACH-000152,0.306567418912
ACH-000153,0.22957120546
ACH-000159,0.101628576026
ACH-000160,0.0668912770584
ACH-000163,0.18402468539099998
ACH-000167,0.119944769672
ACH-000168,-0.265231754968
ACH-000169,0.218758711773
ACH-000178,0.14799892638599998
ACH-000182,0.164674341757
ACH-000183,0.187696152014
ACH-000188,0.110128063077
ACH-000189,0.434059903644
ACH-000190,0.147107439719
ACH-000198,0.218839679571
ACH-000204,0.341652623183
ACH-000206,0.101560999343
ACH-000207,0.134010371257
ACH-000211,0.189056133257
ACH-000215,0.14757430983699998
ACH-000221,0.279734918218
ACH-000222,0.0438221041091
ACH-000223,0.09608446367789998
ACH-000226,0.289603894416
ACH-000227,0.487780230229
ACH-000228,0.157937601727
ACH-000231,0.14684164374800002
ACH-000232,0.0969018891936
ACH-000233,0.119629103356
ACH-000234,0.204066881644
ACH-000235,0.0583532815194
ACH-000237,0.00252667474799
ACH-000238,-0.059053406074900006
ACH-000243,0.147521012064
ACH-000244,-0.0456198886305
ACH-000246,0.251923856133
ACH-000248,0.0774938753886
ACH-000250,0.153212704333
ACH-000251,-0.0211148969613
ACH-000253,0.192705361597
ACH-000255,0.23987857083500003
ACH-000256,0.11026098719699999
ACH-000257,0.34124164654399997
ACH-000258,0.273801681083
ACH-000259,0.216875013948
ACH-000260,0.19298894077300002
ACH-000261,0.08900417176610001
ACH-000262,0.38297951665200003
ACH-000263,-0.183892824344
ACH-000264,0.22539237940600002
ACH-000265,0.301595775165
ACH-000266,0.150918645438
ACH-000272,0.124297816347
ACH-000273,0.446287853899
ACH-000274,0.14653108519000002
ACH-000277,0.203080270988
ACH-000278,0.185266145067
ACH-000279,0.143132208936
ACH-000280,0.34065886889200003
ACH-000281,-0.008820148856040001
ACH-000288,0.12462512309399999
ACH-000291,0.160385045224
ACH-000293,0.201924332301
ACH-000294,0.454191060528
ACH-000295,-0.175229223904
ACH-000296,0.06967817949510001
ACH-000302,0.043661650617500006
ACH-000304,0.140664066869
ACH-000307,-0.099137105823
ACH-000308,0.120241144234
ACH-000310,0.297895835196
ACH-000311,-0.055715934987599997
ACH-000312,-0.012314709024799999
ACH-000315,0.0859210898978
ACH-000316,-0.128793685747
ACH-000317,0.156526072401
ACH-000318,0.103298202141
ACH-000319,0.23597577120000002
ACH-000320,0.09013211766889999
ACH-000322,0.301383899753
ACH-000323,0.349097329299
ACH-000324,0.144043064713
ACH-000329,0.192436914575
ACH-000330,0.13788448649499999
ACH-000331,0.213635978911
ACH-000332,0.167061541739
