,AGAP5 (729092)
ACH-000004,-0.7827776717389999
ACH-000007,-0.707644360763
ACH-000009,-0.553455214287
ACH-000011,-0.8151293378319999
ACH-000012,-0.646970814785
ACH-000013,-0.625783605147
ACH-000014,-0.57471875607
ACH-000015,-0.680130719285
ACH-000017,-0.519315088048
ACH-000018,-0.544333448158
ACH-000019,-0.27665874054
ACH-000021,-0.674946099154
ACH-000022,-0.48398838679899997
ACH-000025,-0.690304271883
ACH-000028,-0.521642009329
ACH-000030,-0.903370624473
ACH-000035,-0.77291159213
ACH-000036,-0.756394317179
ACH-000037,-0.47491457505900003
ACH-000039,-0.674271165877
ACH-000040,-0.720464200252
ACH-000041,-0.44605296099799996
ACH-000042,-0.7575536264939999
ACH-000045,-0.649080016958
ACH-000047,-0.509924114926
ACH-000052,-0.614019416369
ACH-000053,-0.7039367497910001
ACH-000054,-0.47925822152099995
ACH-000055,-0.537429595833
ACH-000060,-0.628948568067
ACH-000067,-1.10109985117
ACH-000070,-0.5493839527750001
ACH-000075,-0.578094257661
ACH-000078,-0.669078584349
ACH-000082,-0.609784735847
ACH-000085,-0.537577387529
ACH-000086,-0.89739008192
ACH-000087,-0.652255333578
ACH-000092,-0.76845054249
ACH-000095,-0.616062110571
ACH-000097,-0.610944725567
ACH-000098,-0.691267784545
ACH-000099,-0.6695738828019999
ACH-000108,-0.608610378727
ACH-000113,-0.623938217635
ACH-000115,-0.6853341015950001
ACH-000116,-0.543885432986
ACH-000118,-0.6462487746310001
ACH-000120,-0.469053824291
ACH-000123,-0.594144610481
ACH-000127,-0.561748319331
ACH-000128,-0.352801509884
ACH-000132,-0.793852567778
ACH-000133,-0.606606558881
ACH-000137,-0.710816003734
ACH-000138,-0.606871271824
ACH-000142,-0.727845623062
ACH-000143,-0.646641983875
ACH-000146,-0.612480679727
ACH-000148,-0.754752886444
ACH-000150,-0.76277431223
ACH-000152,-0.771019435157
ACH-000153,-0.45619846799400005
ACH-000159,-0.7125858515729999
ACH-000160,-0.645984158701
ACH-000163,-0.794952486955
ACH-000167,-0.780912724391
ACH-000168,-0.8364686294120001
ACH-000169,-0.5901184693029999
ACH-000178,-0.43335408223899996
ACH-000182,-0.6804283225929999
ACH-000183,-0.647145340965
ACH-000188,-0.539666598266
ACH-000189,-0.713012582202
ACH-000190,-0.764695062631
ACH-000198,-0.573223211867
ACH-000204,-0.6014143201309999
ACH-000206,-0.45030863495800005
ACH-000207,-0.728402385776
ACH-000211,-0.783820478105
ACH-000215,-0.692535830239
ACH-000221,-0.518106582348
ACH-000222,-0.6006785673839999
ACH-000223,-0.795692545634
ACH-000226,-0.6163455006490001
ACH-000227,-0.945128219166
ACH-000228,-0.6580475468020001
ACH-000231,-0.684993940336
ACH-000232,-0.690647681194
ACH-000233,-0.6026550504429999
ACH-000234,-0.48241860159100003
ACH-000235,-0.546883327704
ACH-000237,-0.7412305263050001
ACH-000238,-0.49699786865900003
ACH-000243,-0.445345315189
ACH-000244,-0.580931429092
ACH-000246,-0.616760482774
ACH-000248,-0.699626407556
ACH-000250,-0.597744076245
ACH-000251,-0.258229340262
ACH-000253,-0.8263059242569999
ACH-000255,-0.706463381236
ACH-000256,-0.7384943582279999
ACH-000257,-0.546128299975
ACH-000258,-0.67720050653
ACH-000259,-0.485438993397
ACH-000260,-0.353094945807
ACH-000261,-0.722766802356
ACH-000262,-0.696923567815
ACH-000263,-0.741218223019
ACH-000264,-0.58528668884
ACH-000265,-0.42979041262900003
ACH-000266,-0.528154287014
ACH-000272,-0.576277716981
ACH-000273,-0.6900582070469999
ACH-000274,-0.7001914701399999
ACH-000277,-0.397493681092
ACH-000278,-0.36458663093800003
ACH-000279,-0.547058468978
ACH-000280,-0.811952252079
ACH-000281,-0.631828252203
ACH-000288,-0.7038199211470001
ACH-000291,-0.423489126829
ACH-000293,-0.7997263421680001
ACH-000294,-0.729192986144
ACH-000295,-1.06689171024
ACH-000296,-0.7676699233490001
ACH-000302,-0.749357291009
ACH-000304,-0.505015918844
ACH-000307,-0.7143665989200001
ACH-000308,-0.44054406976300003
ACH-000310,-0.462468668483
ACH-000311,-0.648341163485
ACH-000312,-0.639985584568
ACH-000315,-0.471499979749
ACH-000316,-0.7082852228309999
ACH-000317,-0.37668866533699996
ACH-000318,-0.5880578864029999
ACH-000319,-0.7485788422040001
ACH-000320,-0.754786981825
ACH-000322,-0.781470486903
ACH-000323,-0.923456201212
ACH-000324,-0.735913113756
ACH-000329,-0.597687287244
ACH-000330,-0.724382466939
ACH-000331,-0.583736539968
ACH-000332,-0.514945369752
ACH-000334,-0.8326417230159999
ACH-000335,-0.6717101362100001
ACH-000336,-0.691426962628
ACH-000337,-0.594710306324
ACH-000339,-0.45737282063699997
ACH-000341,-0.637300322859
ACH-000348,-0.655009444654
ACH-000350,-0.579371037329
ACH-000352,-0.428124278464
ACH-000356,-0.741671206083
ACH-000361,-0.6834889626430001
ACH-000362,-0.617834990766
ACH-000363,-0.31241828413199996
ACH-000364,-0.608589550011
ACH-000365,-0.648124126759
ACH-000366,-0.707449874086
ACH-000368,-0.7154047214779999
ACH-000374,-0.9170460985250001
ACH-000375,-0.7723183392749999
ACH-000376,-0.923576751717
ACH-000381,-0.900268083059
ACH-000383,-0.709006479478
ACH-000387,-0.6771470203579999
ACH-000389,-0.687209861798
ACH-000390,-0.707277729666
ACH-000393,-0.45392422683
ACH-000395,-0.726286400238
ACH-000397,-0.530536671669
ACH-000401,-0.471738107852
ACH-000402,-0.806304712692
ACH-000403,-0.731832729676
ACH-000404,-0.626030349898
ACH-000406,-0.6325119439019999
ACH-000407,-0.663835383368
ACH-000408,-0.749820236917
