,CENPQ (55166)
ACH-000004,0.224822105573
ACH-000007,-0.046949070600199996
ACH-000009,0.240292144388
ACH-000011,-0.277597803943
ACH-000012,0.227526590498
ACH-000013,0.26926552433
ACH-000014,0.270040274972
ACH-000015,0.238037166693
ACH-000017,0.415810351854
ACH-000018,0.542822405352
ACH-000019,0.230087402398
ACH-000021,0.20450700226100002
ACH-000022,-0.0658136152609
ACH-000025,0.475451706051
ACH-000028,-0.038699613631300006
ACH-000030,0.132694728479
ACH-000035,0.362468025585
ACH-000036,0.271637551363
ACH-000037,0.332421927794
ACH-000039,0.106167567463
ACH-000040,0.117601565187
ACH-000041,0.236678925108
ACH-000042,0.116537729999
ACH-000045,0.18659418638099998
ACH-000047,0.189240501054
ACH-000052,0.121889443108
ACH-000053,0.363062243212
ACH-000054,0.181545659849
ACH-000055,-0.0534636447631
ACH-000060,0.229259490663
ACH-000067,-0.5073596724
ACH-000070,-0.0396695590991
ACH-000075,-0.0129489748459
ACH-000078,0.420150745555
ACH-000082,0.16966127968699998
ACH-000085,0.465253900093
ACH-000086,0.23270443258
ACH-000087,0.294904331294
ACH-000092,0.267947970481
ACH-000095,0.187418796622
ACH-000097,0.20344430515700002
ACH-000098,0.26393484023499997
ACH-000099,0.32721856717
ACH-000108,0.0228466229878
ACH-000113,0.328555843316
ACH-000115,0.210594077277
ACH-000116,-0.0323545118951
ACH-000118,0.261158089265
ACH-000120,0.257321790698
ACH-000123,0.17133273029399998
ACH-000127,0.31129598798700003
ACH-000128,0.38679669121699994
ACH-000132,0.207755244719
ACH-000133,0.202878571199
ACH-000137,0.450453046146
ACH-000138,0.0615955264061
ACH-000142,0.0901851651376
ACH-000143,0.11892529577199999
ACH-000146,0.09144516289589999
ACH-000148,0.165315652598
ACH-000150,0.19476934223900003
ACH-000152,0.278347569618
ACH-000153,0.350806773992
ACH-000159,0.107218682457
ACH-000160,0.871264789121
ACH-000163,0.34491033811899996
ACH-000167,0.979979317771
ACH-000168,0.501606378657
ACH-000169,0.266853427456
ACH-000178,0.156463562779
ACH-000182,0.36361513997699996
ACH-000183,0.307532867511
ACH-000188,-0.012786172830000001
ACH-000189,0.264716670065
ACH-000190,0.7505670162029999
ACH-000198,0.34118119626800003
ACH-000204,0.7096679340700001
ACH-000206,-0.09627664401660001
ACH-000207,0.186493602595
ACH-000211,0.217847574729
ACH-000215,0.0845938776999
ACH-000221,-0.023535800295799998
ACH-000222,-0.0583760246533
ACH-000223,0.217752034939
ACH-000226,0.0811068130354
ACH-000227,-0.406711584577
ACH-000228,0.18935749234299998
ACH-000231,0.409031000797
ACH-000232,0.23032360347300002
ACH-000233,0.0656174398302
ACH-000234,0.151890974703
ACH-000235,0.20372732909400001
ACH-000237,0.21036044725699998
ACH-000238,0.340158235313
ACH-000243,0.208259501182
ACH-000244,0.19514602547200002
ACH-000246,-0.0536225522104
ACH-000248,0.35768943740099995
ACH-000250,0.154073971767
ACH-000251,0.36632233871
ACH-000253,-0.0780734232662
ACH-000255,0.139653800599
ACH-000256,0.190675873059
ACH-000257,0.06628665660880001
ACH-000258,-0.102722417436
ACH-000259,0.05021715489080001
ACH-000260,0.08039080192510001
ACH-000261,0.250117540039
ACH-000262,0.431076252846
ACH-000263,0.211015492847
ACH-000264,0.22948836231800002
ACH-000265,0.263372604584
ACH-000266,0.201901725119
ACH-000272,0.119955233672
ACH-000273,0.38073509837999997
ACH-000274,0.11480607424599999
ACH-000277,0.314987595129
ACH-000278,0.316128285595
ACH-000279,0.306296202231
ACH-000280,0.142610475013
ACH-000281,0.148573659146
ACH-000288,0.154545837659
ACH-000291,0.236690848702
ACH-000293,0.229775401241
ACH-000294,0.0257282766986
ACH-000295,0.587912514388
ACH-000296,0.0909740127953
ACH-000302,0.272778607527
ACH-000304,0.336073966455
ACH-000307,0.05937318877830001
ACH-000308,0.116562038933
ACH-000310,0.284829570401
ACH-000311,-0.319893166858
ACH-000312,-0.0595505355401
ACH-000315,-0.08742208604469999
ACH-000316,0.0346521732018
ACH-000317,0.0893511768768
ACH-000318,0.13328624294000002
ACH-000319,0.13177781034299998
ACH-000320,0.204496106774
ACH-000322,0.0948341247218
ACH-000323,0.366201319678
ACH-000324,0.13878035275599998
ACH-000329,0.38892089386900003
ACH-000330,0.315066802082
ACH-000331,0.015275372363
ACH-000332,0.163017777861
ACH-000334,0.188684071062
ACH-000335,-0.132822498006
ACH-000336,0.330766220348
ACH-000337,0.216256202671
ACH-000339,0.277555104635
ACH-000341,0.632172177288
ACH-000348,0.35844020028000007
ACH-000350,0.318732414053
ACH-000352,0.19177895194000003
ACH-000356,0.192870760838
ACH-000361,0.073928345115
ACH-000362,0.24014912059500002
ACH-000363,0.138159617548
ACH-000364,0.126887595383
ACH-000365,0.2308340037
ACH-000366,0.152914008712
ACH-000368,0.256116244468
ACH-000374,0.28877837669100004
ACH-000375,0.400553215309
ACH-000376,0.365868235024
ACH-000381,0.121779009057
ACH-000383,0.21969545526599998
ACH-000387,0.012260590318
ACH-000389,-0.0648712995638
ACH-000390,0.256864668238
ACH-000393,0.25503536449299996
ACH-000395,0.23652051276500002
ACH-000397,0.223888475971
ACH-000401,0.007200219030140001
ACH-000402,0.325385150114
ACH-000403,0.0266340600932
ACH-000404,0.282951980933
ACH-000406,0.40055474241800004
ACH-000407,0.32349510789999997
ACH-000408,0.309657309574
ACH-000410,0.305354559395
ACH-000411,0.425169408914
ACH-000414,-0.104935384076
ACH-000415,0.26350170661899996
ACH-000416,0.251300018275
ACH-000420,0.198122676761
ACH-000421,0.264177061648
ACH-000424,0.219965483156
ACH-000425,0.352530627969
ACH-000426,0.056328836013400004
ACH-000427,0.298259007312
ACH-000433,0.239860096188
