,UGT2B17 (7367)
ACH-000004,0.0739436114413
ACH-000007,0.16219946262499998
ACH-000009,0.12950828144
ACH-000011,0.0475876647186
ACH-000012,0.255718863118
ACH-000013,0.239915068487
ACH-000014,0.120819777688
ACH-000015,0.08102909053
ACH-000017,0.18616934066100002
ACH-000018,0.186468012841
ACH-000019,0.033793257239
ACH-000021,-0.0138811349933
ACH-000022,0.08813697960719999
ACH-000025,0.202165082385
ACH-000028,0.162193851328
ACH-000030,0.164957734121
ACH-000035,0.141590195437
ACH-000036,0.20271659283399998
ACH-000037,0.22599130009799998
ACH-000039,0.257868744288
ACH-000040,0.143568534375
ACH-000041,0.11513497014
ACH-000042,0.265545639822
ACH-000045,0.189867478536
ACH-000047,0.00042623240367099997
ACH-000052,0.447411370969
ACH-000053,0.209655455879
ACH-000054,0.10845572685699999
ACH-000055,0.0151047715402
ACH-000060,0.127731338626
ACH-000067,0.158003901378
ACH-000070,0.11491251603399999
ACH-000075,-0.019008775189099998
ACH-000078,0.457608392491
ACH-000082,0.267938226617
ACH-000085,0.35885494889799996
ACH-000086,0.25601264986
ACH-000087,0.285780233495
ACH-000092,0.23261740927299998
ACH-000095,0.10864265683700002
ACH-000097,0.168554583557
ACH-000098,0.187877008717
ACH-000099,0.18839135332600002
ACH-000108,0.0901324013367
ACH-000113,0.210761495993
ACH-000115,-0.0909579083975
ACH-000116,0.0200865861804
ACH-000118,0.13365601144
ACH-000120,0.0748062499869
ACH-000123,0.151928061242
ACH-000127,-0.07090826353560001
ACH-000128,0.097115281893
ACH-000132,0.304919409302
ACH-000133,0.354552754283
ACH-000137,0.293687927968
ACH-000138,0.258831422029
ACH-000142,-0.000600360568534
ACH-000143,-0.021636709995
ACH-000146,0.166285301054
ACH-000148,0.238909176031
ACH-000150,0.220548614989
ACH-000152,0.16651641785000001
ACH-000153,0.09941320928130001
ACH-000159,0.199460732172
ACH-000160,0.354186497194
ACH-000163,0.23894113917399998
ACH-000167,0.17740938394900002
ACH-000168,0.20694742204100003
ACH-000169,0.29243151523899996
ACH-000178,0.254931559458
ACH-000182,0.26327242371
ACH-000183,0.30545982285
ACH-000188,0.133707031441
ACH-000189,0.34700490272699996
ACH-000190,0.209254751196
ACH-000198,0.344687649446
ACH-000204,0.253894057076
ACH-000206,0.274486636105
ACH-000207,0.136780504195
ACH-000211,0.023974015388099998
ACH-000215,0.23073416387200002
ACH-000221,-0.0956291739508
ACH-000222,0.13969399816199998
ACH-000223,0.010976746658
ACH-000226,0.144384698687
ACH-000227,0.374835381453
ACH-000228,0.127506511424
ACH-000231,0.326741150707
ACH-000232,0.307285533724
ACH-000233,0.159531637455
ACH-000234,-0.06950898486899999
ACH-000235,0.223215145093
ACH-000237,0.126551866719
ACH-000238,0.151088715954
ACH-000243,0.129395200116
ACH-000244,0.13327611039599999
ACH-000246,0.259030154528
ACH-000248,0.117086148509
ACH-000250,0.139852204277
ACH-000251,0.5451525922820001
ACH-000253,0.09819088416089998
ACH-000255,0.24230092615600002
ACH-000256,-0.118106499839
ACH-000257,0.37575649044500004
ACH-000258,0.214108977447
ACH-000259,0.06364387785009999
ACH-000260,0.19599228717199998
ACH-000261,0.201679890868
ACH-000262,0.0396390627888
ACH-000263,0.0127666091521
ACH-000264,0.0356663611468
ACH-000265,0.267626228943
ACH-000266,0.24395636355300002
ACH-000272,0.280257636318
ACH-000273,0.0355904358357
ACH-000274,0.151840140848
ACH-000277,-0.011541816383
ACH-000278,0.0043250128178299995
ACH-000279,0.30088993647100004
ACH-000280,0.00756177869258
ACH-000281,0.12129320152999999
ACH-000288,0.245286381197
ACH-000291,0.0382823319856
ACH-000293,0.146207794888
ACH-000294,0.261977882178
ACH-000295,0.0353241203356
ACH-000296,0.218997385643
ACH-000302,0.04017693364180001
ACH-000304,0.206457305741
ACH-000307,0.294646479002
ACH-000308,0.0949928878741
ACH-000310,0.154669819393
ACH-000311,0.156348651712
ACH-000312,0.168494396229
ACH-000315,0.271406441036
ACH-000316,0.11293136445499999
ACH-000317,0.143959961331
ACH-000318,0.28480171209800004
ACH-000319,0.290403106232
ACH-000320,0.500960741537
ACH-000322,0.190545095185
ACH-000323,-0.10326636864600001
ACH-000324,0.150489322865
ACH-000329,0.257470394822
ACH-000330,0.0421475870295
ACH-000331,0.129543517694
ACH-000332,0.103704381953
ACH-000334,0.14664842874000003
ACH-000335,0.152663070935
ACH-000336,0.05924161573200001
ACH-000337,0.030804619254
ACH-000339,0.0599799287899
ACH-000341,0.0356622655559
ACH-000348,0.256422203606
ACH-000350,0.20906661705200003
ACH-000352,0.166928220511
ACH-000356,0.159623450441
ACH-000361,-0.12706011488500002
ACH-000362,0.104989696017
ACH-000363,0.21692078020999997
ACH-000364,0.151995295601
ACH-000365,0.116332499263
ACH-000366,0.154092858479
ACH-000368,0.554650438019
ACH-000374,0.11479269842800001
ACH-000375,0.15721726658399998
ACH-000376,-0.0623049164714
ACH-000381,0.171747691358
ACH-000383,0.286693379047
ACH-000387,0.12333226224300001
ACH-000389,0.107679840909
ACH-000390,0.295080109637
ACH-000393,0.00261716808807
ACH-000395,0.408002800264
ACH-000397,0.240201239297
ACH-000401,0.08952140998050001
ACH-000402,0.0683402085556
ACH-000403,0.023722144723299997
ACH-000404,0.25938710233
ACH-000406,0.21536398569
ACH-000407,0.5065310432760001
ACH-000408,0.158720718959
ACH-000410,0.243875570949
ACH-000411,0.12174325173
ACH-000414,0.012891657792
ACH-000415,0.169691575948
ACH-000416,0.0638881167674
ACH-000420,0.34637713783600005
ACH-000421,0.21285986676
ACH-000424,-0.0859054313471
ACH-000425,0.191598358381
ACH-000426,0.301257202756
ACH-000427,0.156220194511
ACH-000433,-0.10526872132000001
ACH-000436,0.154042429123
ACH-000444,0.196955777745
ACH-000445,0.267961833305
ACH-000448,0.298334188754
ACH-000450,0.133934738278
ACH-000452,0.12414843992699999
ACH-000454,-0.035302125512900004
ACH-000458,0.30262660978399997
ACH-000459,0.381783715414
ACH-000460,0.219962639128
ACH-000461,0.28494580146299997
ACH-000463,0.0406487481238
ACH-000464,0.09273084885050001
ACH-000466,0.08635717808879999
ACH-000467,0.17362439547400002
ACH-000468,0.139822505118
ACH-000469,0.19344877272
ACH-000470,0.0634563984571
ACH-000471,0.17769176376200002
ACH-000472,0.102276567579
ACH-000473,0.152390489973
ACH-000475,0.043094837820199995
ACH-000476,0.0786487561362
ACH-000477,0.08348351891360001
ACH-000480,0.068113351299
ACH-000481,-0.0446466093872
ACH-000483,0.10407618347000001
ACH-000484,0.265297886675
ACH-000485,0.24742571051999998
ACH-000486,0.135057999357
ACH-000487,0.168762066908
ACH-000488,0.243268734616
ACH-000490,0.218238995332
ACH-000491,0.0477465784176
ACH-000495,0.282200315091
ACH-000496,0.020892740901
ACH-000499,0.282329998197
ACH-000500,-0.339622772734
ACH-000502,0.231644813664
ACH-000503,0.144737662317
ACH-000505,0.09056344339019999
ACH-000507,0.11550166724000001
ACH-000510,0.0705826973545
ACH-000511,0.19895401000100002
ACH-000512,0.168197762629
ACH-000516,0.19431371090500002
ACH-000517,0.0993666832488
ACH-000518,0.24290393869000002
ACH-000520,0.117246948881
ACH-000521,0.34637182689900003
ACH-000522,0.161005305839
ACH-000524,0.0410489897714
ACH-000527,-0.0197777187955
ACH-000528,0.175764852276
ACH-000537,0.18650527142999998
ACH-000541,0.0267076520224
ACH-000542,0.12350117070800001
ACH-000544,0.033722492413
ACH-000545,0.10410628938300001
ACH-000547,-0.113202920066
ACH-000548,0.0356823470909
ACH-000549,0.260781015899
ACH-000550,0.206638317328
ACH-000552,0.21484435672
ACH-000556,0.0604323411003
ACH-000557,0.23457374885600002
ACH-000570,0.16857312526999998
ACH-000571,0.202970683033
ACH-000573,0.184709139503
ACH-000576,0.20672440680100002
ACH-000580,0.0996150713371
ACH-000584,-0.015623461144399999
ACH-000585,0.0668775422852
ACH-000588,-0.024909971805500003
ACH-000589,0.022413798469700003
ACH-000591,0.06275968025840001
ACH-000593,0.261041752394
ACH-000600,-0.0769763644898
ACH-000601,0.08114307718449999
ACH-000604,0.250260479727
ACH-000605,0.23342945022
ACH-000606,0.193605689813
ACH-000608,0.110783343382
ACH-000614,0.0925306651427
ACH-000616,-0.10178535970899999
ACH-000618,0.248538103845
ACH-000619,-0.0011762988124300001
ACH-000620,0.103042112352
ACH-000621,0.09091084435380001
ACH-000622,0.31940306375300004
ACH-000623,0.331052916435
ACH-000624,0.0846435442044
ACH-000627,0.132545975517
ACH-000630,0.221697790029
ACH-000632,0.205999035713
ACH-000633,-0.188689967711
ACH-000637,0.022452494554200002
ACH-000638,0.175894303404
ACH-000646,0.154602366637
ACH-000647,0.00852537906768
ACH-000648,0.262589931441
ACH-000649,0.204903893649
ACH-000651,0.145641092084
ACH-000652,0.208832549685
ACH-000653,0.120547595283
ACH-000657,0.119275223837
ACH-000658,0.23131083918
ACH-000661,0.0653421860922
ACH-000662,0.175082995914
ACH-000663,0.371683983221
ACH-000665,0.10448920374199999
ACH-000671,0.08535357603810001
