,MEP1A (4224)
ACH-000004,0.294942097756
ACH-000007,0.17545533874400002
ACH-000009,-0.111254236045
ACH-000011,0.164296904021
ACH-000012,-0.0338445386888
ACH-000013,0.0271724089664
ACH-000014,-0.058312416084
ACH-000015,-0.00643401746487
ACH-000017,-0.021100270976900003
ACH-000018,-0.10554590391
ACH-000019,0.123804486306
ACH-000021,-0.0213958728593
ACH-000022,-0.100120765958
ACH-000025,0.030180441771200002
ACH-000028,-0.100004176128
ACH-000030,-0.00167157640988
ACH-000035,-0.0327488108285
ACH-000036,0.06781690917069999
ACH-000037,0.404885432328
ACH-000039,-0.0916642469603
ACH-000040,0.08002002740960001
ACH-000041,0.0852539986809
ACH-000042,0.095106124829
ACH-000045,0.008533580642060001
ACH-000047,0.187188698185
ACH-000052,0.0104098198101
ACH-000053,0.0766463602878
ACH-000054,0.133877098472
ACH-000055,0.0157319871612
ACH-000060,0.152590089701
ACH-000067,0.10223411062000001
ACH-000070,0.077284829452
ACH-000075,0.0438529333914
ACH-000078,0.0133671899472
ACH-000082,0.192815704451
ACH-000085,-0.19261907002099998
ACH-000086,-0.0068495802344899995
ACH-000087,0.0242912204325
ACH-000092,0.0661532327479
ACH-000095,0.000426506569226
ACH-000097,0.0158608920146
ACH-000098,-0.0751680232687
ACH-000099,0.0133078654804
ACH-000108,-0.0202209766709
ACH-000113,-0.00450557198452
ACH-000115,0.184590149921
ACH-000116,0.10397041046199999
ACH-000118,0.0805581216045
ACH-000120,0.0251572355683
ACH-000123,-0.0577043971555
ACH-000127,-0.0350804013908
ACH-000128,0.018277899059900002
ACH-000132,-0.05040705126450001
ACH-000133,-0.110565761626
ACH-000137,-0.0879309761447
ACH-000138,-0.0387042693324
ACH-000142,-0.022278472603199997
ACH-000143,-0.18624914833700001
ACH-000146,-0.08330110627000001
ACH-000148,0.198713895238
ACH-000150,0.203788575351
ACH-000152,0.151833647923
ACH-000153,-0.0532587538021
ACH-000159,0.140984882796
ACH-000160,0.22872443929000003
ACH-000163,0.142748411765
ACH-000167,-0.152369487326
ACH-000168,-0.07271713742750001
ACH-000169,-0.0763067625989
ACH-000178,0.058598944873
ACH-000182,-0.0636645301511
ACH-000183,0.13934919177000002
ACH-000188,0.0588099424041
ACH-000189,0.20156329775600001
ACH-000190,-0.0599631779397
ACH-000198,0.0128481859085
ACH-000204,0.0832297903512
ACH-000206,0.100061664395
ACH-000207,-0.23631678260800001
ACH-000211,-0.033044910927
ACH-000215,0.026789228489299998
ACH-000221,0.0675243401969
ACH-000222,-0.230729540125
ACH-000223,-0.154200877075
ACH-000226,0.162070822053
ACH-000227,0.265807089877
ACH-000228,0.0297568721674
ACH-000231,-0.00107599831055
ACH-000232,0.10509929157400001
ACH-000233,-0.04394828663980001
ACH-000234,0.188290111048
ACH-000235,0.058451890768999995
ACH-000237,0.14441353933499998
ACH-000238,-0.170212146696
ACH-000243,-0.042875298046900004
ACH-000244,0.12131891241699999
ACH-000246,0.11799785661699999
ACH-000248,-0.0462168360378
ACH-000250,-0.00143212557848
ACH-000251,0.139480477396
ACH-000253,0.23397731921300002
ACH-000255,0.026573627063700003
ACH-000256,0.18027231791499998
ACH-000257,-0.160665060912
ACH-000258,0.166441503471
ACH-000259,-0.0146059442668
ACH-000260,-0.052364336303000004
ACH-000261,0.0011404302462300002
ACH-000262,0.241922855095
ACH-000263,-0.055384169836599995
ACH-000264,0.0263847533151
ACH-000265,-0.103290125089
ACH-000266,0.0105605056507
ACH-000272,0.000772559371885
ACH-000273,-0.0385840181305
ACH-000274,0.142825209445
ACH-000277,-0.07594193595030001
ACH-000278,0.21086331090399998
ACH-000279,-0.0495622864102
ACH-000280,-0.030561593035400004
ACH-000281,-0.261553706147
ACH-000288,0.0187876625039
ACH-000291,0.0825397567775
ACH-000293,0.0171540572511
ACH-000294,0.0223278176655
ACH-000295,-0.20577432166499998
ACH-000296,-0.105684297223
ACH-000302,0.029384933961
ACH-000304,0.21601817373100002
ACH-000307,0.09081124066330001
ACH-000308,0.021086442564500003
ACH-000310,0.29094000141
ACH-000311,-0.047312875972800005
ACH-000312,-0.023795474651
ACH-000315,0.0376349906341
ACH-000316,0.0449446913507
ACH-000317,-0.14386083672299999
ACH-000318,-0.0170556255009
ACH-000319,-0.0064324236087
ACH-000320,0.0095564396667
ACH-000322,0.021199632931699998
ACH-000323,0.11156333963300001
ACH-000324,-0.046472694556099994
ACH-000329,0.0421350765644
ACH-000330,-0.0559388802431
ACH-000331,0.017963210885
ACH-000332,0.0248113646213
ACH-000334,0.00779780344958
ACH-000335,-0.109958156513
ACH-000336,-0.052431824132
ACH-000337,-0.163620511642
ACH-000339,0.0022367220979200002
ACH-000341,0.11370810580099999
ACH-000348,0.0341748541317
ACH-000350,0.286090640847
ACH-000352,0.127477937577
ACH-000356,0.04194008424119999
ACH-000361,-0.0364810166437
ACH-000362,0.08133458991739999
ACH-000363,-0.0284146774865
ACH-000364,-0.110716357927
ACH-000365,0.0023820876087
ACH-000366,0.0820387057472
ACH-000368,-0.139969464755
ACH-000374,-0.07129232956739999
ACH-000375,0.0447139818796
ACH-000376,0.05914968033480001
ACH-000381,-0.10422984302
ACH-000383,0.07545372336739999
ACH-000387,0.053167740934899996
ACH-000389,-0.273732282904
ACH-000390,-0.0735013337269
ACH-000393,-0.15265207261299998
ACH-000395,0.137608457437
ACH-000397,0.10577369083999999
ACH-000401,0.28839861132100003
ACH-000402,-0.0141601256967
ACH-000403,0.0330312835953
ACH-000404,0.0905983891075
ACH-000406,0.0680004782479
ACH-000407,0.07920842193460001
ACH-000408,0.00022041773745299997
ACH-000410,-0.0540766468506
ACH-000411,0.180794206043
ACH-000414,-0.0274127834406
ACH-000415,-0.023754848980900002
ACH-000416,0.04150960751090001
ACH-000420,0.267487035505
ACH-000421,0.0787302079157
ACH-000424,0.132745886167
ACH-000425,0.0012612068751300001
ACH-000426,0.131239697887
ACH-000427,0.0393864749527
ACH-000433,-0.054481408146400005
ACH-000436,0.225556664309
ACH-000444,0.0790198198607
ACH-000445,-0.18999826664
ACH-000448,0.0913056361392
ACH-000450,0.0666344281297
ACH-000452,0.08451008866810002
ACH-000454,-0.164576517793
ACH-000458,0.06097660419940001
ACH-000459,-0.108140864531
