,STK38L (23012)
ACH-000004,0.154393632425
ACH-000007,0.159845219382
ACH-000009,0.294852384277
ACH-000011,0.0690237495025
ACH-000012,0.122983124342
ACH-000013,0.103388285527
ACH-000014,-0.278781842726
ACH-000015,-0.127618190508
ACH-000017,0.0368516149446
ACH-000018,-0.0770968121543
ACH-000019,0.021166223536999998
ACH-000021,-0.0673522043404
ACH-000022,0.0716590997468
ACH-000025,-0.14594800693499999
ACH-000028,0.026647770816099998
ACH-000030,0.128855656105
ACH-000035,-0.19795367068300002
ACH-000036,-0.0659912206555
ACH-000037,-0.0380470890332
ACH-000039,0.036159319449
ACH-000040,0.12677127182700001
ACH-000041,-0.0600873629761
ACH-000042,0.026192110155000004
ACH-000045,0.032774262840299995
ACH-000047,-0.013143892282
ACH-000052,-0.272027550312
ACH-000053,0.0861480182061
ACH-000054,-0.114474803769
ACH-000055,0.0123274628948
ACH-000060,0.00582599574132
ACH-000067,0.0407100566464
ACH-000070,0.039951352057400004
ACH-000075,0.361864172302
ACH-000078,-0.045399703832
ACH-000082,-0.062325344275
ACH-000085,0.128531584444
ACH-000086,-0.0368562431487
ACH-000087,-0.177305498402
ACH-000092,0.0806554118337
ACH-000095,-0.0488755113382
ACH-000097,0.045406717101800005
ACH-000098,0.0674177688182
ACH-000099,-0.12147603100700001
ACH-000108,0.13298549297700002
ACH-000113,-0.04661821320719999
ACH-000115,0.140989978557
ACH-000116,-0.122669526165
ACH-000118,0.0316490463692
ACH-000120,-0.06912647970810001
ACH-000123,-0.0606036420256
ACH-000127,0.0102310510751
ACH-000128,-0.0735693417939
ACH-000132,-0.013749500432100001
ACH-000133,0.031016761623400002
ACH-000137,0.0319798285748
ACH-000138,-0.0678242373166
ACH-000142,-0.139671502871
ACH-000143,-0.12072255664899999
ACH-000146,-0.160818919847
ACH-000148,0.11510681379599999
ACH-000150,0.17046958201999998
ACH-000152,0.27416888617199997
ACH-000153,-0.044554227407
ACH-000159,-0.0620441162884
ACH-000160,-0.100105191786
ACH-000163,-0.158026316207
ACH-000167,-0.19570213652
ACH-000168,0.0254162909007
ACH-000169,-0.10843646589400001
ACH-000178,0.0118412750567
ACH-000182,-0.065046006017
ACH-000183,0.197664243484
ACH-000188,0.0266024565425
ACH-000189,-0.141410636485
ACH-000190,0.101542417744
ACH-000198,-0.0910891265659
ACH-000204,0.106536993482
ACH-000206,-0.128224462992
ACH-000207,0.029097605516
ACH-000211,-0.0072707918650200005
ACH-000215,-0.11470359375900001
ACH-000221,-0.251821075701
ACH-000222,-0.05054393665
ACH-000223,-0.0505980862193
ACH-000226,-0.0363820340254
ACH-000227,-0.21768685328200002
ACH-000228,-0.117993488839
ACH-000231,-0.15534631346799999
ACH-000232,-0.00885534328424
ACH-000233,0.0816072430305
ACH-000234,-0.06356591246809999
ACH-000235,-0.0891102237081
ACH-000237,0.00237262372948
ACH-000238,-0.218857623584
ACH-000243,-0.177305601556
ACH-000244,0.247893303792
ACH-000246,-0.08515106564439999
ACH-000248,0.12271421084100001
ACH-000250,-0.0552375544345
ACH-000251,-0.262538876635
ACH-000253,-0.203095702861
ACH-000255,-0.0638359877241
ACH-000256,-0.0846678887125
ACH-000257,0.11263318291300001
ACH-000258,-0.351166460571
ACH-000259,-0.032931121291
ACH-000260,0.045002390949800006
ACH-000261,-0.043640269684
ACH-000262,0.10547494392000001
ACH-000263,0.0463747330848
ACH-000264,-0.255261810309
ACH-000265,-0.111905199597
ACH-000266,-0.0546737334489
ACH-000272,-0.09166265916930001
ACH-000273,-0.126141872821
ACH-000274,-0.122196725384
ACH-000277,-0.009108498647780001
ACH-000278,0.273426543955
ACH-000279,-0.022693939643099997
ACH-000280,0.0124706251995
ACH-000281,-0.113033912063
ACH-000288,-0.0314531668579
ACH-000291,0.189414972353
ACH-000293,0.083543361046
ACH-000294,-0.314785904915
ACH-000295,0.191814352138
ACH-000296,-0.0329561522713
ACH-000302,-0.0410315094766
ACH-000304,0.09348797943880001
ACH-000307,-0.017431281194500003
ACH-000308,-0.00289778760233
ACH-000310,-0.0838598868014
ACH-000311,-0.0666818953892
ACH-000312,-0.123087698872
ACH-000315,0.0527524227941
ACH-000316,0.0759694289653
ACH-000317,-0.020098174831599997
ACH-000318,-0.0915762876961
ACH-000319,0.042887496990199996
ACH-000320,-0.327745855855
ACH-000322,0.15639091211
ACH-000323,-0.07206419993810001
ACH-000324,-0.06447743965739999
ACH-000329,0.035555980142900005
ACH-000330,0.10536468002900001
ACH-000331,0.0623675261885
ACH-000332,0.0588458747544
ACH-000334,-0.194192215434
