,DPYSL3 (1809)
ACH-000004,0.019581083258
ACH-000007,0.322142315377
ACH-000009,0.06935209234249999
ACH-000011,-0.034949338722800004
ACH-000012,0.132167415931
ACH-000013,0.0547988799756
ACH-000014,0.19389053432999998
ACH-000015,-0.0340614523262
ACH-000017,0.158454463144
ACH-000018,0.159945680419
ACH-000019,-0.134690717333
ACH-000021,0.11633373552300001
ACH-000022,0.12411112699799999
ACH-000025,0.239111729292
ACH-000028,0.00453578040613
ACH-000030,-0.0005331031935450001
ACH-000035,0.0339398796675
ACH-000036,0.192334821852
ACH-000037,-0.09689489823580001
ACH-000039,-0.197567653645
ACH-000040,0.108535350357
ACH-000041,0.17248097863200001
ACH-000042,0.07872964246
ACH-000045,0.122251896388
ACH-000047,0.12553515046299998
ACH-000052,0.033213488291700004
ACH-000053,-0.024432389539400003
ACH-000054,-0.11158237661699999
ACH-000055,-0.0845931600151
ACH-000060,0.079650606102
ACH-000067,-0.046419547491300006
ACH-000070,0.238110563213
ACH-000075,0.0780841989765
ACH-000078,0.0789235750758
ACH-000082,0.19403177872299998
ACH-000085,0.120655701846
ACH-000086,0.247228627796
ACH-000087,0.30747883127500003
ACH-000092,0.200368241523
ACH-000095,0.08714023660879999
ACH-000097,0.040862512391099996
ACH-000098,0.12757187956399998
ACH-000099,0.021745646800700003
ACH-000108,-0.0771805839478
ACH-000113,0.138383033788
ACH-000115,0.18788463631400001
ACH-000116,0.142073932716
ACH-000118,-0.18795305851799998
ACH-000120,0.0525769200036
ACH-000123,0.102716040129
ACH-000127,0.176381718528
ACH-000128,0.101385267028
ACH-000132,0.0472783401126
ACH-000133,0.111298539647
ACH-000137,0.125693675594
ACH-000138,-0.010393720352
ACH-000142,0.134178389153
ACH-000143,0.000904346045179
ACH-000146,0.105918577639
ACH-000148,0.08607080973810001
ACH-000150,0.048293805141400005
ACH-000152,0.08918719535189999
ACH-000153,0.06606789943609999
ACH-000159,0.0501612377539
ACH-000160,0.124477435885
ACH-000163,0.154425824956
ACH-000167,0.10864847941500001
ACH-000168,0.015558195229200001
ACH-000169,0.195965176764
ACH-000178,0.06386861087880001
ACH-000182,0.07723048873369999
ACH-000183,0.232041488559
ACH-000188,0.0672220630073
ACH-000189,0.34977988150600003
ACH-000190,0.0019555736826700003
ACH-000198,0.207668656237
ACH-000204,-0.00538845991358
ACH-000206,0.159273994997
ACH-000207,-0.03743233932559999
ACH-000211,0.037704507125900004
ACH-000215,0.19945082387200003
ACH-000221,0.00846844573918
ACH-000222,0.126573499386
ACH-000223,0.0727738240546
ACH-000226,0.0334809576607
ACH-000227,0.212779294151
ACH-000228,0.151964405975
ACH-000231,0.10000259535900001
ACH-000232,-0.088559584146
ACH-000233,-0.0819583185978
ACH-000234,0.06445337289599999
ACH-000235,0.0699136889547
ACH-000237,0.0582187573013
ACH-000238,0.147822151296
ACH-000243,0.0277933706455
ACH-000244,0.0255524581379
ACH-000246,0.130658263129
ACH-000248,0.136348950485
ACH-000250,0.0236040578546
ACH-000251,-0.15534810822999998
ACH-000253,0.195607017064
ACH-000255,-0.0531398292512
ACH-000256,0.14888755615399998
ACH-000257,0.1345789935
ACH-000258,0.09065709402529999
ACH-000259,-0.052076455672000005
ACH-000260,-0.00527040014188
ACH-000261,0.056903629139
ACH-000262,-0.0851539944231
