,ASS1 (445)
ACH-000004,-0.568287104577
ACH-000007,-0.248951301513
ACH-000009,-0.5341231377660001
ACH-000011,-0.656459166801
ACH-000012,-0.434260974834
ACH-000013,-0.374011303185
ACH-000014,-0.505172415144
ACH-000015,-0.388314634256
ACH-000017,-0.13664778485200002
ACH-000018,-0.5055651198910001
ACH-000019,-0.588332707483
ACH-000021,-0.2991494209
ACH-000022,-0.5887772168959999
ACH-000025,-0.596312395042
ACH-000028,-0.104166885274
ACH-000030,-0.418212732002
ACH-000035,-0.224540516093
ACH-000036,-0.562228167278
ACH-000037,-0.380067552961
ACH-000039,-0.13359793834699998
ACH-000040,-0.38889871181100005
ACH-000041,-0.296390790019
ACH-000042,-0.48857040444300004
ACH-000045,-0.1390450479
ACH-000047,-0.271803800539
ACH-000052,-0.680653420479
ACH-000053,-0.336598876685
ACH-000054,-0.620789780414
ACH-000055,-0.29152632537900003
ACH-000060,-0.469035841
ACH-000067,-0.282988673459
ACH-000070,-0.619372919372
ACH-000075,-0.436359046988
ACH-000078,-0.473190692906
ACH-000082,-0.274552683666
ACH-000085,-0.642870645696
ACH-000086,-0.422954793127
ACH-000087,-0.35686515023500004
ACH-000092,-0.30016628234299997
ACH-000095,-0.402788586257
ACH-000097,-0.15014490683700002
ACH-000098,-0.451114260094
ACH-000099,-0.435410693405
ACH-000108,-0.299635792584
ACH-000113,-0.270771141327
ACH-000115,-0.472694688682
ACH-000116,-0.343632634335
ACH-000118,-0.27886414555
ACH-000120,-0.20093771174699998
ACH-000123,-0.410927284878
ACH-000127,-0.350368687688
ACH-000128,-0.213605052141
ACH-000132,-0.535585868385
ACH-000133,-0.597340392128
ACH-000137,-0.537633424991
ACH-000138,0.029497877201099997
ACH-000142,-0.34489627267899997
ACH-000143,-0.533267775327
ACH-000146,-0.130626547699
ACH-000148,-0.474516727465
ACH-000150,-0.500221163875
ACH-000152,-0.351484267751
ACH-000153,-0.042938772338300006
ACH-000159,-0.32709337492
ACH-000160,-0.252849338034
ACH-000163,-0.7489484644580001
ACH-000167,-0.318622777576
ACH-000168,-0.396485652123
ACH-000169,-0.682045685676
ACH-000178,-0.377374168137
ACH-000182,-0.40946255492399997
ACH-000183,-0.40354942172799996
ACH-000188,-0.284593182019
ACH-000189,-0.396072271809
ACH-000190,-0.441149129995
ACH-000198,-0.334727669825
ACH-000204,-0.335120429246
ACH-000206,-0.453938414212
ACH-000207,-0.614936834608
ACH-000211,-0.399256978416
ACH-000215,-0.387395099051
ACH-000221,-0.41898327781499994
ACH-000222,0.060517939391599995
ACH-000223,-0.516789482332
ACH-000226,-0.483940595462
ACH-000227,-0.683700629182
ACH-000228,-0.29425779783100003
ACH-000231,-0.362918307373
ACH-000232,-0.623157644441
ACH-000233,-0.161642082603
ACH-000234,-0.5324697367660001
ACH-000235,-0.133496669435
ACH-000237,-0.302686771621
ACH-000238,-0.428291189022
ACH-000243,-0.17727977157900002
ACH-000244,-0.559579790951
ACH-000246,-0.273577883275
ACH-000248,-0.22250402036699998
ACH-000250,-0.5100816965999999
ACH-000251,-0.184316877803
ACH-000253,-0.354285159121
ACH-000255,-0.398171873252
ACH-000256,-0.411892225906
ACH-000257,-0.14347038745500001
ACH-000258,-0.643735788715
ACH-000259,-0.31519189444
ACH-000260,-0.47958065190800003
ACH-000261,-0.43245319787299996
ACH-000262,-0.239855089815
ACH-000263,-0.624625879638
ACH-000264,-0.582400566559
ACH-000265,-0.342714345819
ACH-000266,-0.45314974506000005
ACH-000272,-0.41686725456699997
ACH-000273,-0.346599081382
ACH-000274,-0.7354196238390001
ACH-000277,-0.160752554826
ACH-000278,-0.444558014647
ACH-000279,-0.189061940984
ACH-000280,-0.358248108055
ACH-000281,-0.257488901479
ACH-000288,-0.269737468671
ACH-000291,-0.366691107654
ACH-000293,-0.585861392619
ACH-000294,-0.526199418824
ACH-000295,0.157212610888
ACH-000296,-0.17660901866300002
ACH-000302,-0.224263083258
ACH-000304,-0.306975620226
ACH-000307,-0.352140416098
ACH-000308,-0.28113199132
ACH-000310,-0.34072188303
ACH-000311,-0.2576224457
ACH-000312,-0.253377641978
ACH-000315,-0.333637708492
ACH-000316,-0.108587164518
ACH-000317,-0.362750010164
ACH-000318,-0.202079699862
ACH-000319,-0.318530307691
ACH-000320,-0.0114756190756
ACH-000322,-0.38387194996299995
ACH-000323,-0.44008522902099995
ACH-000324,-0.47023999196500005
ACH-000329,-0.43582606585100003
ACH-000330,-0.269797990467
ACH-000331,-0.391449072495
ACH-000332,-0.33763095045999997
ACH-000334,0.0847460565475
ACH-000335,-0.225268457797
ACH-000336,-0.287748598935
ACH-000337,-0.285110564122
ACH-000339,-0.409346701648
ACH-000341,-0.713158506577
ACH-000348,-0.371867695964
ACH-000350,-0.441760952499
ACH-000352,-0.45693847399
ACH-000356,-0.123425459277
ACH-000361,-0.306247105845
ACH-000362,-0.311897459009
ACH-000363,-0.344870486233
ACH-000364,-0.42927599798199995
ACH-000365,-0.252089268347
ACH-000366,-0.566750398803
ACH-000368,-0.439776867072
ACH-000374,-0.512424545005
ACH-000375,-0.392865264456
ACH-000376,-0.24477821713300002
ACH-000381,-0.362034092961
ACH-000383,-0.178830132367
ACH-000387,-0.49960602372699997
ACH-000389,-0.201692945925
ACH-000390,-0.310674998809
ACH-000393,-0.468309855516
ACH-000395,-0.5919778715039999
ACH-000397,-0.529075368435
ACH-000401,-0.392424576987
ACH-000402,-0.246612090698
ACH-000403,-0.335931300391
ACH-000404,-0.265381137278
ACH-000406,-0.331602362382
ACH-000407,-0.355296206062
ACH-000408,-0.13188045982000002
ACH-000410,-0.425896604223
ACH-000411,-0.482350027532
ACH-000414,-0.394194229416
ACH-000415,-0.154341387675
ACH-000416,-0.271596908314
ACH-000420,-0.607425104651
ACH-000421,-0.324829250314
ACH-000424,-0.184088925788
ACH-000425,-0.254142191616
ACH-000426,-0.35616942136299995
ACH-000427,-0.47042652125600004
ACH-000433,-0.23903469600000002
ACH-000436,-0.415760514405
ACH-000444,-0.19449733529399998
ACH-000445,-0.314725002545
ACH-000448,-0.41929042382700005
ACH-000450,-0.210888424636
ACH-000452,-0.190331308361
ACH-000454,-0.300696548473
ACH-000458,-0.405906173152
ACH-000459,-0.199633200702
ACH-000460,-0.32491623568100003
ACH-000461,-0.570485095233
ACH-000463,-0.288923096351
ACH-000464,-0.0982224111517
ACH-000466,-0.458534230386
ACH-000467,-0.319570331262
ACH-000468,-0.225604670356
ACH-000469,-0.341189018825
ACH-000470,-0.515385837735
ACH-000471,-0.398232074009
ACH-000472,-0.270263510121
ACH-000473,-0.169014581174
ACH-000475,-0.319758625937
ACH-000476,-0.332433233272
ACH-000477,-0.461097690928
ACH-000480,-0.305422177024
ACH-000481,-0.28642969618700004
ACH-000483,-0.671449291743
ACH-000484,-0.602832978579
ACH-000485,-0.37372842322300004
ACH-000486,-0.347988095281
ACH-000487,-0.394192934366
ACH-000488,-0.339503919595
ACH-000490,-0.41356704665
ACH-000491,-0.464379556109
ACH-000495,-0.351498459515
ACH-000496,-0.227743171659
ACH-000499,-0.23893754317899998
ACH-000500,-0.487818402056
ACH-000502,-0.18476766305999998
ACH-000503,-0.054284096807000005
ACH-000505,-0.43198020516400004
ACH-000507,-0.34992468522799997
ACH-000510,-0.33970540245499997
ACH-000511,-0.322369628884
ACH-000512,-0.427422825443
ACH-000516,-0.383382823755
ACH-000517,-0.374774600664
ACH-000518,-0.43773554221
ACH-000520,-0.48834705583800003
ACH-000521,-0.48494161753799997
ACH-000522,-0.5665794005229999
ACH-000524,-0.449809104998
ACH-000527,-0.29259692966999995
ACH-000528,-0.322475204616
ACH-000537,-0.280514371992
ACH-000541,-0.470677772483
ACH-000542,-0.418121073397
ACH-000544,-0.39788961258100003
ACH-000545,-0.229047883653
ACH-000547,-0.384009488222
ACH-000548,-0.403756086614
ACH-000549,-0.225920424296
ACH-000550,-0.618128772927
ACH-000552,-0.391894292725
ACH-000556,-0.409397654363
ACH-000557,-0.307311197551
ACH-000570,-0.564191797064
ACH-000571,-0.42961899893999994
ACH-000573,-0.38550176665299996
ACH-000576,-0.49743620890600004
ACH-000580,-0.10686091071
ACH-000584,-0.5658585729010001
ACH-000585,-0.323452632212
ACH-000588,-0.341361661009
ACH-000589,-0.339444490327
ACH-000591,-0.700889890793
ACH-000593,-0.613261481483
ACH-000600,-0.512185435388
ACH-000601,-0.37328084966499997
ACH-000604,-0.29626008488600003
ACH-000605,-0.395618665691
ACH-000606,-0.22245137318500002
ACH-000608,-0.296938345833
ACH-000614,-0.6061286534660001
ACH-000616,-0.339546011447
ACH-000618,-0.238137393525
ACH-000619,-0.352858111893
ACH-000620,-0.46694502166900004
ACH-000621,-0.43704416249600003
ACH-000622,-0.584254477691
ACH-000623,-0.314598824391
ACH-000624,-0.338985046651
ACH-000627,-0.358262774191
ACH-000630,-0.526253242557
ACH-000632,-0.449519469837
ACH-000633,-0.398470359737
ACH-000637,-0.384898333379
ACH-000638,-0.0867140885733
ACH-000646,-0.48894774584399997
ACH-000647,-0.271478669326
ACH-000648,-0.48641137915700006
ACH-000649,-0.236224779131
ACH-000651,-0.33935488445399997
ACH-000652,-0.537586220688
ACH-000653,-0.369834486235
ACH-000657,-0.438009647279
ACH-000658,-0.523535230785
ACH-000661,-0.39757722397
ACH-000662,-0.519334437695
ACH-000663,-0.104887842193
ACH-000665,-0.407451548032
ACH-000671,-0.49881890153700004
ACH-000673,-0.344192674899
ACH-000676,-0.310213592449
ACH-000677,-0.408079154457
ACH-000681,-0.115841357578
ACH-000682,-0.501284638757
ACH-000683,-0.282262680093
ACH-000684,-0.340932053207
ACH-000688,-0.5740468498879999
ACH-000693,-0.328619739676
ACH-000694,-0.290039232256
ACH-000695,-0.687074663672
ACH-000696,-0.404177662052
ACH-000697,-0.388458502355
ACH-000699,-0.24440096590799998
ACH-000701,-0.401567251862
ACH-000706,-0.414470120447
ACH-000711,-0.325985426062
ACH-000713,-0.41475305558
ACH-000714,-0.278322453479
ACH-000718,-0.455181593983
ACH-000720,-0.450328849861
ACH-000721,-0.54053922391
ACH-000724,-0.638605078051
