,CDC14B (8555)
ACH-000183,-0.099568116813
ACH-000188,-0.137002367891
ACH-000189,-0.182533249334
ACH-000190,-0.19490073829399998
ACH-000198,-0.0193738599952
ACH-000204,-0.0985041242028
ACH-000206,-0.213708297309
ACH-000207,-0.314016811166
ACH-000211,-0.12199801376399999
ACH-000215,-0.24262607980700002
ACH-000221,-0.268652967059
ACH-000222,-0.127612242391
ACH-000223,-0.27619712002700003
ACH-000226,-0.304688815404
ACH-000227,-0.0811594650584
ACH-000228,-0.19733636787099998
ACH-000231,-0.0919670279721
ACH-000232,-0.194357966219
ACH-000233,-0.036995748344400003
ACH-000234,-0.333310028012
ACH-000235,-0.23799958193300003
ACH-000237,-0.250929474434
ACH-000238,-0.0321164026499
ACH-000243,-0.145400178502
ACH-000244,-0.0769673074874
ACH-000246,-0.22190893886100002
ACH-000248,-0.323565943557
ACH-000250,-0.231038855893
ACH-000251,-0.0022037481893099997
ACH-000253,-0.208782862097
ACH-000255,-0.24024543544799998
ACH-000256,-0.358173754053
ACH-000257,0.159762971836
ACH-000258,-0.30148837787099997
ACH-000259,-0.148009796415
ACH-000260,-0.102336060524
ACH-000261,-0.307494425004
ACH-000262,-0.27536289851999995
ACH-000263,-0.08878997857960001
ACH-000264,-0.12978925587200002
ACH-000265,-0.101930323262
ACH-000266,-0.20468510619199998
ACH-000272,-0.295537773829
ACH-000273,-0.14972798345899999
ACH-000274,-0.133214093018
ACH-000277,-0.264378997098
ACH-000278,-0.0404654782251
ACH-000279,-0.146922195799
ACH-000280,-0.19083172317000002
ACH-000281,0.00536280468119
ACH-000288,-0.061239424127500004
ACH-000291,-0.489009796361
ACH-000293,-0.156006720148
ACH-000294,-0.11901498852600001
ACH-000295,-0.147052235549
ACH-000296,-0.166103540591
ACH-000302,-0.294495414709
ACH-000304,-0.194261327119
ACH-000307,-0.186069350027
ACH-000308,-0.188912761451
ACH-000310,-0.333011025
ACH-000311,-0.311367097949
ACH-000312,-0.227158237526
ACH-000315,-0.351641958837
ACH-000316,-0.26802327432399997
ACH-000317,0.0193304862395
ACH-000318,-0.188191189909
ACH-000319,-0.354476805516
ACH-000320,-0.43604772095
ACH-000322,0.020978985758599997
ACH-000323,-0.272706904224
ACH-000324,-0.313231697034
ACH-000329,-0.183880329573
ACH-000330,-0.0671153195404
ACH-000331,-0.245969566166
ACH-000332,-0.161745788787
ACH-000334,0.345010592886
ACH-000335,-0.222657917754
ACH-000336,-0.0748133281028
ACH-000337,-0.12638815734099998
ACH-000339,-0.115922098489
ACH-000341,-0.33889426931999994
ACH-000348,-0.114665185359
ACH-000350,0.0617454754158
ACH-000352,-0.17597650838599999
ACH-000356,-0.307539510823
ACH-000361,-0.0934464485994
ACH-000362,-0.177820433414
ACH-000363,-0.28891852136999996
ACH-000364,-0.16178930789899998
ACH-000365,0.09621825549799999
ACH-000366,-0.125525045151
ACH-000368,-0.11171650623099999
ACH-000374,-0.21610460354400002
ACH-000375,-0.0063356700353
ACH-000376,-0.256848716567
ACH-000381,-0.0325529338492
ACH-000383,-0.240511650634
ACH-000387,-0.129384613912
ACH-000389,-0.304876227735
ACH-000390,-0.402030266859
ACH-000393,-0.367235078475
ACH-000395,-0.263973395989
ACH-000397,-0.25987250228500003
ACH-000401,-0.22195785008000002
ACH-000402,0.0300280132926
ACH-000403,-0.32922127412700003
ACH-000404,-0.08536179388149999
ACH-000406,-0.0360914544145
ACH-000407,-0.1678241132
ACH-000408,-0.0273097076827
ACH-000410,-0.0915842446658
ACH-000411,-0.23221097108000002
ACH-000414,-0.08922737144910001
ACH-000415,-0.058598347496699996
ACH-000416,-0.328281754187
ACH-000420,-0.025324435283499997
ACH-000421,-0.137932384681
ACH-000424,-0.37602732545199996
ACH-000425,-0.25514978423900003
ACH-000426,0.0666456991569
ACH-000427,-0.174044496089
ACH-000433,-0.08932180763250001
ACH-000436,-0.11875682419900001
ACH-000444,-0.137571879069
ACH-000445,-0.30407426279800004
ACH-000448,-0.235855376211
ACH-000450,-0.195087249387
ACH-000452,-0.268342719977
ACH-000454,-0.381531354673
ACH-000458,-0.120280419322
ACH-000459,-0.0836524229396
ACH-000460,-0.128547539926
ACH-000461,0.06936887681139998
ACH-000463,-0.156538999927
ACH-000464,-0.055295113704599996
ACH-000466,-0.1911647729
ACH-000467,-0.185119161147
ACH-000468,-0.25726295919
ACH-000469,-0.170584037651
ACH-000470,-0.20554780471
ACH-000471,-0.332770413539
ACH-000472,-0.143532000966
ACH-000473,0.0322073226375
ACH-000475,-0.122814954633
ACH-000476,-0.171975512701
ACH-000477,-0.35946980094400005
ACH-000480,-0.273284623198
ACH-000481,-0.35880255736100003
ACH-000483,-0.23047474109299998
ACH-000484,-0.000956670057367
ACH-000485,-0.329859812142
ACH-000486,-0.10228318698899999
ACH-000487,-0.12203342240000001
ACH-000488,-0.125074630326
ACH-000490,-0.447753683213
ACH-000491,-0.336378297737
ACH-000495,-0.156707292502
ACH-000496,-0.210727035801
ACH-000499,-0.268998236765
ACH-000500,-0.53135302998
ACH-000502,-0.22770290197700002
ACH-000503,-0.253895268595
ACH-000505,-0.09213029724199999
ACH-000507,-0.102139182274
ACH-000510,-0.149806300658
ACH-000511,-0.284281996516
ACH-000512,-0.31494133083000003
ACH-000516,-0.230231135372
ACH-000517,-0.194734987429
ACH-000518,-0.159888049208
ACH-000520,0.0257426637677
ACH-000521,-0.304140421374
ACH-000522,-0.19675389297600002
ACH-000524,-0.160757502154
ACH-000527,-0.114408351109
ACH-000528,-0.18222695799000002
ACH-000537,-0.26088283709800003
ACH-000541,-0.26875229546
ACH-000542,-0.134723598378
ACH-000544,-0.47867496689499994
ACH-000545,-0.225277532403
ACH-000547,-0.0563718076219
ACH-000548,-0.025795011180099997
ACH-000549,-0.0848518567348
ACH-000550,-0.19290729530499998
ACH-000552,-0.24758430366599998
ACH-000556,-0.131884905121
ACH-000557,-0.08792156588530001
ACH-000570,-0.262830802233
ACH-000571,-0.210240494468
ACH-000573,-0.056955440777500005
ACH-000576,0.0278525200795
ACH-000580,-0.21471246067299998
ACH-000584,-0.126630405481
ACH-000585,-0.0941151258025
ACH-000588,-0.11442185852
ACH-000589,-0.250581706154
ACH-000591,-0.177367758917
ACH-000593,-0.087993377304
ACH-000600,-0.30903350062
ACH-000601,-0.162194572538
ACH-000604,-0.19464509125100002
ACH-000605,-0.23092524713100002
ACH-000606,-0.165112020543
ACH-000608,-0.319807338048
ACH-000614,-0.319175500313
ACH-000616,-0.027489453879299998
ACH-000618,-0.190319199244
ACH-000619,-0.480337263103
ACH-000620,-0.284961222226
ACH-000621,-0.142244675438
ACH-000622,-0.544974966101
ACH-000623,-0.0245430409629
ACH-000624,-0.13791608245200002
ACH-000627,-0.0963679081946
ACH-000630,-0.129713723786
ACH-000632,-0.156459023984
ACH-000633,-0.032386472379
ACH-000637,-0.23408807875100002
ACH-000638,-0.223207556091
ACH-000646,-0.08649078310360002
ACH-000647,-0.121910327171
ACH-000648,-0.25525954261399997
ACH-000649,-0.157309235609
ACH-000651,-0.272129778004
ACH-000652,-0.0618136049467
ACH-000653,-0.132476074127
ACH-000657,-0.097565634097
ACH-000658,0.038587315689800006
ACH-000661,-0.195098963149
ACH-000662,-0.7680470173939999
ACH-000663,-0.420356696493
ACH-000665,-0.11079153737
ACH-000671,-0.15705215233300002
ACH-000673,-0.066567202438
ACH-000676,-0.23252044883
ACH-000677,-0.21705436201099998
ACH-000681,-0.15751830467800002
ACH-000682,-0.138436279505
ACH-000683,-0.49679455015699997
ACH-000684,-0.0693368639278
ACH-000688,-0.034165935918999996
ACH-000693,-0.28154728408
ACH-000694,-0.307785315319
ACH-000695,-0.183490828513
ACH-000696,-0.08510276626010001
ACH-000697,-0.133102681311
ACH-000699,-0.162522111039
ACH-000701,-0.0652486659504
ACH-000706,-0.24705396874699997
ACH-000711,-0.17186657504
ACH-000713,-0.226830165256
ACH-000714,-0.0537400358748
ACH-000718,-0.292318671622
ACH-000720,-0.166355913994
ACH-000721,-0.115227807969
ACH-000724,0.0653418994997
ACH-000725,-0.159753552003
ACH-000732,-0.132444592882
ACH-000734,-0.11862879934800001
ACH-000735,-0.18219415296100003
ACH-000736,-0.120968408632
ACH-000738,-0.307541931019
ACH-000746,-0.023254779668400005
ACH-000747,-0.236924861251
ACH-000748,-0.298266102917
ACH-000753,-0.052495741191099995
ACH-000756,-0.219576974515
ACH-000757,-0.339473642699
ACH-000758,-0.260678970761
ACH-000760,-0.331426440134
ACH-000763,-0.045502968437900006
ACH-000764,-0.10787549859500001
ACH-000765,-0.425388400299
ACH-000766,-0.259382537555
ACH-000767,-0.247769837306
ACH-000768,-0.210296721709
ACH-000769,-0.0407013145917
ACH-000770,-0.0733349300343
ACH-000771,-0.18748720915
ACH-000773,-0.19300503056600002
ACH-000776,-0.442740831751
ACH-000777,-0.289668504883
ACH-000778,0.0197038479505
ACH-000781,-0.265471018691
ACH-000782,-0.11187641660499999
ACH-000783,-0.22078440777
ACH-000784,-0.160236263588
ACH-000785,-0.07607820051389999
ACH-000787,-0.026730932089299997
ACH-000788,-0.17476899748
ACH-000791,-0.08278875971260001
ACH-000792,-0.110841593877
ACH-000794,-0.0917209837157
ACH-000796,-0.288219319757
ACH-000799,-0.12970567743699998
ACH-000800,-0.146488518194
ACH-000802,-0.038942371084
ACH-000804,-0.319731025031
ACH-000805,-0.212814979007
ACH-000809,-0.0445638925526
ACH-000810,0.314264373167
ACH-000811,-0.207266907621
ACH-000817,-0.0024934087084899996
ACH-000819,-0.404489378952
ACH-000820,-0.566096534039
ACH-000821,-0.22276887813700003
ACH-000822,-0.352162636887
ACH-000823,-0.331456254493
ACH-000824,-0.34774659948200004
ACH-000827,-0.274766968233
ACH-000829,-0.17911050904599998
ACH-000831,-0.260654753716
ACH-000832,-0.18210225307999997
ACH-000833,-0.14854892471699999
ACH-000834,-0.273797807559
ACH-000835,-0.22081503019999998
ACH-000836,-0.018987291137599997
ACH-000837,-0.155471261166
ACH-000838,-0.0456409043343
ACH-000839,-0.175401925265
ACH-000840,0.022647379537499998
ACH-000841,-0.336154980072
ACH-000843,-0.250947705999
ACH-000846,-0.215492267342
ACH-000847,-0.174386333037
ACH-000848,-0.160440568867
ACH-000849,-0.23503374750999997
ACH-000851,-0.18495524349300002
ACH-000855,-0.530658493248
ACH-000856,-0.286920967809
ACH-000858,-0.108311632288
ACH-000859,-0.170664701437
ACH-000861,-0.210415601307
ACH-000862,-0.17039932855300002
ACH-000865,-0.293462166164
ACH-000866,-0.262688176466
ACH-000867,-0.149586405045
ACH-000869,-0.034672778924300006
ACH-000872,-0.179792902245
ACH-000873,-0.224595439426
ACH-000876,-0.17363752440900002
ACH-000878,-0.312858371531
ACH-000880,-0.223783993734
ACH-000881,-0.195679936405
ACH-000882,-0.278890436141
ACH-000884,-0.196515619193
ACH-000885,-0.127787300598
ACH-000887,-0.159469511436
ACH-000888,-0.316428389518
ACH-000889,-0.221661865751
ACH-000890,-0.19761389954999997
ACH-000896,-0.17400414178399998
ACH-000898,-0.114466133673
ACH-000900,-0.401285074794
ACH-000901,-0.0777738565497
ACH-000905,-0.137847974978
ACH-000906,-0.154801622082
ACH-000907,-0.18003336722399998
ACH-000910,-0.132878401172
ACH-000911,-0.16555630658
ACH-000912,-0.21733714639199997
ACH-000913,-0.196450968262
ACH-000915,-0.130975682568
ACH-000916,-0.205461284179
ACH-000917,-0.189679861126
ACH-000921,-0.301424926073
ACH-000924,-0.191154442531
ACH-000926,-0.310227867396
ACH-000928,-0.211325075803
ACH-000929,-0.384367321411
ACH-000932,-0.18986455304000002
ACH-000935,0.07589708404579999
ACH-000936,0.016770173252900002
ACH-000937,-0.288843427553
ACH-000938,-0.218438131798
ACH-000939,-0.04914577211230001
ACH-000941,-0.105231255088
ACH-000943,-0.0829703863651
ACH-000946,-0.0966795382941
ACH-000947,-0.115761508695
ACH-000948,-0.248579945549
ACH-000950,-0.184177083571
ACH-000953,-0.127041407741
ACH-000957,-0.126636525584
ACH-000958,-0.11450639383899999
ACH-000960,-0.100880279115
ACH-000963,-0.09095577428929999
ACH-000968,-0.08018996965530001
ACH-000969,-0.128871947455
ACH-000973,-0.21919238638
ACH-000974,-0.271225592045
ACH-000975,0.057982477914000005
ACH-000976,-0.1465519488
ACH-000978,-0.357723971518
ACH-000980,-0.22303921328
ACH-000984,-0.15776912807399998
ACH-000986,-0.0199080296574
ACH-000988,-0.167270055164
ACH-000993,-0.196541821827
ACH-000994,-0.225961260951
ACH-000996,-0.388860860111
ACH-001001,-0.17583490696100001
ACH-001020,-0.259938312284
ACH-001028,-0.17806964763099997
ACH-001031,-0.110707557009
ACH-001038,-0.29530497749400003
ACH-001048,-0.222018056335
ACH-001050,-0.22955065455499998
ACH-001053,-0.31185742657
ACH-001054,-0.10901505994899999
ACH-001061,-0.220990467381
ACH-001067,-0.15011262240999998
ACH-001075,-0.08893583768050001
ACH-001096,-0.45361722105400004
ACH-001128,-0.778147714312
ACH-001134,-0.108343391942
ACH-001151,-0.150941924733
ACH-001163,-0.384926727369
ACH-001164,-0.523275393463
ACH-001173,-0.169555394969
ACH-001183,-0.058793589505699996
ACH-001184,-0.22697005331599998
ACH-001190,-0.131449203229
ACH-001192,-0.186841857879
ACH-001193,-0.307087403667
ACH-001196,-0.115193751539
ACH-001197,-0.03242637403509999
ACH-001205,-0.29360925880399996
ACH-001211,-0.0601060696208
ACH-001212,-0.144009604873
ACH-001228,-0.04258305115640001
ACH-001232,-0.039624706288900004
ACH-001239,-0.23536316756499998
ACH-001274,-0.224535451695
ACH-001275,-0.210867001379
ACH-001277,-0.22299934840100002
ACH-001278,-0.34792052657899997
ACH-001280,-0.019283036010599997
ACH-001283,-0.196961630156
ACH-001289,-0.421774983478
ACH-001295,-0.27166388063700003
ACH-001300,-0.13639783868
ACH-001301,-0.19568593249400001
ACH-001302,0.115745193392
ACH-001303,0.014170312342
ACH-001306,-0.388384564974
ACH-001318,-0.282048930841
ACH-001322,-0.030489729783000002
ACH-001328,-0.203974968406
ACH-001332,-0.299040865561
ACH-001333,-0.031827958601799995
ACH-001336,-0.228512575891
ACH-001340,-0.189181784685
ACH-001346,-0.202081454067
ACH-001353,-0.16455263912100002
ACH-001354,-0.244230551761
ACH-001367,-0.25651084142499997
ACH-001368,-0.109999012828
ACH-001374,-0.0713449190305
ACH-001375,-0.0994753537014
ACH-001377,-0.0797883601187
ACH-001380,-0.39773198665200005
ACH-001391,0.0710809330451
ACH-001407,-0.223713287196
ACH-001408,-0.216190878717
ACH-001413,-0.13193689931299998
ACH-001430,-0.031407788463400005
ACH-001431,-0.136558073068
ACH-001450,-0.342614167042
ACH-001496,-0.215643286912
ACH-001500,-0.261627359015
ACH-001521,-0.0623830415713
ACH-001523,-0.211258084553
ACH-001532,-0.268829451276
ACH-001536,-0.24182702419100002
ACH-001550,-0.350992918746
ACH-001552,-0.15143188940400001
ACH-001554,-0.33641599747699996
ACH-001645,-0.229160458865
ACH-001654,-0.233017853662
ACH-001715,-0.348491027591
ACH-001735,-0.0391109952621
ACH-001736,-0.045551326675
ACH-001737,0.0208648904568
ACH-001740,-0.178282827967
ACH-001745,-0.113131059716
ACH-001750,-0.23265252832
ACH-001765,-0.09504812892310001
ACH-001956,-0.248381608454
ACH-001957,-0.27313012086599997
