,VPS25 (84313)
ACH-000004,-1.8139358266099999
ACH-000007,-1.8176515220599998
ACH-000009,-1.48844248916
ACH-000011,-1.82281135371
ACH-000012,-1.6879947016999999
ACH-000013,-1.9387086144799999
ACH-000014,-1.75286453458
ACH-000015,-1.86069844505
ACH-000017,-2.33990799521
ACH-000018,-1.8364826832700003
ACH-000019,-1.99300561647
ACH-000021,-1.4992208737700001
ACH-000022,-1.96924760431
ACH-000025,-1.6935055853100003
ACH-000028,-1.76808008148
ACH-000030,-1.73431850195
ACH-000035,-1.7021551644100001
ACH-000036,-1.92641012719
ACH-000037,-2.1801954216299997
ACH-000039,-1.7630067146400001
ACH-000040,-1.82628600305
ACH-000041,-1.9952130824
ACH-000042,-1.73093271805
ACH-000045,-2.3351496569599997
ACH-000047,-1.6298407408000002
ACH-000052,-1.9112098828
ACH-000053,-1.7741489482
ACH-000054,-1.66650761342
ACH-000055,-1.8711575516599999
ACH-000060,-1.6288450732799997
ACH-000067,-1.63004902692
ACH-000070,-1.9386435864099998
ACH-000075,-1.7918786749400002
ACH-000078,-2.14002039849
ACH-000082,-1.87784071128
ACH-000085,-1.6166592175299999
ACH-000086,-1.60058450109
ACH-000087,-2.11405769501
ACH-000092,-1.7124074533200002
ACH-000095,-1.66828338304
ACH-000097,-1.75566088907
ACH-000098,-1.6596840248700002
ACH-000099,-1.69675432091
ACH-000108,-1.7438271871000002
ACH-000113,-2.03026944085
ACH-000115,-2.7587150706599997
ACH-000116,-1.9285694022
ACH-000118,-1.60540041976
ACH-000120,-1.6832717167700002
ACH-000123,-1.97163823738
ACH-000127,-2.0249495155
ACH-000128,-1.83282785885
ACH-000132,-1.66451015326
ACH-000133,-1.73442933838
ACH-000137,-1.7040979415600002
ACH-000138,-1.7535203538799997
ACH-000142,-1.7508382345099998
ACH-000143,-1.6265310473299999
ACH-000146,-1.9143961798700002
ACH-000148,-2.1009580140599997
ACH-000150,-1.62255024747
ACH-000152,-1.71037631317
ACH-000153,-1.73781093463
ACH-000159,-1.4931104032799998
ACH-000160,-1.6761631301700002
ACH-000163,-1.9966415007900002
ACH-000167,-2.36668900192
ACH-000168,-2.12283572389
ACH-000169,-1.95339038031
