,CLEC3B (7123)
ACH-000004,0.0736626535381
ACH-000007,-0.06316344461500001
ACH-000009,-0.0270727071741
ACH-000011,0.226025654236
ACH-000012,-0.05389627089790001
ACH-000013,0.0285410549612
ACH-000014,0.28651873752900003
ACH-000015,-0.17308696641
ACH-000017,-0.0150877826009
ACH-000018,-0.401471288706
ACH-000019,0.077140188994
ACH-000021,0.05370116243
ACH-000022,-0.0736091682242
ACH-000025,0.0956217279178
ACH-000028,0.0867802855977
ACH-000030,-0.0916885950935
ACH-000035,-0.0651561961228
ACH-000036,-0.107972858143
ACH-000037,-0.145109524393
ACH-000039,0.12071602822899999
ACH-000040,-0.11994673038899999
ACH-000041,0.0603127390582
ACH-000042,-0.0171239353268
ACH-000045,0.0703494699822
ACH-000047,-0.194376645984
ACH-000052,0.242256517396
ACH-000053,-0.0263893570786
ACH-000054,0.0411484093307
ACH-000055,0.144929327936
ACH-000060,-0.118588115982
ACH-000067,-0.08802931658569998
ACH-000070,0.0444157279479
ACH-000075,0.0038749755392099997
ACH-000078,0.09329399674239999
ACH-000082,0.12516113827199998
ACH-000085,0.159830599595
ACH-000086,-0.013271107550200001
ACH-000087,-0.19478186780499998
ACH-000092,0.050902930180699996
ACH-000095,-0.012465661802399998
ACH-000097,0.0142206584575
ACH-000098,-0.0607659879593
ACH-000099,0.0649495351908
ACH-000108,0.011453080519
ACH-000113,0.0451966758335
ACH-000115,0.047197465893599994
ACH-000116,-0.037376534701999996
ACH-000118,-0.00102669215278
ACH-000120,0.12689301644
ACH-000123,0.0122190573596
ACH-000127,-0.0253276446498
ACH-000128,0.13408711032
ACH-000132,0.17018495892000002
ACH-000133,-0.11374752732799999
ACH-000137,-0.196586437609
ACH-000138,-0.031944090021
ACH-000142,-0.00784505051661
ACH-000143,-0.0658733901363
ACH-000146,0.0328029860017
ACH-000148,0.138325067784
ACH-000150,-0.246137857219
ACH-000152,-0.121350812238
ACH-000153,0.165779754876
ACH-000159,0.000717383186011
ACH-000160,-0.03972740417869999
ACH-000163,-0.0089801380379
ACH-000167,0.22286190223700003
ACH-000168,-0.0113839666353
ACH-000169,-0.0926050156215
ACH-000178,0.0693915496108
ACH-000182,0.170922796171
ACH-000183,-0.11138678857300001
ACH-000188,-0.0828482737691
ACH-000189,-0.427724233979
ACH-000190,-0.0795373343849
ACH-000198,0.0504636902903
ACH-000204,-0.06413037603249999
