,ACAA2 (10449)
ACH-000004,-0.108277283321
ACH-000007,-0.0058923373121999995
ACH-000009,-0.21443121962
ACH-000011,-0.188588567377
ACH-000012,-0.11548330215500001
ACH-000013,-0.203486870982
ACH-000014,-0.08744930394760002
ACH-000015,-0.0522735635421
ACH-000017,0.0286242501363
ACH-000018,-0.139108739026
ACH-000019,0.11310632659900001
ACH-000021,-0.108448891936
ACH-000022,-0.0775124546902
ACH-000025,0.0656770428547
ACH-000028,-0.18801553063700002
ACH-000030,-0.23441174057300002
ACH-000035,-0.112060750625
ACH-000036,0.048170031463599994
ACH-000037,-0.45621591955799995
ACH-000039,-0.307185515273
ACH-000040,-0.111347462982
ACH-000041,0.039641960748
ACH-000042,-0.273287053921
ACH-000045,0.0668833512085
ACH-000047,-0.16967567478
ACH-000052,-0.22430625194
ACH-000053,-0.135099859301
ACH-000054,-0.0621219991072
ACH-000055,-0.309980094882
ACH-000060,-0.172011451158
ACH-000067,-0.0978148174565
ACH-000070,0.143400228318
ACH-000075,-0.142543047096
ACH-000078,-0.173483334381
ACH-000082,-0.0424255010298
ACH-000085,-0.0265365428628
ACH-000086,0.09932967987839998
ACH-000087,-0.0577987856563
ACH-000092,0.0781877361186
ACH-000095,-0.247211755733
ACH-000097,-0.23529138606400002
ACH-000098,-0.0214788869182
ACH-000099,-0.0154815377666
ACH-000108,-0.12231846909800001
ACH-000113,0.047399364354300005
ACH-000115,-0.140747872661
ACH-000116,-0.148391508412
ACH-000118,-0.0406364888727
ACH-000120,0.060806405414199995
ACH-000123,-0.143010221666
ACH-000127,-0.09036161988060001
ACH-000128,-0.0694868786796
ACH-000132,-0.156876224772
ACH-000133,-0.0744040163402
ACH-000137,-0.23994946052700003
ACH-000138,-0.17757904459
ACH-000142,-0.175177660443
ACH-000143,-0.122016979363
ACH-000146,-0.220923440509
ACH-000148,0.0151568511076
ACH-000150,-0.144531185408
ACH-000152,-0.112576111188
ACH-000153,-0.153282832876
ACH-000159,-0.031221951321499998
ACH-000160,0.0723629618371
ACH-000163,-0.142883939645
ACH-000167,-0.193400519045
ACH-000168,-0.09646813306389998
ACH-000169,-0.218205924888
ACH-000178,-0.0662454131592
ACH-000182,-0.175475522113
ACH-000183,-0.162770952096
ACH-000188,-0.189756532177
ACH-000189,-0.370819964996
ACH-000190,-0.0054825635181599995
ACH-000198,-0.0373526437825
ACH-000204,-0.0989657181543
ACH-000206,-0.04911490643619999
ACH-000207,-0.111682480185
ACH-000211,-0.31050646172400004
ACH-000215,-0.10784630998099999
ACH-000221,-0.161953909843
ACH-000222,-0.058147805572699995
ACH-000223,-0.321394081526
ACH-000226,-0.0553089165412
ACH-000227,-0.07768246552889999
ACH-000228,-0.0501388491925
ACH-000231,-0.0321597762866
ACH-000232,-0.253362621924
ACH-000233,-0.0936258810755
ACH-000234,-0.0840620133274
ACH-000235,-0.184923602576
ACH-000237,-0.239179386219
ACH-000238,-0.0912209827793
ACH-000243,-0.11256498864499999
ACH-000244,-0.053518737343800006
ACH-000246,-0.158932614366
ACH-000248,-0.08467863747960001
ACH-000250,-0.139366970377
ACH-000251,-0.129003837097
ACH-000253,-0.0726040021368
ACH-000255,0.00189992333915
ACH-000256,-0.0843540565253
ACH-000257,0.0401931487339
ACH-000258,-0.407879618621
ACH-000259,-0.130791497239
ACH-000260,-0.06694029774799999
ACH-000261,-0.155551733134
ACH-000262,-0.14815447358
ACH-000263,0.148407340655
ACH-000264,-0.185745912965
ACH-000265,-0.147371613747
ACH-000266,-0.195946976434
ACH-000272,-0.253586502434
ACH-000273,-0.15152722009400002
ACH-000274,-0.125675659785
ACH-000277,-0.154487650825
ACH-000278,-0.155025594653
ACH-000279,-0.141308988326
ACH-000280,-0.164655538016
ACH-000281,-0.239076644582
ACH-000288,-0.0508131071495
ACH-000291,-0.12764436521
ACH-000293,-0.152149351123
ACH-000294,-0.10636718466600001
ACH-000295,-0.00341183027598
ACH-000296,-0.172629523281
ACH-000302,-0.12809058354800001
ACH-000304,-0.0552458286542
ACH-000307,-0.327988880072
ACH-000308,-0.056680437704099994
ACH-000310,-0.11661273141100001
ACH-000311,-0.33055393935800004
ACH-000312,-0.117777364048
ACH-000315,-0.0657939962206
ACH-000316,-0.100054555319
ACH-000317,0.018966735690400003
ACH-000318,-0.175780949177
ACH-000319,-0.0551888784065
ACH-000320,-0.264367654272
ACH-000322,-0.056687320095
ACH-000323,-0.112343317581
ACH-000324,-0.141010454403
ACH-000329,-0.129389226256
ACH-000330,-0.231810072328
ACH-000331,0.00285818550126
ACH-000332,-0.160659754623
ACH-000334,-0.161734404418
ACH-000335,0.137074999421
ACH-000336,-0.112375628316
ACH-000337,0.0503057274393
ACH-000339,-0.103067622235
ACH-000341,-0.13833118946599998
ACH-000348,-0.159930963905
ACH-000350,-0.18433686333299998
ACH-000352,-0.220097861342
ACH-000356,-0.046593997660099994
ACH-000361,-0.171536325316
ACH-000362,0.08052103089589999
ACH-000363,-0.120358832347
ACH-000364,-0.18592017664500002
ACH-000365,0.059486579648699994
ACH-000366,-0.0126377975321
ACH-000368,-0.15792263670700002
ACH-000374,0.00960755497955
ACH-000375,-0.15318922261499998
ACH-000376,-0.173155445921
ACH-000381,-0.124986338517
ACH-000383,-0.23928447816
ACH-000387,-0.130351832938
ACH-000389,0.0494602725679
ACH-000390,-0.237216559366
ACH-000393,-0.259393397129
ACH-000395,-0.308378014524
ACH-000397,-0.100291230294
ACH-000401,-0.181472891297
ACH-000402,0.0596649441834
ACH-000403,-0.10144625081599999
