,MAVS (57506)
ACH-000004,-0.0381057996149
ACH-000007,0.20293028888
ACH-000009,0.234594411886
ACH-000011,0.223737807925
ACH-000012,0.12151212830999998
ACH-000013,0.100685809947
ACH-000014,0.21621264916700003
ACH-000015,0.19027418135000002
ACH-000017,0.18927114351399998
ACH-000018,0.069835793621
ACH-000019,0.24357536993700002
ACH-000021,0.269816190502
ACH-000022,0.26148812876899996
ACH-000025,0.419946701682
ACH-000028,0.215603781273
ACH-000030,0.277440481708
ACH-000035,0.103762960066
ACH-000036,0.172626581015
ACH-000037,0.241490764901
ACH-000039,0.39868299897
ACH-000040,0.176633324912
ACH-000041,0.24421050136
ACH-000042,-0.12104563260500001
ACH-000045,0.144613349591
ACH-000047,0.131119566108
ACH-000052,-0.10794640488
ACH-000053,0.192406781742
ACH-000054,0.235640361427
ACH-000055,0.222330188039
ACH-000060,0.0709705707794
ACH-000067,0.142573048441
ACH-000070,0.332780505194
ACH-000075,0.15398489452
ACH-000078,0.121694029787
ACH-000082,-0.0877457573096
ACH-000085,-0.0108545697433
ACH-000086,0.131095464871
ACH-000087,0.207634009906
ACH-000092,0.0795916810245
ACH-000095,0.145375391715
ACH-000097,0.141586832091
ACH-000098,0.167586386743
ACH-000099,0.105294184605
ACH-000108,0.0507574678777
ACH-000113,0.16615777596200001
ACH-000115,0.193744847735
ACH-000116,0.298642190379
ACH-000118,0.159279630141
ACH-000120,0.197843917722
ACH-000123,0.225648890058
ACH-000127,0.033465272213599996
ACH-000128,-2.92620956133e-05
ACH-000132,0.214858402734
ACH-000133,-0.030264527872099996
ACH-000137,0.23361909745099999
ACH-000138,0.224349141756
ACH-000142,0.367085468284
ACH-000143,0.16872629528900002
ACH-000146,0.1054497857
ACH-000148,0.249111500072
ACH-000150,-0.14859715389
ACH-000152,0.28464297277600004
ACH-000153,0.162120929498
ACH-000159,0.08482114955730001
ACH-000160,0.212852186142
ACH-000163,0.0330452459241
ACH-000167,0.11434442270400001
ACH-000168,0.12868514924799998
ACH-000169,0.11499295120400001
ACH-000178,0.12609065024
ACH-000182,-0.017824026729
ACH-000183,0.363311300814
ACH-000188,0.28265610668200003
ACH-000189,0.17104584973700002
ACH-000190,-0.152872469347
ACH-000198,0.0853590147793
ACH-000204,0.443880253953
ACH-000206,0.351016637449
ACH-000207,0.018871421694400002
ACH-000211,0.296369737611
ACH-000215,0.160225896233
ACH-000221,0.255574265882
ACH-000222,0.13491927210899998
ACH-000223,0.216764171137
ACH-000226,0.31817213513099996
ACH-000227,0.210550809157
ACH-000228,-0.0473311880416
ACH-000231,0.0613891581314
ACH-000232,0.196658298907
ACH-000233,0.386371939844
ACH-000234,-0.105106859101
ACH-000235,0.188038010361
ACH-000237,0.18289573298099998
ACH-000238,0.2657904084
ACH-000243,0.0435801253811
ACH-000244,0.24901327779500002
ACH-000246,0.194277682916
ACH-000248,0.434317335119
ACH-000250,0.0935119128044
ACH-000251,-0.0027594465587199996
ACH-000253,0.166395149759
ACH-000255,0.40803863899000004
ACH-000256,0.22458302508699998
ACH-000257,0.296961557284
ACH-000258,0.21288751000599998
ACH-000259,0.242691947293
ACH-000260,0.10489050273600001
ACH-000261,0.0504643920818
ACH-000262,0.230972161364
ACH-000263,-0.38229014799500005
ACH-000264,0.19228272536600002
ACH-000265,0.049904989295499996
ACH-000266,0.138264637447
ACH-000272,0.11580929956199999
ACH-000273,0.141422529789
ACH-000274,0.0384229721086
ACH-000277,0.204722369025
ACH-000278,0.221825816441
ACH-000279,0.301068482036
ACH-000280,0.0138360272642
ACH-000281,-0.0630635323707
ACH-000288,0.028575488546000002
ACH-000291,0.126206440681
ACH-000293,0.149458518034
ACH-000294,-0.000954857032285
ACH-000295,0.04705810428309999
ACH-000296,0.113839092379
ACH-000302,0.260684974363
ACH-000304,0.0916493983386
ACH-000307,-0.027201738872500002
ACH-000308,0.164217279918
ACH-000310,0.301036981007
ACH-000311,0.242783045175
ACH-000312,0.107499433999
ACH-000315,0.211850147096
ACH-000316,0.166787175748
ACH-000317,0.308420531713
ACH-000318,0.111394106055
ACH-000319,0.118511711206
ACH-000320,0.33330047896299997
ACH-000322,0.263037827567
ACH-000323,0.288518868193
ACH-000324,0.071662580758
ACH-000329,0.0433095244092
ACH-000330,-0.03550379578269999
ACH-000331,0.06708965290300001
ACH-000332,0.112951806148
ACH-000334,0.144613349854
ACH-000335,0.07814035778219999
ACH-000336,0.583377654392
ACH-000337,0.24069463301600003
ACH-000339,0.18138079682500002
