,STXBP1 (6812)
ACH-000004,-0.599772637202
ACH-000007,-0.0204382765146
ACH-000009,-0.484492520832
ACH-000011,-0.44170465710100004
ACH-000012,-0.412025497166
ACH-000013,-0.45087843108099995
ACH-000014,-0.474772767188
ACH-000015,-0.39931398092200004
ACH-000017,-0.37964558277599997
ACH-000018,-0.471210688601
ACH-000019,-0.192015123666
ACH-000021,-0.44872914309699996
ACH-000022,-0.486292157169
ACH-000025,-0.291101617704
ACH-000028,-0.21568928456999997
ACH-000030,-0.23938624045200002
ACH-000035,-0.320676007213
ACH-000036,-0.29257853423700003
ACH-000037,-0.46581538760799995
ACH-000039,-0.126859554822
ACH-000040,-0.58184303737
ACH-000041,-0.224309864618
ACH-000042,-0.601163896866
ACH-000045,-0.419006101911
ACH-000047,-0.186664947398
ACH-000052,-0.461421605343
ACH-000053,-0.220209540221
ACH-000054,-0.42121676959
ACH-000055,-0.512868692915
ACH-000060,-0.42681258994000004
ACH-000067,-0.21293289536899998
ACH-000070,-0.367198085013
ACH-000075,-0.30968837429900004
ACH-000078,-0.5053621428149999
ACH-000082,-0.37361314065300005
ACH-000085,-0.39964712972599997
ACH-000086,-0.344853377457
ACH-000087,-0.782862217974
ACH-000092,-0.126998302081
ACH-000095,-0.38809497273500004
ACH-000097,-0.3931712912
ACH-000098,-0.155687593697
ACH-000099,-0.38522394592799997
ACH-000108,-0.38741174608900003
ACH-000113,-0.17457427791299998
ACH-000115,-0.729954327376
ACH-000116,-0.616598369672
ACH-000118,-0.403252460154
ACH-000120,-0.373878137052
ACH-000123,-0.405212065145
ACH-000127,-0.359893805232
ACH-000128,-0.42702728514399996
ACH-000132,-0.365842030866
ACH-000133,-0.5431046274979999
ACH-000137,-0.4321255304
ACH-000138,-0.443202982964
ACH-000142,-0.29486615899199997
ACH-000143,-0.512649605942
ACH-000146,-0.344494600533
ACH-000148,-0.443474519825
ACH-000150,-0.287714944421
ACH-000152,-0.48390908843900005
ACH-000153,-0.269370309568
ACH-000159,-0.264695020128
ACH-000160,-0.597576101186
ACH-000163,-0.137439290861
ACH-000167,-0.44179244872400003
ACH-000168,-0.41408926241300004
ACH-000169,-0.39744398417800003
ACH-000178,-0.438896115694
ACH-000182,-0.358041032731
ACH-000183,-0.555856534227
ACH-000188,-0.40118791157300004
ACH-000189,-0.324274516647
ACH-000190,-0.37410114889
ACH-000198,-0.5588218531710001
ACH-000204,-0.510143567807
ACH-000206,-0.527380084229
ACH-000207,-1.04323455424
ACH-000211,-0.229665066642
ACH-000215,-0.404573436492
ACH-000221,-0.211901403021
ACH-000222,-0.48685654021499997
ACH-000223,-0.270634152329
ACH-000226,-0.48041776571999995
ACH-000227,-0.680973313428
ACH-000228,-0.228550270794
ACH-000231,-0.182940315873
ACH-000232,-0.359246653582
ACH-000233,-0.276926907263
ACH-000234,-0.267474219397
ACH-000235,-0.335949443637
ACH-000237,-0.517521904107
ACH-000238,-0.290813062289
ACH-000243,-0.27077564966400003
ACH-000244,-0.203865483093
ACH-000246,-0.364777547038
ACH-000248,-0.32078172750399997
ACH-000250,-0.559062296027
ACH-000251,-0.187261459287
ACH-000253,-0.272834190897
ACH-000255,-0.294226888823
ACH-000256,-0.325194735159
ACH-000257,-0.554770257058
ACH-000258,-0.18046460838300002
ACH-000259,-0.41791367822700004
ACH-000260,-0.303624700878
ACH-000261,-0.37162640068499997
ACH-000262,-0.230800296771
ACH-000263,-0.401195074534
ACH-000264,-0.41365333868
ACH-000265,-0.426342004729
