,GPD1L (23171)
ACH-000004,0.06522566768730001
ACH-000007,-0.0297779211327
ACH-000009,-0.168224579052
ACH-000011,0.00275407834758
ACH-000012,0.116986489813
ACH-000013,0.10314488477700001
ACH-000014,0.0525420479286
ACH-000015,-0.059120015785499996
ACH-000017,0.16892367844999998
ACH-000018,0.180651991576
ACH-000019,-0.00938726164324
ACH-000021,0.0495792987811
ACH-000022,-0.0137717000472
ACH-000025,-0.11891416202999999
ACH-000028,-0.023463788048400002
ACH-000030,0.19673183790399998
ACH-000035,0.159096109312
ACH-000036,-0.10561075692399999
ACH-000037,0.174898724719
ACH-000039,0.101095978884
ACH-000040,-0.0533811413975
ACH-000041,0.0379105952603
ACH-000042,0.00645761840783
ACH-000045,-0.0425033504842
ACH-000047,-0.0038608587717600005
ACH-000052,0.303650754684
ACH-000053,-0.045257860235900005
ACH-000054,0.150727667767
ACH-000055,0.026279278648200004
ACH-000060,-0.0454864546491
ACH-000067,0.10910913276499999
ACH-000070,-0.102132977452
ACH-000075,0.08929331110710001
ACH-000078,-0.0614323753642
ACH-000082,-0.1497147863
ACH-000085,-0.09980103501389999
ACH-000086,0.228250906166
ACH-000087,0.231815870292
ACH-000092,-0.0495868281939
ACH-000095,0.00452263573824
ACH-000097,-0.0097558290695
ACH-000098,0.08782541671599998
ACH-000099,-0.169648717247
ACH-000108,-0.048505592120199996
ACH-000113,0.042071011119300006
ACH-000115,0.148708246019
ACH-000116,0.057312816969699996
ACH-000118,0.39040935936300003
ACH-000120,-0.0663353794342
ACH-000123,-0.216723721342
ACH-000127,-0.027949451115599995
ACH-000128,0.0613392990515
ACH-000132,0.0640515557384
ACH-000133,0.149233042564
ACH-000137,0.0275077131971
ACH-000138,-0.0648150500075
ACH-000142,-0.10597100447300001
ACH-000143,-0.202593029042
ACH-000146,0.0765451188808
ACH-000148,-0.0135327235429
ACH-000150,-0.12369283465500001
ACH-000152,-0.0073858235568199995
ACH-000153,0.0163675855261
ACH-000159,0.0994517744666
ACH-000160,0.20156806667
ACH-000163,0.139030861911
ACH-000167,0.0346474436179
ACH-000168,0.193099496206
ACH-000169,0.00418796299884
ACH-000178,0.185756017927
ACH-000182,0.08992828107560001
ACH-000183,0.120763382608
ACH-000188,0.06219742416
ACH-000189,0.0232760035219
ACH-000190,0.25241028409899996
ACH-000198,0.16934698184900002
ACH-000204,-0.254244447208
ACH-000206,0.0713995623372
ACH-000207,-0.289243175477
ACH-000211,0.0508421682252
ACH-000215,0.154786829298
ACH-000221,0.0754773702035
ACH-000222,-0.11985586316199999
ACH-000223,0.0681708000743
ACH-000226,-0.0110530444037
ACH-000227,-0.027405147900099996
ACH-000228,-0.0358793790644
ACH-000231,-0.0206460008327
ACH-000232,-0.126985223031
ACH-000233,-0.022777161514300003
