,HRK (8739)
ACH-000004,-0.32142672434999997
ACH-000007,-0.126701661982
ACH-000009,-0.202828701869
ACH-000011,-0.49934282635099997
ACH-000012,-0.194118201147
ACH-000013,-0.166513174444
ACH-000014,-0.454374819978
ACH-000015,-0.21073460325399998
ACH-000017,-0.06506966290249999
ACH-000018,-0.31188138950399996
ACH-000019,-0.051936523950100004
ACH-000021,-0.0312259589172
ACH-000022,-0.329167023369
ACH-000025,-0.221886766863
ACH-000028,-0.205037578214
ACH-000030,-0.359803762742
ACH-000035,-0.09814547244079999
ACH-000036,-0.330255383035
ACH-000037,-0.360025982523
ACH-000039,-0.414743582369
ACH-000040,-0.50604638097
ACH-000041,-0.280828747669
ACH-000042,-0.18744930410100002
ACH-000045,-0.241675081821
ACH-000047,-0.279167239672
ACH-000052,-0.109171196732
ACH-000053,-0.19074629212900002
ACH-000054,-0.251386775353
ACH-000055,-0.038194160174699995
ACH-000060,-0.410828450806
ACH-000067,-0.271836884231
ACH-000070,-0.207041297238
ACH-000075,-0.20938649818900001
ACH-000078,-0.282923983742
ACH-000082,-0.317001700293
ACH-000085,-0.331703868899
ACH-000086,-0.220077909232
ACH-000087,0.0398284410595
ACH-000092,-0.213011097105
ACH-000095,-0.24343675160999997
ACH-000097,-0.125077537435
ACH-000098,-0.25288648362
ACH-000099,-0.25443609097
ACH-000108,0.027282180135
ACH-000113,-0.11875164046299999
ACH-000115,-0.35848726215000004
ACH-000116,-0.173707832117
ACH-000118,-0.0753546056603
ACH-000120,-0.10615702184
ACH-000123,-0.14840328887499998
ACH-000127,-0.117293665995
ACH-000128,-0.256098636481
ACH-000132,-0.426009123427
ACH-000133,-0.20993722677
ACH-000137,-0.323849422588
ACH-000138,-0.0326479214887
ACH-000142,-0.297836631695
ACH-000143,-0.200985909914
ACH-000146,-0.288730124602
ACH-000148,-0.196917117837
ACH-000150,-0.50752066827
ACH-000152,-0.29566365307799997
ACH-000153,-0.4409388954899999
ACH-000159,-0.30075297433200004
ACH-000160,-0.293406305577
ACH-000163,-0.24798971967500003
ACH-000167,-0.348803338257
ACH-000168,-0.275975989302
ACH-000169,-0.295068028433
ACH-000178,-0.18756473589000003
ACH-000182,-0.41716041404299997
ACH-000183,-0.231226321465
ACH-000188,-0.128729417356
ACH-000189,-0.152445164719
ACH-000190,-0.0056366585257799995
ACH-000198,-0.250452255327
ACH-000204,-0.243742758405
ACH-000206,-0.178476191887
ACH-000207,-0.0672868424278
ACH-000211,-0.194065054826
ACH-000215,-0.281604062034
ACH-000221,-0.153159674581
ACH-000222,-0.269235267873
ACH-000223,-0.416685321172
ACH-000226,-0.222588829274
ACH-000227,-0.15714725359099999
ACH-000228,-0.286642146363
ACH-000231,-0.416221614028
ACH-000232,-0.346684913991
ACH-000233,-0.134504439902
ACH-000234,-0.474195526935
ACH-000235,-0.19322699445500002
ACH-000237,-0.39321349485299995
ACH-000238,-0.189199625551
ACH-000243,-0.13746808914699998
ACH-000244,-0.526153823127
ACH-000246,-0.186659759002
ACH-000248,0.0007786542101389999
ACH-000250,-0.241011391987
ACH-000251,0.08047047787060001
ACH-000253,-0.28346707732
ACH-000255,-0.326121364837
ACH-000256,-0.23166273568000004
ACH-000257,-0.233877757894
ACH-000258,-0.181672972977
ACH-000259,-0.172430536197
ACH-000260,-0.171822019129
ACH-000261,-0.23763193326499998
ACH-000262,-0.365472241146
ACH-000263,-0.200412734082
ACH-000264,-0.297879407334
ACH-000265,-0.20618618288100002
ACH-000266,-0.133681676707
ACH-000272,-0.134493979758
ACH-000273,-0.38854338879
ACH-000274,-0.212664983107
ACH-000277,-0.242516361523
ACH-000278,-0.250332244473
ACH-000279,-0.355669036933
ACH-000280,-0.38458044060099994
ACH-000281,-0.199480970718
ACH-000288,-0.40445376326399995
ACH-000291,-0.225221465861
ACH-000293,-0.350063092302
ACH-000294,-0.15111323002000002
ACH-000295,-0.191044098962
ACH-000296,-0.246464723249
ACH-000302,-0.111742915499
ACH-000304,-0.09146937895019999
ACH-000307,-0.0957861768713
ACH-000308,-0.268332416292
ACH-000310,0.0974150019843
ACH-000311,-0.0207415099433
ACH-000312,-0.023722062743700003
ACH-000315,-0.375383515727
ACH-000316,-0.272788992121
ACH-000317,-0.056433121853400006
ACH-000318,-0.128019388959
ACH-000319,-0.22813700712699997
ACH-000320,0.132471004999
ACH-000322,-0.225802350081
ACH-000323,-0.220697648787
ACH-000324,-0.17839582394900003
ACH-000329,-0.454375009565
ACH-000330,-0.0583112889186
ACH-000331,-0.422202097466
ACH-000332,-0.07848609034739999
ACH-000334,-0.160792721866
ACH-000335,-0.23066065699299998
ACH-000336,-0.29817310940200004
ACH-000337,-0.38110965697
ACH-000339,-0.256063619588
ACH-000341,-0.20384927689
ACH-000348,-0.39486622402099997
ACH-000350,-0.06582388818769999
ACH-000352,-0.139336339767
ACH-000356,-0.271300822879
ACH-000361,0.13366571986
ACH-000362,-0.05006960112580001
ACH-000363,-0.195638065253
ACH-000364,-0.18916984657299998
ACH-000365,-0.15011098222799998
ACH-000366,-0.41682788713299995
ACH-000368,-0.41372176345600004
ACH-000374,-0.32467300537
ACH-000375,-0.0514417753818
ACH-000376,-0.292202174569
ACH-000381,-0.200959467846
ACH-000383,-0.19574018021200001
ACH-000387,-0.14475722789999998
ACH-000389,-0.27695152201400003
ACH-000390,-0.30380517973
ACH-000393,-0.278984307938
ACH-000395,-0.042737217419300005
ACH-000397,-0.137129559903
ACH-000401,-0.27002501532400003
ACH-000402,-0.493211090064
ACH-000403,-0.267501060623
ACH-000404,-0.19250716130999998
ACH-000406,-0.185264155431
ACH-000407,-0.31899184242899997
ACH-000408,-0.41006726676399996
ACH-000410,-0.332915292569
ACH-000411,-0.41288457366899994
ACH-000414,-0.0897316042732
ACH-000415,-0.145400285978
ACH-000416,-0.36334724496200005
ACH-000420,0.0333156718952
ACH-000421,-0.0894837970703
ACH-000424,-0.468104679159
ACH-000425,-0.130522240734
ACH-000426,-0.31803105639699997
ACH-000427,-0.564314965694
ACH-000433,-0.19974646917199998
ACH-000436,-0.330635313353
ACH-000444,-0.44804637538500003
ACH-000445,-0.26386225709000005
ACH-000448,-0.185371996438
ACH-000450,-0.09255718005130001
ACH-000452,-0.21194234206300003
ACH-000454,-0.539943611963
ACH-000458,-0.378558141949
