,LPCAT3 (10162)
ACH-000004,-0.212308209805
ACH-000007,-0.113410015967
ACH-000009,-0.24995724630999996
ACH-000011,-0.136030162543
ACH-000012,-0.09258001723850001
ACH-000013,-0.21865560384500002
ACH-000014,0.0459108390305
ACH-000015,-0.297557354801
ACH-000017,-0.32505381688900004
ACH-000018,-0.021477716102
ACH-000019,-0.544905050447
ACH-000021,-0.26426570863800003
ACH-000022,-0.555729097387
ACH-000025,-0.21489601129
ACH-000028,-0.420485571984
ACH-000030,-0.19207446735
ACH-000035,-0.331651662388
ACH-000036,-0.36170478822700003
ACH-000037,-0.102500995514
ACH-000039,-0.253655561813
ACH-000040,-0.29627147086
ACH-000041,-0.327262384882
ACH-000042,-0.33804673158
ACH-000045,-0.655412183979
ACH-000047,-0.46175329888000005
ACH-000052,-0.338491845586
ACH-000053,-0.14924371973300002
ACH-000054,-0.343729187065
ACH-000055,-0.271231045881
ACH-000060,-0.191985479453
ACH-000067,-0.383109262675
ACH-000070,-0.271758213987
ACH-000075,-0.42128120404700004
ACH-000078,-0.16807975408300002
ACH-000082,-0.0659135937075
ACH-000085,-0.210671250878
ACH-000086,-0.164907619532
ACH-000087,0.0457575338777
ACH-000092,-0.16390842982
ACH-000095,-0.128696329646
ACH-000097,-0.267633681022
ACH-000098,-0.303840464175
ACH-000099,-0.33197388965999997
ACH-000108,-0.229731397967
ACH-000113,-0.0950698046181
ACH-000115,-0.170050525136
ACH-000116,-0.15872575303
ACH-000118,-0.28490129303100004
ACH-000120,-0.256950455044
ACH-000123,-0.312049532555
ACH-000127,-0.27816826313299997
ACH-000128,-0.24399801889400002
ACH-000132,-0.23637151364999998
ACH-000133,-0.43300080506899996
ACH-000137,0.100298233988
ACH-000138,-0.190924324408
ACH-000142,-0.45612594713999993
ACH-000143,-0.22439547501499998
ACH-000146,-0.534227108479
ACH-000148,-0.0975291852212
ACH-000150,-0.16611360289000002
ACH-000152,-0.150865440349
ACH-000153,-0.316189411347
ACH-000159,-0.288299469258
ACH-000160,-0.336850525731
ACH-000163,-0.170114758977
ACH-000167,-0.11023464197100001
ACH-000168,-0.202925776441
ACH-000169,-0.251727718142
ACH-000178,-0.12178353062000001
ACH-000182,-0.08956930953680001
ACH-000183,-0.11032241091299999
ACH-000188,-0.246019780301
ACH-000189,-0.19530254290500002
ACH-000190,-0.18332454685600003
ACH-000198,-0.587334399785
ACH-000204,-0.324929241848
ACH-000206,-0.0129334805157
ACH-000207,-0.328265182509
ACH-000211,-0.200627065508
ACH-000215,-0.177272651035
ACH-000221,-0.401133576871
ACH-000222,-0.137566820596
ACH-000223,-0.323431780627
ACH-000226,-0.105645886859
ACH-000227,0.0515942176825
ACH-000228,-0.658251135051
ACH-000231,-0.287770581068
ACH-000232,-0.165692365769
ACH-000233,-0.303276390692
ACH-000234,-0.298240207988
ACH-000235,-0.175103860733
ACH-000237,-0.279579096968
ACH-000238,-0.361644120914
ACH-000243,-0.172809781796
ACH-000244,0.140372451575
ACH-000246,-0.339765961672
ACH-000248,-0.273845155655
ACH-000250,-0.182652741483
ACH-000251,-0.38532513130900004
ACH-000253,-0.159653824726
ACH-000255,-0.211278453597
ACH-000256,-0.282949553797
ACH-000257,-0.261071921078
ACH-000258,0.023920919359599998
ACH-000259,-0.38222914649899997
ACH-000260,-0.18558159822999998
ACH-000261,-0.208472022821
ACH-000262,-0.151718586754
ACH-000263,-0.620646296703
