,HLA-DPB1 (3115)
ACH-000004,-0.117453148022
ACH-000007,-0.0334979434805
ACH-000009,-0.0048994641564
ACH-000011,0.0428753639621
ACH-000012,-0.05712328088330001
ACH-000013,-0.0336148470947
ACH-000014,-0.122500575529
ACH-000015,0.052315659952699996
ACH-000017,-0.018896968667400003
ACH-000018,0.12795663164100002
ACH-000019,0.00479280774214
ACH-000021,0.10831737410700001
ACH-000022,0.0594657649904
ACH-000025,0.035807098052599996
ACH-000028,-0.0537596429846
ACH-000030,0.137036320347
ACH-000035,0.0040701668003699995
ACH-000036,0.13752024445699998
ACH-000037,0.174062039705
ACH-000039,0.0642605467923
ACH-000040,0.158575339235
ACH-000041,0.195760797392
ACH-000042,0.144229635088
ACH-000045,-0.0665675142449
ACH-000047,0.049567918802199996
ACH-000052,0.0383889982742
ACH-000053,0.120160699906
ACH-000054,-0.042147024444
ACH-000055,0.094609485699
ACH-000060,0.032746453203
ACH-000067,-0.0134799089484
ACH-000070,0.0235798616097
ACH-000075,-0.00731449466971
ACH-000078,-0.0706591891599
ACH-000082,0.0855039286675
ACH-000085,0.0616748926913
ACH-000086,0.016287296772000002
ACH-000087,0.031051019817599997
ACH-000092,0.0791398031607
ACH-000095,0.031441449990500005
ACH-000097,0.162537445834
ACH-000098,0.11836091467
ACH-000099,0.0665184247262
ACH-000108,-0.042676602095300005
ACH-000113,-0.0197015512893
ACH-000115,0.09452568680449999
ACH-000116,0.0521327548463
ACH-000118,0.160411799242
ACH-000120,0.0308780377704
ACH-000123,0.00830482792198
ACH-000127,0.022419505691900002
ACH-000128,-0.07943054023900001
ACH-000132,0.0238737491769
ACH-000133,0.0899811324728
ACH-000137,0.0369621227848
ACH-000138,-0.0433378331207
ACH-000142,-0.0379412813081
ACH-000143,0.01517392496
ACH-000146,0.0507880602383
ACH-000148,0.052561683754699995
ACH-000150,-0.0184631653485
ACH-000152,-0.012556158557599999
ACH-000153,-0.18880977326200002
ACH-000159,-0.0516864491323
ACH-000160,0.0473823239615
ACH-000163,0.159658073005
ACH-000167,-0.18660652507599998
ACH-000168,0.00781036045168
ACH-000169,0.0513166110491
ACH-000178,0.0821333126061
ACH-000182,-0.147094245283
ACH-000183,0.14745866989
ACH-000188,0.0454586000261
ACH-000189,0.19484980302700003
ACH-000190,0.290745330317
ACH-000198,-0.0115771567484
ACH-000204,0.13637240988500002
ACH-000206,0.0972749402452
ACH-000207,-0.0683388155654
ACH-000211,0.10344819056500001
ACH-000215,0.107111887849
ACH-000221,0.021606388988000002
ACH-000222,0.056984732189499995
ACH-000223,0.0791422679525
ACH-000226,0.193482791726
ACH-000227,-0.0483363161551
ACH-000228,-0.10148016003100001
ACH-000231,0.0654214204225
ACH-000232,0.053223508976600005
ACH-000233,0.13770615
ACH-000234,-0.0741383568826
ACH-000235,-0.00861580638257
ACH-000237,0.114253603694
ACH-000238,0.08251245984019999
ACH-000243,0.113215242376
ACH-000244,0.289622905723
ACH-000246,0.016344969076100002
ACH-000248,-0.06779698154
ACH-000250,-0.0205024674055
ACH-000251,0.27267361382
ACH-000253,0.0583928918134
ACH-000255,0.0355141061643
ACH-000256,-0.0777818645737
ACH-000257,-0.128209236108
ACH-000258,0.186186349276
ACH-000259,0.141795906715
ACH-000260,0.07613421462589999
ACH-000261,-0.0378311269281
ACH-000262,0.0971344699345
ACH-000263,0.029196756362700003
ACH-000264,0.007403651816270001
ACH-000265,0.0322892382829
ACH-000266,0.0412825944097
ACH-000272,0.0496541938789
ACH-000273,-0.07532453636889999
ACH-000274,0.0426274589183
ACH-000277,0.157701704189
ACH-000278,0.16756495960200002
ACH-000279,-0.0191796597632
ACH-000280,0.0235686386374
ACH-000281,0.0272994343675
ACH-000288,0.031932467603700006
ACH-000291,0.020816941354900004
ACH-000293,0.0792671514378
ACH-000294,0.0340064651875
ACH-000295,-0.264443766771
ACH-000296,0.24626775314
ACH-000302,-0.0615846185122
ACH-000304,-0.22850043037599999
ACH-000307,0.09533870627310001
ACH-000308,0.0569695503471
ACH-000310,-0.07163164683869999
ACH-000311,-0.0498461072872
ACH-000312,0.13092357939000002
ACH-000315,-0.025041589373599998
ACH-000316,-0.05149757211069999
ACH-000317,-0.116382231963
ACH-000318,0.020710559498999997
ACH-000319,0.0766970456092
ACH-000320,0.0166934924885
ACH-000322,0.0629858855824
ACH-000323,0.212737312356
ACH-000324,0.025589719262000002
ACH-000329,0.0511967907357
