,PYCRL (65263)
ACH-000004,0.105404561557
ACH-000007,-0.014049433618999999
ACH-000009,0.049264427941899995
ACH-000011,-0.0710123355783
ACH-000012,-0.053221333501199994
ACH-000013,-0.0776491885504
ACH-000014,0.255329304787
ACH-000015,0.231498057289
ACH-000017,-0.045179317486899996
ACH-000018,-0.346664061615
ACH-000019,0.0659108989125
ACH-000021,0.059183799777300004
ACH-000022,-0.120816844235
ACH-000025,0.17386157457600002
ACH-000028,0.108168806791
ACH-000030,0.021966199807599996
ACH-000035,0.0471142386739
ACH-000036,0.0011844781846400002
ACH-000037,-0.07693998126349999
ACH-000039,0.13741662921199999
ACH-000040,-0.098689809153
ACH-000041,-0.0809183211158
ACH-000042,-0.212152809655
ACH-000045,-0.249455763151
ACH-000047,-0.142904062923
ACH-000052,0.22589337917
ACH-000053,-0.0852443239676
ACH-000054,-0.219076824932
ACH-000055,-0.0795971707207
ACH-000060,-0.29488778966999996
ACH-000067,-0.136982709965
ACH-000070,-0.021441717181000002
ACH-000075,0.26388137359200003
ACH-000078,-0.0564568011206
ACH-000082,-0.10719525842399999
ACH-000085,-0.114178122093
ACH-000086,0.0371900608453
ACH-000087,-0.0789198121196
ACH-000092,-0.088448512951
ACH-000095,-0.0576915415812
ACH-000097,-0.140798503322
ACH-000098,-0.0008326365291200001
ACH-000099,0.0162862751217
ACH-000108,-0.156161845461
ACH-000113,-0.0303415523852
ACH-000115,-0.0216560183642
ACH-000116,0.121866342065
ACH-000118,-0.0489761641534
ACH-000120,-0.013921677676600002
ACH-000123,0.0122149027699
ACH-000127,-0.0346939044806
ACH-000128,-0.093256027755
ACH-000132,0.00021990480173199998
ACH-000133,0.09648636899730001
ACH-000137,0.0880925164858
ACH-000138,-0.0575200930652
ACH-000142,-0.19971787955899997
ACH-000143,0.0919850305161
ACH-000146,0.00839990969415
ACH-000148,-0.108994094943
ACH-000150,-0.25054046627500004
ACH-000152,0.0043672601243400005
ACH-000153,-0.0733769307465
ACH-000159,0.12380544120300001
ACH-000160,-0.0464739936111
ACH-000163,-0.205497244856
ACH-000167,-0.38711599771399996
ACH-000168,-0.39607996617200003
ACH-000169,-0.0222577367477
ACH-000178,-0.11956305123199999
ACH-000182,0.134705630437
ACH-000183,0.07325200247000001
ACH-000188,-0.105755342673
ACH-000189,-0.19315076969999997
ACH-000190,-0.0028595838783999996
ACH-000198,-0.026909763539
ACH-000204,-0.0778259414697
ACH-000206,-0.05029728286119999
ACH-000207,-0.0845581312198
ACH-000211,-0.13508282668
ACH-000215,-0.253860515204
ACH-000221,0.19075191132
ACH-000222,-0.022075681298400002
ACH-000223,0.0403405108887
ACH-000226,0.0213240461386
ACH-000227,0.295156112663
ACH-000228,0.0877408414175
ACH-000231,-0.0562228330816
ACH-000232,-0.026234933441
ACH-000233,-0.105319697303
ACH-000234,-0.239169125368
ACH-000235,-0.093054035561
ACH-000237,-0.119174293252
ACH-000238,-0.294100362695
ACH-000243,0.0914725135848
ACH-000244,-0.308122663056
ACH-000246,-0.161807182808
ACH-000248,-0.106473363644
ACH-000250,-0.146686993113
ACH-000251,-0.161941169666
ACH-000253,-0.0408610571611
ACH-000255,0.0473815357264
ACH-000256,-0.0677324783081
ACH-000257,-0.09023211814210001
ACH-000258,0.117777473958
ACH-000259,-0.156698681284
ACH-000260,-0.21258481007599997
ACH-000261,-0.120368874654
ACH-000262,0.032135499745999996
ACH-000263,-0.124957616565
ACH-000264,-0.049776527462900004
ACH-000265,0.058604224599699994
ACH-000266,-0.138990440983
ACH-000272,-0.257479700357
ACH-000273,-0.0692041195773
ACH-000274,-0.160041509764
ACH-000277,-0.0590143645485
ACH-000278,0.074234169789
ACH-000279,0.0291991989153
ACH-000280,-0.336145144154
