,ADD2 (119)
ACH-000004,-0.07916761268910001
ACH-000007,0.23901968933499998
ACH-000009,-0.107736322512
ACH-000011,-0.00770409540856
ACH-000012,-0.0679501427721
ACH-000013,-0.16685109157
ACH-000014,-0.17858551009100002
ACH-000015,-0.130426627126
ACH-000017,-0.08349742773049999
ACH-000018,-0.194415269309
ACH-000019,0.126929521844
ACH-000021,-0.17100010103
ACH-000022,-0.230833437654
ACH-000025,-0.149902923084
ACH-000028,-0.00962439611292
ACH-000030,-0.009072014282389998
ACH-000035,-0.0941468916429
ACH-000036,0.0604593164288
ACH-000037,-0.108317487352
ACH-000039,-0.304718417528
ACH-000040,-0.058782412715999995
ACH-000041,-0.277280231105
ACH-000042,-0.135143995506
ACH-000045,-0.166694747651
ACH-000047,-0.0432146226453
ACH-000052,-0.26580223530200003
ACH-000053,-0.07461260736269999
ACH-000054,-0.060810161511699996
ACH-000055,-0.0680324546018
ACH-000060,-0.0373943473169
ACH-000067,-0.056823903057900006
ACH-000070,-0.0724436993744
ACH-000075,-0.10909936905999999
ACH-000078,-0.10920870356699999
ACH-000082,-0.141996636157
ACH-000085,-0.021329031943700002
ACH-000086,-0.138596427616
ACH-000087,-0.218269884163
ACH-000092,-0.178135930223
ACH-000095,-0.09663488170939999
ACH-000097,-0.0239981154941
ACH-000098,-0.18046678727
ACH-000099,0.0278531580633
ACH-000108,0.100937666043
ACH-000113,0.0551329752266
ACH-000115,-0.418051902652
ACH-000116,-0.11305261660499999
ACH-000118,0.00736198420742
ACH-000120,-0.134171976347
ACH-000123,-0.16175039010199999
ACH-000127,-0.14007196429000002
ACH-000128,-0.174044559038
ACH-000132,-0.021062648075000003
ACH-000133,-0.137842943153
ACH-000137,0.0421589213599
ACH-000138,-0.09730969787839999
ACH-000142,-0.26598428041
ACH-000143,-0.294483105962
ACH-000146,-0.029581385172200002
ACH-000148,-0.0285772088099
ACH-000150,-0.134517742752
ACH-000152,-0.13772383476299999
ACH-000153,-0.331828513259
ACH-000159,-0.00640273464809
ACH-000160,-0.152154832941
ACH-000163,-0.165346336327
ACH-000167,-0.238925009473
ACH-000168,-0.266326127616
ACH-000169,-0.10084802517000001
ACH-000178,-0.015428345419399999
ACH-000182,-0.15969599000600002
ACH-000183,-0.166246907036
ACH-000188,-0.190464320886
ACH-000189,-0.0901415962882
ACH-000190,-0.0034711491072399996
ACH-000198,-0.0217809214025
ACH-000204,-0.178500435049
ACH-000206,-0.037343569473
ACH-000207,-0.061179329425400004
ACH-000211,-0.0581445750655
ACH-000215,-0.15775053395400002
ACH-000221,-0.23938049898000002
ACH-000222,-0.00018635714623599996
ACH-000223,0.0315600116181
ACH-000226,-0.0340880595207
ACH-000227,-0.029798365775000002
ACH-000228,0.0516911783101
ACH-000231,-0.08084500069339999
ACH-000232,-0.0142693761438
ACH-000233,0.103578246109
ACH-000234,-0.0287445271917
ACH-000235,-0.0626966016715
ACH-000237,0.04755853197240001
ACH-000238,-0.160768921209
ACH-000243,-0.10616488961300001
ACH-000244,-0.043009848679099995
ACH-000246,0.0296172040937
ACH-000248,-0.041093155324699995
ACH-000250,-0.0960738392329
ACH-000251,-0.164412421482
ACH-000253,-0.18523955294599997
ACH-000255,-0.16103533393799999
ACH-000256,-0.0243574155063
ACH-000257,-0.0824189136059
ACH-000258,0.06930139163530001
ACH-000259,-0.0690178804703
ACH-000260,-0.0975198183023
ACH-000261,-0.0797087362008
ACH-000262,-0.0024941110175700004
ACH-000263,-0.101215319453
ACH-000264,-0.11732682492999999
ACH-000265,-0.111432479868
ACH-000266,-0.07401867546299999
ACH-000272,-0.0521048443352
ACH-000273,-0.16681973313200002
ACH-000274,-0.151239506643
ACH-000277,0.009613357380489998
ACH-000278,-0.0045779066321999995
ACH-000279,-0.19524259228
ACH-000280,-0.0802161973151
ACH-000281,-0.053592014719400005
ACH-000288,0.00138938941825
ACH-000291,-0.20884929258999999
ACH-000293,-0.226185258752
ACH-000294,-0.156975195393
ACH-000295,-0.35097645094700003
ACH-000296,0.052511335997599995
ACH-000302,-0.0949565606414
ACH-000304,-0.0656264679545
ACH-000307,-0.147565716093
ACH-000308,-0.118362929181
ACH-000310,0.034271522347599996
ACH-000311,-0.11183585874000002
ACH-000312,-0.08195831785839999
ACH-000315,-0.060784456454800004
ACH-000316,-0.0131843360454
ACH-000317,-0.262679086899
ACH-000318,-0.281159918235
ACH-000319,-0.12459941533
ACH-000320,0.0658727498097
ACH-000322,0.0798771023321
ACH-000323,-0.0969758603395
ACH-000324,-0.128623643099
ACH-000329,-0.0356743510525
ACH-000330,-0.12219653689200001
ACH-000331,0.03471347811330001
ACH-000332,0.0230457110391
ACH-000334,-0.043526445839099995
ACH-000335,-0.14881299406600002
ACH-000336,0.07016430056260001
ACH-000337,-0.11947872772
ACH-000339,-0.0405628899612
ACH-000341,0.008114789013430001
ACH-000348,-0.049415971819599995
ACH-000350,-0.035309616025999996
ACH-000352,-0.0783261341344
ACH-000356,-0.14134069482699999
ACH-000361,-0.10188652000800001
ACH-000362,-0.0595747873813
ACH-000363,-0.0622985187131
ACH-000364,-0.26454969105099996
ACH-000365,-0.145812708323
ACH-000366,-0.17760881050799998
ACH-000368,0.0258144601132
ACH-000374,-0.142783834099
ACH-000375,0.0131037637879
ACH-000376,-0.201879947189
ACH-000381,-0.05446017557
ACH-000383,-0.0773599997772
ACH-000387,-0.0370021162642
