,ENDOU (8909)
ACH-000004,0.128479293388
ACH-000007,0.122854817896
ACH-000009,0.186433415818
ACH-000011,0.17493304051800002
ACH-000012,0.050660102254099997
ACH-000013,0.0759553151659
ACH-000014,0.0488844088384
ACH-000015,-0.058233885811
ACH-000017,0.182204796422
ACH-000018,-0.131892982686
ACH-000019,0.0639553526993
ACH-000021,0.16852497004099998
ACH-000022,0.08923179903850001
ACH-000025,0.0372671296986
ACH-000028,-0.0381031337758
ACH-000030,0.09279889064510001
ACH-000035,0.0699508623326
ACH-000036,0.152008055575
ACH-000037,0.197584164511
ACH-000039,0.0166781159046
ACH-000040,0.167869366646
ACH-000041,0.17303562159000002
ACH-000042,0.05873616142999999
ACH-000045,0.20622721249200002
ACH-000047,0.10923807231100001
ACH-000052,0.0451296951329
ACH-000053,0.111772930571
ACH-000054,0.167974751254
ACH-000055,0.210877563213
ACH-000060,0.389670532976
ACH-000067,0.0391068659113
ACH-000070,-0.06607856477990001
ACH-000075,0.184162189107
ACH-000078,0.292849371941
ACH-000082,0.051543560197599994
ACH-000085,0.161308749276
ACH-000086,0.0649708451296
ACH-000087,0.0458837633564
ACH-000092,-0.0576071420125
ACH-000095,0.129165887774
ACH-000097,0.023368174474999996
ACH-000098,0.265791012833
ACH-000099,0.285430563785
ACH-000108,0.10228029898499999
ACH-000113,0.0726231417479
ACH-000115,0.113497134505
ACH-000116,0.182353801116
ACH-000118,0.062003113087999995
ACH-000120,0.0526731677589
ACH-000123,0.147872100912
ACH-000127,0.227002953231
ACH-000128,0.14016200319
ACH-000132,0.108343351977
ACH-000133,-0.00651762339732
ACH-000137,0.17443198534499998
ACH-000138,0.11448963037
ACH-000142,-0.151594855216
ACH-000143,0.0955750116606
ACH-000146,0.107012364998
ACH-000148,0.08955468582180001
ACH-000150,0.024613498474
ACH-000152,-0.0670820145006
ACH-000153,-0.16408616000600001
ACH-000159,0.204699937874
ACH-000160,0.179000409628
ACH-000163,0.078944419736
ACH-000167,-0.132827769471
ACH-000168,0.13197334947
ACH-000169,0.10895791056700001
ACH-000178,0.19912504867
ACH-000182,0.143878589406
ACH-000183,-0.0704251808463
ACH-000188,0.118366087583
ACH-000189,-0.12057651961799999
ACH-000190,0.0744698830665
ACH-000198,0.11508826448699999
ACH-000204,-0.162312973177
ACH-000206,0.110658384291
ACH-000207,-0.0161522404978
ACH-000211,0.152176403486
ACH-000215,-0.0029059837049400005
ACH-000221,0.13462909272
ACH-000222,0.11908955165799999
ACH-000223,0.0810188595875
ACH-000226,0.0396200100666
ACH-000227,0.20535158285100003
ACH-000228,0.119387876734
ACH-000231,0.119371911811
ACH-000232,0.074102611334
ACH-000233,0.13407628497000001
ACH-000234,0.217326619757
ACH-000235,0.0592640578608
ACH-000237,0.0913596508285
ACH-000238,-0.024150978930599996
ACH-000243,0.0177204071922
ACH-000244,0.125000668532
ACH-000246,0.139410518486
ACH-000248,-0.017258577478
ACH-000250,0.194045894445
ACH-000251,0.191176722127
ACH-000253,-0.010930219848
ACH-000255,0.0334266110521
ACH-000256,0.09893720702349999
ACH-000257,0.25659692443599996
ACH-000258,0.162081882211
ACH-000259,0.00837717762884
ACH-000260,0.09881509343860001
ACH-000261,0.0008678349460389999
ACH-000262,0.36337286519199996
ACH-000263,-0.049640087632499996
ACH-000264,0.041242566392599996
ACH-000265,0.11872587172700001
ACH-000266,-0.017883608789
ACH-000272,0.194828698169
ACH-000273,0.10822150812
ACH-000274,0.023732918683500002
ACH-000277,0.009691197142120002
ACH-000278,0.0348271183318
ACH-000279,0.132746614715
ACH-000280,0.057605565039300005
ACH-000281,-0.0541716023376
ACH-000288,-0.023800055758700003
ACH-000291,0.106050379789
ACH-000293,-0.062097034436999994
ACH-000294,0.29392675502099996
ACH-000295,0.128390424526
ACH-000296,0.209304930764
ACH-000302,0.125845275914
ACH-000304,0.275683435034
ACH-000307,0.132176002356
ACH-000308,0.055065622082400005
ACH-000310,0.299164239068
ACH-000311,0.08489758013319999
ACH-000312,0.07413356516689999
ACH-000315,0.248605283601
ACH-000316,0.107265325779
ACH-000317,0.11441910307299999
ACH-000318,-0.0314589987237
ACH-000319,-0.019277549837
ACH-000320,0.0704512303402
ACH-000322,0.34660513812399996
ACH-000323,0.159160190073
ACH-000324,0.253639800302
ACH-000329,0.169874296537
ACH-000330,0.149164351478
ACH-000331,0.05740403730330001
