,SSB (6741)
ACH-000272,-0.5353319587049999
ACH-000273,-0.5897422435230001
ACH-000274,-0.41540769073600003
ACH-000277,-0.39074678078100006
ACH-000278,-0.518656866227
ACH-000279,-0.561540626381
ACH-000280,-0.477503204394
ACH-000281,-0.554369555951
ACH-000288,-0.559080672568
ACH-000291,-0.362985965001
ACH-000293,-0.38485618393200005
ACH-000294,-0.295732102401
ACH-000295,-0.729613317638
ACH-000296,-0.790852050333
ACH-000302,-0.27712486155099997
ACH-000304,-0.34244190982100003
ACH-000307,-0.724776611029
ACH-000308,-0.21721547542800002
ACH-000310,-0.498614483045
ACH-000311,-0.366455042508
ACH-000312,-0.633180890407
ACH-000315,-0.5492320836300001
ACH-000316,-0.12702904546
ACH-000317,-0.373415423257
ACH-000318,-0.551084156603
ACH-000319,-0.462446109435
ACH-000320,-0.7070420116130001
ACH-000322,-0.48095197280100005
ACH-000323,-0.631689027298
ACH-000324,-0.6123362653509999
ACH-000329,-0.19194191767000002
ACH-000330,-0.17471694019099998
ACH-000331,-0.651178965095
ACH-000332,-0.601975936713
ACH-000334,-0.6650517702409999
ACH-000335,-0.624498110082
ACH-000336,-0.506133889516
ACH-000337,-0.0214678515255
ACH-000339,-0.657532853231
ACH-000341,-0.41937940569399995
ACH-000348,-0.105788827159
ACH-000350,-0.184854917854
ACH-000352,-0.12918006246
ACH-000356,-0.36570028586
ACH-000361,-0.497997080692
ACH-000362,-0.236497151897
ACH-000363,0.0719103944968
ACH-000364,-0.58404009789
ACH-000365,-0.0537728035704
ACH-000366,-0.36668119885899997
ACH-000368,-0.61098916357
ACH-000374,-0.620137650333
ACH-000375,-0.624977580679
ACH-000376,-0.308408503891
ACH-000381,-0.378107822148
ACH-000383,-0.328131337638
ACH-000387,-0.521286004192
ACH-000389,-0.487036508469
ACH-000390,-0.32221732939
ACH-000393,-0.369662256381
ACH-000395,-0.2559915519
ACH-000397,-0.486839239655
ACH-000401,-0.726109277475
ACH-000402,-0.185317944815
ACH-000403,-0.358411554346
ACH-000404,-0.41718177816
ACH-000406,-0.324476934667
ACH-000407,-0.6101987440600001
ACH-000408,-0.655905417187
ACH-000410,-0.592226253455
ACH-000411,-0.61807140603
ACH-000414,-0.140623800424
ACH-000415,-0.598660357741
ACH-000416,-0.392411641411
ACH-000420,-0.526460479112
ACH-000421,-0.287197048651
ACH-000424,-0.497806653218
ACH-000425,-0.36474881407
ACH-000426,-0.26090889289999997
ACH-000427,-0.35262983425800004
ACH-000433,-0.605922587076
ACH-000436,-0.144117412519
ACH-000444,-0.520207963853
ACH-000445,-0.708080802006
ACH-000448,-0.596872111329
ACH-000450,-0.24220095921999998
ACH-000452,-0.50130887203
ACH-000454,-0.586925984265
ACH-000458,-0.6744270217239999
ACH-000459,-0.684907310748
ACH-000460,-0.5849143275199999
ACH-000461,-0.501302399841
ACH-000463,-0.443556754331
ACH-000464,-0.256737359644
ACH-000466,-0.505524821765
ACH-000467,-0.39533570694200004
ACH-000468,-0.43383291187899997
ACH-000469,-0.330189319271
ACH-000470,-0.12437461569199999
ACH-000471,-0.5456796796819999
ACH-000472,-0.880568891648
ACH-000473,-0.7982946275210001
ACH-000475,-0.299750311178
ACH-000476,-0.49623315113600003
ACH-000477,-0.36304412836499994
ACH-000480,-0.541085309038
ACH-000481,-0.565008551026
ACH-000483,-0.594362357448
ACH-000484,-0.2713318345
ACH-000485,-0.328281102988
ACH-000486,-0.459428806072
ACH-000487,-0.776083688545
ACH-000488,-0.561211832873
ACH-000490,-0.902544677714
ACH-000491,-0.220805868026
ACH-000495,-0.6837414991680001
ACH-000496,-0.427273764545
ACH-000499,-0.740291472479
ACH-000500,-0.235837063342
ACH-000502,-0.297766471164
ACH-000503,-0.30968565214
ACH-000505,-0.487005120539
ACH-000507,-0.611214845989
ACH-000510,-0.6982502245059999
ACH-000511,-0.5598242296399999
ACH-000512,-0.429047906137
ACH-000516,-0.365885323203
ACH-000517,-0.021957033919900004
ACH-000518,-0.39470282644500004
ACH-000520,-0.38561081751599996
ACH-000521,-0.514293970028
ACH-000522,-0.453677416914
ACH-000524,-0.21103302782900002
ACH-000527,-0.698168286562
ACH-000528,-0.296069794632
ACH-000537,-0.276079133265
ACH-000541,-0.146211556524
ACH-000542,-0.766698165526
ACH-000544,-0.48014882848800006
ACH-000545,-0.741460495473
ACH-000547,-0.436958659677
ACH-000548,-0.836514942
ACH-000549,-0.72721359004
ACH-000550,-0.48267467274400006
ACH-000552,-0.443913343706
ACH-000556,-0.262292447025
ACH-000557,-0.612502471192
ACH-000570,-0.866226948838
ACH-000571,-0.36145603239699997
ACH-000573,-0.674687608376
ACH-000576,-0.349844621828
ACH-000580,-0.40360598102300005
ACH-000584,-0.514045258015
ACH-000585,-0.500448427968
ACH-000588,-0.19743682062100001
ACH-000589,-0.190285124454
ACH-000591,-0.7212460684020001
ACH-000593,-0.567105507165
ACH-000600,-0.613109502012
ACH-000601,-0.607442745476
ACH-000604,-0.32025303348
ACH-000605,-0.5798992373749999
ACH-000606,-0.49615705816399996
ACH-000608,-0.0657372545782
ACH-000614,-0.283557458245
ACH-000616,-0.409938040379
ACH-000618,-0.487269535326
ACH-000619,-0.427919863217
ACH-000620,-0.30825762688999997
ACH-000621,-0.177598113374
ACH-000622,-0.5216144892019999
ACH-000623,-0.777249551013
ACH-000624,-0.541108669769
ACH-000627,-0.7217714142030001
ACH-000630,-0.723994376507
ACH-000632,-0.696840397687
ACH-000633,-0.25998177075
ACH-000637,-0.47364680612899995
ACH-000638,-0.37496830888899996
ACH-000646,-0.661603788609
ACH-000647,-0.503484385231
ACH-000648,-0.614561476294
ACH-000649,-0.700629077922
ACH-000651,-0.5412917629389999
ACH-000652,-0.668345774067
ACH-000653,-0.212054889642
ACH-000657,-0.498399913547
ACH-000658,-0.348570749232
ACH-000661,-0.46351165942
ACH-000662,-0.42261011155199996
ACH-000663,-0.41473975149000003
ACH-000665,-0.372564105656
ACH-000671,-0.44561234873800004
ACH-000673,-0.899417741277
ACH-000676,-0.36456381472099997
ACH-000677,-0.178410990254
ACH-000681,-0.571382697812
ACH-000682,-0.721262434468
ACH-000683,-0.784391137167
ACH-000684,-1.02628291186
ACH-000688,-0.693808576091
ACH-000693,-0.547362727844
ACH-000694,-0.462418189546
ACH-000695,-0.314447693936
ACH-000696,-0.647666176251
ACH-000697,-0.578283502327
ACH-000699,-0.14365081787200001
ACH-000701,-0.545799536765
ACH-000706,-0.41935467967100004
ACH-000711,-0.299372258156
ACH-000713,-0.6830652285609999
ACH-000714,-0.319587958323
ACH-000718,-0.210848757681
ACH-000720,-0.47417030875
ACH-000721,-0.454249505404
ACH-000724,-0.368355906318
ACH-000725,-0.18243766338700002
ACH-000732,-0.481083092722
ACH-000734,-0.253628425063
ACH-000735,-0.715917712261
ACH-000736,-0.468320011973
ACH-000738,-0.6767263591329999
ACH-000746,-0.434811469475
ACH-000747,-0.41308031822700003
ACH-000748,-0.8448059027
ACH-000753,-0.932396161443
ACH-000756,-0.806689910112
ACH-000757,-0.555369736573
ACH-000758,-0.381131263257
ACH-000760,-0.526402015857
ACH-000763,-0.414189104129
ACH-000764,-0.692077518978
ACH-000765,-0.7130076805560001
ACH-000766,-0.341028747489
ACH-000767,-0.433845463087
ACH-000768,-0.6824300909729999
ACH-000769,-0.723744333425
ACH-000770,-0.565566225219
ACH-000771,-0.488267923836
ACH-000773,-0.0433284122816
ACH-000776,-0.47139201351800003
ACH-000777,-0.611679940956
ACH-000778,-0.474396601446
ACH-000781,-0.44790002706
ACH-000782,-0.637328393035
ACH-000783,-0.0973560424832
ACH-000784,-0.626377602568
ACH-000785,-0.502510601025
ACH-000787,-0.5983561442249999
ACH-000788,-0.425270468718
ACH-000791,-0.615639029735
ACH-000792,-0.35532240401799997
ACH-000794,-0.534446120378
ACH-000796,0.0386294959433
ACH-000799,-0.549705476115
ACH-000800,-0.456852493794
ACH-000802,-0.710110432605
ACH-000804,-0.564750181322
ACH-000805,-0.491255823144
ACH-000809,-0.285170326887
ACH-000810,-0.915988499798
ACH-000811,-0.658123003637
ACH-000817,-0.348353698002
ACH-000819,-0.663649948196
ACH-000820,-0.831852870457
ACH-000821,-0.315977776511
ACH-000822,-0.6093509557
ACH-000823,-0.44166967521899997
ACH-000824,0.022341809067099996
ACH-000827,-0.30861690682500004
ACH-000829,-0.43565901211499997
ACH-000831,-0.320044980153
ACH-000832,-0.531836031479
ACH-000833,-0.374094729848
ACH-000834,-0.6408584232769999
ACH-000835,-0.5872304422469999
ACH-000836,-0.812439388195
ACH-000837,-0.7141791057510001
ACH-000838,-0.0631680327779
ACH-000839,-0.430733504661
ACH-000840,-0.436252402513
ACH-000841,-0.192440599287
ACH-000843,-0.554278461107
ACH-000846,-0.49330035685400003
ACH-000847,-0.5051384099930001
ACH-000848,-0.442215609097
ACH-000849,-0.475234987372
ACH-000851,-0.543958477606
ACH-000855,-0.833021916675
ACH-000856,-0.726349036273
ACH-000858,-0.6013733776
ACH-000859,-0.41716318153000004
ACH-000861,-0.563486319993
ACH-000862,-0.49173564880500004
ACH-000865,-0.7422879577670001
ACH-000866,-0.722832504806
ACH-000867,0.20065098642
ACH-000869,-0.42373845215000006
ACH-000872,-0.612039375312
ACH-000873,-0.58418676315
ACH-000876,-0.061447897270999995
ACH-000878,-0.57261509659
ACH-000880,-0.230344592896
ACH-000881,-0.564125091084
ACH-000882,-0.27586840473
ACH-000884,-0.35505581479000003
ACH-000885,-0.598470643497
ACH-000887,-0.609609785492
ACH-000888,-0.101701164289
ACH-000889,-0.21103909899
ACH-000890,-0.467323313485
ACH-000896,-0.9630500173469999
ACH-000898,-0.581124607314
ACH-000900,-0.473292126563
ACH-000901,-0.535418284245
ACH-000905,-0.615712903945
ACH-000906,-0.683621796389
ACH-000907,-0.5021795468860001
ACH-000910,-0.23686290377099997
ACH-000911,-0.556976461833
ACH-000912,-0.627631566528
ACH-000913,-0.676014362441
ACH-000915,-0.643185974875
ACH-000916,-0.6311980073960001
ACH-000917,-0.252851317254
ACH-000921,-0.297058287111
ACH-000924,-0.366473398574
ACH-000926,-0.364369779618
ACH-000928,-0.416756566387
ACH-000929,-0.531789730103
ACH-000932,-0.424350953734
ACH-000935,-0.723903018755
ACH-000936,-0.545610247356
ACH-000937,-0.790992845163
ACH-000938,-0.34922581632399996
ACH-000939,-0.556786588407
ACH-000941,-0.605613860756
ACH-000943,-0.651838676156
ACH-000946,-0.40550430521799996
ACH-000947,-0.349302274092
ACH-000948,-0.43173045951000005
ACH-000950,-0.835130601686
ACH-000953,-0.358820150104
ACH-000957,-0.239916821886
ACH-000958,-0.555902652421
ACH-000960,-0.0550203947542
ACH-000963,-0.486154981164
ACH-000968,-0.6222797594080001
ACH-000969,-0.438111506674
ACH-000973,-0.415189531378
ACH-000974,-0.592877314943
ACH-000975,-0.19416119741
ACH-000976,-0.63125620699
ACH-000978,-0.29876763241300003
ACH-000980,-0.5999429947689999
ACH-000984,-0.7087196106820001
ACH-000986,-0.491509196659
ACH-000988,-0.504907902221
ACH-000993,-0.337687341346
ACH-000994,-0.388194638288
ACH-000996,-0.326263813717
ACH-001001,-0.39202218639799996
ACH-001020,-0.754281277016
ACH-001028,-0.5976656964
ACH-001031,-0.583626560049
ACH-001038,-0.164279409879
ACH-001048,-0.543391497999
ACH-001050,-0.661254456361
ACH-001053,-0.5392013880100001
ACH-001054,-0.42745162578
ACH-001061,-0.6173288345310001
ACH-001067,-0.584722482229
ACH-001075,-0.289535154757
ACH-001096,-0.425673623446
ACH-001128,-0.500698853851
ACH-001134,-0.30421160521699997
ACH-001151,-0.37393099611
ACH-001163,-0.451661179143
ACH-001164,-0.213066130873
ACH-001173,-0.817566066776
ACH-001183,-0.377438327117
ACH-001184,-0.46338789235600003
ACH-001190,-0.317783537374
ACH-001192,-0.4770479467
ACH-001193,-0.550776796278
ACH-001196,-0.50623360173
ACH-001197,-0.664854769747
ACH-001205,-0.7270831543680001
ACH-001211,-0.642319704603
ACH-001212,-0.22941059672400002
ACH-001228,-0.179112567034
ACH-001232,-0.8778098135200001
ACH-001239,-0.37454810263300004
ACH-001274,-0.7534667281309999
ACH-001275,-0.352481397306
ACH-001277,-0.640948341772
ACH-001278,-0.37857713438
ACH-001280,-0.430427828709
ACH-001283,-0.26458011956300004
ACH-001289,-0.0529548800552
ACH-001295,-0.462803768033
ACH-001300,-0.245199723682
ACH-001301,-0.605235038769
ACH-001302,-0.20460689442299998
ACH-001303,-0.468534050207
ACH-001306,-0.728839215602
ACH-001318,-0.41412504943800005
ACH-001322,-0.192877485677
ACH-001328,-0.662294872209
ACH-001332,-0.39906430821500005
ACH-001333,-0.366726432248
ACH-001336,-0.670746660504
ACH-001340,-0.44663136383100005
ACH-001346,-0.585431029084
ACH-001353,-0.447791964137
ACH-001354,-0.327463698727
ACH-001367,-0.570003326351
ACH-001368,-0.305943216046
ACH-001374,-0.47963014377700003
ACH-001375,-0.36357817200000003
ACH-001377,-0.29479453441500003
ACH-001380,-0.358216848145
ACH-001391,-0.63093882898
ACH-001407,-0.535361129378
ACH-001408,-0.395407858362
ACH-001413,-0.5580997097770001
ACH-001430,-0.747068810462
ACH-001431,-0.289997971496
ACH-001450,-0.614986488528
ACH-001496,-0.721596175062
ACH-001500,-0.6097612712100001
ACH-001521,-0.868228212987
ACH-001523,-0.7472554146320001
ACH-001532,-0.306742283317
ACH-001536,-0.622329462725
ACH-001550,-0.41899478307800003
ACH-001552,-0.47482492334200005
ACH-001554,-0.510820100579
ACH-001645,-0.547820856156
ACH-001654,-0.7273954010539999
ACH-001715,-0.738316164581
ACH-001735,-0.305706508341
ACH-001736,-0.628047144398
ACH-001737,-0.7982027025749999
ACH-001740,-0.400947144455
ACH-001745,-0.389876791751
ACH-001750,-0.629418053739
ACH-001765,-0.462201772905
ACH-001956,-0.298849952678
ACH-001957,-0.287833130024
