,CRAMP1L (57585)
ACH-000397,-0.592827034708
ACH-000401,-0.54634393847
ACH-000402,0.135162366372
ACH-000403,-0.7209216186759999
ACH-000404,-0.34714703574600003
ACH-000406,-0.478028281655
ACH-000407,-0.331901005292
ACH-000408,-0.157104407668
ACH-000410,-0.136188666356
ACH-000411,-0.47244979375699997
ACH-000414,-0.25267135731
ACH-000415,-0.583379157552
ACH-000416,-0.28709906802499996
ACH-000420,-0.5505406528019999
ACH-000421,-0.7319621866889999
ACH-000424,-0.523770950736
ACH-000425,-0.37517978403
ACH-000426,-0.42056787683700003
ACH-000427,-0.37414565572700004
ACH-000433,-0.601771897893
ACH-000436,-1.14873480531
ACH-000444,-0.48182866581600003
ACH-000445,-0.197556236219
ACH-000448,-0.325602032647
ACH-000450,-0.30311084949
ACH-000452,-0.562216563803
ACH-000454,-0.200211632276
ACH-000458,-0.5655046608550001
ACH-000459,-0.5089400630659999
ACH-000460,-0.379703932248
ACH-000461,-0.8737262236550001
ACH-000463,-0.34076830895099997
ACH-000464,-0.6722796177420001
ACH-000466,-0.527497763919
ACH-000467,-0.707349914744
ACH-000468,-0.392181837355
ACH-000469,-0.531359774976
ACH-000470,0.0517617323884
ACH-000471,-0.592635561163
ACH-000472,-0.343439043784
ACH-000473,-0.499853156128
ACH-000475,-0.25106103108600003
ACH-000476,-0.483590002311
ACH-000477,-0.266921859006
ACH-000480,0.018137581481
ACH-000481,-0.235248622012
ACH-000483,-0.472757731165
ACH-000484,-0.0193378999225
ACH-000485,-0.73397593456
ACH-000486,0.0462368391551
ACH-000487,-0.05402485089030001
ACH-000488,-0.296598682294
ACH-000490,-0.644832288376
ACH-000491,-0.439280043958
ACH-000495,-0.169373381614
ACH-000496,-0.572195328628
ACH-000499,0.07010097244789999
ACH-000500,0.167196243336
ACH-000502,-0.523751082717
ACH-000503,-0.052696219892400004
ACH-000505,-0.14531802545800002
ACH-000507,-0.421407565899
ACH-000510,-0.321101598162
ACH-000511,-0.393694818776
ACH-000512,-0.6283000217920001
ACH-000516,-0.9092866896610001
ACH-000517,-0.832099345488
ACH-000518,-0.404171065772
ACH-000520,-0.142919733607
ACH-000521,-0.273170344975
ACH-000522,-0.471335421504
ACH-000524,-0.531674187272
ACH-000527,-0.511972350805
ACH-000528,-0.296476915676
ACH-000537,-0.577619090236
ACH-000541,-0.649628964477
ACH-000542,-0.176432074753
ACH-000544,-0.397045135977
ACH-000545,-0.160422408595
ACH-000547,-0.0657005704069
ACH-000548,-0.512376475965
ACH-000549,-0.535281211781
ACH-000550,-0.294460608492
ACH-000552,-0.520705230945
ACH-000556,-0.0337810676285
ACH-000557,-0.286117152675
ACH-000570,-0.393413778521
ACH-000571,-0.343209656253
ACH-000573,-0.24899405321999996
ACH-000576,-1.20625532036
ACH-000580,-0.41107467005500004
ACH-000584,-0.5361198090739999
ACH-000585,-0.764083783752
ACH-000588,-0.29290456991700003
ACH-000589,-0.758914665279
ACH-000591,-0.527989375115
ACH-000593,-0.19676695517700002
ACH-000600,-0.669026199649
ACH-000601,-0.228021745445
ACH-000604,-0.20195296563
ACH-000605,-0.35702647416199995
ACH-000606,-0.165814930015
ACH-000608,-0.490225837082
ACH-000614,-0.48345175463699996
ACH-000616,-0.47507862991800004
ACH-000618,-0.09521251739389999
ACH-000619,-0.401109603254
ACH-000620,-0.55765935388
ACH-000621,-0.374304317667
ACH-000622,-0.659017559001
ACH-000623,-0.41102246433399997
ACH-000624,-0.34448355363899996
ACH-000627,-0.478706865504
ACH-000630,-0.7070965933069999
ACH-000632,-0.605237161427
ACH-000633,-0.348846502716
ACH-000637,-0.7108101418870001
ACH-000638,-0.159134210108
ACH-000646,-0.8440448803689999
ACH-000647,-0.442728332135
ACH-000648,-0.65617601016
ACH-000649,-0.170079300651
ACH-000651,-0.201894596156
ACH-000652,-0.48166946507799996
ACH-000653,-0.572589423955
ACH-000657,-0.395292170961
ACH-000658,-0.28953958157299997
ACH-000661,-0.699883948623
ACH-000662,-0.6938348622409999
ACH-000663,-0.27492300522199997
ACH-000665,-0.138254474716
ACH-000671,0.0259552795262
ACH-000673,-0.514054334283
ACH-000676,-0.550575747919
ACH-000677,-0.182646851662
ACH-000681,-0.633353713871
ACH-000682,-0.353646147537
ACH-000683,-0.318985115731
ACH-000684,-0.442095408567
ACH-000688,-0.623545089161
ACH-000693,-0.236158486075
ACH-000694,-0.126841303703
ACH-000695,-0.606062982641
ACH-000696,-0.444484358372
ACH-000697,-0.222220714225
ACH-000699,-0.289246522296
ACH-000701,-0.244661402542
ACH-000706,-0.5484961053549999
ACH-000711,-0.232700130964
ACH-000713,-0.247594086886
ACH-000714,-0.702040534136
ACH-000718,-0.484390939979
ACH-000720,-0.634149376686
ACH-000721,-0.28001933391
ACH-000724,-0.469065743093
ACH-000725,-0.493657340678
ACH-000732,-0.587684237646
ACH-000734,0.014976580627800001
ACH-000735,-0.357862983316
ACH-000736,-0.308529994637
ACH-000738,-0.20064563765700003
ACH-000746,-0.574237176346
ACH-000747,-0.339952495056
ACH-000748,-0.28419996328200003
ACH-000753,-0.210269431085
ACH-000756,-0.28003885015200003
ACH-000757,-0.103931388458
ACH-000758,-0.335644872764
ACH-000760,-0.443968318084
ACH-000763,-0.406488500727
ACH-000764,-0.319181072459
ACH-000765,-0.314881368455
ACH-000766,-0.381597125957
ACH-000767,-0.45571985103100004
ACH-000768,-0.249916087484
ACH-000769,-0.032285882773099996
ACH-000770,-0.709436491454
ACH-000771,-0.177286162663
ACH-000773,0.221525832685
ACH-000776,-0.346836504397
ACH-000777,-0.536922875026
ACH-000778,-0.055993133252999996
ACH-000781,-0.0654330940241
ACH-000782,-0.14495713431399998
ACH-000783,-0.43507179402699997
ACH-000784,-0.284596782837
ACH-000785,-0.0837407803725
ACH-000787,-0.443676104589
ACH-000788,-0.432595731311
ACH-000791,-0.440170686405
ACH-000792,-0.299038768952
ACH-000794,-0.361600868313
ACH-000796,-0.0486212483184
ACH-000799,-0.379628210079
ACH-000800,-0.30014182754999996
ACH-000802,-0.46109994781900004
ACH-000804,-0.59986261846
ACH-000805,-0.317524106985
ACH-000809,-0.18727276151099997
ACH-000810,-0.540605827143
ACH-000811,-0.626528420783
ACH-000817,-0.381990319222
ACH-000819,-0.48710588785899994
ACH-000820,-0.438982985223
ACH-000821,-0.622801635233
ACH-000822,-0.245158305715
ACH-000823,-0.281407706865
ACH-000824,-0.177456343439
ACH-000827,-0.40934015583000005
ACH-000829,-0.777880877474
ACH-000831,-0.216279529399
ACH-000832,-0.450988312073
ACH-000833,-0.40509713794200003
ACH-000834,-0.21271439176800003
ACH-000835,-0.554541585787
ACH-000836,-0.111274708153
ACH-000837,-0.212738651714
ACH-000838,-0.82665237276
ACH-000839,-0.410076693873
ACH-000840,-0.651503062624
ACH-000841,-0.6892559141069999
ACH-000843,-0.332020571431
ACH-000846,-0.26672046395300003
ACH-000847,-0.27563514945
ACH-000848,-0.352484758266
ACH-000849,-0.23906562965999997
ACH-000851,-0.34642158753799995
ACH-000855,-0.5266226657940001
ACH-000856,-0.783244870227
ACH-000858,-0.31916708888900003
ACH-000859,-0.211679851754
ACH-000861,-0.199593125931
ACH-000862,-0.44299265469
ACH-000865,-0.18883151659800002
ACH-000866,-0.6263945786940001
ACH-000867,-0.27232634429499997
ACH-000869,-0.848082225392
ACH-000872,-0.19505699743500002
ACH-000873,-0.320628443549
ACH-000876,-0.836675029796
ACH-000878,0.0413359510454
ACH-000880,-0.342176182707
ACH-000881,-0.534219634138
ACH-000882,-0.346998408366
ACH-000884,-0.40924781628300005
ACH-000885,-0.65194673953
ACH-000887,-0.133922355169
ACH-000888,-0.457309625506
ACH-000889,-0.23714645131499998
ACH-000890,-0.570628148313
ACH-000896,-0.573699974978
ACH-000898,-0.556903802543
ACH-000900,-0.46986637533500003
ACH-000901,-0.279985473028
ACH-000905,-0.389487812493
ACH-000906,-0.21407684794100001
ACH-000907,-0.259704682633
ACH-000910,-0.709425052094
ACH-000911,-0.373007297884
ACH-000912,-0.7450041579119999
ACH-000913,-0.42221631691100003
ACH-000915,-0.43023766175399997
ACH-000916,-0.173233250928
ACH-000917,-0.276773747523
ACH-000921,-0.620290094026
ACH-000924,-0.499326326192
ACH-000926,-0.7506782249789999
ACH-000928,-0.229172266807
ACH-000929,-0.378772582684
ACH-000932,-0.395334814724
ACH-000935,-0.6212930769039999
ACH-000936,-0.45479915985299996
ACH-000937,-0.312817718837
ACH-000938,-0.209950865944
ACH-000939,-0.47280152630000005
ACH-000941,-0.340339466967
ACH-000943,-0.41643871610699995
ACH-000946,-0.00974427011819
ACH-000947,-0.48759342938999994
ACH-000948,-0.42637937461900005
ACH-000950,-0.45816406077
ACH-000953,-0.261153352687
ACH-000957,-0.560157944309
ACH-000958,-0.7129697586399999
ACH-000960,-0.45561871265799997
ACH-000963,-0.13119285748600001
ACH-000968,-0.44329302227399997
ACH-000969,-0.309816249632
ACH-000973,-0.41584551008000004
ACH-000974,-0.341972861986
ACH-000975,-0.289030526527
ACH-000976,-0.303288884377
ACH-000978,-0.73128816013
ACH-000980,-0.153944774933
ACH-000984,-0.287940248728
ACH-000986,-0.39629757394000004
ACH-000988,-0.837313601745
ACH-000993,-0.391385786398
ACH-000994,-0.0509137982853
ACH-000996,-0.313967951706
ACH-001001,-0.337529430266
ACH-001020,-0.223109745546
ACH-001028,-0.317178454943
ACH-001031,-0.65932598991
ACH-001038,-0.34799803776
ACH-001048,-0.37151060573600003
ACH-001050,-0.448769403024
ACH-001053,-0.354007347134
ACH-001054,-0.858486748826
ACH-001061,-0.37599594686
ACH-001067,-0.290888453771
ACH-001075,-0.30616032527
ACH-001096,-0.832335659669
ACH-001128,-0.375275960998
ACH-001134,-0.688584577134
ACH-001151,-0.137557501228
ACH-001163,0.19113852072700002
ACH-001164,0.200294955975
ACH-001173,-0.358413852678
ACH-001183,-0.511271040813
ACH-001184,-0.8877416467620001
ACH-001190,-0.667623314958
ACH-001192,-0.17426755350099998
ACH-001193,-0.207655962284
ACH-001196,-0.585014157941
ACH-001197,-0.202268302436
ACH-001205,-0.413569159739
ACH-001211,-0.820851734874
ACH-001212,-0.6330740754749999
ACH-001228,-0.6201600461810001
ACH-001232,-0.134916340331
ACH-001239,-0.560848556743
ACH-001274,-0.48049314536300003
ACH-001275,-0.12287689037699999
ACH-001277,-0.152045692068
ACH-001278,-0.47534075287600003
ACH-001280,-0.503879421467
ACH-001283,-0.66831279364
ACH-001289,-0.429188279416
ACH-001295,-0.40555454963699994
ACH-001300,-0.8525977092020001
ACH-001301,-0.732965064634
ACH-001302,0.104688306925
ACH-001303,-1.05516984698
ACH-001306,-0.120765151595
ACH-001318,-0.21788769335000002
ACH-001322,-0.482454402298
ACH-001328,-0.6731243418070001
ACH-001332,-0.605160229079
ACH-001333,-0.140782649426
ACH-001336,-0.258158156007
ACH-001340,-0.557015442409
ACH-001346,-0.145413749199
ACH-001353,-0.64055542028
ACH-001354,-0.7036466425040001
ACH-001367,-0.17686876188700001
ACH-001368,-0.375791649381
ACH-001374,-0.333577515898
ACH-001375,-0.23913471673099998
ACH-001377,-0.225642818098
ACH-001380,-0.189081304897
ACH-001391,-0.418334130413
ACH-001407,-0.231493791402
ACH-001408,-0.260576383681
ACH-001413,-0.41268493121600003
ACH-001430,-0.48801540992799997
ACH-001431,-0.320781983469
ACH-001450,0.120997183501
ACH-001496,-0.408296304776
ACH-001500,-0.38888844015600005
ACH-001521,-0.65262367421
ACH-001523,-0.665418611155
ACH-001532,-0.513602260897
ACH-001536,-0.628291343718
ACH-001550,-0.149754342446
ACH-001552,-0.533137687005
ACH-001554,-0.523881665075
ACH-001645,-0.365227730514
ACH-001654,-0.307464743171
ACH-001715,-0.375983069858
ACH-001735,-0.490369365513
ACH-001736,0.043002527246000004
ACH-001737,0.11122879577299999
ACH-001740,-0.629711366572
ACH-001745,-0.86541671233
ACH-001750,-0.571588574793
ACH-001765,-0.482532724236
ACH-001956,-0.608082460829
ACH-001957,-0.323215931645
