,PPIC (5480)
ACH-000004,0.015079513428
ACH-000007,-0.146623213704
ACH-000009,0.0334518494531
ACH-000011,-0.067411805766
ACH-000012,-0.030999749537400003
ACH-000013,-0.10472618636299999
ACH-000014,-0.20582705263700002
ACH-000015,-0.165016044352
ACH-000017,-0.0209217198445
ACH-000018,-0.141865868271
ACH-000019,-0.0458760860267
ACH-000021,0.0181071385915
ACH-000022,0.00720169024707
ACH-000025,-0.0203749723571
ACH-000028,-0.08915371382710001
ACH-000030,-0.0713178917547
ACH-000035,-0.042396897311000006
ACH-000036,-0.108884380665
ACH-000037,-0.010673948415700001
ACH-000039,-0.229729423853
ACH-000040,-0.0247302233286
ACH-000041,-0.116585853743
ACH-000042,-0.0983875206782
ACH-000045,0.022956936416799998
ACH-000047,-0.177030180308
ACH-000052,-0.235389351109
ACH-000053,0.010746436738499999
ACH-000054,-0.164715479465
ACH-000055,0.0772737799547
ACH-000060,0.180369153279
ACH-000067,-0.11582415113700001
ACH-000070,-0.00390285478412
ACH-000075,-0.130191001542
ACH-000078,0.047219179619000004
ACH-000082,-0.16195169447899999
ACH-000085,0.107020900252
ACH-000086,-0.136885389988
ACH-000087,-0.12925113674
ACH-000092,-0.14198875919600001
ACH-000095,-0.123252221776
ACH-000097,-0.0907706172913
ACH-000098,-0.12095119370799999
ACH-000099,-0.0985316965358
ACH-000108,0.0332937403979
ACH-000113,0.022359900008299998
ACH-000115,-0.1012754839
ACH-000116,0.032720279213200004
ACH-000118,-0.0113308054181
ACH-000120,-0.023855086346400003
ACH-000123,-0.110674735704
ACH-000127,-0.08474293775599999
ACH-000128,-0.08464109384339999
ACH-000132,-0.059069270050099994
ACH-000133,-0.17733983555100002
ACH-000137,-0.15109973514299999
ACH-000138,-0.0207985487624
ACH-000142,-0.106223779774
ACH-000143,-0.0195564765282
ACH-000146,0.04455543303309999
ACH-000148,-0.0702408507307
ACH-000150,-0.0526877044747
ACH-000152,-0.0645998570267
ACH-000153,-0.10778642633400001
ACH-000159,-0.137291857544
ACH-000160,-0.146172531237
ACH-000163,-0.005345619971160001
ACH-000167,-0.208878011035
ACH-000168,-0.115494059155
ACH-000169,-0.15043568050699999
ACH-000178,0.126196866152
ACH-000182,-0.146429856528
ACH-000183,-0.00570186419536
ACH-000188,-0.12298284749600001
ACH-000189,0.00384538752269
ACH-000190,-0.0892069290141
ACH-000198,-0.15438715548
ACH-000204,-0.0941846340055
ACH-000206,0.08109892058410001
ACH-000207,-0.0191206404179
ACH-000211,-0.135004199694
ACH-000215,0.00023666204053099998
ACH-000221,-0.17825413015900002
ACH-000222,-0.150511568472
ACH-000223,0.00429628716229
ACH-000226,-0.050462908418399996
ACH-000227,-0.0553612061472
ACH-000228,-0.0158781528966
ACH-000231,-0.053807475327399996
ACH-000232,-0.153579334606
ACH-000233,0.139727829809
ACH-000234,-0.0700004666356
ACH-000235,-0.0823343191368
ACH-000237,-0.091247357798
ACH-000238,-0.000364379434495
ACH-000243,-0.036208527554900005
ACH-000244,0.04529041570169999
ACH-000246,-0.164710664779
ACH-000248,-0.14606016492499999
ACH-000250,-0.014991938872100001
ACH-000251,-0.20882451388700002
ACH-000253,-0.111369455099
ACH-000255,-0.0843038279421
ACH-000256,0.09189536706620001
ACH-000257,0.0219661351152
ACH-000258,0.0280278186938
ACH-000259,-0.00120249829449
ACH-000260,-0.0131397997098
ACH-000261,-0.0681242009569
ACH-000262,-0.40160242298
ACH-000263,-0.0905860005424
ACH-000264,-0.13984437146099998
ACH-000265,0.00946167264968
ACH-000266,-0.0408763079555
ACH-000272,-0.0293048830056
ACH-000273,-0.11684791688400001
ACH-000274,-0.0215771380551
ACH-000277,0.136983584549
ACH-000278,-0.0828131704626
ACH-000279,-0.148816304236
ACH-000280,0.017793722218799997
ACH-000281,0.116775623086
ACH-000288,-0.093937995705
ACH-000291,-0.16910462315299998
ACH-000293,-0.120102865593
ACH-000294,0.0104043337485
ACH-000295,0.08392535721739999
ACH-000296,-0.0276955926574
ACH-000302,-0.04795993451069999
ACH-000304,0.318497158725
ACH-000307,-0.0576534381494
ACH-000308,-0.019820417487700002
ACH-000310,0.0353819641797
ACH-000311,-0.0016336561010200001
ACH-000312,-0.0279978453197
ACH-000315,0.23609346558299998
ACH-000316,0.143522748053
ACH-000317,0.043248540072
ACH-000318,-0.0483522511496
ACH-000319,-0.152921529793
ACH-000320,-0.09764038387839999
ACH-000322,-0.133470706214
ACH-000323,-0.09354243262949999
ACH-000324,-0.131200185483
ACH-000329,0.02035596667
ACH-000330,-0.0611474423434
ACH-000331,-0.152752573363
ACH-000332,-0.0640994224474
ACH-000334,0.030541121925499997
ACH-000335,0.11262231072000001
ACH-000336,0.159885038735
ACH-000337,-0.0480427834524
ACH-000339,-0.08872689680939999
ACH-000341,0.14190707043
ACH-000348,-0.0338296566433
ACH-000350,-0.07120550940539999
ACH-000352,-0.0734663112153
ACH-000356,-0.033871940388599996
ACH-000361,-0.0648772919778
ACH-000362,0.00394730380778
ACH-000363,-0.00490028116701
ACH-000364,-0.156615208037
ACH-000365,-0.134572669398
ACH-000366,0.0176023430015
ACH-000368,0.06152396120900001
ACH-000374,0.0256683162288
ACH-000375,0.0354111935121
ACH-000376,-0.120731992707
ACH-000381,-0.0239752370665
ACH-000383,-0.151942445438
ACH-000387,-0.0971084632559
ACH-000389,-0.18670687941599998
ACH-000390,-0.18987250350600002
ACH-000393,-0.269130285656
ACH-000395,-0.0700865757483
ACH-000397,-0.234816384828
ACH-000401,0.004866571188609999
ACH-000402,-0.214283424519
ACH-000403,-0.104354157355
ACH-000404,-0.341004663462
ACH-000406,-0.0246959782584
ACH-000407,-0.15118303887
ACH-000408,-0.10067356718800001
ACH-000410,0.0885942237729
ACH-000411,-0.00940249160669
ACH-000414,-0.044919331389499995
ACH-000415,0.0205980046068
ACH-000416,-0.17125422608899998
ACH-000420,-0.134289409853
ACH-000421,-0.0375940737742
ACH-000424,-0.09913295185030001
ACH-000425,-0.043921960955499995
ACH-000426,0.0756063140712
ACH-000427,-0.188941773847
ACH-000433,-0.142241816468
ACH-000436,-0.39130891758599995
ACH-000444,-0.0799037220776
ACH-000445,-0.16765966140900002
ACH-000448,-0.0178792422319
ACH-000450,-0.038050919863
ACH-000452,-0.038598338031900006
ACH-000454,-0.146351213872
ACH-000458,0.0013408540084600001
ACH-000459,-0.0765732293541
ACH-000460,-0.0775232400298
ACH-000461,-0.170211163337
ACH-000463,-0.10479871914
ACH-000464,0.138823694396
ACH-000466,-0.217782738428
ACH-000467,0.05791377951309999
ACH-000468,-0.0070132207787200005
ACH-000469,-0.019789575526599996
ACH-000470,0.0212948692758
ACH-000471,0.009453068486850002
ACH-000472,-0.0618831096307
ACH-000473,0.0675494484812
ACH-000475,-0.11869407181700001
ACH-000476,-0.202037255057
ACH-000477,0.034904748330800005
ACH-000480,-0.17680903634700001
ACH-000481,-0.128850977623
ACH-000483,-0.28991914487500003
ACH-000484,-0.178617759568
ACH-000485,0.24760098796500002
ACH-000486,-0.11419474770600001
ACH-000487,-0.0638864616728
ACH-000488,-0.05191523732080001
ACH-000490,-0.204672789307
ACH-000491,0.0836085425143
ACH-000495,-0.0169813831319
ACH-000496,0.026293474015000002
ACH-000499,0.0800230526944
ACH-000500,-0.335579749606
ACH-000502,-0.0322970941706
ACH-000503,0.0149519719617
ACH-000505,-0.0951816774992
ACH-000507,-0.0175055263455
ACH-000510,-0.10204779766699999
ACH-000511,-0.0109512068828
ACH-000512,-0.130603578202
ACH-000516,-0.132458081675
ACH-000517,0.0118106617072
ACH-000518,-0.07443801760489999
ACH-000520,-0.19251271023299998
ACH-000521,-0.0072647087974700006
ACH-000522,-0.123008401462
ACH-000524,-0.100671331349
ACH-000527,-0.115195804331
ACH-000528,-0.0416144340056
ACH-000537,0.053730449479400005
ACH-000541,-0.0582936161532
ACH-000542,-0.173499327773
ACH-000544,-0.0474910506415
ACH-000545,-0.040667460457900005
ACH-000547,0.0401281413934
ACH-000548,-0.0914980961056
ACH-000549,0.035728464386400004
ACH-000550,-0.229010852918
ACH-000552,0.00239334123875
ACH-000556,-0.0973666820129
ACH-000557,-0.023180341011
ACH-000570,-0.07961316213539998
ACH-000571,-0.0842180798487
ACH-000573,-0.0547267725307
ACH-000576,-0.0850842435868
ACH-000580,-0.029378234257799996
ACH-000584,0.030558586655700003
ACH-000585,-0.0628388336642
ACH-000588,-0.0978676518993
ACH-000589,-0.019661986287700002
ACH-000591,0.07803956159910001
ACH-000593,-0.0510933445305
ACH-000600,-0.10233119993100001
ACH-000601,-0.07043682952560001
ACH-000604,0.020622458906900003
ACH-000605,0.021794119241599998
ACH-000606,-0.0569833140627
ACH-000608,0.0161278961376
ACH-000614,-0.174499887227
ACH-000616,-0.133061275987
ACH-000618,-0.0332901921003
ACH-000619,0.026898300448199998
ACH-000620,-0.148357905942
ACH-000621,0.11707407180700001
ACH-000622,-0.134563883344
ACH-000623,0.0075145196358
ACH-000624,-0.0635318821402
ACH-000627,0.033489730364099995
ACH-000630,-0.0788682202552
ACH-000632,-0.179783106371
ACH-000633,-0.0378739851144
ACH-000637,0.015303960422000001
ACH-000638,-0.131483291741
ACH-000646,-0.19407188754500002
ACH-000647,-0.09891448969519999
ACH-000648,-0.135065032379
ACH-000649,-0.039801711715699996
ACH-000651,-0.0553526284401
ACH-000652,-0.106047824803
ACH-000653,0.0412708053315
ACH-000657,-0.0305993901
ACH-000658,-0.0313296996263
ACH-000661,0.08511378562280002
ACH-000662,-0.41189082131899996
ACH-000663,-0.08767395086089999
ACH-000665,-0.108514217843
ACH-000671,-0.23015944895799997
ACH-000673,-0.09066752917410001
ACH-000676,-0.0245521100666
ACH-000677,0.033276117182299995
ACH-000681,0.0682681365529
ACH-000682,-0.0748702994724
ACH-000683,-0.0144004254636
ACH-000684,0.135779511538
ACH-000688,0.0585548996073
ACH-000693,-0.0919492040946
ACH-000694,-0.027372606173099997
ACH-000695,-0.194086909062
ACH-000696,0.0226873892368
ACH-000697,-0.154106875909
ACH-000699,-0.033570166820200004
ACH-000701,-0.0072989188068100005
ACH-000706,-0.0245317609307
ACH-000711,-0.15703937062
ACH-000713,-0.211171207447
ACH-000714,0.00399981635095
ACH-000718,-0.0241590441487
ACH-000720,0.08029754450939999
ACH-000721,-0.0722789901374
ACH-000724,-0.0156799674403
ACH-000725,0.0154909061344
ACH-000732,0.028570902774400005
ACH-000734,-0.07187962258219999
ACH-000735,-0.14703903849000002
ACH-000736,0.07469072090460001
ACH-000738,0.054066806804800006
ACH-000746,0.0889028382512
ACH-000747,-0.18975596346
ACH-000748,0.033704479767100004
ACH-000753,-0.0618959863555
ACH-000756,0.0530212704935
ACH-000757,-0.0783784694178
ACH-000758,-0.067096592934
ACH-000760,-0.0363939533177
ACH-000763,-0.19571792701299998
ACH-000764,-0.0115957780011
ACH-000765,-0.0104093858283
ACH-000766,0.0129000274064
ACH-000767,0.0798737053449
ACH-000768,0.0272334844022
ACH-000769,-0.060091370800199995
ACH-000770,-0.0699038392716
ACH-000771,-0.06786753070830001
ACH-000773,-0.20772945965300002
ACH-000776,-0.0291817143648
ACH-000777,0.004065146297
ACH-000778,-0.011457076128799999
ACH-000781,-0.041285156062800005
ACH-000782,-0.10024011276599999
ACH-000783,-0.130192930249
ACH-000784,-0.030460591378599997
ACH-000785,-0.0953494331119
ACH-000787,0.0474866344021
ACH-000788,-0.0876697492815
ACH-000791,-0.165012032794
ACH-000792,-0.0484587744225
ACH-000794,0.06512272942490001
ACH-000796,-0.0518908879158
ACH-000799,-0.08532197589130001
ACH-000800,-0.144401630037
ACH-000802,-0.047759159891099995
ACH-000804,-0.050926854623099996
ACH-000805,-0.0490807556834
ACH-000809,-0.174145566607
ACH-000810,-0.250985356269
ACH-000811,-0.0982837703272
ACH-000817,-0.0442542003253
ACH-000819,-0.160003523422
ACH-000820,-0.299125835471
ACH-000821,-0.157505747608
ACH-000822,-0.114474233377
ACH-000823,0.0167231442309
ACH-000824,-0.0930613496198
ACH-000827,-0.0536875526399
ACH-000829,0.188045882832
ACH-000831,0.0572482045756
ACH-000832,0.028258091756599997
ACH-000833,-0.0215562832626
ACH-000834,0.0526163382905
ACH-000835,-0.0634913472601
ACH-000836,-0.0597817661349
ACH-000837,-0.13290085797499998
ACH-000838,-0.10961427088199999
ACH-000839,-0.0580057400436
ACH-000840,-0.006581027782180001
ACH-000841,0.021643770570999997
ACH-000843,-0.128401956702
ACH-000846,-0.19413016185600002
ACH-000847,0.000502408915741
ACH-000848,-0.011391200086399999
ACH-000849,-0.019408453469599997
ACH-000851,-0.278687923376
ACH-000855,-0.034107761671099995
ACH-000856,-0.0636589223564
ACH-000858,-0.12554015261600002
ACH-000859,0.0742986337315
ACH-000861,-0.0794960910493
ACH-000862,-0.132501082617
ACH-000865,-0.0671768380554
ACH-000866,0.043331434465
ACH-000867,-0.0762662399695
ACH-000869,-0.206045360936
ACH-000872,-0.10284962721
ACH-000873,-0.12195189631100001
ACH-000876,0.133885291942
ACH-000878,-0.18300112933899998
ACH-000880,0.00330348566513
ACH-000881,-0.12445389347000001
ACH-000882,-0.220587516506
ACH-000884,-0.104965631986
ACH-000885,-0.11593164815899999
ACH-000887,-0.157429015759
ACH-000888,0.0474296750146
ACH-000889,-0.058845354116000004
ACH-000890,-0.00811204801245
ACH-000896,-0.230582555583
ACH-000898,-0.0278230152288
