,GTF2H2 (2966)
ACH-000004,-0.549066659254
ACH-000007,-0.544112855209
ACH-000009,-0.630354686628
ACH-000011,-0.538094813898
ACH-000012,-0.551238109362
ACH-000013,-0.683806054543
ACH-000014,-0.673176888293
ACH-000015,-0.611560956171
ACH-000017,-0.219921122286
ACH-000018,-0.853779305029
ACH-000019,-0.396726939603
ACH-000021,-0.480393452567
ACH-000022,-0.519588076342
ACH-000025,-0.5338638208609999
ACH-000028,-0.435965504462
ACH-000030,-0.570401904022
ACH-000035,-0.59136924965
ACH-000036,-0.596452850136
ACH-000037,-0.71985943331
ACH-000039,-0.62454295281
ACH-000040,-0.473402645167
ACH-000041,-0.825997952465
ACH-000042,-0.550987620773
ACH-000045,-0.362077583315
ACH-000047,-0.567934999367
ACH-000052,-0.516303041216
ACH-000053,-0.467665625378
ACH-000054,-0.40276524261200003
ACH-000055,-0.423864506825
ACH-000060,-0.473923542662
ACH-000067,-0.589293498854
ACH-000070,-0.5845385003600001
ACH-000075,-0.48301770787
ACH-000078,-0.687195472986
ACH-000082,-0.22849844400699998
ACH-000085,-0.6151363611249999
ACH-000086,-0.665180036938
ACH-000087,-0.46635042108999997
ACH-000092,-0.44676575642
ACH-000095,-0.514823074478
ACH-000097,-0.544270673404
ACH-000098,-0.671877322649
ACH-000099,-0.48300387327699995
ACH-000108,-0.643863714405
ACH-000113,-0.444699226527
ACH-000115,-0.390608942108
ACH-000116,-0.634268036813
ACH-000118,-0.502314018891
ACH-000120,-0.399134121543
ACH-000123,-0.494730584163
ACH-000127,-0.589222169236
ACH-000128,-0.7960740543070001
ACH-000132,-0.473867176316
ACH-000133,-0.437717287068
ACH-000137,-0.6499710769579999
ACH-000138,-0.673906997188
ACH-000142,-0.721067139257
ACH-000143,-0.492636733173
ACH-000146,-0.510534002508
ACH-000148,-0.5981858917289999
ACH-000150,-0.624647112797
ACH-000152,-0.508693703618
ACH-000153,-0.722079044067
ACH-000159,-0.436920434969
ACH-000160,-0.389912606783
ACH-000163,-0.66760102826
ACH-000167,-0.539456039461
ACH-000168,-0.616664315757
ACH-000169,-0.49837279297200004
ACH-000178,-0.589451701892
ACH-000182,-1.0752645704700001
ACH-000183,-0.469824474321
ACH-000188,-0.45448781094400004
ACH-000189,-0.6897222410860001
ACH-000190,-0.481203564358
ACH-000198,-0.444498570399
ACH-000204,-0.499748302082
ACH-000206,-0.393545430841
ACH-000207,-0.372431947694
ACH-000211,-0.624781654656
ACH-000215,-0.615235546817
ACH-000221,-0.629615800349
ACH-000222,-0.411892391795
ACH-000223,-0.6154280262899999
ACH-000226,-0.298469382583
ACH-000227,-0.641330780152
ACH-000228,-0.717906930741
ACH-000231,-0.7707284483660001
ACH-000232,-0.48135381621000006
ACH-000233,-0.58614477153
ACH-000234,-0.557228039454
ACH-000235,-0.641802739635
ACH-000237,-0.608011776869
ACH-000238,-0.604652427658
ACH-000243,-0.6260592396010001
ACH-000244,-0.573834202104
ACH-000246,-0.480284805686
ACH-000248,-0.434147231677
ACH-000250,-0.563375194773
ACH-000251,-0.559086240953
ACH-000253,-0.458222127366
ACH-000255,-0.535756689083
ACH-000256,-0.6866660157969999
ACH-000257,-0.643851748041
ACH-000258,-0.96977992809
ACH-000259,-0.499224013666
ACH-000260,-0.496861418657
ACH-000261,-0.6434019413650001
ACH-000262,-0.5224651225620001
ACH-000263,-0.76202894801
ACH-000264,-0.40933002531900003
ACH-000265,-0.519098732746
ACH-000266,-0.648664874626
ACH-000272,-0.589630926699
ACH-000273,-0.6631715995790001
ACH-000274,-0.562024959199
ACH-000277,-0.38259382247900003
ACH-000278,-0.651848584091
ACH-000279,-0.7677881668440001
ACH-000280,-0.610484532033
ACH-000281,-0.660580709401
ACH-000288,-0.57431845546
ACH-000291,-0.645663494994
ACH-000293,-0.579827052073
ACH-000294,-0.738336283003
ACH-000295,-0.750044119957
ACH-000296,-0.490249786095
ACH-000302,-0.5915116332829999
ACH-000304,-0.510059855977
ACH-000307,-0.47744710638800003
ACH-000308,-0.5690306824019999
ACH-000310,-0.5702735929689999
ACH-000311,-0.5174795725060001
ACH-000312,-0.686108028648
ACH-000315,-0.47359236395900006
ACH-000316,-0.705780161307
ACH-000317,-0.660275522268
ACH-000318,-0.5762904473489999
ACH-000319,-0.47798445477300006
ACH-000320,-0.635490273364
ACH-000322,-0.341998637571
ACH-000323,-0.564218092386
ACH-000324,-0.593743433556
ACH-000329,-0.513152321299
ACH-000330,-0.456028605054
ACH-000331,-0.45241482635499997
ACH-000332,-0.5708657885289999
ACH-000334,-0.6324858487139999
ACH-000335,-0.7031893387199999
ACH-000336,-0.354734230326
ACH-000337,-0.44619030586900005
ACH-000339,-0.5492959586680001
ACH-000341,-0.704502124225
ACH-000348,-0.502486066633
ACH-000350,-0.383844593023
ACH-000352,-0.43619171172700005
ACH-000356,-0.722053756477
ACH-000361,-0.37463808873899995
ACH-000362,-0.314764990999
ACH-000363,-0.447502103355
ACH-000364,-0.478236320224
ACH-000365,-0.40528856109300004
ACH-000366,-0.508991435603
ACH-000368,-0.550895374325
ACH-000374,-0.813838453941
ACH-000375,-0.35708966574100004
ACH-000376,-0.387024394484
ACH-000381,-0.5377380413239999
ACH-000383,-0.5490538043959999
ACH-000387,-0.474417514158
ACH-000389,-0.522685380484
ACH-000390,-0.53271202071
ACH-000393,-0.599150088919
ACH-000395,-0.705311100244
ACH-000397,-0.642929304756
ACH-000401,-0.47804848414800005
ACH-000402,-0.622271680765
ACH-000403,-0.307033766656
ACH-000404,-0.44727535884999997
ACH-000406,-0.497154871193
ACH-000407,-0.677905491032
ACH-000408,-0.6883331320620001
ACH-000410,-0.48977764812700003
ACH-000411,-0.621709159945
ACH-000414,-0.578392399144
ACH-000415,-0.673848510879
ACH-000416,-0.61989915601
ACH-000420,-0.468912044331
ACH-000421,-0.612717902548
ACH-000424,-0.532531069344
ACH-000425,-0.429957849002
ACH-000426,-0.375046522817
ACH-000427,-0.658993743337
ACH-000433,-0.640107023306
ACH-000436,-0.459327812126
ACH-000444,-0.448418249885
ACH-000445,-0.7594387059990001
ACH-000448,-0.466203772316
ACH-000450,-0.172656229676
ACH-000452,-0.578637571976
ACH-000454,-0.578400234486
ACH-000458,-0.435003284408
ACH-000459,-0.36459253023500005
ACH-000460,-0.457009081188
ACH-000461,-0.665144734301
