,DHRS7C (201140)
ACH-000004,-0.0373119134301
ACH-000007,-0.13226331956100001
ACH-000009,-0.00314744143696
ACH-000011,-0.0200270368747
ACH-000012,0.160665846852
ACH-000013,-0.0633981753274
ACH-000014,0.258129265935
ACH-000015,0.09543706582839999
ACH-000017,0.08226081306960001
ACH-000018,0.04723726041259999
ACH-000019,-0.0184101697127
ACH-000021,0.11373408539
ACH-000022,0.0968689076978
ACH-000025,-0.00855230460393
ACH-000028,0.07238869902839999
ACH-000030,0.116737669682
ACH-000035,-0.14079516240700002
ACH-000036,-0.08885001535260001
ACH-000037,0.189099165035
ACH-000039,0.0149124010133
ACH-000040,0.130976423252
ACH-000041,-0.0820920838946
ACH-000042,-0.157678850254
ACH-000045,0.0663259600597
ACH-000047,0.0629929928666
ACH-000052,0.24109427121500002
ACH-000053,0.064604001024
ACH-000054,0.25108372096299997
ACH-000055,0.258772817088
ACH-000060,0.030970371992099996
ACH-000067,-0.0389463817954
ACH-000070,-0.00845937978983
ACH-000075,0.139567858005
ACH-000078,0.154728570661
ACH-000082,0.0139398475191
ACH-000085,-0.0589552971297
ACH-000086,0.127595501946
ACH-000087,0.11083960575999999
ACH-000092,0.16770730560900002
ACH-000095,0.07785004442530001
ACH-000097,0.08114815465639999
ACH-000098,0.012513937716000002
ACH-000099,0.05639266337180001
ACH-000108,0.0470347657629
ACH-000113,0.0181165246839
ACH-000115,0.0649703778437
ACH-000116,-0.0053089426520000005
ACH-000118,0.0808392213965
ACH-000120,-0.0225136628758
ACH-000123,0.102989838461
ACH-000127,0.00823159045836
ACH-000128,0.251688628265
ACH-000132,0.131447195104
ACH-000133,0.146858538958
ACH-000137,0.18397025992199997
ACH-000138,-0.06878640848939999
ACH-000142,0.0638593077092
ACH-000143,0.337114286514
ACH-000146,0.201601830304
ACH-000148,0.016021752671499998
ACH-000150,-0.153739127634
ACH-000152,0.005354091780939999
ACH-000153,0.0975368300568
ACH-000159,0.25607071607500004
ACH-000160,0.17887169053399998
ACH-000163,0.0882050958193
ACH-000167,-0.18673037171300003
ACH-000168,-0.173843861118
ACH-000169,-0.128073205438
ACH-000178,0.158856321226
ACH-000182,0.015689049160500002
ACH-000183,0.171638073869
ACH-000188,-0.053177892406900004
ACH-000189,0.0868893406
ACH-000190,-0.119724252916
ACH-000198,0.12585619749399998
ACH-000204,-0.113125479974
ACH-000206,0.204583909774
ACH-000207,-0.284289687538
ACH-000211,0.0364594286559
ACH-000215,0.06680715547119999
ACH-000221,0.046473225742300006
ACH-000222,0.0490441375847
ACH-000223,0.0792445808213
ACH-000226,-0.0610360148309
ACH-000227,0.19282862684000002
ACH-000228,-0.035227880504
ACH-000231,-0.00794873833406
ACH-000232,0.10722542365700001
ACH-000233,-0.0333168421028
ACH-000234,0.095809632643
ACH-000235,-0.011070306859899999
ACH-000237,0.18275234929900003
ACH-000238,0.013961252372700001
ACH-000243,-0.0528066596524
ACH-000244,0.219279521668
ACH-000246,0.0719034165744
ACH-000248,0.0821139869629
ACH-000250,0.0262084342365
ACH-000251,0.0524139396866
ACH-000253,-0.012762075310799998
ACH-000255,0.15236589505999998
ACH-000256,-0.0378781392284
ACH-000257,0.0343102705851
ACH-000258,0.252043596527
ACH-000259,0.12753450486
ACH-000260,0.145025242812
ACH-000261,0.0681090269686
ACH-000262,-0.23949255496999997
ACH-000263,-0.0227023815118
ACH-000264,0.03638794143580001
ACH-000265,-0.0843953126509
ACH-000266,-0.0179362761891
ACH-000272,0.00919284329521
ACH-000273,0.0071773497927100005
ACH-000274,-0.036837082824699996
ACH-000277,-0.16378125360600002
ACH-000278,0.0118286785613
ACH-000279,-0.00933380469823
ACH-000280,-0.0165755139975
ACH-000281,0.038185850118400005
ACH-000288,-0.06102342181059999
ACH-000291,0.112600918504
ACH-000293,-0.107392463078
ACH-000294,-0.177943961428
ACH-000295,0.266196871612
ACH-000296,0.24005918395999998
ACH-000302,0.0859111652623
ACH-000304,0.203490703585
ACH-000307,0.135511983277
ACH-000308,0.14861178015
ACH-000310,0.223274371296
ACH-000311,-0.06278306018419999
ACH-000312,-0.0900642500858
ACH-000315,-0.0482504121819
ACH-000316,0.0791622138415
ACH-000317,0.287996305404
ACH-000318,0.287585760484
ACH-000319,0.027617863500999998
ACH-000320,0.00171394770675
ACH-000322,0.008991020464520001
ACH-000323,-0.133142454889
ACH-000324,-0.08594544281189999
ACH-000329,0.0554355772353
ACH-000330,0.033593137920900004
ACH-000331,0.061580173155199994
ACH-000332,0.058952584057099994
ACH-000334,0.192853808149
ACH-000335,0.293878857946
ACH-000336,0.0582027424715
ACH-000337,0.07580111713530001
ACH-000339,0.0133721387953
ACH-000341,-0.0931979601179
ACH-000348,0.00045408338108899997
ACH-000350,0.0717004611818
ACH-000352,0.0681900508076
ACH-000356,-0.046025578102
ACH-000361,-0.049760833788
ACH-000362,0.101179464669
ACH-000363,-0.0457904690591
ACH-000364,0.0175469682946
ACH-000365,0.154759343638
ACH-000366,0.109871154795
ACH-000368,0.016122807594099998
ACH-000374,0.091305815178
ACH-000375,0.032171147205699996
ACH-000376,0.11602307874399999
ACH-000381,0.038947629668699996
ACH-000383,0.0414811489157
ACH-000387,-0.0978574282137
ACH-000389,-0.0307807238082
ACH-000390,0.125591394242
ACH-000393,0.42198402332699997
ACH-000395,-0.0151864433734
ACH-000397,0.110759168418
ACH-000401,-0.24670400388500002
ACH-000402,-0.0268654550262
ACH-000403,0.140038268998
ACH-000404,-0.197138661376
ACH-000406,0.0718892409494
ACH-000407,-0.144041960742
ACH-000408,-0.133641158382
ACH-000410,0.0791223332805
ACH-000411,0.103748145796
ACH-000414,0.103495312578
ACH-000415,0.0445485789405
ACH-000416,0.09853318049360002
ACH-000420,-0.0587238396352
ACH-000421,0.052625687908800005
ACH-000424,0.11677211257000002
ACH-000425,0.111119727568
ACH-000426,0.2746465227
ACH-000427,0.21803845899399998
ACH-000433,-0.0136047240012
ACH-000436,0.21508285157499998
ACH-000444,0.0473619390571
ACH-000445,-0.03927774396230001
ACH-000448,0.000102300849409
ACH-000450,0.102919566757
ACH-000452,0.00749383495674
ACH-000454,-0.118436757723
ACH-000458,0.0703796035249
ACH-000459,0.0310325215753
ACH-000460,0.051590136065
ACH-000461,-0.000982302781759
ACH-000463,-0.00060311598059
ACH-000464,0.38046503199000004
ACH-000466,0.115930017362
ACH-000467,0.0639482776192
ACH-000468,0.0841676586953
ACH-000469,0.0273611497956
ACH-000470,-0.0443667339326
ACH-000471,0.0581015561771
ACH-000472,0.149802742181
ACH-000473,-0.167606610085
ACH-000475,0.0956913458388
ACH-000476,-0.009798130569559999
ACH-000477,0.177617772001
ACH-000480,0.199070361435
ACH-000481,0.241548338696
ACH-000483,0.11668669718800001
ACH-000484,0.09811909250970001
ACH-000485,0.129336105577
ACH-000486,0.08919783589510001
ACH-000487,0.09826169749189999
ACH-000488,-0.023396189394099997
ACH-000490,0.056287303695
ACH-000491,0.0366439833353
ACH-000495,0.29607454090700003
ACH-000496,-0.0406675958655
ACH-000499,-0.161765833346
ACH-000500,0.016274312568700003
ACH-000502,0.006445301802750001
ACH-000503,0.0494171952389
ACH-000505,-0.04088712638769999
ACH-000507,0.250437495043
ACH-000510,-0.051549683360500004
ACH-000511,0.13413507250999998
ACH-000512,0.08782933335160001
ACH-000516,-0.00141100307382
ACH-000517,0.131175312878
ACH-000518,0.176654868825
ACH-000520,0.0699780658614
ACH-000521,0.025011129804700005
ACH-000522,0.0896452507992
ACH-000524,0.0892799318849
ACH-000527,0.00209409626036
ACH-000528,0.0081897141891
ACH-000537,0.12163209189000002
ACH-000541,0.07273606936160001
ACH-000542,0.09410603856760001
ACH-000544,-0.0790730066599
ACH-000545,-0.0829690047844
ACH-000547,-0.015339955594299999
ACH-000548,0.11274717754000001
ACH-000549,-0.013327917314799998
ACH-000550,-0.139839432115
ACH-000552,0.04347330917230001
ACH-000556,-0.0997266218004
ACH-000557,0.114585205984
ACH-000570,0.00425201879066
ACH-000571,-0.005106388584189999
ACH-000573,0.13304880009
ACH-000576,-0.05658939349619999
ACH-000580,0.0755898703007
ACH-000584,0.0753022503057
ACH-000585,0.09911074882539998
ACH-000588,0.0787227549246
ACH-000589,-0.0698693733215
ACH-000591,-0.158578633956
ACH-000593,0.116199885116
ACH-000600,0.332833598089
ACH-000601,-0.009263224949540001
ACH-000604,-0.24493795479000002
ACH-000605,-0.139779761318
ACH-000606,0.055351543613700004
ACH-000608,0.14354841012800001
ACH-000614,0.0994049461991
ACH-000616,0.17326153614599998
ACH-000618,0.161009008335
ACH-000619,0.0216496143323
ACH-000620,0.152509187099
ACH-000621,-0.054355669135099996
ACH-000622,0.170940846604
