,SERF1A (8293)
ACH-000004,0.147863634111
ACH-000007,0.050783775885699996
ACH-000009,0.0988634488035
ACH-000011,-0.236822032942
ACH-000012,-0.0276724150149
ACH-000013,-0.00519468507736
ACH-000014,0.06908149379480001
ACH-000015,-0.08285063656569999
ACH-000017,0.0154300018121
ACH-000018,-0.150908274472
ACH-000019,0.0202191842369
ACH-000021,-0.0415325527149
ACH-000022,0.149756756178
ACH-000025,0.05232033470940001
ACH-000028,-0.184418032676
ACH-000030,-0.11893322013
ACH-000035,0.09878478089739999
ACH-000036,-0.18958782339699998
ACH-000037,0.0208000955705
ACH-000039,-0.110512149358
ACH-000040,-0.08728249030030001
ACH-000041,-0.0735284014392
ACH-000042,0.0793349025188
ACH-000045,0.131679119432
ACH-000047,-0.105221569435
ACH-000052,-0.0840188482292
ACH-000053,-0.255243518088
ACH-000054,-0.104352863841
ACH-000055,0.162644414131
ACH-000060,0.013056440533399999
ACH-000067,0.08397517143760001
ACH-000070,0.036534906735400004
ACH-000075,-0.033021469555599994
ACH-000078,-0.323125697078
ACH-000082,-0.0526353735387
ACH-000085,-0.0789482249522
ACH-000086,-0.246276569161
ACH-000087,-0.044996688762400004
ACH-000092,-0.141978852406
ACH-000095,-0.0697063033378
ACH-000097,-0.22295286032900002
ACH-000098,-0.19036206046
ACH-000099,-0.0658122461094
ACH-000108,-0.21260141107900002
ACH-000113,0.103617536791
ACH-000115,0.282085198785
ACH-000116,-0.0188896777743
ACH-000118,-0.0513512447078
ACH-000120,0.203995334996
ACH-000123,-0.0636857337105
ACH-000127,0.0726953386318
ACH-000128,-0.239842169538
ACH-000132,-0.146379241938
ACH-000133,0.00175463303377
ACH-000137,0.05106618191869999
ACH-000138,-0.105580216856
ACH-000142,-0.0067597630099899995
ACH-000143,0.25968689803399997
ACH-000146,0.07911533132950001
ACH-000148,-0.05601738698269999
ACH-000150,0.00679507955183
ACH-000152,-0.169889229596
ACH-000153,0.052925059773
ACH-000159,0.111023613863
ACH-000160,-0.035805546492599996
ACH-000163,0.0528204191647
ACH-000167,0.0171555303908
ACH-000168,0.113785837984
ACH-000169,-0.129237156249
ACH-000178,0.14694494498400001
ACH-000182,-0.032059155181800005
ACH-000183,0.102316971474
ACH-000188,-0.116324822126
ACH-000189,0.187380010702
ACH-000190,-0.221247230952
ACH-000198,0.178335863379
ACH-000204,-0.155055221822
ACH-000206,0.09106321506619999
ACH-000207,0.180218444946
ACH-000211,-0.0195256618566
ACH-000215,0.1601865305
ACH-000221,-0.0632550766962
ACH-000222,-0.0332131487444
ACH-000223,0.000643290027701
ACH-000226,-0.0734663874597
ACH-000227,-0.43657782895900005
ACH-000228,-0.37062398694700005
ACH-000231,0.0140013297422
ACH-000232,-0.14275019785700002
ACH-000233,-0.0873919215018
ACH-000234,0.125447258607
ACH-000235,0.0552503807814
ACH-000237,0.149714081097
ACH-000238,-0.0904741679644
ACH-000243,-0.063031729543
ACH-000244,0.07807770004339999
ACH-000246,0.0117667319106
ACH-000248,0.155944277348
ACH-000250,0.0820265436405
ACH-000251,0.28364553074
ACH-000253,-0.0834872279765
ACH-000255,-0.019610439852599998
ACH-000256,-0.11570642535
ACH-000257,-0.09436407180980001
ACH-000258,0.18441205585099998
ACH-000259,0.155070553258
ACH-000260,-0.00414873469047
ACH-000261,-0.120489588201
ACH-000262,0.156917746991
ACH-000263,0.08501391179269999
ACH-000264,-0.116997903389
ACH-000265,-0.0557557049369
ACH-000266,-0.13087871640999998
ACH-000272,-0.0565238477988
ACH-000273,-0.06649334216490001
ACH-000274,-0.203475806028
ACH-000277,0.0516005196695
ACH-000278,-0.198485058717
ACH-000279,-0.216647415531
ACH-000280,-0.0255797145817
ACH-000281,0.0627681769628
ACH-000288,-0.07559103436539999
ACH-000291,0.108497935153
ACH-000293,-0.135194783711
ACH-000294,0.0946234911168
ACH-000295,-0.05577713647890001
ACH-000296,-0.0433621601715
ACH-000302,-0.0342461484008
ACH-000304,0.18365500469300003
ACH-000307,0.0217876554586
ACH-000308,0.021148134273200003
ACH-000310,-0.09570132232660002
ACH-000311,0.146548159802
ACH-000312,-0.000142280665729
ACH-000315,0.280727302309
ACH-000316,-0.0456667177479
ACH-000317,0.0569266368966
ACH-000318,0.0630113954315
ACH-000319,-0.137575319269
ACH-000320,-0.08097175332430001
ACH-000322,-0.24839500536999998
ACH-000323,-0.043150553257099995
ACH-000324,-0.152173483388
ACH-000329,-0.13733351209300002
ACH-000330,0.17702426500100002
ACH-000331,-0.0574588075696
ACH-000332,0.0405625898133
ACH-000334,-0.252470818759
ACH-000335,-0.24364198023699998
ACH-000336,-0.163179801333
ACH-000337,0.121628901098
ACH-000339,-0.06911690776039998
ACH-000341,-0.161839886395
ACH-000348,-0.055292995458399996
ACH-000350,0.021886968364900002
ACH-000352,-0.10864477619999999
ACH-000356,-0.280152322036
ACH-000361,-0.0521890998145
ACH-000362,0.0422619644815
ACH-000363,0.135861198518
ACH-000364,-0.081388458003
ACH-000365,0.317038068059
ACH-000366,-0.0035698282913699995
