,EDDM3A (10876)
ACH-000004,0.18874292839899998
ACH-000007,0.18330236272199998
ACH-000009,0.0439631939475
ACH-000011,0.131494917392
ACH-000012,0.168663098461
ACH-000013,0.10362793698999999
ACH-000014,-0.0453654898302
ACH-000015,0.0319767359377
ACH-000017,0.0897887864425
ACH-000018,0.175125648193
ACH-000019,0.119148122243
ACH-000021,0.230991269981
ACH-000022,0.27973097140299996
ACH-000025,0.120196380681
ACH-000028,0.15062911542500002
ACH-000030,0.10560953225500001
ACH-000035,0.200322411615
ACH-000036,0.24501634158799998
ACH-000037,0.051920542719099995
ACH-000039,0.187605925064
ACH-000040,0.08380445644560001
ACH-000041,-0.0561684268633
ACH-000042,0.331527564962
ACH-000045,0.131742048976
ACH-000047,0.181039666426
ACH-000052,0.16858648856300001
ACH-000053,0.07794963553930001
ACH-000054,0.0216038684675
ACH-000055,0.36360961895599997
ACH-000060,0.19190127857500003
ACH-000067,0.16017898935900002
ACH-000070,0.365346194429
ACH-000075,0.176994608357
ACH-000078,0.11720483349000001
ACH-000082,0.0720661897442
ACH-000085,0.13207549902899998
ACH-000086,0.15181662885
ACH-000087,-0.07556638566769999
ACH-000092,0.0988250920019
ACH-000095,0.111089657973
ACH-000097,0.0676987249593
ACH-000098,0.17730135967500002
ACH-000099,0.197053551221
ACH-000108,0.0859884052946
ACH-000113,0.0773824302511
ACH-000115,0.127219485406
ACH-000116,0.44952680653399996
ACH-000118,0.0797955868878
ACH-000120,0.074892101265
ACH-000123,0.114145948564
ACH-000127,0.08918001055189999
ACH-000128,0.17324086680599998
ACH-000132,0.284389563274
ACH-000133,0.13840931329000003
ACH-000137,0.133875787343
ACH-000138,0.215948231815
ACH-000142,0.39313736266099997
ACH-000143,0.146833163827
ACH-000146,0.0185418351428
ACH-000148,0.166423255347
ACH-000150,0.265886161016
ACH-000152,0.20547275958900002
ACH-000153,0.321498307538
ACH-000159,0.17045262265099997
ACH-000160,-0.21956555091
ACH-000163,0.191921759304
ACH-000167,0.21264442277399997
ACH-000168,0.0665993336395
ACH-000169,0.112761463802
ACH-000178,0.24158704706599998
ACH-000182,0.304821942713
ACH-000183,0.124303577488
ACH-000188,0.226475374027
ACH-000189,0.010960559882700002
ACH-000190,0.231578494526
ACH-000198,0.106804050755
ACH-000204,0.529520520062
ACH-000206,0.153057416889
ACH-000207,0.389466916904
ACH-000211,0.160713704398
ACH-000215,0.191623179766
ACH-000221,0.18584198084000003
ACH-000222,0.260755978957
ACH-000223,0.235780971829
ACH-000226,0.10513060601299999
ACH-000227,0.261113862584
ACH-000228,0.136485108508
ACH-000231,0.188687848103
ACH-000232,0.050528075828499996
ACH-000233,0.113641961933
ACH-000234,0.134493982258
ACH-000235,0.119827639234
ACH-000237,0.203545611402
ACH-000238,0.169614583992
ACH-000243,0.0571687444012
ACH-000244,0.184007328391
ACH-000246,0.054545246930400006
ACH-000248,0.12992673785599998
ACH-000250,0.0852028360221
ACH-000251,0.042981039380199995
ACH-000253,0.19841974455400002
ACH-000255,0.19720643130399998
ACH-000256,0.088444788585
ACH-000257,0.21936659295299998
ACH-000258,0.220081327914
ACH-000259,0.12083114571499999
ACH-000260,0.0726489085188
ACH-000261,0.10883782395199999
ACH-000262,0.297688147571
ACH-000263,-0.183250573464
ACH-000264,0.175307266072
ACH-000265,0.022653226210599998
ACH-000266,0.252488787306
ACH-000272,0.139907616691
ACH-000273,0.160779407026
ACH-000274,0.238765342788
ACH-000277,0.04783446322430001
ACH-000278,0.0110415020171
ACH-000279,0.011065398222900001
ACH-000280,0.138618860186
ACH-000281,0.26781825815
ACH-000288,0.155247938817
ACH-000291,0.297367775835
ACH-000293,0.19281515605900001
ACH-000294,0.06928668970560001
ACH-000295,0.165653676606
ACH-000296,0.14025169059599998
ACH-000302,0.25371384189199997
ACH-000304,0.112737300459
ACH-000307,0.231785373558
ACH-000308,0.22169766874400001
ACH-000310,0.051460485555099994
ACH-000311,0.108292616327
ACH-000312,0.303693758229
ACH-000315,0.0569383162868
ACH-000316,-0.00327278807073
ACH-000317,0.0172185505796
ACH-000318,-0.00299819663941
ACH-000319,0.365860543342
ACH-000320,0.184434518112
ACH-000322,0.266694613359
ACH-000323,-0.0674822282013
ACH-000324,0.145488614686
ACH-000329,0.21267342905499997
ACH-000330,0.127243771658
ACH-000331,0.262773470598
ACH-000332,0.264024676385
ACH-000334,-0.12457045552200001
ACH-000335,0.101134904962
ACH-000336,0.45300671388499997
ACH-000337,0.241178960732
ACH-000339,0.039820387658800006
ACH-000341,0.010856778719
ACH-000348,0.149660991732
ACH-000350,0.146481207775
ACH-000352,0.245625481629
ACH-000356,0.0481653340868
ACH-000361,0.21633717806400002
ACH-000362,0.0733900186393
ACH-000363,0.0391367042624
ACH-000364,0.0150646590861
ACH-000365,0.0518513644774
ACH-000366,0.116281970694
ACH-000368,0.0225370451598
ACH-000374,0.30423576884
ACH-000375,0.184729878781
ACH-000376,0.144745635979
ACH-000381,0.130011279397
ACH-000383,0.12493165659000002
ACH-000387,0.0531896323587
ACH-000389,0.24886342798099997
ACH-000390,0.0767283923068
ACH-000393,-0.026776537489200003
ACH-000395,0.25219595889199997
ACH-000397,0.0924401206042
ACH-000401,0.19859345512499998
ACH-000402,-0.17265002441500002
ACH-000403,0.205184979959
ACH-000404,0.07247283793819999
ACH-000406,0.06371269694830001
ACH-000407,0.158487169993
ACH-000408,0.210898998458
ACH-000410,0.285276857897
ACH-000411,0.317014348141
ACH-000414,0.0985077636149
ACH-000415,0.188779809968
ACH-000416,0.256687873037
ACH-000420,0.346965511651
ACH-000421,0.162303102027
ACH-000424,0.0622167487957
ACH-000425,0.104768072495
ACH-000426,0.11637904970799999
ACH-000427,0.22789504051800002
ACH-000433,0.16967028748399998
ACH-000436,-0.11270719808299999
ACH-000444,0.24448237902699999
ACH-000445,0.0499259612904
ACH-000448,0.170920566538
ACH-000450,0.269786761935
ACH-000452,0.118997815719
ACH-000454,0.11585179877
ACH-000458,0.162453717937
ACH-000459,-0.132227957394
ACH-000460,0.14041163009299998
ACH-000461,0.212886154577
ACH-000463,0.169293286538
ACH-000464,0.142680774367
ACH-000466,0.28137752533000004
ACH-000467,0.0877196269382
ACH-000468,0.288191570418
ACH-000469,-0.00462108561771
ACH-000470,0.244551060017
ACH-000471,-0.0126392943652
ACH-000472,0.131776999445
ACH-000473,0.145315934137
ACH-000475,0.190951332434
ACH-000476,0.19717778231400002
ACH-000477,0.23940048545899997
ACH-000480,0.144619372656
ACH-000481,-0.105175682819
ACH-000483,0.0266984304537
ACH-000484,0.101000314898
ACH-000485,0.13883911585300002
ACH-000486,0.06858469853469999
ACH-000487,0.181658021344
ACH-000488,0.207762301473
ACH-000490,0.0821320298775
ACH-000491,0.07953037380689999
ACH-000495,0.0796000021637
ACH-000496,0.21290219874400002
ACH-000499,0.0253056592861
ACH-000500,0.638762451009
ACH-000502,0.199282168004
ACH-000503,-0.12883591387499999
ACH-000505,0.22110252074700001
ACH-000507,0.223053191835
ACH-000510,0.0981692586247
ACH-000511,0.163523375734
ACH-000512,-0.0769076001155
ACH-000516,0.07695989079389999
ACH-000517,0.159256140145
ACH-000518,0.276221111472
ACH-000520,-0.0646032682082
ACH-000521,0.25175115959600003
ACH-000522,0.103403505942
ACH-000524,0.21646873036800002
ACH-000527,0.202412239107
ACH-000528,0.128649970481
ACH-000537,0.262803027075
ACH-000541,0.10081188955499999
ACH-000542,0.193007648196
ACH-000544,0.034495460642300003
ACH-000545,0.16707653565
ACH-000547,0.0233071443248
ACH-000548,0.242200911812
ACH-000549,0.19216416353500002
ACH-000550,0.07100564747060001
ACH-000552,0.169120295378
ACH-000556,0.16778790093600002
ACH-000557,0.15292026538200001
ACH-000570,0.20701972050099998
ACH-000571,0.131055504489
ACH-000573,0.28238444076499997
ACH-000576,0.19165426100400001
ACH-000580,-0.0488185219752
ACH-000584,0.194706387707
ACH-000585,0.183003881424
ACH-000588,0.11424163037799999
ACH-000589,0.19246168897100002
ACH-000591,0.252123914258
