,CHTOP (26097)
ACH-000485,-0.522106428918
ACH-000486,-0.546517544812
ACH-000487,-0.520046963742
ACH-000488,-0.454815582689
ACH-000490,-0.45721487145000006
ACH-000491,-0.22858897068000003
ACH-000495,-0.527782796049
ACH-000496,-0.593071903789
ACH-000499,-0.505108501424
ACH-000500,-0.415302740849
ACH-000502,-0.560600353411
ACH-000503,-0.683695098852
ACH-000505,-0.6120390573619999
ACH-000507,-0.324577076783
ACH-000510,-0.672368730643
ACH-000511,-0.35124755895099996
ACH-000512,-0.814065479982
ACH-000516,-0.64280233432
ACH-000517,-0.593471370829
ACH-000518,-0.43552237602899996
ACH-000520,-0.242705209749
ACH-000521,-0.38834813628
ACH-000522,-0.8313770844930001
ACH-000524,-0.380068814588
ACH-000527,-0.8493527714210001
ACH-000528,-0.598231156157
ACH-000537,-0.529955523718
ACH-000541,-0.059259067708999996
ACH-000542,-0.8692059562440001
ACH-000544,-0.530789649384
ACH-000545,-0.39975982283399997
ACH-000547,-0.461297330071
ACH-000548,-0.586183094806
ACH-000549,-0.271939189363
ACH-000550,-0.39500325897
ACH-000552,-0.343919206945
ACH-000556,-0.701934629807
ACH-000557,-0.7907999576479999
ACH-000570,-0.23432393408000005
ACH-000571,-0.48518988715499994
ACH-000573,-0.6292626924889999
ACH-000576,-0.66393354475
ACH-000580,-0.440236380835
ACH-000584,-0.403562998704
ACH-000585,-0.837337579024
ACH-000588,-0.287915031541
ACH-000589,-0.622777057354
ACH-000591,-0.395256450079
ACH-000593,-0.475157397856
ACH-000600,-0.39157859612499996
ACH-000601,-0.709847057481
ACH-000604,-0.587200272629
ACH-000605,-0.533333089472
ACH-000606,-0.589612018763
ACH-000608,-0.35721415526600003
ACH-000614,-1.06706309312
ACH-000616,-0.294794562674
ACH-000618,-0.5870859920329999
ACH-000619,-0.7708568680310001
ACH-000620,-0.606886398698
ACH-000621,-0.47024333697099996
ACH-000622,-0.45968576722800003
ACH-000623,-0.47516279311399995
ACH-000624,-0.561010487135
ACH-000627,-0.878422268722
ACH-000630,-0.319977695193
ACH-000632,-0.225326631324
ACH-000633,-0.635929921517
ACH-000637,-0.293926743134
ACH-000638,-0.4601222581600001
ACH-000646,-0.49846915588600005
ACH-000647,-0.577310177407
ACH-000648,-0.39195623187899997
ACH-000649,-0.24187318281700002
ACH-000651,-0.40586962936800003
ACH-000652,-0.47081415283999994
ACH-000653,-0.42248214087200003
ACH-000657,-0.5536226380899999
ACH-000658,-0.35195102175899995
ACH-000661,-0.307206172034
ACH-000662,-0.605701547734
ACH-000663,-0.559987072553
ACH-000665,-0.517821072922
ACH-000671,-0.502028242557
ACH-000673,-0.23623793550500002
ACH-000676,-0.769270619544
ACH-000677,-0.512249303974
ACH-000681,-0.47607311709100003
ACH-000682,-0.44024429323299996
ACH-000683,-0.662546680927
ACH-000684,-0.552717045938
ACH-000688,-0.56708092471
ACH-000693,-0.478846180131
ACH-000694,-0.24598603156999999
ACH-000695,-0.0809384910614
ACH-000696,-0.5173585488100001
ACH-000697,-0.5729070653580001
ACH-000699,-0.599642364685
ACH-000701,-0.484903642206
ACH-000706,-0.267617975984
ACH-000711,-0.601190358886
ACH-000713,-0.6871123714630001
ACH-000714,-0.36636374088699997
ACH-000718,-0.300326057372
ACH-000720,-0.65082436615
ACH-000721,-0.246136793229
ACH-000724,-0.140914870428
ACH-000725,-0.7704757585619999
ACH-000732,-0.462942229083
ACH-000734,-0.48647835549400004
ACH-000735,-0.585236495339
ACH-000736,-0.125609681776
ACH-000738,-0.269381610004
ACH-000746,-0.48395031212300005
ACH-000747,-0.7061598868800001
ACH-000748,-0.301633921557
ACH-000753,-0.5635229077939999
ACH-000756,-0.6024690947219999
ACH-000757,-0.7085212934270001
ACH-000758,-0.35820513423199996
ACH-000760,-0.614080541691
ACH-000763,-0.378372913684
ACH-000764,-0.63337003346
ACH-000765,-0.432943961108
ACH-000766,-0.28894386618
ACH-000767,-0.325276938302
ACH-000768,-0.667593675251
ACH-000769,-0.45200748011999997
ACH-000770,-0.367966172854
ACH-000771,-0.46892608056699997
ACH-000773,-0.594183013258
ACH-000776,-0.544392763447
ACH-000777,-0.401647691872
ACH-000778,-0.402756106393
ACH-000781,-0.551725214803
ACH-000782,-0.569427852668
ACH-000783,-0.7026839334370001
ACH-000784,-0.693652347793
ACH-000785,-0.705931578001
ACH-000787,-0.5925811489989999
ACH-000788,-1.01592633463
ACH-000791,-0.46410032421499997
ACH-000792,-0.23001085613400002
ACH-000794,-0.502923173147
ACH-000796,-0.685152876696
ACH-000799,-0.603312444254
ACH-000800,-0.317305905962
ACH-000802,-0.542371293979
ACH-000804,-0.62493603625
ACH-000805,-0.6243248459849999
ACH-000809,-0.378487006876
ACH-000810,-0.40820531835199997
ACH-000811,-0.32622058720400005
ACH-000817,-0.477907865268
ACH-000819,-0.518954531136
ACH-000820,-0.489771265406
ACH-000821,-0.780375224729
ACH-000822,-0.546396721372
ACH-000823,-0.452782681859
ACH-000824,-0.510715610369
ACH-000827,-0.383937292467
ACH-000829,-0.579798846957
ACH-000831,-0.41991810129600005
ACH-000832,-0.7814429324529999
ACH-000833,-0.08658497781919999
ACH-000834,-0.26980152287799997
ACH-000835,-0.523318915109
ACH-000836,-0.738056053818
ACH-000837,-0.367327051361
ACH-000838,-0.163236059164
ACH-000839,-0.487942465796
ACH-000840,-0.531428774038
ACH-000841,-0.450348284742
ACH-000843,-0.681465625127
ACH-000846,-0.470655486892
ACH-000847,-0.798223384412
ACH-000848,-0.289330718189
ACH-000849,-0.575118126859
ACH-000851,-0.482200351795
ACH-000855,-0.261427155068
ACH-000856,-0.268231516583
ACH-000858,-0.178317723902
ACH-000859,-0.533603749124
ACH-000861,-0.642927973329
ACH-000862,-0.31615226415
ACH-000865,-0.23588317715799997
ACH-000866,-0.487084411291
ACH-000867,-0.592906521857
ACH-000869,-0.869322403843
ACH-000872,-0.401300438701
ACH-000873,-0.6826932226279999
ACH-000876,-0.6693105580309999
ACH-000878,-0.233356543465
ACH-000880,-0.347508326312
ACH-000881,-0.46991048084
ACH-000882,-0.474669373042
ACH-000884,-0.32360585536200004
ACH-000885,-0.27705884503199996
ACH-000887,-0.411822335406
ACH-000888,-0.466233501456
ACH-000889,-0.611926775342
ACH-000890,-0.6113262493289999
ACH-000896,-0.623826542999
ACH-000898,-0.434596242948
ACH-000900,-0.498996652658
ACH-000901,-0.279831065956
ACH-000905,-0.5317618563809999
ACH-000906,-0.31395282783100004
ACH-000907,-0.43061194664999997
ACH-000910,-0.324420727268
ACH-000911,-0.33543594676
ACH-000912,-0.7061436160850001
ACH-000913,-0.8388895213600001
ACH-000915,-0.635748910229
ACH-000916,-1.03559309109
ACH-000917,-0.438625015959
ACH-000921,-0.47337814528300004
ACH-000924,-0.387884734044
ACH-000926,-0.521613572839
ACH-000928,-0.383503531712
ACH-000929,-0.694491999279
ACH-000932,-0.670983429907
ACH-000935,-0.330317967415
ACH-000936,-0.48199761701399996
ACH-000937,-0.221333168306
ACH-000938,-0.604675829103
ACH-000939,-0.341381532147
ACH-000941,-0.356666492547
ACH-000943,-0.41884379307999997
ACH-000946,-0.418990142332
ACH-000947,-0.43574003199100003
ACH-000948,-0.541918776148
ACH-000950,-0.609698476964
ACH-000953,-0.402136951809
ACH-000957,-0.252687982596
ACH-000958,-0.634397992257
ACH-000960,-0.478608965077
ACH-000963,-0.43858611015
ACH-000968,-0.55267464555
ACH-000969,-0.5626806239
ACH-000973,-0.633674288156
ACH-000974,-0.46232780615
ACH-000975,-0.481833222957
ACH-000976,-0.6902375481199999
ACH-000978,-0.645180472848
ACH-000980,-0.291958094089
ACH-000984,-0.908026853044
ACH-000986,-0.890519407783
ACH-000988,-0.43144869954099996
ACH-000993,-0.41423807643
ACH-000994,-0.394648055529
ACH-000996,-0.332308078401
ACH-001001,-0.47718184196999996
ACH-001020,-0.541726410483
ACH-001028,-0.249898051943
ACH-001031,-0.44843024760899997
ACH-001038,-0.524433103381
ACH-001048,-0.562873361951
ACH-001050,-0.774204461249
ACH-001053,-0.5567680472550001
ACH-001054,-0.6493334881449999
ACH-001061,-0.32692138789999997
ACH-001067,-0.421346318203
ACH-001075,-0.577270241021
ACH-001096,-0.102025481153
ACH-001128,-0.5849230540339999
ACH-001134,-0.519350931551
ACH-001151,-0.402472071591
ACH-001163,-0.587051371859
ACH-001164,-0.613319649626
ACH-001173,-0.41018243002599997
ACH-001183,-0.564862785449
ACH-001184,-0.225822024296
ACH-001190,-0.705147266104
ACH-001192,-0.8278325983050001
ACH-001193,-0.567667297672
ACH-001196,-0.51397010117
ACH-001197,-0.34292718140199996
ACH-001205,-0.567266990027
ACH-001211,-0.7660619080300001
ACH-001212,-0.596751640854
ACH-001228,-0.42172400615500005
ACH-001232,-0.650920776444
ACH-001239,-0.523540383191
ACH-001274,-0.456031892962
ACH-001275,-0.431166675643
ACH-001277,-0.298959680042
ACH-001278,-0.569446772966
ACH-001280,-0.484779669759
ACH-001283,-0.6934425704880001
ACH-001289,-0.828962862931
ACH-001295,-0.37040790249899996
ACH-001300,-0.370320259749
ACH-001301,-0.316805373482
ACH-001302,-0.47573395315
ACH-001303,-0.389621913582
ACH-001306,-0.5850386651780001
ACH-001318,-0.418427845213
ACH-001322,-0.362955759866
ACH-001328,-0.58717666306
ACH-001332,-0.30074079984900004
ACH-001333,-1.0552473529100002
ACH-001336,-0.46239941881499996
ACH-001340,-0.381426935295
ACH-001346,-0.548061573851
ACH-001353,-0.239808485163
ACH-001354,-0.35621801484800003
ACH-001367,-0.8884753551610001
ACH-001368,-0.274403546695
ACH-001374,-0.509266060105
ACH-001375,-0.22221505484
ACH-001377,-0.6200302015320001
ACH-001380,-0.535356371274
ACH-001391,-0.36547844298500004
ACH-001407,-0.8532030499750001
ACH-001408,-0.307367370628
ACH-001413,-0.5756797758309999
ACH-001430,-0.863751289887
ACH-001431,-0.5676767870030001
ACH-001450,-0.170947532889
ACH-001496,-0.418498658688
ACH-001500,-0.627440527129
ACH-001521,-0.171306109488
ACH-001523,-0.407316726445
ACH-001532,-0.637388074437
ACH-001536,-0.323919223564
ACH-001550,-0.31369215325800004
ACH-001552,-0.567174565695
ACH-001554,-0.34918590310099995
ACH-001645,-0.779440700808
ACH-001654,-0.504171300165
ACH-001715,-0.0754688873796
ACH-001735,-0.556875165678
ACH-001736,-0.855979425931
ACH-001737,-0.018358011827599996
ACH-001740,-0.33238233739399997
ACH-001745,-0.352014379669
ACH-001750,-0.327032678176
ACH-001765,-0.6039490597330001
ACH-001956,-0.460899051781
ACH-001957,-0.8518192577420001
