,AAMP (14)
ACH-000004,-0.8946054596590001
ACH-000007,-1.04279300265
ACH-000009,-0.910993154316
ACH-000011,-0.933699077983
ACH-000012,-0.744800839461
ACH-000013,-0.725405893836
ACH-000014,-0.643434066189
ACH-000015,-0.918921025404
ACH-000017,-0.779397632809
ACH-000018,-0.894182785026
ACH-000019,-0.518975597236
ACH-000021,-0.41405380615299997
ACH-000022,-1.0544600438
ACH-000025,-0.691765602076
ACH-000028,-0.634585599893
ACH-000030,-0.576391853497
ACH-000035,-0.835922374086
ACH-000036,-1.00756890704
ACH-000037,-0.617664974744
ACH-000039,-1.04776333454
ACH-000040,-0.898574208064
ACH-000041,-0.786053331955
ACH-000042,-0.9343084196610001
ACH-000045,-0.837814645292
ACH-000047,-0.789395120544
ACH-000052,-0.9130020114730001
ACH-000053,-0.880795072286
ACH-000054,-0.906228475704
ACH-000055,-1.06808291983
ACH-000060,-0.889778718022
ACH-000067,-0.8167828782690001
ACH-000070,-0.919435264068
ACH-000075,-0.697686051456
ACH-000078,-0.8211567725679999
ACH-000082,-1.0674932776100001
ACH-000085,-0.9188285432969999
ACH-000086,-0.6889017651279999
ACH-000087,-1.07736966308
ACH-000092,-0.7467308273379999
ACH-000095,-0.9405077241140001
ACH-000097,-0.690798187323
ACH-000098,-0.729398958752
ACH-000099,-1.04746251109
ACH-000108,-1.05354233151
ACH-000113,-0.8301380945300001
ACH-000115,-0.799642008793
ACH-000116,-0.5374055292459999
ACH-000118,-0.712136008451
ACH-000120,-1.00275171143
ACH-000123,-1.07927256689
ACH-000127,-0.633454089343
ACH-000128,-0.985886321064
ACH-000132,-0.8923014317219999
ACH-000133,-0.655181839529
ACH-000137,-0.940226722553
ACH-000138,-0.93443556081
ACH-000142,-0.587302733779
ACH-000143,-1.04798246301
ACH-000146,-1.1428286852
ACH-000148,-0.84236193907
ACH-000150,-0.740104091009
ACH-000152,-1.14315457865
ACH-000153,-1.07386809548
ACH-000159,-1.26518618105
ACH-000160,-1.1597062562
ACH-000163,-0.5856736450069999
ACH-000167,-0.535731418021
ACH-000168,-0.774098509474
ACH-000169,-0.700325415895
ACH-000178,-0.934886263054
ACH-000182,-0.6672319777100001
ACH-000183,-0.564326302752
ACH-000188,-0.846622799431
ACH-000189,-0.539898750424
ACH-000190,-0.8083002839069999
ACH-000198,-0.827152716733
ACH-000204,-0.759099357577
ACH-000206,-0.740218718463
ACH-000207,-0.610772727504
ACH-000211,-0.9857879681049999
ACH-000215,-0.606983120951
ACH-000221,-0.843629236568
ACH-000222,-1.0
ACH-000223,-0.9989854220290001
ACH-000226,-0.8627215289040001
ACH-000227,-1.15769136235
ACH-000228,-0.764745577886
ACH-000231,-0.698866467635
ACH-000232,-0.780749319031
ACH-000233,-0.47441819603
ACH-000234,-1.20185836731
ACH-000235,-0.771245813383
ACH-000237,-1.00303488299
ACH-000238,-0.36327562519199996
ACH-000243,-0.915916158388
ACH-000244,-0.8119519445129999
ACH-000246,-0.790572232439
ACH-000248,-0.789630000385
ACH-000250,-0.7925109530769999
ACH-000251,-0.886146988713
ACH-000253,-0.932510444349
ACH-000255,-0.781082628258
ACH-000256,-0.737582760979
ACH-000257,-0.610439485555
ACH-000258,-1.17579781711
ACH-000259,-0.774733314701
ACH-000260,-0.842562639508
ACH-000261,-0.6757940951279999
ACH-000262,-0.783431302635
ACH-000263,-0.9251913675869999
ACH-000264,-0.8048561496080001
ACH-000265,-0.9121615902850001
ACH-000266,-1.0
ACH-000272,-1.11766895582
ACH-000273,-0.5629738438399999
ACH-000274,-0.7247679691329999
ACH-000277,-0.40101109057800005
ACH-000278,-0.521651736169
ACH-000279,-0.692340045952
ACH-000280,-0.589243103723
ACH-000281,-0.9549584392730001
ACH-000288,-0.777920069912
ACH-000291,-0.613274765371
ACH-000293,-0.6519937946600001
ACH-000294,-0.842453805859
ACH-000295,-0.9881875156100001
ACH-000296,-0.592422016368
ACH-000302,-0.9479207843690001
ACH-000304,-0.45722059373999996
ACH-000307,-1.30380842764
ACH-000308,-0.5718044946809999
ACH-000310,-1.16164179183
ACH-000311,-1.0202871358399999
ACH-000312,-1.01426974299
ACH-000315,-0.983848998056
ACH-000316,-0.8494201717800001
ACH-000317,-0.8444990015549999
ACH-000318,-0.980805692361
ACH-000319,-0.40945623288099997
ACH-000320,-0.982647177189
ACH-000322,-1.06295876189
ACH-000323,-0.633631540722
ACH-000324,-0.8660223479260001
ACH-000329,-0.8172277042209999
ACH-000330,-0.761026363072
ACH-000331,-0.809188910148
ACH-000332,-1.02260470327
ACH-000334,-1.16064074066
ACH-000335,-0.742117415872
ACH-000336,-0.998239161718
ACH-000337,-0.7325331117039999
ACH-000339,-0.5666643938579999
ACH-000341,-1.22397227685
ACH-000348,-0.9760430020819999
ACH-000350,-0.8033001953389999
ACH-000352,-0.417228382042
ACH-000356,-0.551908435296
ACH-000361,-0.31667870628
ACH-000362,-0.700955508383
ACH-000363,-1.30317542415
ACH-000364,-0.897612669202
ACH-000365,-0.936232225529
ACH-000366,-0.877267164063
ACH-000368,-0.767610421772
ACH-000374,-0.511922551062
ACH-000375,-0.7403774665389999
ACH-000376,-0.899249552642
ACH-000381,-0.621283682207
ACH-000383,-0.701387653389
ACH-000387,-0.982093384581
ACH-000389,-0.888990169054
ACH-000390,-0.48987772829
ACH-000393,-0.890334504728
ACH-000395,-0.8925872965539999
ACH-000397,-0.750462177724
ACH-000401,-0.782022158469
ACH-000402,-0.931175925808
ACH-000403,-0.807838231931
ACH-000404,-0.9952049313339999
ACH-000406,-0.755023666224
ACH-000407,-0.7284095401620001
ACH-000408,-0.577272331402
ACH-000410,-0.849717309953
ACH-000411,-0.982454772692
ACH-000414,-0.9702049076520001
ACH-000415,-0.774398942355
ACH-000416,-1.02079721312
ACH-000420,-0.7263171634059999
ACH-000421,-0.5425687048269999
ACH-000424,-0.830950944112
ACH-000425,-0.480530873851
ACH-000426,-0.35646729030599994
ACH-000427,-0.6962871204119999
ACH-000433,-0.895895379946
ACH-000436,-0.517294983058
ACH-000444,-1.03302798283
ACH-000445,-0.8903971636560001
ACH-000448,-0.757831764771
ACH-000450,-1.1653494015
ACH-000452,-0.825908291042
ACH-000454,-0.660998187776
ACH-000458,-0.809944093922
ACH-000459,-0.216553127393
ACH-000460,-0.6659386092490001
ACH-000461,-0.821382500054
ACH-000463,-0.568756849262
ACH-000464,-0.805168785672
ACH-000466,-0.6632439107399999
ACH-000467,-0.7882690499699999
ACH-000468,-0.47467525671300004
ACH-000469,-0.777255616646
ACH-000470,-0.9567512904659999
ACH-000471,-0.7602399367110001
ACH-000472,-0.800078057772
ACH-000473,-0.930345405607
ACH-000475,-0.684569846182
ACH-000476,-0.7734413642669999
ACH-000477,-1.4359161619
ACH-000480,-0.6823289509139999
ACH-000481,-0.869385824027
ACH-000483,-1.0460820440799998
ACH-000484,-1.0189024392000001
ACH-000485,-0.7963505144399999
ACH-000486,-1.0059849888799999
ACH-000487,-0.7963139168760001
ACH-000488,-0.791785014562
ACH-000490,-0.8503377431069999
ACH-000491,-0.921441879199
ACH-000495,-0.906358907471
ACH-000496,-0.916787449736
ACH-000499,-0.670929167721
ACH-000500,-1.1213888809600001
ACH-000502,-1.1179262913099999
ACH-000503,-0.914808237129
ACH-000505,-0.651134208468
ACH-000507,-0.6760948448370001
ACH-000510,-0.645195316388
ACH-000511,-0.61345509425
ACH-000512,-0.6976012550499999
ACH-000516,-0.410891200721
ACH-000517,-0.551492117611
ACH-000518,-0.727392906558
ACH-000520,-0.734836126238
ACH-000521,-0.75289527375
ACH-000522,-0.600628625223
ACH-000524,-0.80152016845
ACH-000527,-0.9182017103810001
ACH-000528,-0.450185483689
ACH-000537,-0.785461560186
ACH-000541,-0.672958560078
ACH-000542,-1.0951561285
ACH-000544,-0.904992302035
ACH-000545,-0.8453939917990001
ACH-000547,-0.422101637267
ACH-000548,-0.948181253585
ACH-000549,-1.1019669576200002
ACH-000550,-0.68225574428
ACH-000552,-0.7534543135740001
ACH-000556,-1.28541805096
ACH-000557,-1.02155271432
ACH-000570,-0.707564652124
ACH-000571,-0.8722739941779999
ACH-000573,-0.861468841127
ACH-000576,-0.876405471376
ACH-000580,-0.874583582787
ACH-000584,-0.617483368033
ACH-000585,-0.423588696594
ACH-000588,-0.5655020167010001
ACH-000589,-0.942639784563
ACH-000591,-1.02598919689
ACH-000593,-1.0146305129100002
ACH-000600,-1.07485903675
ACH-000601,-0.776940473239
ACH-000604,-0.444082255978
ACH-000605,-0.86230873698
ACH-000606,-0.9584007853799998
ACH-000608,-0.829144411766
ACH-000614,-1.03795316995
ACH-000616,-0.9914831171780001
ACH-000618,-0.736794682457
ACH-000619,-0.548811658612
ACH-000620,-0.7635216357919999
ACH-000621,-0.608843564293
ACH-000622,-0.9921113248510001
ACH-000623,-0.667974717388
ACH-000624,-0.900371099306
ACH-000627,-0.5259444165789999
ACH-000630,-1.11455508258
ACH-000632,-0.7876849617380001
ACH-000633,-0.47579871358900006
ACH-000637,-1.49546135468
ACH-000638,-0.834982530751
ACH-000646,-1.1651767049700001
ACH-000647,-0.534973404454
ACH-000648,-0.6023331038499999
ACH-000649,-0.769178964751
ACH-000651,-0.989131821832
ACH-000652,-0.818811865097
ACH-000653,-0.801845770343
ACH-000657,-0.757890734936
ACH-000658,-0.622507698213
ACH-000661,-0.8254570237459999
ACH-000662,-0.604341777792
ACH-000663,-1.3967056629700003
ACH-000665,-0.49782236631099996
ACH-000671,-0.7293603362450001
ACH-000673,-0.627396677227
ACH-000676,-0.951667519989
ACH-000677,-1.26743448033
ACH-000681,-0.8647180438680001
ACH-000682,-0.828922518778
ACH-000683,-1.26139939484
ACH-000684,-0.768673290712
ACH-000688,-0.8924859392569999
ACH-000693,-0.923490732306
ACH-000694,-0.883281415615
ACH-000695,-0.753739952827
ACH-000696,-0.974491687101
ACH-000697,-0.784352254294
ACH-000699,-0.576845660262
ACH-000701,-1.08146936185
ACH-000706,-0.900140308563
