,PPP1R3G (648791)
ACH-000004,0.36727917398599996
ACH-000007,0.39918246630599996
ACH-000009,0.335525645317
ACH-000011,0.08414943826099999
ACH-000012,0.277465891556
ACH-000013,0.0461844721966
ACH-000014,0.35993022803900004
ACH-000015,0.126471272829
ACH-000017,0.14049005787000002
ACH-000018,0.161116406163
ACH-000019,0.07958486143280001
ACH-000021,0.33066645021499996
ACH-000022,0.194431406292
ACH-000025,-0.005301003321189999
ACH-000028,0.28841766877700004
ACH-000030,0.203727576793
ACH-000035,0.039417944119699996
ACH-000036,0.139217351465
ACH-000037,0.130788976522
ACH-000039,0.410840595731
ACH-000040,0.0354658222817
ACH-000041,0.275938469956
ACH-000042,0.149894238867
ACH-000045,0.295916245917
ACH-000047,0.270083138131
ACH-000052,-0.134893387655
ACH-000053,0.242113165591
ACH-000054,0.218502313537
ACH-000055,0.17253494194699998
ACH-000060,0.0496782909039
ACH-000067,0.16895213703499998
ACH-000070,0.40826657923
ACH-000075,0.187628749577
ACH-000078,0.36567434584700004
ACH-000082,0.169253531391
ACH-000085,0.244827361593
ACH-000086,0.118956003948
ACH-000087,0.0937243884199
ACH-000092,0.0469691603048
ACH-000095,0.05632435210969999
ACH-000097,0.10023350233799999
ACH-000098,0.0732075011489
ACH-000099,0.244162861043
ACH-000108,0.239434088649
ACH-000113,0.10853832987800001
ACH-000115,0.0377955398479
ACH-000116,0.163352692421
ACH-000118,0.150036732866
ACH-000120,0.04975185124
ACH-000123,0.33797627064900004
ACH-000127,0.0982345881824
ACH-000128,0.178041962
ACH-000132,0.245561599612
ACH-000133,0.0609284269312
ACH-000137,0.152779899888
ACH-000138,0.141820236523
ACH-000142,0.306448834572
ACH-000143,0.06457878163790001
ACH-000146,0.285371950541
ACH-000148,0.14285241648900002
ACH-000150,0.275786173411
ACH-000152,0.217740269003
ACH-000153,0.426136126108
ACH-000159,0.0155875060471
ACH-000160,0.091965196392
ACH-000163,0.237558706353
ACH-000167,0.11063742370799999
ACH-000168,0.36475477629299996
ACH-000169,-0.040531226526000004
ACH-000178,0.236388084628
ACH-000182,0.156484348371
ACH-000183,0.05587208004869999
ACH-000188,0.24778925689599998
ACH-000189,0.243817201489
ACH-000190,0.0791280133234
ACH-000198,0.279025588079
ACH-000204,0.0915869620757
ACH-000206,0.11451496614600001
ACH-000207,-0.0539214882922
ACH-000211,0.06798327002
ACH-000215,0.147474639449
ACH-000221,0.178521405655
ACH-000222,0.326577721294
ACH-000223,0.20364959005199998
ACH-000226,0.11672267224300001
ACH-000227,0.23444565808499998
ACH-000228,0.15249135520600002
ACH-000231,0.17958177786899998
ACH-000232,0.255103402485
ACH-000233,0.181832843163
ACH-000234,0.13367920805800002
ACH-000235,0.210783700202
ACH-000237,0.0175457289552
ACH-000238,0.110667852565
ACH-000243,0.284304015119
ACH-000244,0.135719242394
ACH-000246,0.21149181972
ACH-000248,-0.05264175869530001
ACH-000250,0.10377219558
ACH-000251,0.45334127510600003
ACH-000253,0.12250692838199999
ACH-000255,0.198880009509
ACH-000256,-0.0132075624553
ACH-000257,-0.0188806358931
ACH-000258,0.624708872873
ACH-000259,0.147384277391
ACH-000260,0.344249926857
ACH-000261,0.17804913635800002
ACH-000262,0.327455397908
ACH-000263,-0.0552638823698
ACH-000264,0.20295400758
ACH-000265,0.201567903822
ACH-000266,0.19491040841200002
ACH-000272,0.106091707886
ACH-000273,0.162573742695
ACH-000274,0.027156621749900002
ACH-000277,0.124619599482
ACH-000278,0.164533516668
ACH-000279,0.0623952788346
ACH-000280,0.232710414734
ACH-000281,0.213027513752
ACH-000288,0.22136342078200003
ACH-000291,0.30688869502099997
ACH-000293,0.146472861395
ACH-000294,0.293752351283
ACH-000295,0.41351541651199997
