,OR4F21 (441308)
ACH-000004,-0.667478475584
ACH-000007,-0.45656446507200005
ACH-000009,-0.8141931293350001
ACH-000011,-0.561426677342
ACH-000012,-0.649559867689
ACH-000013,-0.49040126713
ACH-000014,-0.390645411284
ACH-000015,-0.755459250158
ACH-000017,-0.424813992761
ACH-000018,-0.670490110703
ACH-000019,-0.228568057707
ACH-000021,-0.6130683636500001
ACH-000022,-0.7908619322759999
ACH-000025,-0.285286625209
ACH-000028,-0.41235823696999996
ACH-000030,-0.654516993696
ACH-000035,-0.379800900895
ACH-000036,-0.36340977094300003
ACH-000037,-0.522686420275
ACH-000039,-0.996024580338
ACH-000040,-0.603418080776
ACH-000041,-0.688754586751
ACH-000042,-0.7769312407629999
ACH-000045,-0.589619025217
ACH-000047,-0.591812056033
ACH-000052,-0.647324640311
ACH-000053,-0.435154702715
ACH-000054,-0.881279524699
ACH-000055,-0.618196111283
ACH-000060,-0.715007897549
ACH-000067,-0.469511529174
ACH-000070,-0.653908560314
ACH-000075,-0.471079774045
ACH-000078,-0.7043632935780001
ACH-000082,-0.418534316395
ACH-000085,-0.438308873729
ACH-000086,-0.5200011479600001
ACH-000087,-0.507370804912
ACH-000092,-0.46490165373400005
ACH-000095,-0.5590167050429999
ACH-000097,-0.514234910836
ACH-000098,-0.487329704917
ACH-000099,-0.630848489523
ACH-000108,-0.7313649061290001
ACH-000113,-0.48364368122
ACH-000115,-0.857564103198
ACH-000116,-0.665140174597
ACH-000118,-0.5060476335540001
ACH-000120,-0.699114765051
ACH-000123,-0.604379520217
ACH-000127,-0.46701763408
ACH-000128,-0.398873298016
ACH-000132,-0.17783246905699998
ACH-000133,-0.270737736271
ACH-000137,-0.359245690309
ACH-000138,-0.845790649546
ACH-000142,-0.646934723109
ACH-000143,-0.62220108725
ACH-000146,-0.39408272915700004
ACH-000148,-0.6013615983489999
ACH-000150,-0.964499333635
ACH-000152,-0.738182574062
ACH-000153,-0.514409570968
ACH-000159,-0.451824191551
ACH-000160,-0.5193428149220001
ACH-000163,-0.117679720191
ACH-000167,-0.549530680274
ACH-000168,-0.640680112348
ACH-000169,-0.6934604343590001
ACH-000178,-0.480907221802
ACH-000182,-0.747265049657
ACH-000183,-0.717932277059
ACH-000188,-0.7566448322139999
ACH-000189,-0.47365922416
ACH-000190,-0.380617910377
ACH-000198,-0.6569299709
ACH-000204,-0.23405957513
ACH-000206,-0.7517464913590001
ACH-000207,-0.667686327552
ACH-000211,-0.613836844949
ACH-000215,-0.546495890267
ACH-000221,-0.35257349593599996
ACH-000222,-0.749783869217
ACH-000223,-0.733361628616
ACH-000226,-0.22182142223999998
ACH-000227,-1.0532347533
ACH-000228,-0.211903551967
ACH-000231,-0.462736219194
ACH-000232,-0.560907841065
ACH-000233,-0.6106506239580001
ACH-000234,-1.1197679078
ACH-000235,-0.458138178193
ACH-000237,-0.453036152924
ACH-000238,-1.0925780014
ACH-000243,-0.855376158163
ACH-000244,-0.446152914378
ACH-000246,-0.573062774594
ACH-000248,-0.57497548876
ACH-000250,-0.45227412893999996
ACH-000251,-0.41908361842299996
ACH-000253,-0.568492185356
ACH-000255,-0.416626759781
ACH-000256,-0.8478356690600001
ACH-000257,-0.592553477874
ACH-000258,-0.841318790476
ACH-000259,-0.451346953658
ACH-000260,-0.6145740568020001
ACH-000261,-0.470926919899
ACH-000262,-0.489610999961
ACH-000263,-0.36584853094700004
ACH-000264,-0.127499462411
ACH-000265,-0.655612782401
ACH-000266,-0.550035921269
ACH-000272,-0.865211264786
ACH-000273,-0.6322125923899999
ACH-000274,-0.538329633261
ACH-000277,-0.39454563179499996
ACH-000278,-0.546692054221
ACH-000279,-0.9346272960780001
ACH-000280,-0.63209932008
ACH-000281,-0.561078458834
ACH-000288,-0.653603281347
ACH-000291,-0.699250965103
ACH-000293,-0.616167089898
ACH-000294,-1.08292512463
ACH-000295,-0.691089430933
ACH-000296,-0.735218728917
ACH-000302,-0.43092076276999997
ACH-000304,-1.09554595225
ACH-000307,-0.6564413388679999
ACH-000308,-0.644061576816
ACH-000310,-0.654637914092
ACH-000311,-0.868560731173
ACH-000312,-0.8249245402509999
ACH-000315,-0.84522404479
ACH-000316,-0.8437986935430001
ACH-000317,-0.47636149794
ACH-000318,-0.303102537652
ACH-000319,-0.337774350379
ACH-000320,-0.826302839594
ACH-000322,-0.847923559704
