,GNPAT (8443)
ACH-000004,0.0506937015422
ACH-000007,-0.136625717184
ACH-000009,-0.288085427492
ACH-000011,0.147291442717
ACH-000012,-0.142867579972
ACH-000013,-0.0126123690274
ACH-000014,0.015825622131700003
ACH-000015,-0.0781369262257
ACH-000017,-0.122173063691
ACH-000018,-0.00420398462612
ACH-000019,-0.160475319727
ACH-000021,-0.0514808012161
ACH-000022,-0.175530196567
ACH-000025,-0.121474207409
ACH-000028,0.059499372478
ACH-000030,-0.09794226130589999
ACH-000035,0.0936919177372
ACH-000036,-0.0312908168715
ACH-000037,-0.405840245861
ACH-000039,-0.0992850866417
ACH-000040,-0.062200352451599994
ACH-000041,-0.048121909317899995
ACH-000042,-0.000438729785021
ACH-000045,0.14640479782
ACH-000047,-0.0236981485911
ACH-000052,-0.267931270333
ACH-000053,-0.193386660281
ACH-000054,-0.00042889340453699994
ACH-000055,-0.09633227506799999
ACH-000060,0.0739302480184
ACH-000067,-0.129522600597
ACH-000070,-0.245197042836
ACH-000075,0.14342029295
ACH-000078,-0.245297190107
ACH-000082,0.0302351342961
ACH-000085,-0.147515383967
ACH-000086,-0.158235037752
ACH-000087,-0.08286926235489998
ACH-000092,0.00787381955021
ACH-000095,-0.11732067262
ACH-000097,-0.00525030818955
ACH-000098,-0.0835502005659
ACH-000099,-0.22459630972600003
ACH-000108,-0.115624465218
ACH-000113,-0.294429288517
ACH-000115,-0.072261820949
ACH-000116,-0.0277941049387
ACH-000118,0.0560021026858
ACH-000120,-0.126186991385
ACH-000123,-0.166351015346
ACH-000127,-0.047250532409699994
ACH-000128,0.12740865288
ACH-000132,0.00255780696869
ACH-000133,-0.193856296804
ACH-000137,-0.0890387484059
ACH-000138,-0.06602239789850001
ACH-000142,-0.14572788979100001
ACH-000143,-0.141096593503
ACH-000146,0.0111160175702
ACH-000148,0.0122497247625
ACH-000150,-0.11082452237500001
ACH-000152,-0.156326022679
ACH-000153,-0.158935651797
ACH-000159,-0.04456991662240001
ACH-000160,-0.18641168401500002
ACH-000163,0.171390500689
ACH-000167,-0.08030570783680001
ACH-000168,-0.255917010828
ACH-000169,-0.0552268994631
ACH-000178,-0.0524398667471
ACH-000182,0.00466610465169
ACH-000183,-0.20550516042300002
ACH-000188,0.0149976527205
ACH-000189,0.145661659595
ACH-000190,-0.139689177389
ACH-000198,-0.260811174481
ACH-000204,-0.240494794174
ACH-000206,-0.0930381528331
ACH-000207,-0.0190471799782
ACH-000211,-0.123112904381
ACH-000215,-0.147082842582
ACH-000221,-0.0666091518111
ACH-000222,-0.110051704316
ACH-000223,-0.23044129825100002
ACH-000226,-0.0275245222169
ACH-000227,-0.284460721965
ACH-000228,-0.0719085867202
ACH-000231,-0.0350816350638
ACH-000232,-0.0786016720126
ACH-000233,-0.30644651743900003
ACH-000234,0.0345437357116
ACH-000235,-0.0503912393602
ACH-000237,0.058780460142199994
ACH-000238,-0.22204708436
ACH-000243,-0.0602030252047
ACH-000244,0.0144851292903
ACH-000246,-0.121750005701
ACH-000248,-0.213973864072
ACH-000250,0.0361898719944
ACH-000251,-0.10301445135500001
ACH-000253,0.0210770853006
ACH-000255,-0.124992544717
ACH-000256,-0.10076226713400001
ACH-000257,-0.026381666567
ACH-000258,-0.033838837957900006
ACH-000259,-0.133204356482
ACH-000260,0.0491637985092
ACH-000261,0.00682746681507
ACH-000262,-0.049210293822099994
ACH-000263,-0.047834679729000004
ACH-000264,0.013379321484700002
ACH-000265,0.0803728873558
ACH-000266,-0.0641681067785
ACH-000272,-0.15230263479599998
ACH-000273,-0.18969638050299997
ACH-000274,-0.238600120943
ACH-000277,-0.166985800377
ACH-000278,-0.101063324659
ACH-000279,-0.153750258872
ACH-000280,-0.0100650123802
ACH-000281,-0.17397182577
ACH-000288,-0.156196763977
ACH-000291,0.0416298501491
ACH-000293,-0.0475615772335
ACH-000294,-0.270961465347
ACH-000295,-0.123186861073
ACH-000296,-0.036478491352699996
ACH-000302,0.00298151143392
ACH-000304,-0.193269562093
ACH-000307,-0.0816285268191
ACH-000308,-0.0820117101088
ACH-000310,-0.191754133719
ACH-000311,-0.309698465352
ACH-000312,-0.05924551846850001
ACH-000315,-0.191784776771
ACH-000316,-0.0710843312995
ACH-000317,-0.0328897862785
ACH-000318,-0.0540889870907
ACH-000319,-0.0332469876453
ACH-000320,-0.144096121863
ACH-000322,-0.0314407273522
ACH-000323,-0.0038289661225999997
ACH-000324,-0.163348994487
ACH-000329,-0.156210620184
ACH-000330,-0.18877644087499998
ACH-000331,-0.05874263111959999
ACH-000332,0.0320074186018
ACH-000334,-0.16752189682600002
ACH-000335,-0.032179630970999996
ACH-000336,-0.0337845468174
ACH-000337,-0.264082524587
ACH-000339,-0.0549027685715
ACH-000341,0.168940386842
ACH-000348,0.00764433729225
ACH-000350,-0.166333754182
ACH-000352,-0.05459173827
ACH-000356,0.0878639926141
ACH-000361,-0.0920515260947
ACH-000362,0.267833445871
ACH-000363,-0.172591160198
ACH-000364,0.124241999943
ACH-000365,-0.194807995475
ACH-000366,-0.110235417126
ACH-000368,-0.110273459261
ACH-000374,-0.0100326961706
ACH-000375,0.0035660244920799997
ACH-000376,-0.0698996545028
ACH-000381,-0.0526749445296
ACH-000383,-0.0578468013681
ACH-000387,-0.0720431067819
ACH-000389,0.15192468312000001
ACH-000390,-0.108675666994
ACH-000393,-0.17846991009500002
ACH-000395,-0.13093651389900002
ACH-000397,-0.0780714228595
ACH-000401,0.087917399854
ACH-000402,-0.591038508271
ACH-000403,-0.09512560745930002
ACH-000404,-0.131176120344
ACH-000406,-0.136295425514
ACH-000407,-0.162868957874
ACH-000408,0.00037983698644
ACH-000410,0.035463552704
ACH-000411,-0.293738200043
ACH-000414,-0.00916603156515
ACH-000415,-0.058302034794699996
ACH-000416,-0.072240473816
