,QRICH1 (54870)
ACH-000004,-0.5731252998690001
ACH-000007,-0.8204063477779999
ACH-000009,-0.543672455217
ACH-000011,-0.534093646515
ACH-000012,-0.308612257198
ACH-000013,-0.348272004617
ACH-000014,-0.707637010538
ACH-000015,-0.26878954223900003
ACH-000017,-0.5166704028329999
ACH-000018,-0.2224645805
ACH-000019,-0.7686260408519999
ACH-000021,-0.477455548915
ACH-000022,-0.46108857175499995
ACH-000025,-0.642628164195
ACH-000028,-0.63975678243
ACH-000030,-0.5141626552399999
ACH-000035,-0.277127328185
ACH-000036,-0.836671140424
ACH-000037,-0.1574422744
ACH-000039,-0.294069617309
ACH-000040,-0.706521620396
ACH-000041,0.09627988858819998
ACH-000042,-0.71706634654
ACH-000045,-0.302560770961
ACH-000047,-0.40656240459
ACH-000052,-0.196886687903
ACH-000053,-0.17746519090500001
ACH-000054,-0.588140557932
ACH-000055,-0.8193476849279999
ACH-000060,-0.49152136373000005
ACH-000067,-0.543243929217
ACH-000070,-0.179796421307
ACH-000075,-0.7553884892739999
ACH-000078,-0.682207853407
ACH-000082,-0.472964460933
ACH-000085,-0.6624259281930001
ACH-000086,-0.5649391212529999
ACH-000087,0.0107212460482
ACH-000092,-0.258424927864
ACH-000095,-0.210282230659
ACH-000097,-0.956690619685
ACH-000098,-0.209941571267
ACH-000099,-0.21193731115800002
ACH-000108,-0.669996262318
ACH-000113,-0.24947179876999998
ACH-000115,-0.714328925207
ACH-000116,-0.35510972213200004
ACH-000118,-0.320647152024
ACH-000120,-0.56430241362
ACH-000123,-0.707516523307
ACH-000127,-0.22818482920299998
ACH-000128,-0.335605409578
ACH-000132,-0.397051451081
ACH-000133,-0.728617333195
ACH-000137,-0.44305909210100003
ACH-000138,-0.428111658754
ACH-000142,-0.181892797112
ACH-000143,-0.34870678232
ACH-000146,-0.170044834049
ACH-000148,-0.455075563551
ACH-000150,-0.355085523228
ACH-000152,-0.541514978472
ACH-000153,-0.0533844970878
ACH-000159,-0.588186863419
ACH-000160,-0.277106588683
ACH-000163,-0.302825376177
ACH-000167,-0.24761701488600002
ACH-000168,-0.12259812299900001
ACH-000169,-0.469996974435
ACH-000178,-0.546746421083
ACH-000182,-0.30998636825599996
ACH-000183,-0.347530200727
ACH-000188,-0.40214696516500004
ACH-000189,-0.23487072542100002
ACH-000190,-0.476711337707
ACH-000198,-0.7815006390970001
ACH-000204,-0.41894665090899996
ACH-000206,-0.21478756900499998
ACH-000207,-0.8639354361210001
ACH-000211,-0.59448447612
ACH-000215,-0.507547235349
ACH-000221,-0.36738804098399996
ACH-000222,-0.353502959822
ACH-000223,-0.217443222536
ACH-000226,-0.363092980955
ACH-000227,-0.533138385085
ACH-000228,-0.572598613085
ACH-000231,-0.336847382965
ACH-000232,-0.344319585701
ACH-000233,-0.166641239845
ACH-000234,-0.137930478616
ACH-000235,-0.412152014309
ACH-000237,-0.42309034523500005
ACH-000238,-0.42636678194399996
ACH-000243,-0.69015212215
ACH-000244,-0.805779810927
ACH-000246,-0.38973826271399997
ACH-000248,-0.597370038251
ACH-000250,-0.487857859523
ACH-000251,0.037053794062
ACH-000253,-0.39498710246
ACH-000255,-0.5985941661649999
ACH-000256,-0.493286828583
ACH-000257,-0.249739739472
ACH-000258,-0.35655633099899997
ACH-000259,-0.421435560663
ACH-000260,-0.580447998051
ACH-000261,-0.37403131788599997
ACH-000262,-0.7603720147480001
ACH-000263,-0.46049710710299996
ACH-000264,-0.453260636242
ACH-000265,-0.44971142134900005
ACH-000266,-0.43843340971600003
ACH-000272,-0.35344419991400006
ACH-000273,-0.387555182484
ACH-000274,-0.567647703385
ACH-000277,-0.875526794367
ACH-000278,-0.48535034379600006
ACH-000279,-0.170946168829
ACH-000280,-0.674370514923
ACH-000281,-0.506480544429
ACH-000288,-0.137723576238
ACH-000291,-0.46448058398500003
ACH-000293,-0.444220492
ACH-000294,-0.319228168779
ACH-000295,-0.655296535211
ACH-000296,-0.33621455398
ACH-000302,-0.21020057438099998
ACH-000304,-0.567549544091
ACH-000307,-0.379613175646
ACH-000308,-0.334363127542
ACH-000310,-0.329314165926
ACH-000311,-0.7186436122840001
ACH-000312,-0.229987336048
ACH-000315,0.007766986459359999
ACH-000316,-0.161020025078
ACH-000317,-0.510944412418
ACH-000318,-0.327860764072
ACH-000319,-0.195048880598
ACH-000320,-0.453716129578
ACH-000322,-0.165703984177
ACH-000323,-0.61682265943
ACH-000324,-0.36162650575599997
ACH-000329,-0.579124013733
ACH-000330,-0.7140574614470001
ACH-000331,-0.147717049072
ACH-000332,-0.570393200649
ACH-000334,-0.299775208584
ACH-000335,-0.6712476812010001
ACH-000336,-0.00972071326155
ACH-000337,-0.754443002397
ACH-000339,-0.334367509005
ACH-000341,-0.15391293396199998
ACH-000348,-0.5877317768720001
ACH-000350,-0.458319021378
ACH-000352,-0.671088315972
ACH-000356,-0.286688140152
ACH-000361,-0.365222650585
ACH-000362,-0.6606303714389999
ACH-000363,-0.360254369674
ACH-000364,-0.621844258452
ACH-000365,-0.315229325385
ACH-000366,-0.0718068015813
ACH-000368,-0.308804416601
ACH-000374,-0.309356294224
ACH-000375,-0.827445236768
ACH-000376,-0.45876854703500003
ACH-000381,-0.672803582777
ACH-000383,-0.423425851338
ACH-000387,-0.34939766006399997
ACH-000389,-0.42665084306900003
ACH-000390,-0.288814470537
ACH-000393,-0.732956892582
ACH-000395,-0.535011685927
ACH-000397,-0.19002134707899998
ACH-000401,-0.40431864794600003
ACH-000402,-0.529760294042
ACH-000403,-0.424426758974
ACH-000404,-0.663101856174
