,RBPMS2 (348093)
ACH-000004,-0.37469983922300004
ACH-000007,-0.0155075315343
ACH-000009,0.187924265601
ACH-000011,0.0166444495816
ACH-000012,0.0982249152308
ACH-000013,0.16792457377099998
ACH-000014,0.08327631822819999
ACH-000015,0.203534513557
ACH-000017,0.17224368944000001
ACH-000018,0.353598224885
ACH-000019,0.20543595380999996
ACH-000021,0.190953999549
ACH-000022,-0.044477488056
ACH-000025,0.144812765887
ACH-000028,0.154136086584
ACH-000030,0.144704312527
ACH-000035,0.199122579568
ACH-000036,0.12844832371099998
ACH-000037,0.0870418441698
ACH-000039,0.10839814185
ACH-000040,0.318609866999
ACH-000041,0.0867814018525
ACH-000042,0.261430584061
ACH-000045,0.197955062286
ACH-000047,0.273918932529
ACH-000052,-0.105290106388
ACH-000053,0.0773098014553
ACH-000054,0.0929260152704
ACH-000055,-0.0567319577376
ACH-000060,0.108299378333
ACH-000067,0.0013759683395
ACH-000070,0.23414120580800002
ACH-000075,0.187899374468
ACH-000078,0.041413691743600003
ACH-000082,0.102948056555
ACH-000085,0.21685967346
ACH-000086,-0.011166517934000001
ACH-000087,0.146642979978
ACH-000092,0.113592424749
ACH-000095,0.147444199049
ACH-000097,0.17391908325199998
ACH-000098,0.235364947982
ACH-000099,0.271407810589
ACH-000108,0.22335496916499997
ACH-000113,0.29651684811
ACH-000115,0.0535575051552
ACH-000116,0.21863984721700003
ACH-000118,0.218022184929
ACH-000120,0.18665163400600002
ACH-000123,0.17444474122200002
ACH-000127,0.189722959305
ACH-000128,0.24441217986699998
ACH-000132,0.0635846969993
ACH-000133,0.140100478587
ACH-000137,0.08809237746519999
ACH-000138,0.221948187423
ACH-000142,0.23952967265
ACH-000143,0.315535189278
ACH-000146,0.029281653518599998
ACH-000148,0.171468727509
ACH-000150,-0.10793428476099999
ACH-000152,0.066097237096
ACH-000153,0.255071904887
ACH-000159,0.27868873944
ACH-000160,0.35966344214400003
ACH-000163,-0.059265785667699994
ACH-000167,0.12232335466399999
ACH-000168,-0.005477056431220001
ACH-000169,0.199470084201
ACH-000178,0.284449866224
ACH-000182,0.147053037735
ACH-000183,0.029479574704299998
ACH-000188,0.192147644456
ACH-000189,0.568991643562
ACH-000190,0.203760793448
ACH-000198,0.268863467096
ACH-000204,0.103099800923
