,RBBP8NL (140893)
ACH-000004,0.138319828564
ACH-000007,-0.135998886064
ACH-000009,-0.12883097391599999
ACH-000011,-0.22449768699099998
ACH-000012,-0.133413979704
ACH-000013,-0.140307628637
ACH-000014,-0.00916000123608
ACH-000015,0.0071561592671099995
ACH-000017,-0.0362061551693
ACH-000018,-0.159620898704
ACH-000019,-0.36369568770300004
ACH-000021,0.0314159467857
ACH-000022,-0.104013674101
ACH-000025,-0.18356252969599998
ACH-000028,-0.0706655574243
ACH-000030,-0.14144503272199999
ACH-000035,-0.0180107961508
ACH-000036,-0.0842946304465
ACH-000037,-0.037187171411300006
ACH-000039,-0.0522817479105
ACH-000040,-0.16882428932399998
ACH-000041,-0.10234046059100001
ACH-000042,-0.168086801322
ACH-000045,-0.0605320812469
ACH-000047,-0.15741634247400002
ACH-000052,-0.31830594323600003
ACH-000053,-0.095182299433
ACH-000054,-0.19348721137299998
ACH-000055,-0.44826274270099997
ACH-000060,-0.036708672729599996
ACH-000067,-0.0281884666262
ACH-000070,-0.00729042299566
ACH-000075,-0.104763837181
ACH-000078,0.017886474251299998
ACH-000082,-0.195834628681
ACH-000085,-0.166354639175
ACH-000086,-0.0703473471767
ACH-000087,-0.0690777302915
ACH-000092,-0.12208051000299999
ACH-000095,-0.0930672293713
ACH-000097,-0.223732083909
ACH-000098,0.035016599711000004
ACH-000099,-0.167364103505
ACH-000108,-0.137621775395
ACH-000113,-0.12881737289
ACH-000115,-0.0317265952857
ACH-000116,-0.0189909404338
ACH-000118,-0.00698174674397
ACH-000120,-0.15324893682
ACH-000123,-0.216473663838
ACH-000127,-0.0454987307235
ACH-000128,-0.0734803404938
ACH-000132,-0.152466834438
ACH-000133,-0.188703198109
ACH-000137,-0.271092531331
ACH-000138,-0.236110846226
ACH-000142,-0.0326210551384
ACH-000143,-0.12361435942
ACH-000146,0.09828718393100001
ACH-000148,-0.0999928575121
ACH-000150,-0.298341990058
ACH-000152,-0.0478563324148
ACH-000153,0.233952533512
ACH-000159,-0.24850166905
ACH-000160,-0.0763304122958
ACH-000163,-0.057140310432400004
ACH-000167,-0.25075359358399996
ACH-000168,0.184695123152
ACH-000169,-0.015409758307700002
ACH-000178,-0.308398023773
ACH-000182,-0.147172395989
ACH-000183,-0.021060131977499997
ACH-000188,-0.136753704938
ACH-000189,-0.23945123648000002
ACH-000190,0.0421294920853
ACH-000198,-0.046083394356699996
ACH-000204,-0.346389270614
ACH-000206,-0.15555012178400002
ACH-000207,0.000271958319646
ACH-000211,-0.139238601268
ACH-000215,-0.10578965659600001
ACH-000221,-0.037583902959099996
ACH-000222,-0.23790906285
ACH-000223,-0.0167266456739
ACH-000226,-0.123764708521
ACH-000227,-0.010847236822600002
ACH-000228,0.0396706602175
ACH-000231,-0.197616457108
ACH-000232,0.017408014034099997
ACH-000233,-0.244435118462
ACH-000234,-0.11995719560799999
ACH-000235,-0.170932849598
ACH-000237,-0.166186399338
ACH-000238,-0.191498403185
ACH-000243,-0.08452606960100001
ACH-000244,-0.43942724940300004
ACH-000246,-0.154912318063
ACH-000248,0.176236499037
ACH-000250,-0.149143340758
ACH-000251,-0.19531685838399998
ACH-000253,-0.262978530585
ACH-000255,-0.226718763629
ACH-000256,-0.20202375691100002
ACH-000257,-0.243874983895
ACH-000258,-0.41629504556999997
ACH-000259,-0.1905968641
ACH-000260,-0.108120252291
ACH-000261,-0.298661037762
ACH-000262,0.025178755242400003
ACH-000263,-0.09641033201390001
ACH-000264,-0.165260941651
ACH-000265,-0.0743964310899
ACH-000266,-0.0798975867071
ACH-000272,-0.202317017648
ACH-000273,-0.24859415008000002
ACH-000274,-0.210926138992
ACH-000277,-0.557336306999
ACH-000278,-0.190331458336
ACH-000279,-0.0236193943195
ACH-000280,-0.13991947105
ACH-000281,0.104106391912
ACH-000288,-0.127937722995
ACH-000291,0.0168455293346
ACH-000293,-0.124338017052
ACH-000294,-0.032109656987799995
ACH-000295,-0.124066579124
ACH-000296,0.0243463818247
ACH-000302,-0.144555827173
ACH-000304,-0.39339669671800004
ACH-000307,-0.302223619703
ACH-000308,-0.317631134547
ACH-000310,0.0432734051401
ACH-000311,-0.505174387052
ACH-000312,-0.10241899001
ACH-000315,-0.03350532667
ACH-000316,-0.0888589754558
ACH-000317,-0.0579390036543
ACH-000318,-0.110673769135
ACH-000319,-0.112642445604
ACH-000320,-0.22050134954
ACH-000322,-0.27726362027199997
ACH-000323,-0.242045137025
ACH-000324,-0.19099867706700002
ACH-000329,-0.106379787741
ACH-000330,-0.118193296443
ACH-000331,-0.0785257337558
ACH-000332,-0.121947269125
ACH-000334,-0.0947866414044
ACH-000335,-0.239809903813
ACH-000336,-0.42615246204499996
ACH-000337,0.046996173766599994
ACH-000339,-0.0931707745238
ACH-000341,-0.059290475191900005
ACH-000348,-0.136381186218
ACH-000350,-0.159011431792
ACH-000352,-0.249018554956
ACH-000356,-0.0260112854358
ACH-000361,-0.0504603544389
ACH-000362,-0.0231872526695
ACH-000363,-0.13203147363
ACH-000364,0.0114377043197
ACH-000365,-0.0858668835287
ACH-000366,-0.26158860740400003
ACH-000368,-0.268649117146
ACH-000374,0.101013223043
ACH-000375,-0.0688587944476
ACH-000376,-0.148827216484
ACH-000381,-0.0499961604184
ACH-000383,-0.08578944404160001
ACH-000387,0.045664386715699994
ACH-000389,-0.452801844999
ACH-000390,-0.043373846421800005
ACH-000393,-0.0118521064743
ACH-000395,-0.349037823847
ACH-000397,-0.36398389055299996
ACH-000401,-0.00967336863345
ACH-000402,0.0223106712849
ACH-000403,-0.448826371342
ACH-000404,-0.132265241525
ACH-000406,-0.031248341370799997
ACH-000407,-0.27346381526
ACH-000408,-0.172449329684
ACH-000410,-0.0881214742862
ACH-000411,-0.42070750865
ACH-000414,-0.278906650328
ACH-000415,0.09294278548810002
ACH-000416,-0.151169038917
ACH-000420,-0.241627304496
ACH-000421,-0.074176968661
ACH-000424,-0.38520441000600003
ACH-000425,-0.150955480395
ACH-000426,-0.0085611192248
ACH-000427,-0.192128248747
ACH-000433,-0.26196361960000003
ACH-000436,-0.255511710771
ACH-000444,-0.060606593329300004
ACH-000445,-0.243682447864
ACH-000448,-0.0786857939919
ACH-000450,-0.140572447012
ACH-000452,-0.289681762456
ACH-000454,0.22870020904
ACH-000458,-0.09466068395810001
ACH-000459,-0.18924108546
ACH-000460,-0.158630818636
ACH-000461,0.0457729097896
ACH-000463,-0.18029766185600002
ACH-000464,-0.165216139727
ACH-000466,-0.471966126786
ACH-000467,-0.17699848735800003
ACH-000468,-0.0850709371354
ACH-000469,-0.40939590735299997
ACH-000470,-0.045232306715199996
ACH-000471,-0.06681057279040001
ACH-000472,-0.0896687695603
ACH-000473,-0.13408835811
ACH-000475,-0.157318948863
ACH-000476,-0.09885061666400001
ACH-000477,-0.17375094698
ACH-000480,-0.187602401998
ACH-000481,-0.22535820372499998
ACH-000483,-0.204667530646
ACH-000484,-0.173480908514
ACH-000485,-0.278948074783
ACH-000486,-0.106680916434
ACH-000487,-0.0672110754607
ACH-000488,-0.205536054963
ACH-000490,-0.314438943303
ACH-000491,-0.0045065553138999995
ACH-000495,-0.276499264333
ACH-000496,0.052188226996599994
ACH-000499,0.09485332842380001
ACH-000500,0.551691314952
ACH-000502,-0.409815588738
ACH-000503,-0.11367903388100001
ACH-000505,-0.030567312694000003
ACH-000507,-0.11936721323899999
ACH-000510,-0.0583660830793
ACH-000511,-0.06903550097519999
ACH-000512,-0.210797609815
ACH-000516,-0.0676558230182
ACH-000517,-0.135522353839
ACH-000518,-0.310926901074
ACH-000520,-0.229976867852
ACH-000521,-0.154418164854
ACH-000522,0.0386719889293
ACH-000524,-0.160018307339
ACH-000527,-0.173092333378
ACH-000528,-0.139924198994
ACH-000537,-0.155418137264
ACH-000541,-0.335637350976
ACH-000542,-0.200230356667
ACH-000544,-0.13735086509299999
ACH-000545,0.029515663021499997
ACH-000547,0.562001481965
ACH-000548,-0.261908886608
ACH-000549,0.10749850410499999
ACH-000550,0.00801673240634
ACH-000552,-0.20584829818300002
ACH-000556,-0.20504809394
ACH-000557,-0.277441969212
ACH-000570,-0.167083007388
ACH-000571,-0.23483822648299998
ACH-000573,-0.088082630836
ACH-000576,-0.0440331951905
ACH-000580,-0.0422589281296
ACH-000584,-0.129270238032
ACH-000585,-0.0995725721302
ACH-000588,-0.10597431499500001
ACH-000589,-0.162031476047
ACH-000591,-0.252432147122
ACH-000593,0.0226737459682
ACH-000600,-0.129209346604
ACH-000601,-0.248608248635
ACH-000604,-0.35813091818099996
ACH-000605,0.108458724552
ACH-000606,0.00176172766794
ACH-000608,-0.317900345122
ACH-000614,-0.10710928819599999
ACH-000616,-0.21279711612500002
ACH-000618,0.00848145939921
ACH-000619,-0.0358658200759
ACH-000620,-0.20757023844500003
ACH-000621,-0.125826041114
ACH-000622,-0.15938628715800002
ACH-000623,-0.261725638194
ACH-000624,-0.13007156909
ACH-000627,-0.291534296237
ACH-000630,0.021436992196800002
ACH-000632,-0.148273543832
ACH-000633,-0.285134266648
ACH-000637,-0.06806700129099999
ACH-000638,0.030111547155499997
ACH-000646,-0.49319934123400005
ACH-000647,-0.277203610905
ACH-000648,-0.325269985027
ACH-000649,-0.251004957393
ACH-000651,-0.12092026357300001
ACH-000652,-0.0716530112273
ACH-000653,-0.038747055079
ACH-000657,-0.159264342455
ACH-000658,-0.183840992236
ACH-000661,0.05463131033969999
ACH-000662,-0.285785332539
ACH-000663,0.00985835443828
ACH-000665,-0.134623873099
ACH-000671,-0.15676199956800002
ACH-000673,-0.112528690975
ACH-000676,-0.102962954597
ACH-000677,0.0200699337705
ACH-000681,-0.259550941395
ACH-000682,0.00034003132957
ACH-000683,-0.07814691321310001
ACH-000684,-0.0653094297156
ACH-000688,-0.416571968412
ACH-000693,-0.135765846055
ACH-000694,-0.0716868632191
ACH-000695,-0.0378205460415
ACH-000696,-0.143038944529
ACH-000697,0.08721444941209999
ACH-000699,-0.363501512575
ACH-000701,-0.180367168651
ACH-000706,-0.046063969501900004
ACH-000711,-0.10546026972200001
ACH-000713,-0.048231260817800006
ACH-000714,-0.11831163537
ACH-000718,-0.379686811019
ACH-000720,-0.19375842741799998
ACH-000721,-0.123372920066
ACH-000724,0.0779235613643
ACH-000725,0.0709339043734
ACH-000732,-0.032068381380599996
ACH-000734,-0.143920242143
ACH-000735,-0.137482564037
ACH-000736,-0.327592895704
ACH-000738,-0.0484331305875
ACH-000746,-0.24422835330499998
ACH-000747,-0.117443994639
ACH-000748,-0.228144464857
ACH-000753,-0.027892685167799997
ACH-000756,-0.204695453054
ACH-000757,0.0554972194924
ACH-000758,-0.27726229187600004
ACH-000760,-0.15076098840399998
ACH-000763,-0.0789488784028
ACH-000764,0.114221319581
ACH-000765,-0.0851211342069
ACH-000766,-0.179495788809
ACH-000767,-0.0137704713752
ACH-000768,-0.005237740915270001
ACH-000769,-0.217733119461
ACH-000770,-0.0741473853169
ACH-000771,-0.315829312881
ACH-000773,-0.230549288746
ACH-000776,-0.123111138291
ACH-000777,-0.0639676031807
ACH-000778,0.0350308407412
ACH-000781,-0.19838441920400002
ACH-000782,0.113492998162
ACH-000783,-0.553613830908
ACH-000784,-0.130808533599
ACH-000785,0.0667950617199
ACH-000787,-0.112449076388
ACH-000788,-0.0211159789981
ACH-000791,-0.09405369573999998
ACH-000792,0.0242838660795
ACH-000794,-0.110588670841
ACH-000796,-0.189456163783
ACH-000799,-0.28690002347
ACH-000800,-0.0690163348999
ACH-000802,-0.111713852615
ACH-000804,-0.228895134826
ACH-000805,-0.0498393020938
ACH-000809,0.0661375301007
ACH-000810,-0.152124614877
ACH-000811,-0.431588007416
ACH-000817,-0.011521913928
ACH-000819,-0.19517233425099997
ACH-000820,-0.087004927807
ACH-000821,-0.056044656402199994
ACH-000822,-0.212941559722
ACH-000823,-0.0878894579694
ACH-000824,-0.19064927763599998
ACH-000827,-0.249035827104
ACH-000829,-0.07319639543050001
ACH-000831,-0.07720491239749999
ACH-000832,-0.0888981686395
ACH-000833,-0.364739507936
ACH-000834,-0.129163368708
ACH-000835,0.006903176009420001
ACH-000836,-0.291733192406
ACH-000837,-0.149673711787
ACH-000838,0.0271081502433
ACH-000839,-0.340067797409
ACH-000840,0.112468026962
ACH-000841,-0.0862352600927
ACH-000843,0.00105688131418
ACH-000846,-0.0428999472157
ACH-000847,-0.0905166601434
ACH-000848,-0.17075388848
ACH-000849,-0.19083127504099998
ACH-000851,-0.18624648308699998
ACH-000855,-0.116773444502
ACH-000856,-0.0856299546745
ACH-000858,-0.125304589672
ACH-000859,-0.018115318993900002
ACH-000861,-0.07644706714430001
ACH-000862,-0.21722148294799998
ACH-000865,-0.0629166930829
ACH-000866,-0.14095153373
ACH-000867,-0.041809694859000004
ACH-000869,-0.0504580560678
ACH-000872,-0.0851775291657
ACH-000873,0.112217071229
ACH-000876,-0.0702313145218
ACH-000878,-0.0976476943818
ACH-000880,-0.32280050010600003
ACH-000881,0.0598236629617
ACH-000882,-0.21472451063200002
ACH-000884,-0.123815857042
ACH-000885,-0.16825654226599998
ACH-000887,-0.09705185122960001
ACH-000888,-0.195891052194
ACH-000889,0.0571291151264
ACH-000890,-0.09877997965230001
ACH-000896,0.12306937443299999
ACH-000898,-0.294421261365
ACH-000900,-0.30760053241999996
ACH-000901,-0.15272021838199998
ACH-000905,-0.155648055778
ACH-000906,-0.1108993818
ACH-000907,-0.162795200674
ACH-000910,-0.0162356619762
ACH-000911,-0.120651830254
ACH-000912,-0.21800715126999998
ACH-000913,-0.00856941920478
ACH-000915,-0.00485129031592
ACH-000916,-0.423021096026
ACH-000917,0.0719837308369
ACH-000921,-0.17612429875
ACH-000924,-0.06678556039059999
ACH-000926,-0.00835725733013
ACH-000928,0.06396223720250001
ACH-000929,-0.20774840198800001
ACH-000932,-0.06496194227009999
ACH-000935,-0.00877182865844
ACH-000936,-0.321204971346
ACH-000937,-0.0725190585888
ACH-000938,0.149381208082
ACH-000939,-0.422194151957
ACH-000941,-0.0347640884018
ACH-000943,-0.10593691513
ACH-000946,-0.048710226255900005
ACH-000947,-0.130468919676
ACH-000948,-0.286125222011
ACH-000950,-0.08296071090389999
ACH-000953,0.006608835407670001
ACH-000957,0.229454214263
ACH-000958,-0.14465425388
ACH-000960,0.00433540060283
ACH-000963,-0.0419716704577
ACH-000968,0.000195501472942
ACH-000969,-0.020588236002599996
ACH-000973,0.118019256293
ACH-000974,-0.179527679432
ACH-000975,0.07585672858300001
ACH-000976,-0.22078754305
ACH-000978,-0.456913691216
ACH-000980,-0.09850427851839999
ACH-000984,-0.197241784026
ACH-000986,0.0136145872724
ACH-000988,-0.158485242585
ACH-000993,-0.39703111684500003
ACH-000994,-0.358391136655
ACH-000996,-0.497973969942
ACH-001001,0.041480954388300004
ACH-001020,-0.37756130587700004
ACH-001028,-0.16625902109000001
ACH-001031,-0.10229188297599999
ACH-001038,-0.112358334199
ACH-001048,-0.17236906682999997
ACH-001050,-0.212101350031
ACH-001053,-0.005323815647989999
ACH-001054,-0.12106016902899999
ACH-001061,-0.152208065904
ACH-001067,-0.233938363538
ACH-001075,-0.035057569015000005
ACH-001096,-0.024996225093
ACH-001128,-0.14489865474400002
ACH-001134,-0.128591496891
ACH-001151,-0.043159219342900006
ACH-001163,-0.045160299999199995
ACH-001164,-0.134208911023
ACH-001173,-0.221850227621
ACH-001183,-0.11200465957399999
ACH-001184,-0.13763393858
ACH-001190,-0.137494373654
ACH-001192,-0.23365849429699997
ACH-001193,-0.518187283379
ACH-001196,-0.215758147692
ACH-001197,-0.166939377266
ACH-001205,0.0210653439718
ACH-001211,0.008413645616320001
ACH-001212,0.0587197113024
ACH-001228,0.0318195010305
ACH-001232,-0.175536820658
ACH-001239,-0.19828563533399998
ACH-001274,-0.36070975477899997
ACH-001275,0.06750218511730001
ACH-001277,-0.14276011948200001
ACH-001278,-0.167286472829
ACH-001280,0.0227733589547
ACH-001283,0.0274429625813
ACH-001289,-0.353239408196
ACH-001295,-0.0650539975885
ACH-001300,0.08647339294060001
ACH-001301,-0.0422459453424
ACH-001302,-0.11439833086100001
ACH-001303,0.0789602424947
ACH-001306,0.00886224533945
ACH-001318,-0.1470276593
ACH-001322,-0.0333077817778
ACH-001328,-0.227958045246
ACH-001332,0.216280766653
ACH-001333,-0.296388751161
ACH-001336,0.0836683427567
ACH-001340,-0.219106323057
ACH-001346,-0.057022985795300005
