,MIA2 (117153)
ACH-000004,-0.0234815159102
ACH-000007,0.113407594256
ACH-000009,-0.040137339030599996
ACH-000011,0.0322074901262
ACH-000012,0.0531007118159
ACH-000013,0.024436629454399998
ACH-000014,-0.010919212777899999
ACH-000015,0.0133372284093
ACH-000017,-0.027768269640900005
ACH-000018,0.00836372954572
ACH-000019,-0.145950777357
ACH-000021,-0.0734644346543
ACH-000022,0.0566741207835
ACH-000025,-0.015527805184799999
ACH-000028,-0.016851678777299997
ACH-000030,-0.03450809189409999
ACH-000035,-0.11106408972100001
ACH-000036,0.014906915121400001
ACH-000037,0.195054263353
ACH-000039,-0.0805544624437
ACH-000040,0.0356887521837
ACH-000041,0.00140893506166
ACH-000042,-0.1454078532
ACH-000045,0.130364005778
ACH-000047,0.08882539965649999
ACH-000052,-0.16797954466099999
ACH-000053,-0.00114070315454
ACH-000054,-0.0214305257675
ACH-000055,-0.24516924288800002
ACH-000060,-0.039091491958
ACH-000067,0.16837293647799997
ACH-000070,-0.0496363328498
ACH-000075,0.39602018340899997
ACH-000078,0.0627442574793
ACH-000082,-0.049533606093
ACH-000085,0.00299179717062
ACH-000086,0.08610491489199999
ACH-000087,-0.0807339176042
ACH-000092,-0.06586536310050001
ACH-000095,0.05017483827409999
ACH-000097,-0.09733885058229999
ACH-000098,0.06814393192359999
ACH-000099,0.022372356831400004
ACH-000108,0.0460585432889
ACH-000113,-0.0646755489957
ACH-000115,0.220039797722
ACH-000116,0.012571835056499999
ACH-000118,-0.089378652089
ACH-000120,0.0027807368348
ACH-000123,-0.12766694956
ACH-000127,0.0641201137437
ACH-000128,0.059164543472100005
ACH-000132,-0.0509638002869
ACH-000133,-0.113429558111
ACH-000137,0.11424357861300001
ACH-000138,0.0888107509454
ACH-000142,0.026112502813900002
ACH-000143,-0.223400633583
ACH-000146,-0.0123323478997
ACH-000148,-0.077338079019
ACH-000150,0.0917934887218
ACH-000152,0.182230255396
ACH-000153,-0.188646228878
ACH-000159,0.079210528101
ACH-000160,-0.06032467282599999
ACH-000163,-0.0705529354272
ACH-000167,0.110927198389
ACH-000168,0.0732664917635
ACH-000169,-0.205269408018
ACH-000178,0.0337269466384
ACH-000182,0.045498020437000006
ACH-000183,0.175958248812
ACH-000188,0.254079898933
ACH-000189,0.00903340489448
ACH-000190,-0.011671984985200001
ACH-000198,0.06392229840869999
ACH-000204,0.0018762183197
ACH-000206,0.17324897176100001
ACH-000207,0.00517878718057
ACH-000211,0.0601927432725
