,ERBB2IP (55914)
ACH-000004,-0.0359328764175
ACH-000007,0.0151689387658
ACH-000009,0.0753097001433
ACH-000011,-0.0811302475781
ACH-000012,0.047042661908
ACH-000013,0.0875295659632
ACH-000014,-0.146109699556
ACH-000015,-0.145515508382
ACH-000017,0.20264623148
ACH-000018,-0.173998319579
ACH-000019,-0.0634410862661
ACH-000021,-0.22653221848000002
ACH-000022,-0.117868603598
ACH-000025,0.0839578212458
ACH-000028,-0.0424798359794
ACH-000030,-0.0731110094463
ACH-000035,0.0667540645872
ACH-000036,0.0359254472153
ACH-000037,-0.169397199773
ACH-000039,-0.0329866021502
ACH-000040,-0.0273096091387
ACH-000041,-0.114116600084
ACH-000042,-0.07886747161730001
ACH-000045,-0.0345949418785
ACH-000047,0.135945321314
ACH-000052,0.045977827247
ACH-000053,-0.0013238647153499998
ACH-000054,-0.140324587223
ACH-000055,0.0943277414824
ACH-000060,0.127210965487
ACH-000067,0.298318590278
ACH-000070,0.226333564569
ACH-000075,-0.00839141785523
ACH-000078,-0.0385718761484
ACH-000082,0.050465973688
ACH-000085,0.0987281907096
ACH-000086,-0.328497533079
ACH-000087,-0.08510209366460002
ACH-000092,-0.0753940769472
ACH-000095,-0.046017881110699994
ACH-000097,-0.11988179409800001
ACH-000098,-0.319253759899
ACH-000099,-0.0338187840288
ACH-000108,-0.011078156206700001
ACH-000113,-0.233943130766
ACH-000115,-0.026218156566900002
ACH-000116,0.11586142291899999
ACH-000118,-0.204865355199
ACH-000120,-0.07019658816510001
ACH-000123,0.0061855204727099995
ACH-000127,-0.0314165115413
ACH-000128,0.137281169205
ACH-000132,-0.0590351455779
ACH-000133,0.100169723683
ACH-000137,-0.11930087077899999
ACH-000138,0.0422245376872
ACH-000142,0.014428627837200001
ACH-000143,-0.0531984455241
ACH-000146,-0.08970371019
ACH-000148,-0.0597086158464
ACH-000150,0.124603927848
ACH-000152,-0.111468302871
ACH-000153,-0.321825209432
ACH-000159,0.075934144518
ACH-000160,0.052489398559600005
ACH-000163,-0.190833682976
ACH-000167,-0.10756949429300001
ACH-000168,-0.134236802179
ACH-000169,0.0550045029054
ACH-000178,0.00433577568287
ACH-000182,-0.175131993522
ACH-000183,-0.146902258619
ACH-000188,-0.024897181864
ACH-000189,0.030845107415400003
ACH-000190,-0.47775900058799997
ACH-000198,-0.181760966474
ACH-000204,-0.23879829195099997
ACH-000206,-0.0364952575831
ACH-000207,-0.043268643166100004
ACH-000211,-0.170537096281
ACH-000215,0.00632056961472
ACH-000221,0.120727802219
ACH-000222,0.084572526268
ACH-000223,0.0752544852167
ACH-000226,-0.329740991769
ACH-000227,0.023052508334
ACH-000228,-0.19398535790999996
ACH-000231,0.029866056760499998
ACH-000232,0.008930697445469999
ACH-000233,0.0164854125895
ACH-000234,0.0578207027659
ACH-000235,-0.0908129795366
ACH-000237,0.00374164585792
ACH-000238,0.0449780036409
ACH-000243,-0.038985696936
ACH-000244,0.211354330096
ACH-000246,-0.007270997286039999
ACH-000248,0.0762319715118
ACH-000250,-0.014552808864
ACH-000251,0.008564103706630001
ACH-000253,-0.0379607578672
ACH-000255,-0.11416165113299999
ACH-000256,0.161857633802
ACH-000257,0.0203149281089
ACH-000258,0.24725042885200002
ACH-000259,-0.00966500377136
ACH-000260,-0.0814833098628
ACH-000261,-0.189533341301
ACH-000262,-0.143779157749
ACH-000263,-0.268288700294
ACH-000264,-0.14270753230799998
ACH-000265,0.0844363546548
ACH-000266,-0.0623694029309
ACH-000272,-0.0835767844397
ACH-000273,-0.10720669877800001
ACH-000274,-0.04117102421180001
ACH-000277,0.0453561982388
ACH-000278,0.06847617426109999
ACH-000279,-0.0577275145047
ACH-000280,-0.102421033185
ACH-000281,-0.011868336856500001
ACH-000288,0.024957145279200003
ACH-000291,-0.024098506323
ACH-000293,0.0720034368936
ACH-000294,-0.08558548565410001
ACH-000295,-0.134808632864
ACH-000296,0.136282662472
ACH-000302,0.035155144068
ACH-000304,0.0784241240577
ACH-000307,-0.08338350398450001
ACH-000308,0.0138178971355
ACH-000310,0.0915850190184
ACH-000311,-0.121944244832
ACH-000312,0.0329644097395
ACH-000315,0.0157461306769
ACH-000316,0.12786016742200002
ACH-000317,-0.13768458902300001
ACH-000318,0.0402545935495
ACH-000319,-0.104376671691
ACH-000320,-0.22746194833900002
ACH-000322,0.0011636314866800002
ACH-000323,0.00278145923057
ACH-000324,0.023201621419
ACH-000329,-0.171708124147
ACH-000330,-0.016539634948100002
ACH-000331,-0.08568870290750001
ACH-000332,-0.05473405606890001
ACH-000334,0.146966156342
