,HNRNPCL1 (343069)
ACH-000570,-0.635806654914
ACH-000571,-0.450451683828
ACH-000573,-0.444208963649
ACH-000576,-0.31737080277699997
ACH-000580,-0.48169010834
ACH-000584,-0.37445007891300003
ACH-000585,-0.655135503682
ACH-000588,-0.6779590564650001
ACH-000589,-0.321479139303
ACH-000591,-0.6803742042049999
ACH-000593,-0.571144205308
ACH-000600,-0.435786755389
ACH-000601,-0.383169554563
ACH-000604,-0.762086780766
ACH-000605,-0.493717152833
ACH-000606,-0.390035642543
ACH-000608,-0.48756151763800004
ACH-000614,-0.43869229533
ACH-000616,-0.422523371661
ACH-000618,-0.282465087996
ACH-000619,-0.37791723071500005
ACH-000620,-0.502692179678
ACH-000621,-0.671255233005
ACH-000622,-0.340302231583
ACH-000623,-0.395613019061
ACH-000624,-0.311465703441
ACH-000627,-0.49562483465199997
ACH-000630,-0.7255825895029999
ACH-000632,-0.670915883951
ACH-000633,-0.908250266421
ACH-000637,-0.349598090471
ACH-000638,-0.56641513433
ACH-000646,-0.656345667478
ACH-000647,-0.391938948429
ACH-000648,-0.127197776433
ACH-000649,-0.639259137909
ACH-000651,-0.37432808951800006
ACH-000652,-0.61558619118
ACH-000653,-0.526947146781
ACH-000657,-0.39467360819700004
ACH-000658,-0.494275998921
ACH-000661,-0.24282095246100002
ACH-000662,-0.553634438975
ACH-000663,-0.650598138441
ACH-000665,-0.41153998716799994
ACH-000671,-0.602650859042
ACH-000673,-0.376925389627
ACH-000676,-0.37035648256
ACH-000677,-0.588861061514
ACH-000681,-0.535128393888
ACH-000682,-0.475397204114
ACH-000683,-0.534037880134
ACH-000684,-0.34807485306900005
ACH-000688,-0.6351448847519999
ACH-000693,-0.360973487256
ACH-000694,-0.41488619082199996
ACH-000695,-0.423639047442
ACH-000696,-0.46325018236000004
ACH-000697,-0.569611281551
ACH-000699,-0.674516759659
ACH-000701,-0.740450296486
ACH-000706,-0.492948017158
ACH-000711,-0.38783599926
ACH-000713,-0.320350982722
ACH-000714,-0.37154899353500004
ACH-000718,-0.61320587138
ACH-000720,-0.427279854589
ACH-000721,-0.411061377403
ACH-000724,-0.896398385757
ACH-000725,-0.38279469909999997
ACH-000732,-0.404873947103
ACH-000734,-0.42523784899000006
ACH-000735,-0.627455652304
ACH-000736,-0.641289763728
ACH-000738,-0.403633639607
ACH-000746,-0.159236438313
ACH-000747,-0.390807826183
ACH-000748,-0.272793533842
ACH-000753,-0.42029052602899997
ACH-000756,-0.474631899314
ACH-000757,-0.35488380884599996
ACH-000758,-0.214668276883
ACH-000760,-0.5047665537730001
ACH-000763,-0.443874298953
ACH-000764,-0.5205541197160001
ACH-000765,-0.487077320418
ACH-000766,-0.390625737242
ACH-000767,-0.370265856866
ACH-000768,-0.349867568866
ACH-000769,-0.529296976674
ACH-000770,-0.36667470544799996
ACH-000771,-0.537231925707
ACH-000773,-0.297123701827
ACH-000776,-0.5344112497119999
ACH-000777,-0.31703325882399996
ACH-000778,-0.555563972592
ACH-000781,-0.39736462483499996
ACH-000782,-0.29466922843000004
ACH-000783,-0.595099230095
ACH-000784,-0.47834153654600003
ACH-000785,-0.52433259554
ACH-000787,-0.513174205367
ACH-000788,-0.400527172125
ACH-000791,-0.326630915327
ACH-000792,-0.632891384128
ACH-000794,-0.49852097272600004
ACH-000796,-0.437773815646
ACH-000799,-0.437654728317
ACH-000800,-0.595447825525
ACH-000802,-0.436603289585
ACH-000804,-0.326027099124
ACH-000805,-0.5250489510949999
ACH-000809,-0.37672492963299997
ACH-000810,-0.599032422645
ACH-000811,-0.562798204839
ACH-000817,-0.49406289435
ACH-000819,-0.171145488151
ACH-000820,-0.9539356868359999
ACH-000821,-0.406233522028
ACH-000822,-0.423871241447
ACH-000823,-0.572371761537
ACH-000824,-0.47168751645400003
ACH-000827,-0.406051122562
ACH-000829,-0.39322782548199997
ACH-000831,-0.390320124668
ACH-000832,-0.389380852953
ACH-000833,-0.4703691226100001
ACH-000834,-0.6192144706430001
ACH-000835,-0.534131291116
ACH-000836,-0.5948555989559999
ACH-000837,-0.322985026944
ACH-000838,-0.30808513131799997
ACH-000839,-0.111047606369
ACH-000840,-0.280813528774
ACH-000841,-0.41694846098399996
ACH-000843,-0.576345256587
ACH-000846,-0.260178042874
ACH-000847,-0.422701091219
ACH-000848,-0.548862718023
ACH-000849,-0.516303511758
ACH-000851,-0.628280184708
ACH-000855,-0.201575917648
ACH-000856,-0.409812116639
ACH-000858,-0.357087787513
ACH-000859,-0.314041031323
ACH-000861,-0.47587350109399995
ACH-000862,-0.335140358602
ACH-000865,-0.376063109645
ACH-000866,-0.321431264688
ACH-000867,-0.307558616895
ACH-000869,-0.56854052331
ACH-000872,-0.298997448585
ACH-000873,-0.42440889710999996
ACH-000876,-0.520122330459
ACH-000878,-0.605288017263
ACH-000880,-0.36478262741499995
ACH-000881,-0.472316488389
ACH-000882,-0.42021474834600003
ACH-000884,-0.549340278503
ACH-000885,-0.445144981938
ACH-000887,-0.525850096335
ACH-000888,-0.476769522162
ACH-000889,-0.5028520658569999
ACH-000890,-0.483133981594
ACH-000896,-0.411380763249
ACH-000898,-0.40331932893399997
ACH-000900,-0.252220902594
ACH-000901,-0.524893176461
ACH-000905,-0.447400398956
ACH-000906,-0.37989168782
ACH-000907,-0.347850449844
ACH-000910,-0.42876776688100005
ACH-000911,-0.350619890617
ACH-000912,-0.30354853534000004
ACH-000913,-0.39419472804399996
ACH-000915,-0.49978036131000003
ACH-000916,-0.0271387143603
ACH-000917,-0.236768348352
ACH-000921,-0.575755479002
ACH-000924,-0.422047595229
ACH-000926,-0.648484442044
ACH-000928,-0.425967962659
ACH-000929,-0.793237015694
ACH-000932,-0.403826848741
ACH-000935,-0.481148743039
ACH-000936,-0.58435514096
ACH-000937,-0.31595205275800003
ACH-000938,-0.491579189846
ACH-000939,-0.489615770429
ACH-000941,-0.22675163166600001
ACH-000943,-0.482238785581
ACH-000946,-0.17258070353
ACH-000947,-0.321361802883
ACH-000948,-0.294518233772
ACH-000950,-0.278267588492
ACH-000953,-0.45368783281900005
ACH-000957,-0.600376171642
ACH-000958,-0.0670363564255
ACH-000960,-0.48586608497
ACH-000963,-0.12127132957499999
ACH-000968,-0.32054960936500004
ACH-000969,-0.134652850481
ACH-000973,-0.448382299473
ACH-000974,-0.314069119457
ACH-000975,-0.691385081508
ACH-000976,-0.552169977764
ACH-000978,-0.573555778663
ACH-000980,-0.409101219173
ACH-000984,-0.431351631954
ACH-000986,-0.48764860515600006
ACH-000988,-0.33995600493199996
ACH-000993,-0.444294695659
ACH-000994,-0.377089043579
ACH-000996,-0.407769665274
ACH-001001,-0.551579413226
ACH-001020,-0.309674756304
ACH-001028,-0.666377615419
ACH-001031,-0.700388553844
ACH-001038,-0.49484937505599996
ACH-001048,-0.382741842234
ACH-001050,-0.52164822804
ACH-001053,-0.5281109754609999
ACH-001054,-0.41798964475
ACH-001061,-0.533178362106
ACH-001067,-0.498352335361
ACH-001075,-0.370239808314
ACH-001096,-0.700828433083
ACH-001128,-0.189022427534
ACH-001134,-0.474098263145
ACH-001151,-0.40514537868199996
ACH-001163,-0.42279398755
ACH-001164,-0.538068554174
ACH-001173,-0.302531370476
ACH-001183,-0.44610309886699995
ACH-001184,-0.570621355084
ACH-001190,-0.5344238139949999
ACH-001192,-0.551890544622
ACH-001193,-0.21953391276099998
ACH-001196,-0.720857194483
ACH-001197,-0.529567492626
ACH-001205,-0.41082508863000006
ACH-001211,-0.583878480151
ACH-001212,-0.498107633733
ACH-001228,-0.426277911508
ACH-001232,-0.532951516367
ACH-001239,-0.590422423418
ACH-001274,-0.395349399633
ACH-001275,-0.542055160058
ACH-001277,-0.14639825297
ACH-001278,-0.363540273161
ACH-001280,-0.452962934999
ACH-001283,-0.40172993008599994
ACH-001289,-0.556345538549
ACH-001295,-0.6760695033600002
ACH-001300,-0.527274420328
ACH-001301,-0.38077736616700003
ACH-001302,-0.575159086264
ACH-001303,-0.32276800903499997
ACH-001306,-0.55816481706
ACH-001318,-0.343138581118
ACH-001322,-0.578922119141
ACH-001328,-0.421290099749
ACH-001332,-0.476445991259
ACH-001333,-0.171612055328
ACH-001336,-0.5004514947950001
ACH-001340,-0.330425150414
ACH-001346,-0.34900819743600003
ACH-001353,-0.469389933389
ACH-001354,-0.36984363229500006
ACH-001367,-0.575952363279
ACH-001368,-0.487933067567
ACH-001374,-0.263765718187
ACH-001375,-0.478011328886
ACH-001377,-0.397925944925
ACH-001380,-0.586734910974
ACH-001391,-0.332694341672
ACH-001407,-0.43417511626599997
ACH-001408,-0.516242014093
ACH-001413,-0.360934830079
ACH-001430,-0.473539987319
ACH-001431,-0.314050598892
ACH-001450,-0.38966329514200004
ACH-001496,-0.248039470612
ACH-001500,-0.588893715562
ACH-001521,-0.36479611246
ACH-001523,-0.491282630228
ACH-001532,-0.52234686371
ACH-001536,-0.436874415704
ACH-001550,-0.471714798697
ACH-001552,-0.321584991951
ACH-001554,-0.637227142891
ACH-001645,-0.678324055792
ACH-001654,-0.577570866831
ACH-001715,-0.290028704735
ACH-001735,-0.525881801716
ACH-001736,-0.422487080526
ACH-001737,-0.494369125625
ACH-001740,-0.5886256726219999
ACH-001745,-0.487026372383
ACH-001750,-0.283239981717
ACH-001765,-0.532419367284
ACH-001956,-0.5904607486119999
ACH-001957,-0.639338813435
