,PPP3CA (5530)
ACH-000004,-0.0328943975226
ACH-000007,-0.150518183006
ACH-000009,-0.230489043397
ACH-000011,-0.231845963188
ACH-000012,-0.046582274665099996
ACH-000013,0.0595472049995
ACH-000014,0.039063329147199996
ACH-000015,-0.15037584547
ACH-000017,-0.259851527644
ACH-000018,-0.059780050823599995
ACH-000019,-0.0631737265315
ACH-000021,-0.34815754100199997
ACH-000022,-0.258125994792
ACH-000025,0.013353093719500001
ACH-000028,-0.21984120157499998
ACH-000030,-0.22274627492199997
ACH-000035,-0.11930142099999999
ACH-000036,-0.229483043994
ACH-000037,-0.190579966318
ACH-000039,-0.189877263116
ACH-000040,-0.22080729489999998
ACH-000041,-0.241242940733
ACH-000042,-0.267141876637
ACH-000045,-0.19100231570300003
ACH-000047,0.016422375898
ACH-000052,-0.382209135356
ACH-000053,-0.07976484008880001
ACH-000054,-0.36191766857100005
ACH-000055,0.402463162378
ACH-000060,-0.152727578728
ACH-000067,-0.104427949531
ACH-000070,-0.300575090677
ACH-000075,-0.123399176392
ACH-000078,-0.22922338279399998
ACH-000082,-0.18555621249200002
ACH-000085,0.100882579365
ACH-000086,-0.045735311635099994
ACH-000087,-0.514633654519
ACH-000092,-0.193065924804
ACH-000095,-0.15828532286900002
ACH-000097,-0.137442553837
ACH-000098,-0.0835203697143
ACH-000099,-0.0381404689609
ACH-000108,-0.286301972986
ACH-000113,-0.248597580149
ACH-000115,0.0387338290094
ACH-000116,-0.199495276721
ACH-000118,-0.179677811756
ACH-000120,-0.178028273704
ACH-000123,-0.09120850360339999
ACH-000127,-0.149063003352
ACH-000128,-0.09469197449549999
ACH-000132,-0.109960635626
ACH-000133,-0.179554774615
ACH-000137,-0.0539731847196
ACH-000138,-0.0751570647748
ACH-000142,-0.044958936175499994
ACH-000143,-0.123773824985
ACH-000146,-0.122919967922
ACH-000148,-0.16417853346300001
ACH-000150,-0.0395059466813
ACH-000152,-0.171452947806
ACH-000153,-0.5162899108869999
ACH-000159,-0.20058504965799998
ACH-000160,-0.19548019579
ACH-000163,0.05885520536449999
ACH-000167,-0.154689694335
ACH-000168,-0.112523374653
ACH-000169,-0.243552066184
ACH-000178,-0.10812452490800001
ACH-000182,-0.24017805666499997
ACH-000183,-0.207291179197
ACH-000188,-0.21679680964
ACH-000189,0.114131349134
ACH-000190,-0.438643912623
ACH-000198,-0.21076660230099997
ACH-000204,-0.327536329491
ACH-000206,-0.363474902021
ACH-000207,-0.20175722159
ACH-000211,-0.239738495321
ACH-000215,-0.110617008028
ACH-000221,-0.09195994290699999
ACH-000222,-0.43322903596699996
ACH-000223,-0.322667133065
ACH-000226,-0.095022948337
ACH-000227,-0.0948320834823
ACH-000228,-0.226656016769
ACH-000231,-0.243318224426
ACH-000232,-0.216058675662
ACH-000233,0.000394068277056
ACH-000234,-0.32088418857900003
ACH-000235,-0.136783511559
ACH-000237,-0.135242203286
ACH-000238,-0.288855839351
ACH-000243,-0.399534421806
ACH-000244,-0.12483166301899999
ACH-000246,-0.049633249495199996
ACH-000248,-0.382441310202
ACH-000250,-0.052042647778
ACH-000251,-0.161070017653
ACH-000253,-0.07836183471580001
ACH-000255,-0.13776225770300002
ACH-000256,-0.11492909121400001
ACH-000257,-0.24212540503600002
ACH-000258,-0.400142466322
ACH-000259,-0.190399326811
