,GATC (283459)
ACH-000401,-0.361574198132
ACH-000402,-0.846605822709
ACH-000403,-0.217188391669
ACH-000404,-0.646063885915
ACH-000406,-0.801664572187
ACH-000407,-0.24816737391600002
ACH-000408,-0.7798127518469999
ACH-000410,-0.429368704708
ACH-000411,-0.139010658029
ACH-000414,-0.379195367768
ACH-000415,-0.41053888568400004
ACH-000416,-0.149297109887
ACH-000420,-0.382913255321
ACH-000421,-0.42885246736
ACH-000424,-0.49398090618199997
ACH-000425,-0.209498926843
ACH-000426,-0.750891794974
ACH-000427,-0.149573526649
ACH-000433,-0.44289972605899997
ACH-000436,-0.0656032937232
ACH-000444,-0.42659700821
ACH-000445,-0.531898390642
ACH-000448,-0.391945004741
ACH-000450,-0.7001511706810001
ACH-000452,-0.283987655059
ACH-000454,-1.00989838933
ACH-000458,-0.501725093889
ACH-000459,-1.27274216025
ACH-000460,-0.38635166191500003
ACH-000461,-0.6124087121399999
ACH-000463,-0.284513966751
ACH-000464,-0.316365200184
ACH-000466,-0.499615737878
ACH-000467,-0.912900823978
ACH-000468,-0.593446489707
ACH-000469,-0.56186287607
ACH-000470,-0.335992163132
ACH-000471,-0.29050359051999997
ACH-000472,-0.366949851271
ACH-000473,-0.536682116975
ACH-000475,-0.402975113414
ACH-000476,-0.458945654982
ACH-000477,-0.243416971286
ACH-000480,-0.791590522629
ACH-000481,-0.442218190408
ACH-000483,-0.656569856752
ACH-000484,-0.345087922581
ACH-000485,-0.29075950753400004
ACH-000486,-0.44861730375
ACH-000487,-0.43489179556199997
ACH-000488,-0.555694646068
ACH-000490,-0.549429620018
ACH-000491,-0.537969793803
ACH-000495,-0.296356644958
ACH-000496,-0.149610024535
ACH-000499,-0.69719170368
ACH-000500,-0.279678011141
ACH-000502,-0.308638709368
ACH-000503,-0.748608222888
ACH-000505,-0.347564673403
ACH-000507,-0.622200585271
ACH-000510,-0.347053631184
ACH-000511,-0.155789591892
ACH-000512,-0.7765248439810001
ACH-000516,-0.259950913929
ACH-000517,-0.23961762561900002
ACH-000518,-0.58473083825
ACH-000520,-0.178014462158
ACH-000521,0.049591549312899996
ACH-000522,-0.428414378451
ACH-000524,-0.299216203805
ACH-000527,-0.186504838026
ACH-000528,-0.833662930978
ACH-000537,-0.6334382740510001
ACH-000541,-0.220020240161
ACH-000542,-0.258250634832
ACH-000544,-0.6376558939810001
ACH-000545,-0.577143841343
ACH-000547,-0.6658937513409999
ACH-000548,-0.35979665129199995
ACH-000549,-0.7216909055060001
ACH-000550,-0.42520463710699996
ACH-000552,-0.758704649734
ACH-000556,-0.388490509892
ACH-000557,-0.193237374156
ACH-000570,-0.443956094712
ACH-000571,-0.662462323481
ACH-000573,-0.263150609345
ACH-000576,-0.210760070882
ACH-000580,-0.390192556395
ACH-000584,-0.240497557089
ACH-000585,-0.307500536277
ACH-000588,-0.565229713447
ACH-000589,-0.551872134431
ACH-000591,-0.7190444987639999
ACH-000593,-0.5248489924409999
ACH-000600,-0.338266482387
ACH-000601,-0.529474847287
ACH-000604,-0.8817345479350001
ACH-000605,-0.5471485886940001
ACH-000606,-0.597690908485
ACH-000608,-0.326639438189
ACH-000614,-0.639416472852
ACH-000616,-0.28313494235500003
ACH-000618,-1.05398984973
ACH-000619,-0.420412023463
ACH-000620,-0.675400957234
ACH-000621,-0.386950154617
ACH-000622,-0.170501297462
ACH-000623,-0.22910577796999998
ACH-000624,-0.17200006516600003
ACH-000627,-0.314256767069
ACH-000630,-0.528276717514
ACH-000632,-0.507622668743
ACH-000633,-0.627677436108
ACH-000637,-0.717364410753
ACH-000638,-0.44329347376199996
ACH-000646,-0.332545502925
ACH-000647,-0.5219107988989999
ACH-000648,-0.5319433498539999
ACH-000649,-0.437485997387
ACH-000651,-0.802556916574
ACH-000652,-0.697319576157
ACH-000653,-0.34957582273500004
ACH-000657,-0.40347255734399995
ACH-000658,-0.23252572191799997
ACH-000661,-0.325355855877
ACH-000662,-0.276686101019
ACH-000663,-0.490097348983
ACH-000665,-0.150195428667
ACH-000671,-0.640168715473
ACH-000673,-0.161674478921
ACH-000676,-0.57032112594
ACH-000677,-0.629171882838
ACH-000681,-0.395251104223
ACH-000682,-0.513746099025
ACH-000683,-0.503224871919
ACH-000684,-0.421920912657
ACH-000688,-0.518630700923
ACH-000693,-0.660933144764
ACH-000694,-0.5764197881800001
ACH-000695,-0.322727039383
ACH-000696,-0.259276115644
ACH-000697,-0.537046970847
ACH-000699,-0.363101942998
ACH-000701,-0.242255274164
ACH-000706,-0.378001814634
ACH-000711,-0.20487084586100002
ACH-000713,-0.214896996159
ACH-000714,-0.11407209739
ACH-000718,-0.305899061714
ACH-000720,-0.5168639249220001
ACH-000721,-0.347829514269
ACH-000724,-0.398924858924
ACH-000725,-0.1108416891
ACH-000732,-0.556307238279
ACH-000734,-0.631825669137
ACH-000735,-0.19043429656
ACH-000736,-0.33596668088
ACH-000738,-0.733620793289
ACH-000746,-0.527692178297
ACH-000747,-0.529477248208
ACH-000748,-0.10089253572899999
ACH-000753,-0.5746221589720001
ACH-000756,-0.173307418235
ACH-000757,-0.266062944348
ACH-000758,-0.731503095034
ACH-000760,-0.366230236001
ACH-000763,-0.8892868431470001
ACH-000764,-0.363384924405
ACH-000765,-0.517795462967
ACH-000766,-0.355388044854
ACH-000767,-0.331071169449
ACH-000768,-0.7123408496279999
ACH-000769,-0.37713052052699997
ACH-000770,-0.381086055012
ACH-000771,-0.653378929642
ACH-000773,-0.19623179908799998
ACH-000776,-0.583788944224
ACH-000777,-0.661891625603
ACH-000778,-0.40256763852300004
ACH-000781,-0.35892329459
ACH-000782,-0.430038951053
ACH-000783,-0.127082831064
ACH-000784,-0.602378017127
ACH-000785,-0.567567438618
ACH-000787,-0.60554360291
ACH-000788,-0.104061785884
ACH-000791,-0.362670192048
ACH-000792,-0.41028228044200005
ACH-000794,-0.38695309218900004
ACH-000796,-0.505990807443
ACH-000799,-0.232062344043
ACH-000800,-0.409189863597
ACH-000802,-0.5248230134049999
ACH-000804,-0.7694704910690001
ACH-000805,-0.38282657166
ACH-000809,-0.35253334582900003
ACH-000810,-0.137934587996
ACH-000811,-0.263827023609
ACH-000817,-0.74460310487
ACH-000819,-0.528967337661
ACH-000820,-0.299061372941
ACH-000821,-0.313611727212
ACH-000822,-0.35845625427100003
ACH-000823,-0.5987977144
ACH-000824,-0.19602867111299999
ACH-000827,-0.152610823661
ACH-000829,-0.35534652560900004
ACH-000831,-0.8672354493619999
ACH-000832,-0.27611273702
ACH-000833,-0.727383065663
ACH-000834,-0.688598169972
ACH-000835,-0.415238422875
ACH-000836,-0.393576877474
ACH-000837,-0.40346234952
ACH-000838,-0.153374214221
ACH-000839,-0.37490700873000005
ACH-000840,-0.292071997127
ACH-000841,-0.332220199507
ACH-000843,-0.413674621037
ACH-000846,-0.41787509991300004
ACH-000847,-0.5249912527839999
ACH-000848,-0.47183219427199996
ACH-000849,-0.27545763663
ACH-000851,-0.6898558000149999
ACH-000855,-0.9819059737770001
ACH-000856,-0.36746451687
ACH-000858,-0.606545141622
ACH-000859,-0.317223421046
ACH-000861,-0.46009364409599995
ACH-000862,-0.6311208394569999
ACH-000865,-0.6927581916159999
ACH-000866,-0.465830111625
ACH-000867,-0.15400806461
ACH-000869,-0.37572068907300005
ACH-000872,-0.31249664202599997
ACH-000873,-0.582083962309
ACH-000876,-0.49446470970899997
ACH-000878,-0.551854603291
ACH-000880,-0.618303043084
ACH-000881,-0.19999542213799998
ACH-000882,-0.432490184563
ACH-000884,-0.483775651597
ACH-000885,-0.7159240152490001
ACH-000887,-0.45448709631300005
ACH-000888,-0.559817280933
ACH-000889,-0.652585398826
ACH-000890,-0.21171820778499997
ACH-000896,-0.356440240403
ACH-000898,-0.508082695762
ACH-000900,-0.33256860405
ACH-000901,-0.469346145177
ACH-000905,-0.36653540851099997
ACH-000906,-0.669521838683
ACH-000907,-0.082336330603
ACH-000910,-0.716048631891
ACH-000911,-0.24417127150100001
ACH-000912,-0.406632177645
ACH-000913,-0.629852252736
ACH-000915,-0.7135187412299999
ACH-000916,-0.5618372862100001
ACH-000917,-0.47085390760799994
ACH-000921,-0.517909787863
ACH-000924,-0.6251035590030001
ACH-000926,-0.396080869164
ACH-000928,-0.394461247821
ACH-000929,-0.422185262714
ACH-000932,-0.484306288383
ACH-000935,-0.37708380385799994
ACH-000936,-0.5251926395100001
ACH-000937,-0.24338319939800002
ACH-000938,-0.205453005449
ACH-000939,-0.9628862710510001
ACH-000941,-0.527328798184
ACH-000943,-0.783959443623
ACH-000946,-0.792724219075
ACH-000947,-0.749760034778
ACH-000948,-0.6859373537100001
ACH-000950,-0.7168430484559999
ACH-000953,-0.12706495343399998
ACH-000957,-0.633445364677
ACH-000958,-0.37672859468599995
ACH-000960,-0.09559119820969998
ACH-000963,-0.42947634700000004
ACH-000968,-0.933575321934
ACH-000969,-0.37788098077200005
ACH-000973,-0.678280773864
ACH-000974,-0.73103769019
ACH-000975,-0.539171136662
ACH-000976,-0.301401815613
ACH-000978,-0.877589906826
ACH-000980,-0.597281409118
ACH-000984,-0.309159673513
ACH-000986,-0.48771887886299997
ACH-000988,0.038120452117699995
ACH-000993,-0.06891503227189999
ACH-000994,-0.744539103389
ACH-000996,-0.0698242185073
ACH-001001,-0.572123123604
ACH-001020,-0.400033832347
ACH-001028,-0.36765055263499996
ACH-001031,-0.637827279589
ACH-001038,-0.57964322663
ACH-001048,-0.432790022103
ACH-001050,-0.0172824418392
ACH-001053,-0.06383606100940001
ACH-001054,-0.35913666172799996
ACH-001061,-0.5381747004199999
ACH-001067,-0.184981282898
ACH-001075,-0.319546695419
ACH-001096,-0.180454002876
ACH-001128,-0.159585048796
ACH-001134,-0.38144733211900006
ACH-001151,-0.17616227520799999
ACH-001163,-0.702531732637
ACH-001164,-0.461919022717
ACH-001173,-0.8355853908230001
ACH-001183,-0.481280975872
ACH-001184,-0.0932435493416
ACH-001190,-0.443039052944
ACH-001192,-0.430939542455
ACH-001193,-0.494103720789
ACH-001196,-0.487065411311
ACH-001197,-0.34351935359499997
ACH-001205,-0.264979836885
ACH-001211,-0.179814690015
ACH-001212,-0.297917143343
ACH-001228,-0.434401967593
ACH-001232,-0.340012437659
ACH-001239,-0.528921772313
ACH-001274,-0.49108362681699996
ACH-001275,-0.439906371127
ACH-001277,-0.484009880734
ACH-001278,-0.5722918348
ACH-001280,-0.150513168747
ACH-001283,-0.150571083206
ACH-001289,-0.132965862509
ACH-001295,0.0133092618577
ACH-001300,-0.45412757391999997
ACH-001301,-0.14060585738
ACH-001302,-0.355592793235
ACH-001303,-0.267831181597
ACH-001306,-0.24709937485199998
ACH-001318,-0.551910061897
ACH-001322,-0.429827547405
ACH-001328,-0.30284844732599997
ACH-001332,-0.658018679569
ACH-001333,-0.674112740568
ACH-001336,-0.525880573353
ACH-001340,-0.167495841638
ACH-001346,-0.609992274164
ACH-001353,-0.118281073971
ACH-001354,-0.6300317463189999
ACH-001367,-0.491708220726
ACH-001368,-0.695241462808
ACH-001374,-0.0467451005784
ACH-001375,-0.234506122101
ACH-001377,-0.540686843997
ACH-001380,-0.5375930151100001
ACH-001391,-0.34040425594800006
ACH-001407,-0.37604673647200004
ACH-001408,-0.301138750453
ACH-001413,-0.17427065457600002
ACH-001430,-0.260856368197
ACH-001431,-0.190683804945
ACH-001450,-0.5352178687929999
ACH-001496,-0.752478928321
ACH-001500,-0.575896651086
ACH-001521,-0.48713469179499996
ACH-001523,-0.59992180026
ACH-001532,-0.45713668237099997
ACH-001536,-0.244970234834
ACH-001550,-0.576145259994
ACH-001552,-0.376541386637
ACH-001554,-0.431086288112
ACH-001645,-0.478833517819
ACH-001654,-0.494526517519
ACH-001715,-0.289480427076
ACH-001735,-0.0927843836286
ACH-001736,-0.328357233975
ACH-001737,-0.346187100268
ACH-001740,-0.5362446569789999
ACH-001745,-0.37501259896399997
ACH-001750,-0.198268207969
ACH-001765,-0.375089723262
ACH-001956,-0.107970562665
ACH-001957,-0.187471000689
