,MRPS18B (28973)
ACH-000311,-0.602258832048
ACH-000312,-0.917293960973
ACH-000315,-0.491146107554
ACH-000316,-0.719820405864
ACH-000317,-1.17254299318
ACH-000318,-0.672466039783
ACH-000319,-0.5256578946530001
ACH-000320,-0.598555535982
ACH-000322,-0.8422113991719999
ACH-000323,-0.747628175447
ACH-000324,-0.6922571747840001
ACH-000329,-0.755662185126
ACH-000330,-0.669974865613
ACH-000331,-0.711621957277
ACH-000332,-0.36210197715000003
ACH-000334,-0.754202512006
ACH-000335,-0.512293723399
ACH-000336,-0.216711804663
ACH-000337,-0.769306256379
ACH-000339,-0.8053134487729999
ACH-000341,-0.451913895994
ACH-000348,-0.538285981352
ACH-000350,-0.504545562337
ACH-000352,-0.892706018179
ACH-000356,-0.898095687673
ACH-000361,-0.651095094749
ACH-000362,-0.428545844988
ACH-000363,-0.655573965672
ACH-000364,-0.6880781214399999
ACH-000365,-0.5749603612740001
ACH-000366,-0.48215271705799995
ACH-000368,-0.662711704948
ACH-000374,-1.01304940104
ACH-000375,-0.8169679951119999
ACH-000376,-0.913245143715
ACH-000381,-0.813396415158
ACH-000383,-0.6452133422249999
ACH-000387,-0.7922452912610001
ACH-000389,-0.366067111139
ACH-000390,-0.563124312141
ACH-000393,-0.512326269565
ACH-000395,-0.411891378009
ACH-000397,-0.49461528629600005
ACH-000401,-0.620086430823
ACH-000402,-1.0345349391299998
ACH-000403,-0.6506256963270001
ACH-000404,-0.709654796761
ACH-000406,-0.9606443764049999
ACH-000407,-0.549037134232
ACH-000408,-0.925575798431
ACH-000410,-0.5703577631369999
ACH-000411,-0.417621075628
ACH-000414,-0.6871245792180001
ACH-000415,-0.629279654747
ACH-000416,-0.452655882895
ACH-000420,-0.606884428626
ACH-000421,-0.661964578256
ACH-000424,-0.659644927579
ACH-000425,-0.6275021228909999
ACH-000426,-0.9797135621269999
ACH-000427,-0.568438779912
ACH-000433,-0.575797639947
ACH-000436,-0.257526939765
ACH-000444,-0.663224365894
ACH-000445,-0.538971221083
ACH-000448,-0.463372893573
ACH-000450,-0.937543733639
ACH-000452,-0.492816192045
ACH-000454,-1.10791085507
ACH-000458,-0.706372583181
ACH-000459,-1.60488098506
ACH-000460,-0.7297736440479999
ACH-000461,-0.8445870044
ACH-000463,-0.5641514990209999
ACH-000464,-0.585763119497
ACH-000466,-0.884789563511
ACH-000467,-1.0229110430700001
ACH-000468,-0.681064123127
ACH-000469,-1.0515519088299998
ACH-000470,-0.63507266804
ACH-000471,-0.48183322118699995
ACH-000472,-0.573821259738
ACH-000473,-0.813684647232
ACH-000475,-0.686789434199
ACH-000476,-0.809602309181
ACH-000477,-0.722136416295
ACH-000480,-0.953301948714
ACH-000481,-0.6359192187520001
ACH-000483,-0.7409801429940001
ACH-000484,-0.37939667072800004
ACH-000485,-0.475236786995
ACH-000486,-0.634731629059
ACH-000487,-0.7278378662199999
ACH-000488,-0.8923805376710001
ACH-000490,-0.762092860981
ACH-000491,-0.973912611296
ACH-000495,-0.312905810118
ACH-000496,-0.6009159832850001
ACH-000499,-1.0915832869600002
ACH-000500,-0.840428353723
ACH-000502,-0.587733970461
ACH-000503,-0.9774540034799999
ACH-000505,-0.374535609981
ACH-000507,-0.592011554177
ACH-000510,-0.413790805503
ACH-000511,-0.568277494455
ACH-000512,-0.765763118914
ACH-000516,-0.49166901542499997
ACH-000517,-0.535628010796
ACH-000518,-0.868888905582
ACH-000520,-0.38867973506
ACH-000521,-0.7524433735349999
ACH-000522,-0.613343418567
ACH-000524,-0.714416037399
ACH-000527,-0.590239435362
ACH-000528,-0.9844924025030001
ACH-000537,-0.9544062789550001
ACH-000541,-0.6763634024699999
ACH-000542,-0.438381476441
ACH-000544,-0.984998096453
ACH-000545,-0.892187062929
ACH-000547,-1.09064369272
ACH-000548,-0.596929795571
ACH-000549,-0.86597340025
ACH-000550,-0.632797024941
ACH-000552,-0.911917213182
ACH-000556,-0.7495969148180001
ACH-000557,-0.38752012078299997
ACH-000570,-0.669775152179
ACH-000571,-0.586674468038
ACH-000573,-0.619813499368
ACH-000576,-0.501252647348
ACH-000580,-0.435178531492
ACH-000584,-0.628957859553
ACH-000585,-0.540662118568
ACH-000588,-0.7676406076610001
ACH-000589,-0.970954767144
ACH-000591,-0.919020017323
ACH-000593,-0.6846344890639999
ACH-000600,-0.577989982051
ACH-000601,-0.872920792039
ACH-000604,-0.787305644961
ACH-000605,-0.667454376693
ACH-000606,-0.903772105321
ACH-000608,-0.5246877880699999
ACH-000614,-0.8312605153479999
ACH-000616,-0.645652670542
ACH-000618,-1.0373391650900001
ACH-000619,-0.6921406883140001
ACH-000620,-0.6930549128679999
ACH-000621,-0.596194838866
ACH-000622,-0.549494220221
ACH-000623,-0.577664084808
ACH-000624,-0.396581278825
ACH-000627,-0.666580981402
ACH-000630,-0.876788137097
ACH-000632,-0.577120431293
ACH-000633,-0.842366153791
ACH-000637,-1.02208069212
ACH-000638,-0.593444995552
ACH-000646,-0.878883526857
ACH-000647,-0.892559592949
ACH-000648,-0.660529731651
ACH-000649,-0.695563800203
ACH-000651,-1.1215868692
ACH-000652,-0.723780391986
ACH-000653,-0.8070609608149999
ACH-000657,-0.6801626806559999
ACH-000658,-0.51538382745
ACH-000661,-0.9453849121200001
ACH-000662,-0.7132688442560001
ACH-000663,-0.6900440578589999
ACH-000665,-0.670752624393
ACH-000671,-0.8764005026289999
ACH-000673,-0.341806406769
ACH-000676,-0.8678174133390001
ACH-000677,-1.43837283069
ACH-000681,-0.824257296646
ACH-000682,-0.74516544337
ACH-000683,-0.748701593098
ACH-000684,-0.7182102967280001
ACH-000688,-0.5562542586110001
ACH-000693,-0.900148158125
ACH-000694,-0.8212142301090001
ACH-000695,-0.409836734663
ACH-000696,-0.538722003089
ACH-000697,-0.736498559596
ACH-000699,-0.870564014787
ACH-000701,-0.670343643094
ACH-000706,-1.02466604207
ACH-000711,-0.706825404746
ACH-000713,-0.748524659154
ACH-000714,-0.27938260433400003
ACH-000718,-0.614836568297
ACH-000720,-0.682812542736
ACH-000721,-0.763218528161
ACH-000724,-0.8509866911689999
ACH-000725,-0.6833681727650001
ACH-000732,-0.797199552906
ACH-000734,-1.10199157646
ACH-000735,-0.611108958276
ACH-000736,-0.620630048479
ACH-000738,-0.9234633572229999
ACH-000746,-0.826781273845
ACH-000747,-0.81488024494
ACH-000748,-0.311499740809
ACH-000753,-0.923628978697
ACH-000756,-0.348042942399
ACH-000757,-0.788285747931
ACH-000758,-0.762704168062
ACH-000760,-0.995383195238
ACH-000763,-0.9102897983630001
ACH-000764,-0.9322082243719999
ACH-000765,-0.7824111961069999
ACH-000766,-0.6980728692370001
ACH-000767,-0.918009546824
ACH-000768,-0.652686182122
ACH-000769,-0.8681265442180001
ACH-000770,-0.5725235529580001
ACH-000771,-0.769724956939
ACH-000773,-0.5481025222420001
ACH-000776,-0.585941636131
ACH-000777,-0.772797697071
ACH-000778,-0.5532345599490001
ACH-000781,-0.6861804417380001
ACH-000782,-0.543436960052
ACH-000783,-0.628806170416
ACH-000784,-1.10630504793
ACH-000785,-0.608022321198
ACH-000787,-0.780999521428
ACH-000788,-0.389970565316
ACH-000791,-0.5776873998800001
ACH-000792,-0.417008611892
ACH-000794,-0.48777675535899995
ACH-000796,-0.681359651451
ACH-000799,-0.36846620893
ACH-000800,-0.744318714195
ACH-000802,-0.650722025448
ACH-000804,-0.7133886757019999
ACH-000805,-0.8261437961079999
ACH-000809,-0.631674114089
ACH-000810,-0.514575413833
ACH-000811,-0.5477387870279999
ACH-000817,-0.640624873288
ACH-000819,-0.7878940954979999
ACH-000820,-0.708046309386
ACH-000821,-0.634909397978
ACH-000822,-0.40938879239200004
ACH-000823,-0.844087638786
ACH-000824,-0.360372859782
ACH-000827,-0.40251475217200006
ACH-000829,-0.69257917751
ACH-000831,-0.914710943944
ACH-000832,-0.7008926760940001
ACH-000833,-0.8911743333059999
ACH-000834,-0.7636087008720001
ACH-000835,-0.836124613389
ACH-000836,-0.713279374774
ACH-000837,-0.979029192219
ACH-000838,-0.451067305928
ACH-000839,-0.569438963983
ACH-000840,-0.572414917637
ACH-000841,-0.571293888261
ACH-000843,-0.7939454479979999
ACH-000846,-0.63401608556
ACH-000847,-0.8397732842640001
ACH-000848,-0.7629793370800001
ACH-000849,-0.599969393648
ACH-000851,-0.911454677791
ACH-000855,-0.561442275379
ACH-000856,-0.740035827912
ACH-000858,-0.597169412065
ACH-000859,-0.631485739471
ACH-000861,-0.8470955177580001
ACH-000862,-1.05423172315
ACH-000865,-0.9339896433050001
ACH-000866,-0.802438932606
ACH-000867,-0.586077126139
ACH-000869,-0.691093521078
ACH-000872,-0.557496528156
ACH-000873,-0.825188710298
ACH-000876,-1.02910850779
ACH-000878,-0.7667876103129999
ACH-000880,-0.6926711945640001
ACH-000881,-0.7851308498370001
ACH-000882,-0.879165907823
ACH-000884,-0.6898651504860001
ACH-000885,-0.984543740493
ACH-000887,-0.561467821645
ACH-000888,-0.6912558622949999
ACH-000889,-0.670075640752
ACH-000890,-0.42363895064199997
ACH-000896,-0.6251684416309999
ACH-000898,-0.7269901223469999
ACH-000900,-0.702029553506
ACH-000901,-0.602129646374
ACH-000905,-0.8741259238019999
ACH-000906,-0.5849771701049999
ACH-000907,-0.492955312732
ACH-000910,-1.096641897
ACH-000911,-0.7574476461830001
ACH-000912,-0.677657815691
ACH-000913,-0.909497751565
ACH-000915,-0.728815447083
ACH-000916,-0.020770529264099998
ACH-000917,-0.7525057059899999
ACH-000921,-0.775446566619
ACH-000924,-0.799060080606
ACH-000926,-0.659011111858
ACH-000928,-0.943358752143
ACH-000929,-0.558956134171
ACH-000932,-0.753226512838
ACH-000935,-0.7918571131700001
ACH-000936,-0.9873924249959999
ACH-000937,-0.547448604453
ACH-000938,-0.651715042373
ACH-000939,-0.99968125047
ACH-000941,-0.969399583384
ACH-000943,-0.9390234718639999
ACH-000946,-0.662269859545
ACH-000947,-1.1240934139399998
ACH-000948,-0.939767986648
ACH-000950,-0.810030198569
ACH-000953,-0.571424877355
ACH-000957,-0.933118294198
ACH-000958,-0.48715147486999993
ACH-000960,-0.44504723919600003
ACH-000963,-0.99929351201
ACH-000968,-0.9793968955310001
ACH-000969,-1.5074617299000002
ACH-000973,-0.720023675725
ACH-000974,-0.545908021823
ACH-000975,-0.5995786437780001
ACH-000976,-0.584327012212
ACH-000978,-0.834968978775
ACH-000980,-0.744545068812
ACH-000984,-0.519110257755
ACH-000986,-0.862293830475
ACH-000988,-0.306579169529
ACH-000993,-0.168246596535
ACH-000994,-1.12600959752
ACH-000996,-0.375675703556
ACH-001001,-0.588521611783
ACH-001020,-0.44087616692299997
ACH-001028,-0.743978658271
ACH-001031,-0.7267508872399999
ACH-001038,-0.789035412537
ACH-001048,-0.714264069797
ACH-001050,-0.291201813945
ACH-001053,-0.499903412377
ACH-001054,-0.43164314901999995
ACH-001061,-0.858216448175
ACH-001067,-0.569547149551
ACH-001075,-0.787141435097
ACH-001096,-0.7037548098299999
ACH-001128,-0.669292856806
ACH-001134,-0.7169266564569999
ACH-001151,-0.414247394451
ACH-001163,-0.7147999876790001
ACH-001164,-0.851484097041
ACH-001173,-0.745959903714
ACH-001183,-0.716594096718
ACH-001184,-0.479052731221
ACH-001190,-0.7040210652259999
ACH-001192,-0.735818488038
ACH-001193,-0.496428145236
ACH-001196,-0.814376961548
ACH-001197,-0.595689053004
ACH-001205,-0.816441500755
ACH-001211,-0.544397429984
ACH-001212,-0.5963844048520001
ACH-001228,-0.49112159878600004
ACH-001232,-0.689344057889
ACH-001239,-0.801706276775
ACH-001274,-0.679099253776
ACH-001275,-0.733550630073
ACH-001277,-0.648174333732
ACH-001278,-0.964607819673
ACH-001280,-0.599385102951
ACH-001283,-0.654291293646
ACH-001289,-0.674530232017
ACH-001295,-0.156489492727
ACH-001300,-0.8909476756720001
ACH-001301,-0.337508899691
ACH-001302,-0.919006473263
ACH-001303,-0.190777548391
ACH-001306,-0.450423150056
ACH-001318,-0.7810172768529999
ACH-001322,-0.485612877082
ACH-001328,-0.70797081045
ACH-001332,-0.882894664936
ACH-001333,-0.995313467953
ACH-001336,-0.635163971291
ACH-001340,-0.530029719786
ACH-001346,-0.904383527739
ACH-001353,-0.536092682917
ACH-001354,-0.748195294506
ACH-001367,-0.615141893041
ACH-001368,-0.861140028753
ACH-001374,-0.39246540928999996
ACH-001375,-0.479810896781
ACH-001377,-0.7366586604559999
ACH-001380,-0.672311800925
ACH-001391,-0.445231643939
ACH-001407,-0.550156198512
ACH-001408,-0.813012040308
ACH-001413,-0.5134616545449999
ACH-001430,-0.412542132676
ACH-001431,-0.786608280175
ACH-001450,-0.65909241335
ACH-001496,-0.86946554248
ACH-001500,-0.571706104269
ACH-001521,-0.7619067891779999
ACH-001523,-0.8124115696330001
ACH-001532,-0.689988824595
ACH-001536,-0.280544499763
ACH-001550,-0.8687380751260001
ACH-001552,-0.590482888037
ACH-001554,-0.622054469199
ACH-001645,-0.49343154676000006
ACH-001654,-0.6737671743029999
ACH-001715,-0.417051326911
ACH-001735,-0.40397982571099994
ACH-001736,-0.643521881863
ACH-001737,-0.7696349881010001
ACH-001740,-0.5436210281399999
ACH-001745,-0.31846718487500003
ACH-001750,-0.8269425551749999
ACH-001765,-0.755068947863
ACH-001956,-0.303911007275
ACH-001957,-0.424655120016
