,SMOX (54498)
ACH-000004,-0.22022353008200002
ACH-000007,0.0606530388437
ACH-000009,0.118501641617
ACH-000011,0.14941995702400002
ACH-000012,0.026547764122599998
ACH-000013,-0.0390737234791
ACH-000014,0.266368274156
ACH-000015,0.178692730529
ACH-000017,-0.244320987003
ACH-000018,-0.123271861053
ACH-000019,0.0235803947541
ACH-000021,0.181317179547
ACH-000022,0.0202926269525
ACH-000025,0.17883859883900002
ACH-000028,-0.150395394689
ACH-000030,-0.02683530651
ACH-000035,0.15248470274
ACH-000036,-0.124495009648
ACH-000037,0.0559035781757
ACH-000039,-0.0650254311378
ACH-000040,0.0467566185106
ACH-000041,0.188584193164
ACH-000042,-0.310445008485
ACH-000045,0.00391864748965
ACH-000047,-0.0669432397759
ACH-000052,0.043324272188
ACH-000053,-0.010312636864999999
ACH-000054,0.0312991061397
ACH-000055,-0.0631631130745
ACH-000060,-0.165085154849
ACH-000067,0.0376192322719
ACH-000070,-0.04259461458409999
ACH-000075,-0.0482882312757
ACH-000078,0.0925193568719
ACH-000082,-0.110883839287
ACH-000085,-0.0929424888085
ACH-000086,0.20888642142900002
ACH-000087,-0.00988731482799
ACH-000092,-0.13258214723300002
ACH-000095,0.16717834332999998
ACH-000097,-0.036961708375
ACH-000098,0.0560558738908
ACH-000099,-0.0263527025387
ACH-000108,0.130914101606
ACH-000113,-0.0174651408803
ACH-000115,0.115446751802
ACH-000116,0.010754254490200002
ACH-000118,-0.142727356373
ACH-000120,0.10623272445
ACH-000123,0.0412110111279
ACH-000127,0.0313037492097
ACH-000128,0.0423328683245
ACH-000132,0.104271252073
ACH-000133,-0.128445659556
ACH-000137,0.305629879827
ACH-000138,0.0844470138087
ACH-000142,0.0491675299601
ACH-000143,-0.115008115383
ACH-000146,-0.0153089837385
ACH-000148,-0.0685317406041
ACH-000150,-0.13268197689300001
ACH-000152,0.246661937298
ACH-000153,-0.18876097391899999
ACH-000159,0.12709956853
ACH-000160,-0.21434439703299998
ACH-000163,-0.10991099681199999
ACH-000167,0.10898193605999999
ACH-000168,-0.0253551162312
ACH-000169,-0.024123154303599997
ACH-000178,-0.0767016743629
ACH-000182,-0.0751519546405
ACH-000183,-0.060808886131300005
ACH-000188,0.186457248464
ACH-000189,-0.083737610251
ACH-000190,-0.012452013241700002
ACH-000198,0.05682727290709999
ACH-000204,-0.1417142634
ACH-000206,-0.00506427317705
ACH-000207,0.127065757985
ACH-000211,0.088175422995
ACH-000215,0.034478131023499996
ACH-000221,-0.0801138392005
ACH-000222,0.14176038945
ACH-000223,-0.0365114166407
ACH-000226,0.257085328518
ACH-000227,-0.173703472673
ACH-000228,0.034554505321999995
ACH-000231,-0.123253691844
ACH-000232,-0.0027584461545599997
ACH-000233,-0.0633349538317
ACH-000234,0.0538579201165
ACH-000235,0.0196549477496
ACH-000237,0.121708025551
ACH-000238,-0.031332997313599995
ACH-000243,-0.08054614971560001
ACH-000244,-0.107451226306
ACH-000246,0.0618783001605
ACH-000248,-0.0313779183819
ACH-000250,-0.0883302463171
ACH-000251,0.336078930962
ACH-000253,-0.043644730275
ACH-000255,-0.041032390358699995
ACH-000256,0.257247514831
ACH-000257,-0.0584656700358
ACH-000258,-0.0795517285245
ACH-000259,0.038899730337800004
ACH-000260,0.045958992504000006
ACH-000261,-0.055573217438000005
ACH-000262,0.0792059555942
ACH-000263,-0.210904144276
ACH-000264,-0.09358994995179999
ACH-000265,0.039914760223199994
ACH-000266,-0.103713735803
ACH-000272,-0.05026610775550001
ACH-000273,-0.139202963781
ACH-000274,-0.265212067795
ACH-000277,0.0018508968417300002
ACH-000278,-0.21266912505399999
ACH-000279,-0.0428959754528
ACH-000280,0.0200643711464
ACH-000281,-0.247745279055
ACH-000288,0.00387227306432
ACH-000291,-0.0425282455151
ACH-000293,0.175209681386
ACH-000294,0.06771236108630001
ACH-000295,-0.132280660714
ACH-000296,0.0700571965503
ACH-000302,0.0233976921527
ACH-000304,-0.0265947547137
ACH-000307,0.0411639963332
ACH-000308,0.0366250111612
ACH-000310,0.156759782971
ACH-000311,-0.166058797655
ACH-000312,-0.0713472744925
ACH-000315,-0.035413523445999996
ACH-000316,0.0849531016885
ACH-000317,0.169817616899
ACH-000318,0.0874242968122
ACH-000319,0.07396349763989998
ACH-000320,0.038277521986800005
ACH-000322,-0.061622460721699995
ACH-000323,0.18862190185
ACH-000324,-0.0501601251432
