,CENPK (64105)
ACH-000591,-1.2783072042899999
ACH-000593,-1.33630438648
ACH-000600,-0.945542041901
ACH-000601,-1.15340199623
ACH-000604,-1.4197101647900001
ACH-000605,-1.46435770266
ACH-000606,-1.26989821596
ACH-000608,-1.88701189724
ACH-000614,-1.36085981028
ACH-000616,-1.1305309508799999
ACH-000618,-1.34838130743
ACH-000619,-1.35099320178
ACH-000620,-1.24211445742
ACH-000621,-1.3666640167
ACH-000622,-1.5036737470500001
ACH-000623,-1.19390702299
ACH-000624,-1.3450012431600002
ACH-000627,-1.34188895351
ACH-000630,-1.19478496478
ACH-000632,-1.17546428281
ACH-000633,-1.3789953894799998
ACH-000637,-0.779112586782
ACH-000638,-1.3470641566600001
ACH-000646,-1.02154619749
ACH-000647,-1.36198744271
ACH-000648,-1.26886873502
ACH-000649,-1.30718815526
ACH-000651,-1.1640525341299999
ACH-000652,-1.10516988428
ACH-000653,-1.22952922364
ACH-000657,-1.30107281256
ACH-000658,-1.47210919231
ACH-000661,-1.2479229077299998
ACH-000662,-1.82582172697
ACH-000663,-1.27574535294
ACH-000665,-1.1177453712999998
ACH-000671,-1.33206781286
ACH-000673,-1.5484510145700001
ACH-000676,-1.10645221542
ACH-000677,-0.657732532037
ACH-000681,-1.56628766063
ACH-000682,-1.46549990914
ACH-000683,-1.2319617196
ACH-000684,-1.35607451759
ACH-000688,-1.3032238816700001
ACH-000693,-1.3831473125799998
ACH-000694,-1.42414649445
ACH-000695,-1.74646272751
ACH-000696,-1.2962853025399999
ACH-000697,-1.44734758012
ACH-000699,-1.60949746648
ACH-000701,-1.24977631501
ACH-000706,-1.2908579805299998
ACH-000711,-1.3224934912000001
ACH-000713,-1.3501043457600002
ACH-000714,-1.22762874211
ACH-000718,-1.5046189640600003
ACH-000720,-1.27966058777
ACH-000721,-1.30513912282
ACH-000724,-1.32676817948
ACH-000725,-1.9220408358599999
ACH-000732,-1.4268393575
ACH-000734,-1.20228253044
ACH-000735,-1.16768558189
ACH-000736,-1.39094602907
ACH-000738,-1.4500697319
ACH-000746,-1.04643315551
ACH-000747,-1.28950975794
ACH-000748,-1.1285633399400001
ACH-000753,-1.41693659113
ACH-000756,-1.49795233232
ACH-000757,-1.11066144657
ACH-000758,-1.33412479293
ACH-000760,-1.51318410558
ACH-000763,-1.1137434367799999
ACH-000764,-1.61507036385
ACH-000765,-1.2261694288200002
ACH-000766,-1.0901271722299999
ACH-000767,-1.8547259791599997
ACH-000768,-1.13491637342
ACH-000769,-1.4082498333000002
ACH-000770,-1.15723221111
ACH-000771,-1.1731398612200001
ACH-000773,-1.50250694193
ACH-000776,-1.20068725793
ACH-000777,-1.00701526553
ACH-000778,-1.49669221696
ACH-000781,-1.41585936067
ACH-000782,-1.38547123724
ACH-000783,-1.21619136979
ACH-000784,-1.3406514860799998
ACH-000785,-1.52300346161
ACH-000787,-1.3288003287
ACH-000788,-1.30547618579
ACH-000791,-1.38909525995
ACH-000792,-1.30325023743
ACH-000794,-1.23487671284
ACH-000796,-1.45956380546
ACH-000799,-1.35916105669
ACH-000800,-1.37369149189
ACH-000802,-1.30749991487
ACH-000804,-1.0184458300299999
ACH-000805,-1.38495975793
ACH-000809,-1.29465834347
ACH-000810,-1.5436536097799998
ACH-000811,-1.44122772717
ACH-000817,-1.27620339744
ACH-000819,-1.2662597873499999
ACH-000820,-1.39043667166
ACH-000821,-1.47210973855
ACH-000822,-1.27352228359
ACH-000823,-1.3432810701700002
ACH-000824,-1.45465280685
ACH-000827,-0.9112664827079999
ACH-000829,-1.60752439711
ACH-000831,-1.33023060185
ACH-000832,-1.2125127116399999
ACH-000833,-1.22043854018
ACH-000834,-1.6336950077099999
ACH-000835,-1.2588025408299999
ACH-000836,-0.879473968295
ACH-000837,-1.10593612052
ACH-000838,-1.5967243222299998
ACH-000839,-1.2523039915
ACH-000840,-1.0590785853
ACH-000841,-1.3360670985299998
ACH-000843,-1.14490035052
ACH-000846,-1.5527301973700003
ACH-000847,-1.32634111949
ACH-000848,-1.47654790123
ACH-000849,-1.2744680563700002
ACH-000851,-1.2148184671
ACH-000855,-1.32646393375
ACH-000856,-1.24754732485
ACH-000858,-1.28034743789
ACH-000859,-1.50532938027
ACH-000861,-1.39149956469
ACH-000862,-1.31737979684
ACH-000865,-1.29859508767
ACH-000866,-1.33609093921
ACH-000867,-1.56417944944
ACH-000869,-1.4372181375400002
ACH-000872,-0.949417299569
ACH-000873,-1.4660528989200001
ACH-000876,-1.6574969750100002
ACH-000878,-1.2452986318100001
ACH-000880,-1.1318369019399999
ACH-000881,-1.06389475714
ACH-000882,-1.1903654828299999
ACH-000884,-1.53302909768
ACH-000885,-1.5126532112200002
ACH-000887,-1.14634423436
ACH-000888,-1.4105196130700002
ACH-000889,-1.38217390773
ACH-000890,-1.45225179975
ACH-000896,-1.3718143681600001
ACH-000898,-1.56929818398
ACH-000900,-1.3034558626000001
ACH-000901,-1.30987557183
ACH-000905,-1.2686429833600001
ACH-000906,-1.34692740556
ACH-000907,-1.41392134021
ACH-000910,-1.64641521139
ACH-000911,-1.3900277065900002
ACH-000912,-1.18534115607
ACH-000913,-1.43615990486
ACH-000915,-1.21779601561
ACH-000916,-1.19202046795
ACH-000917,-1.23909926651
ACH-000921,-1.52506461527
ACH-000924,-1.1751070719399999
ACH-000926,-1.24760366703
ACH-000928,-1.12426374055
ACH-000929,-1.30656887539
ACH-000932,-1.4215426565
ACH-000935,-1.3903640047799999
ACH-000936,-1.32017851688
ACH-000937,-1.24976457828
ACH-000938,-1.5634081547799998
ACH-000939,-1.21691063735
ACH-000941,-1.49645556835
ACH-000943,-1.3888046832700003
ACH-000946,-1.50042785424
ACH-000947,-1.4708241630399999
ACH-000948,-1.03228750278
ACH-000950,-1.2756322801
ACH-000953,-1.4645721527899997
ACH-000957,-1.31821257506
ACH-000958,-1.20075411612
ACH-000960,-1.01134372808
ACH-000963,-1.43209744157
ACH-000968,-1.13160692775
ACH-000969,-1.4151962986500002
ACH-000973,-1.1806186753899999
ACH-000974,-1.32274655804
ACH-000975,-1.33562740545
ACH-000976,-1.28909486249
ACH-000978,-1.06961927267
ACH-000980,-1.34230775243
ACH-000984,-1.56385023899
ACH-000986,-1.3678616131799999
ACH-000988,-1.41621153907
ACH-000993,-1.29194809561
ACH-000994,-1.4944451722999998
ACH-000996,-1.68996235768
ACH-001001,-1.45099079268
ACH-001020,-1.21245021626
ACH-001028,-1.3882194210299998
ACH-001031,-1.16641846286
ACH-001038,-1.31322193487
ACH-001048,-1.42030318731
ACH-001050,-1.14922477709
ACH-001053,-1.4819888437399997
ACH-001054,-1.27606506603
ACH-001061,-1.1600081518799998
ACH-001067,-1.09926758177
ACH-001075,-1.33338379058
ACH-001096,-1.39478703456
ACH-001128,-0.484733696028
ACH-001134,-0.886030261661
ACH-001151,-1.28492266156
ACH-001163,-1.19206419687
ACH-001164,-1.16612507584
ACH-001173,-1.29820303321
ACH-001183,-1.45900556808
ACH-001184,-1.48216166822
ACH-001190,-1.49718912002
ACH-001192,-1.26310150222
ACH-001193,-1.86791085651
ACH-001196,-1.24703258197
ACH-001197,-1.38777321037
ACH-001205,-1.40174703185
ACH-001211,-1.11602736005
ACH-001212,-1.12113020873
ACH-001228,-1.52340329595
ACH-001232,-1.3404252884899999
ACH-001239,-1.27810755235
ACH-001274,-1.5319158688699999
ACH-001275,-1.43085064778
ACH-001277,-1.54718071542
ACH-001278,-1.38526114852
ACH-001280,-1.1762085731
ACH-001283,-1.10094510387
ACH-001289,-0.990275891328
ACH-001295,-1.17605599454
ACH-001300,-1.35922973982
ACH-001301,-1.47344752221
ACH-001302,-1.5600363186200001
ACH-001303,-1.64844862618
ACH-001306,-1.1831657669700002
ACH-001318,-1.08293465767
ACH-001322,-1.24237116705
ACH-001328,-1.41119557165
ACH-001332,-1.68326389188
ACH-001333,-1.29201471764
ACH-001336,-1.39055575844
ACH-001340,-1.2125460753
ACH-001346,-1.38391374194
ACH-001353,-1.27587762102
ACH-001354,-1.73202615915
ACH-001367,-1.47040637451
ACH-001368,-1.36178276544
ACH-001374,-1.40001602596
ACH-001375,-1.4883983316799998
ACH-001377,-1.35671849496
ACH-001380,-1.3862760521700002
ACH-001391,-1.03441859287
ACH-001407,-1.4269270040900002
ACH-001408,-1.52547332903
ACH-001413,-1.29260505671
ACH-001430,-1.20280926331
ACH-001431,-1.3440393522100003
ACH-001450,-1.37826710118
ACH-001496,-0.938987119803
ACH-001500,-1.07110096954
ACH-001521,-0.979414306353
ACH-001523,-1.38430556269
ACH-001532,-1.40960234468
ACH-001536,-1.3421307647799998
ACH-001550,-1.18534499424
ACH-001552,-1.4596389629
ACH-001554,-1.4346113051499998
ACH-001645,-1.7246430810900002
ACH-001654,-1.20758556717
ACH-001715,-0.8968958378569999
ACH-001735,-1.32107583926
ACH-001736,-1.13110861266
ACH-001737,-1.44324758727
ACH-001740,-1.35425662583
ACH-001745,-1.6705020486000002
ACH-001750,-1.01332932588
ACH-001765,-1.3299964755299998
ACH-001956,-1.17955222034
ACH-001957,-1.09112703494
