,LAP3 (51056)
ACH-000288,-0.126761055951
ACH-000291,-0.220418495404
ACH-000293,-0.22749934277199999
ACH-000294,0.11146506366499999
ACH-000295,-0.292489566664
ACH-000296,-0.10472271306700001
ACH-000302,-0.245848433187
ACH-000304,-0.146143842476
ACH-000307,-0.401822547919
ACH-000308,-0.20740811178100002
ACH-000310,-0.137655166499
ACH-000311,0.0480512164838
ACH-000312,-0.224361703519
ACH-000315,-0.263699135978
ACH-000316,-0.404081605115
ACH-000317,0.23863299842099997
ACH-000318,-0.135403375064
ACH-000319,-0.26221152768399997
ACH-000320,0.121275911458
ACH-000322,0.138074846214
ACH-000323,-0.16857189459199998
ACH-000324,-0.04900013347
ACH-000329,-0.35753877875699996
ACH-000330,-0.520788806478
ACH-000331,-0.07308289614880001
ACH-000332,-0.0490003029672
ACH-000334,-0.09527750400260002
ACH-000335,-0.12280230054000002
ACH-000336,-0.18920561827
ACH-000337,-0.119147130874
ACH-000339,-0.11083889031500001
ACH-000341,-0.32046013682700003
ACH-000348,-0.34174167957199997
ACH-000350,-0.050622300309300004
ACH-000352,-0.302199417098
ACH-000356,-0.24394123928199998
ACH-000361,-0.182097582452
ACH-000362,-0.0222284207571
ACH-000363,-0.150058070997
ACH-000364,-0.265611272927
ACH-000365,-0.113737832354
ACH-000366,-0.10078286101299999
ACH-000368,-0.226111771299
ACH-000374,-0.29121604710099996
ACH-000375,-0.191411289855
ACH-000376,-0.329067675186
ACH-000381,-0.0940568827751
ACH-000383,-0.210228903701
ACH-000387,-0.31004689083000003
ACH-000389,-0.286855923242
ACH-000390,-0.130268239173
ACH-000393,-0.381851447514
ACH-000395,-0.126769914859
ACH-000397,-0.28356399602800003
ACH-000401,-0.000430586726881
ACH-000402,-0.46046561664999996
ACH-000403,-0.182675277885
ACH-000404,-0.235763644426
ACH-000406,-0.0573783448068
ACH-000407,-0.154592570733
ACH-000408,-0.161293257341
ACH-000410,0.0521484075396
ACH-000411,-0.0457422752197
ACH-000414,-0.209652008869
ACH-000415,-0.399106249991
ACH-000416,-0.292133256598
ACH-000420,-0.476050535503
ACH-000421,-0.246074043257
ACH-000424,0.00519755030222
ACH-000425,-0.0109216736239
ACH-000426,-0.0346386497648
ACH-000427,-0.299858829793
ACH-000433,0.136626471071
ACH-000436,-0.37507774345
ACH-000444,0.026499010618199998
ACH-000445,0.0656472013066
ACH-000448,-0.287160933658
ACH-000450,-0.105989729378
ACH-000452,-0.41251041699900004
ACH-000454,-0.48520241541500003
ACH-000458,-0.116562804276
ACH-000459,-0.0803752640315
ACH-000460,-0.16230694634
ACH-000461,-0.0825780413817
ACH-000463,-0.17791714427799998
ACH-000464,-0.24232876075999998
ACH-000466,-0.0652939624224
ACH-000467,-0.0219239537125
ACH-000468,-0.0807685540209
ACH-000469,-0.29441374306699997
ACH-000470,-0.380278430761
ACH-000471,-0.118437522074
ACH-000472,-0.11788999861999999
ACH-000473,-0.319481002427
ACH-000475,-0.102004705958
ACH-000476,-0.301569155042
ACH-000477,-0.115781925407
ACH-000480,-0.250474710662
ACH-000481,-0.264497206677
ACH-000483,-0.013408658348900001
ACH-000484,-0.11544399578400001
ACH-000485,-0.305532882031
ACH-000486,-0.148989678396
ACH-000487,-0.252955615448
ACH-000488,-0.114192591171
ACH-000490,-0.183665460172
ACH-000491,-0.281262326557
ACH-000495,-0.48363392952
ACH-000496,-0.339056125834
ACH-000499,-0.21773735978
ACH-000500,-0.611762981704
ACH-000502,0.06803547817969999
ACH-000503,-0.0203428013096
ACH-000505,-0.330093517779
ACH-000507,-0.413622311737
ACH-000510,-0.16782786860100002
ACH-000511,-0.280154957561
ACH-000512,-0.133053457801
ACH-000516,-0.0795231001648
ACH-000517,-0.189546494437
ACH-000518,-0.364223167174
ACH-000520,0.022084684238999997
ACH-000521,-0.158888766883
ACH-000522,-0.23079733436
ACH-000524,-0.08843439434969999
ACH-000527,-0.20267648291700002
ACH-000528,-0.12934142410399999
ACH-000537,-0.058066141543899996
ACH-000541,-0.013951283308299998
ACH-000542,-0.144978643048
ACH-000544,-0.181155250973
ACH-000545,-0.191657285082
ACH-000547,-0.161364014908
ACH-000548,-0.13192597567199998
ACH-000549,-0.0168587331377
ACH-000550,-0.372183907496
ACH-000552,-0.281194235526
ACH-000556,-0.166603331916
ACH-000557,-0.0535632197341
ACH-000570,-0.274691147609
ACH-000571,-0.272116361473
ACH-000573,-0.23920445237
ACH-000576,-0.132211736357
ACH-000580,-0.07506260678019999
ACH-000584,-0.268035382263
ACH-000585,-0.257177339154
ACH-000588,-0.348886834473
ACH-000589,-0.140484895393
ACH-000591,-0.133795065707
ACH-000593,-0.230448970827
ACH-000600,-0.24691825548000002
ACH-000601,-0.046895444515500005
ACH-000604,-0.18884914291299998
ACH-000605,-0.126031866155
ACH-000606,-0.119584225434
ACH-000608,-0.12721738338400002
ACH-000614,-0.208416212859
ACH-000616,-0.205461560889
ACH-000618,-0.129338396914
ACH-000619,-0.163254408605
ACH-000620,-0.0994216794209
ACH-000621,-0.365998940426
ACH-000622,0.0022488172457800003
ACH-000623,-0.202903895538
ACH-000624,-0.241835973538
ACH-000627,-0.344323686699
ACH-000630,-0.128834879015
ACH-000632,-0.058402834304800005
ACH-000633,-0.04566941106369999
ACH-000637,-0.200243902372
ACH-000638,-0.30084723247699996
ACH-000646,-0.19546004411600001
ACH-000647,-0.349728846872
ACH-000648,-0.0440170002325
ACH-000649,-0.045215318102
ACH-000651,-0.259945921549
ACH-000652,0.010825536121100002
ACH-000653,-0.397753223706
ACH-000657,-0.157271651271
ACH-000658,-0.322906666811
ACH-000661,-0.08895749482169998
ACH-000662,-0.7575052295460001
ACH-000663,-0.171485154373
ACH-000665,-0.276487189103
ACH-000671,-0.0736490571549
ACH-000673,-0.169715570025
ACH-000676,-0.28411358723
ACH-000677,0.019495240187799998
ACH-000681,-0.218392377014
ACH-000682,-0.0207403068292
ACH-000683,-0.250257380233
ACH-000684,-0.177840043552
ACH-000688,-0.13022030043500002
ACH-000693,-0.235386334417
ACH-000694,-0.650798437058
ACH-000695,-0.511810863945
ACH-000696,-0.150636042277
ACH-000697,-0.239056252347
ACH-000699,-0.205609287639
ACH-000701,-0.149843227948
ACH-000706,-0.040749770477400006
ACH-000711,-0.324077587178
ACH-000713,-0.0843725293434
ACH-000714,-0.0074671864755
ACH-000718,-0.235065756017
ACH-000720,-0.343589640869
ACH-000721,-4.99602402126e-05
ACH-000724,-0.042981124119499996
ACH-000725,-0.155730750656
ACH-000732,-0.11979874322
ACH-000734,-0.190803423292
ACH-000735,-0.20679696236499998
ACH-000736,-0.0563578322824
ACH-000738,-0.233659667328
ACH-000746,-0.190198776228
ACH-000747,-0.10946948042000001
ACH-000748,-0.351245471079
ACH-000753,-0.19492917891800002
ACH-000756,-0.21562542776500002
ACH-000757,-0.11947660826199999
ACH-000758,-0.163820747488
ACH-000760,-0.27134072054499997
ACH-000763,-0.36975581295599996
ACH-000764,-0.166710989043
ACH-000765,-0.258690571348
ACH-000766,-0.255238834711
ACH-000767,-0.222457464855
ACH-000768,-0.17941662244000003
ACH-000769,-0.21962755978100001
ACH-000770,-0.220022108503
ACH-000771,-0.37699456821599997
ACH-000773,-0.00114969232025
ACH-000776,0.00142629158573
ACH-000777,-0.17026673150600002
ACH-000778,-0.229070313279
ACH-000781,-0.319959146748
ACH-000782,-0.359521497932
ACH-000783,-0.149821228665
ACH-000784,-0.205998988865
ACH-000785,-0.359721350917
ACH-000787,-0.196473975612
ACH-000788,-0.26704169509799996
ACH-000791,0.0250269603162
ACH-000792,-0.107848803046
ACH-000794,-0.151916720971
ACH-000796,-0.20385394024700002
ACH-000799,-0.08197730035289999
ACH-000800,-0.407625088733
ACH-000802,-0.294813601115
ACH-000804,-0.0548004111754
ACH-000805,-0.201754974153
ACH-000809,-0.0689122344279
ACH-000810,-0.18118518041200002
ACH-000811,-0.335853098709
ACH-000817,0.0513083505164
ACH-000819,-0.170401269649
ACH-000820,-0.17084371537700002
ACH-000821,-0.228199619724
ACH-000822,-0.0567323831671
ACH-000823,-0.194404348135
ACH-000824,-0.271938019361
ACH-000827,-0.194114954974
ACH-000829,-0.17472558646800002
ACH-000831,-0.181663795564
ACH-000832,-0.369758102611
ACH-000833,0.00673865657071
ACH-000834,-0.27498683375
ACH-000835,-0.232994645168
ACH-000836,-0.26784331064
ACH-000837,0.00166826186769
ACH-000838,-0.0729578083532
ACH-000839,-0.33931989520000005
ACH-000840,0.05498642646369999
ACH-000841,-0.228824042161
ACH-000843,-0.444421268596
ACH-000846,-0.293322179722
ACH-000847,-0.264352287992
ACH-000848,-0.213668136092
ACH-000849,0.0148569851694
ACH-000851,-0.0956285467012
ACH-000855,-0.231165779028
ACH-000856,-0.104669306443
ACH-000858,-0.237934142569
ACH-000859,-0.218343143243
ACH-000861,-0.22865896242199998
ACH-000862,-0.121664282108
ACH-000865,-0.205306712247
ACH-000866,-0.26275432684300004
ACH-000867,-0.166119464578
ACH-000869,-0.0250990501205
ACH-000872,0.00729091493262
ACH-000873,0.00028250134067500004
ACH-000876,-0.053220411002699995
ACH-000878,-0.293144271778
ACH-000880,-0.09641164943880001
ACH-000881,-0.272335469613
ACH-000882,-0.223185922619
ACH-000884,-0.174398627007
ACH-000885,-0.300224957414
ACH-000887,-0.0855591669338
ACH-000888,-0.159148113663
ACH-000889,-0.21851179726300002
ACH-000890,-0.19248572265799999
ACH-000896,-0.145179933875
ACH-000898,0.00709297107404
ACH-000900,-0.13568077738099998
ACH-000901,-0.123556572086
ACH-000905,-0.49285645966499997
ACH-000906,-0.24396887533199998
ACH-000907,-0.153050361325
ACH-000910,-0.248707600997
ACH-000911,-0.169513447901
ACH-000912,-0.162816118792
ACH-000913,-0.20958180129
ACH-000915,-0.146874350482
ACH-000916,-0.49734210555299996
ACH-000917,-0.237367154961
ACH-000921,-0.05105458183119999
ACH-000924,-0.19557216339400002
ACH-000926,0.004855734416180001
ACH-000928,-0.0744601131047
ACH-000929,0.0799957803773
ACH-000932,-0.0201014131141
ACH-000935,0.040616315155
ACH-000936,-0.22515819579
ACH-000937,-0.285767842552
ACH-000938,-0.051806061509300005
ACH-000939,-0.475064632616
ACH-000941,-0.435639859009
ACH-000943,-0.281876517463
ACH-000946,-0.111650929143
ACH-000947,-0.357744394162
ACH-000948,-0.242532654127
ACH-000950,-0.145988470943
ACH-000953,0.012633705541600001
ACH-000957,-0.45642916466300004
ACH-000958,0.0503181817359
ACH-000960,-0.0680929454127
ACH-000963,-0.0401310797535
ACH-000968,-0.0259948884388
ACH-000969,-0.132823969203
ACH-000973,-0.13244047228
ACH-000974,0.0675603973085
ACH-000975,-0.19321668397300001
ACH-000976,-0.16205801172599998
ACH-000978,-0.16031330815
ACH-000980,-0.143928203423
ACH-000984,-0.39146254241800005
ACH-000986,-0.22267191524
ACH-000988,-0.358851783943
ACH-000993,-0.00785659580673
ACH-000994,-0.024264815658299996
ACH-000996,-0.245916532321
ACH-001001,-0.20150069920400002
ACH-001020,-0.121257540298
ACH-001028,-0.0781650915899
ACH-001031,-0.040255075024
ACH-001038,-0.338863277374
ACH-001048,-0.317924803042
ACH-001050,-0.203205367775
ACH-001053,-0.30788425461
ACH-001054,-0.27806620478599997
ACH-001061,-0.378582257501
ACH-001067,-0.17373608061999998
ACH-001075,-0.0561595024265
ACH-001096,-0.24176235649500002
ACH-001128,-0.44337444404200005
ACH-001134,-0.135964785079
ACH-001151,-0.175384138313
ACH-001163,-0.223595554917
ACH-001164,-0.290652539951
ACH-001173,-0.34564265157799995
ACH-001183,-0.652947933213
ACH-001184,0.00882434326938
ACH-001190,-0.298074445463
ACH-001192,-0.417415985998
ACH-001193,-0.235542789261
ACH-001196,-0.35368323951200004
ACH-001197,-0.08171755088999999
ACH-001205,-0.293967408868
ACH-001211,-0.376095307703
ACH-001212,0.0420851413318
ACH-001228,-0.117519796932
ACH-001232,-0.09799336229219999
ACH-001239,-0.252773098611
ACH-001274,-0.13999573635
ACH-001275,0.0494546912268
ACH-001277,-0.251831157846
ACH-001278,-0.312597924586
ACH-001280,-0.251538819406
ACH-001283,-0.45257591637199995
ACH-001289,-0.286349066039
ACH-001295,-0.26285801929200003
ACH-001300,-0.268075372104
ACH-001301,-0.0992068797864
ACH-001302,-0.0484917938
ACH-001303,-0.057179352394
ACH-001306,-0.0554232065932
ACH-001318,-0.0762062942136
ACH-001322,-0.334527294406
ACH-001328,-0.228040346789
ACH-001332,-0.313532990174
ACH-001333,-0.42665053073
ACH-001336,-0.38728711684699996
ACH-001340,-0.155914453542
ACH-001346,-0.0265055424512
ACH-001353,-0.0880606733197
ACH-001354,-0.21876585905999998
ACH-001367,-0.21118345368
ACH-001368,-0.223725340675
ACH-001374,-0.44255741074199995
ACH-001375,-0.311090613002
ACH-001377,-0.0546086832744
ACH-001380,-0.23832390750799998
ACH-001391,-0.199611288544
ACH-001407,-0.271578401081
ACH-001408,-0.212946054832
ACH-001413,-0.10128583230799999
ACH-001430,-0.460549390762
ACH-001431,-0.15000271055
ACH-001450,-0.163435142295
ACH-001496,-0.167715696604
ACH-001500,-0.29373317714200003
ACH-001521,0.259776228933
ACH-001523,-0.162054988856
ACH-001532,0.047491504866000005
ACH-001536,-0.08658089700829999
ACH-001550,-0.5655043319749999
ACH-001552,-0.170558800913
ACH-001554,-0.163204041786
ACH-001645,-0.219542973125
ACH-001654,-0.18467449593
ACH-001715,-0.115720227478
ACH-001735,-0.18583076412500002
ACH-001736,-0.296930434437
ACH-001737,-0.18157514210200001
ACH-001740,-0.19209116597800002
ACH-001745,-0.21690196674000004
ACH-001750,-0.10246769817399999
ACH-001765,-0.325995425686
ACH-001956,-0.277246435322
ACH-001957,-0.17361259487
