,VGF (7425)
ACH-000004,-0.380318686603
ACH-000007,0.0181022501427
ACH-000009,0.0787766992204
ACH-000011,-0.0455954742083
ACH-000012,0.0133463446495
ACH-000013,-0.061267092073999996
ACH-000014,-0.196496937274
ACH-000015,-0.0361203925816
ACH-000017,-0.121629175361
ACH-000018,0.16504450189300002
ACH-000019,0.0082791515388
ACH-000021,-0.264456804689
ACH-000022,-0.110804073097
ACH-000025,-0.201119785142
ACH-000028,-0.07547855197650001
ACH-000030,0.07586555046589999
ACH-000035,-0.196519091228
ACH-000036,-0.0110115317491
ACH-000037,0.0675650978599
ACH-000039,-0.300411435225
ACH-000040,0.023798882013500004
ACH-000041,0.033738191526900004
ACH-000042,-0.09464242299270001
ACH-000045,-0.0690255233648
ACH-000047,-0.09951521866900001
ACH-000052,-0.187756061725
ACH-000053,-0.00917460746412
ACH-000054,-0.17926353406
ACH-000055,-0.07833054361939999
ACH-000060,-0.07077296871710001
ACH-000067,-0.12042584976500001
ACH-000070,-0.0152969810017
ACH-000075,-0.0667779718175
ACH-000078,-0.0625462384479
ACH-000082,-0.22248130204799998
ACH-000085,0.0012327663716900001
ACH-000086,-0.0180662040841
ACH-000087,-0.131859795909
ACH-000092,0.0388798744493
ACH-000095,0.0253540016186
ACH-000097,-0.126409547657
ACH-000098,-0.12663905007
ACH-000099,-0.08580205621039999
ACH-000108,0.0114143257117
ACH-000113,-0.21227162610300002
ACH-000115,0.0651157676675
ACH-000116,-0.12582769614
ACH-000118,-0.0743714431385
ACH-000120,-0.161930194078
ACH-000123,0.0485963634722
ACH-000127,-0.023671345660599995
ACH-000128,-0.115909392579
ACH-000132,0.044901171184800005
ACH-000133,-0.04784895035069999
ACH-000137,-0.289811985506
ACH-000138,-0.0851555073522
ACH-000142,-0.203168852179
ACH-000143,-0.0348766048324
ACH-000146,0.0019901049083
ACH-000148,-0.126982796737
ACH-000150,0.120051723058
ACH-000152,-0.07639331915589999
ACH-000153,0.307894374752
ACH-000159,-0.19275056795200002
ACH-000160,-0.49635812108000005
ACH-000163,-0.115815348585
ACH-000167,0.012412472553900001
ACH-000168,0.21163228469700002
ACH-000169,-0.156014741259
ACH-000178,0.056191377112800006
ACH-000182,-0.059202339037699996
ACH-000183,0.00156147854092
ACH-000188,-0.15747781643
ACH-000189,0.00336915063511
ACH-000190,0.0648783178482
ACH-000198,0.0472466370844
ACH-000204,0.31927607975
ACH-000206,0.239188165022
ACH-000207,-0.108336843532
ACH-000211,-0.165050467827
ACH-000215,-0.0621601752838
ACH-000221,-0.22720747774500002
ACH-000222,-0.236808645348
ACH-000223,-0.114143962069
ACH-000226,-0.00950781114832
ACH-000227,-0.0708592886152
ACH-000228,0.11814817950999999
ACH-000231,0.04130981140580001
ACH-000232,-0.128149393518
ACH-000233,-0.0313276641885
ACH-000234,-0.215140761442
ACH-000235,-0.131880163646
ACH-000237,-0.142209859874
ACH-000238,-0.214547750772
ACH-000243,-0.109255494599
ACH-000244,-0.23744427022700001
ACH-000246,-0.17537368113
ACH-000248,0.0923022118959
ACH-000250,-0.110964023047
ACH-000251,0.244172959829
ACH-000253,-0.139977928896
ACH-000255,-0.015674599628
ACH-000256,-0.0670783267388
ACH-000257,-0.04881021435869999
ACH-000258,-0.18539465542
ACH-000259,-0.160990248293
ACH-000260,-0.17437591084600002
ACH-000261,-0.09856551097510001
ACH-000262,-0.21011629960900002
ACH-000263,-0.40859073761299997
ACH-000264,-0.143922273692
ACH-000265,0.046856889924499996
ACH-000266,-0.149552746994
ACH-000272,-0.129663351872
ACH-000273,-0.19048018326699998
ACH-000274,-0.309712021057
ACH-000277,-0.006163901338700001
ACH-000278,-0.10903546830399999
ACH-000279,-0.00766039005119
ACH-000280,0.0578192187477
ACH-000281,-0.0360303616894
ACH-000288,-0.146675935276
ACH-000291,0.103970814759
ACH-000293,-0.185742307624
ACH-000294,-0.0830758174344
ACH-000295,0.384084881817
ACH-000296,-0.025904303083799998
ACH-000302,-0.00454652685042
ACH-000304,-0.243296913087
ACH-000307,-0.166503905018
ACH-000308,-0.05391924641819999
ACH-000310,-0.04805721466030001
ACH-000311,-0.0679453273977
ACH-000312,0.005479728181329999
ACH-000315,-0.0449882793413
ACH-000316,-0.14168183326300002
ACH-000317,-0.134337589625
ACH-000318,-0.144483276289
ACH-000319,0.0491246905083
ACH-000320,-0.16392056650800002
ACH-000322,-0.0199638537754
ACH-000323,-0.300483435209
ACH-000324,-0.0617697968004
ACH-000329,0.19997445729899999
ACH-000330,-0.11626785697
ACH-000331,-0.239200008915
ACH-000332,-0.09423775309839999
ACH-000334,-0.061879464325900004
ACH-000335,-0.09265000121889999
ACH-000336,-0.028896126885599997
ACH-000337,-0.151116760149
ACH-000339,-0.0763944455713
ACH-000341,-0.210788763687
ACH-000348,0.0354592249
ACH-000350,0.0541628198278
ACH-000352,0.00974302081078
ACH-000356,0.105248776776
ACH-000361,0.125225739186
ACH-000362,-0.102391589514
ACH-000363,0.014543834839899999
ACH-000364,-0.31811335707800004
ACH-000365,-0.11486109373400001
ACH-000366,-0.142653544613
ACH-000368,-0.0835727153045
ACH-000374,-0.195203509844
ACH-000375,-0.17443904019
ACH-000376,0.0491920951471
ACH-000381,-0.246052667403
ACH-000383,-0.295816478301
ACH-000387,-0.0729950640107
ACH-000389,-0.35225170132600003
ACH-000390,-0.09631563825169999
ACH-000393,-0.07416759472699999
ACH-000395,-0.0865871595002
ACH-000397,-0.0693814140257
ACH-000401,-0.0144165100895
ACH-000402,-0.44120795547799996
ACH-000403,-0.118060785812
ACH-000404,0.0868097253706
ACH-000406,-0.150882825793
ACH-000407,0.000170101107991
ACH-000408,-0.0599524320094
ACH-000410,-0.11862284539899999
ACH-000411,0.005321085876409999
ACH-000414,-0.10155094653100001
ACH-000415,-0.165586882636
ACH-000416,-0.0770307690046
ACH-000420,-0.00821347762973
ACH-000421,-0.104521988047
ACH-000424,-0.25233699489399997
ACH-000425,-0.143711892375
ACH-000426,-0.020388944630000003
ACH-000427,-0.41055717135200004
ACH-000433,-0.07748093356710001
ACH-000436,0.12974875416200002
ACH-000444,-0.17472227
ACH-000445,-0.021690419655299997
ACH-000448,-0.015730748141
ACH-000450,-0.337536242806
ACH-000452,-0.0656611455113
ACH-000454,-0.0331085774529
ACH-000458,-0.112965277806
ACH-000459,0.137024400618
ACH-000460,-0.0340142261665
ACH-000461,-0.044764743043300005
ACH-000463,-0.058317537220800006
ACH-000464,-0.3324353262
ACH-000466,0.0558263272602
ACH-000467,-0.203607628909
ACH-000468,-0.121728565374
ACH-000469,0.0290845623476
ACH-000470,-0.16070006798
ACH-000471,-0.0668993011701
ACH-000472,-0.09846239693499999
ACH-000473,-0.09813970936869999
ACH-000475,-0.141801397414
ACH-000476,-0.10309199041200001
ACH-000477,0.12128897740700001
ACH-000480,-0.33756067168399995
ACH-000481,-0.0686201043994
ACH-000483,0.0937010404397
ACH-000484,0.0299276838528
ACH-000485,0.103462297461
ACH-000486,0.0189476554691
ACH-000487,-0.136173883286
ACH-000488,-0.018997133199
ACH-000490,-0.131055347569
ACH-000491,-0.179330676909
ACH-000495,-0.388850801686
ACH-000496,0.0730619818338
ACH-000499,-0.179475856661
ACH-000500,-0.0326312629623
ACH-000502,0.012151969199399999
ACH-000503,0.34488640645499996
ACH-000505,-0.05054005325640001
ACH-000507,-0.013140496017400001
ACH-000510,-0.180440592948
ACH-000511,-0.012378891803700002
ACH-000512,0.23270743067299998
ACH-000516,-0.189209727202
ACH-000517,-0.123315744251
ACH-000518,-0.059404638320500004
ACH-000520,-0.31002165256299996
ACH-000521,0.0018062060760999999
ACH-000522,-0.0187465845049
ACH-000524,-0.0655612479189
ACH-000527,-0.131475693569
ACH-000528,-0.0607008977599
ACH-000537,-0.00284871621725
ACH-000541,-0.348594833245
ACH-000542,-0.14342971029100002
ACH-000544,-0.121900890703
ACH-000545,-0.17368371584000003
ACH-000547,0.22264763431200002
ACH-000548,-0.0847522331592
ACH-000549,-0.29730323222800004
ACH-000550,-0.119025543333
ACH-000552,-0.19073646930100002
ACH-000556,0.068727303541
ACH-000557,-0.212782457813
