,FH (2271)
ACH-000004,-0.141596994167
ACH-000007,-0.303116712085
ACH-000009,-0.414448505461
ACH-000011,-0.201705816112
ACH-000012,-0.18786629060899998
ACH-000013,-0.231223136974
ACH-000014,-0.7142662894410001
ACH-000015,-0.247445539932
ACH-000017,-0.289631652782
ACH-000018,-0.12926950707999998
ACH-000019,-0.248146933712
ACH-000021,-0.35226622886299996
ACH-000022,-0.328898879661
ACH-000025,-0.627710034307
ACH-000028,-0.402246703332
ACH-000030,-0.526131426167
ACH-000035,-0.261097256594
ACH-000036,-0.220815254901
ACH-000037,-0.512001449353
ACH-000039,-0.256624328269
ACH-000040,-0.359106423851
ACH-000041,-0.36821979635700003
ACH-000042,-0.27601564828200004
ACH-000045,-0.37757835808799994
ACH-000047,-0.664533870171
ACH-000052,-0.0567591543515
ACH-000053,-0.43791127417900005
ACH-000054,-0.410558982577
ACH-000055,-0.375900424731
ACH-000060,-0.10314703688999999
ACH-000067,-0.221047432849
ACH-000070,-0.433307137796
ACH-000075,-0.398548206985
ACH-000078,-0.353141939208
ACH-000082,-0.22443952982700002
ACH-000085,-0.385919996858
ACH-000086,-0.31202750359000003
ACH-000087,-0.5071254063480001
ACH-000092,-0.220033292183
ACH-000095,-0.152963808144
ACH-000097,-0.158348893866
ACH-000098,-0.335720166778
ACH-000099,-0.485536758874
ACH-000108,-0.205539744426
ACH-000113,-0.413196822831
ACH-000115,-0.249037614124
ACH-000116,-0.176792397895
ACH-000118,-0.483459093723
ACH-000120,-0.269657751178
ACH-000123,-0.265604374659
ACH-000127,-0.46226204865000003
ACH-000128,-0.0578746452039
ACH-000132,-0.51842427782
ACH-000133,-0.264780937556
ACH-000137,-0.271113741679
ACH-000138,-0.676767667093
ACH-000142,-0.19174088043499998
ACH-000143,-0.387414730329
ACH-000146,-0.249030397066
ACH-000148,-0.399266827926
ACH-000150,-0.0901740752807
ACH-000152,-0.394753285782
ACH-000153,-0.26448496085
ACH-000159,-0.378901884011
ACH-000160,-0.155969737155
ACH-000163,-0.209524478081
ACH-000167,-0.494754464048
ACH-000168,-0.19923921684
ACH-000169,-0.26243471811999997
ACH-000178,-0.463669300016
ACH-000182,-0.5901737437479999
ACH-000183,-0.37448748515
ACH-000188,-0.18950701293400002
ACH-000189,-0.415511468852
ACH-000190,-0.458065775403
ACH-000198,-0.628124695642
ACH-000204,-0.88034432396
ACH-000206,-0.604003958159
ACH-000207,-0.71914119932
ACH-000211,-0.290082885719
ACH-000215,-0.357778800034
ACH-000221,-0.36322046538900005
ACH-000222,-0.62811688398
ACH-000223,-0.444250645825
ACH-000226,-0.565480119113
ACH-000227,-0.48452922277800003
ACH-000228,-0.469513799686
ACH-000231,-0.16939133014899999
ACH-000232,-0.21309038599
ACH-000233,-0.490521887943
ACH-000234,-0.436553969326
ACH-000235,-0.642994518993
ACH-000237,-0.417653565352
ACH-000238,-0.30969149447
ACH-000243,-0.34019718559699996
ACH-000244,-0.809597830191
ACH-000246,-0.43608092878300003
ACH-000248,-0.551755337361
ACH-000250,-0.45354421416699997
ACH-000251,-0.62028388817
ACH-000253,-0.42979338033
ACH-000255,-0.137113365081
ACH-000256,-0.129283999682
ACH-000257,-0.310871102094
ACH-000258,-0.575615283681
ACH-000259,-0.196600853912
ACH-000260,-0.130305044779
ACH-000261,-0.277164532381
ACH-000262,-0.185487204898
ACH-000263,-0.23820316766199998
ACH-000264,-0.54669141149
ACH-000265,-0.350558527892
ACH-000266,-0.368427773046
ACH-000272,-0.491375837945
ACH-000273,-0.622603058841
ACH-000274,-0.336251279656
ACH-000277,-0.385522097936
ACH-000278,-0.441865208033
ACH-000279,-0.653631127592
ACH-000280,-0.255395866193
ACH-000281,-0.41170317986999994
ACH-000288,-0.35607032813699996
ACH-000291,-0.0923820456236
ACH-000293,-0.17231021735899998
ACH-000294,-0.226654078049
ACH-000295,-0.22469639107500003
ACH-000296,-0.632615768823
ACH-000302,-0.138481882014
ACH-000304,-0.695757729339
ACH-000307,-0.380293945325
ACH-000308,-0.46986523408200004
ACH-000310,-0.328024845942
ACH-000311,-0.511496726388
ACH-000312,-0.320098715949
ACH-000315,-0.372655301145
ACH-000316,-0.264825060571
ACH-000317,-0.545378835559
ACH-000318,-0.375083088369
ACH-000319,-0.076711512932
ACH-000320,-0.306624115722
ACH-000322,-0.643305922627
ACH-000323,-0.43564003321500006
ACH-000324,-0.09082547832360001
ACH-000329,-0.437743950682
ACH-000330,-0.361343299542
ACH-000331,-0.19478327880600002
ACH-000332,-0.260958885627
ACH-000334,-0.38208905170900004
ACH-000335,0.05204588740069999
ACH-000336,-0.26073862494000005
ACH-000337,-0.7483208570029999
ACH-000339,-0.43032132613000007
ACH-000341,-0.405863858842
ACH-000348,-0.311207026492
ACH-000350,0.030571354505
ACH-000352,-0.24597589367800002
ACH-000356,-0.326113095062
ACH-000361,-0.07455756031239999
ACH-000362,-0.386314238772
ACH-000363,-0.28867560060499997
ACH-000364,-0.269889979191
ACH-000365,-0.619548670003
ACH-000366,-0.508705242897
ACH-000368,-0.301857567692
ACH-000374,-0.25534479427400003
ACH-000375,0.101749831439
ACH-000376,-0.343238069864
ACH-000381,-0.358521530849
ACH-000383,-0.487809142593
ACH-000387,-0.47045020031900003
ACH-000389,-0.318914917433
ACH-000390,-0.300426516303
ACH-000393,-0.321414361094
ACH-000395,-0.7635385032299999
ACH-000397,-0.24324729525199998
ACH-000401,-0.171553648963
ACH-000402,-0.00383381131988
ACH-000403,-0.385954391589
ACH-000404,-0.39437395092
ACH-000406,-0.386730932641
ACH-000407,-0.235996031086
ACH-000408,-0.2920363561
ACH-000410,-0.262429292499
ACH-000411,-0.41560311480400003
ACH-000414,-0.320564176941
ACH-000415,-0.33427124583900003
ACH-000416,-0.318294250193
ACH-000420,-0.331054623768
ACH-000421,-0.19003651600299998
ACH-000424,-0.185412018029
ACH-000425,-0.340385708703
ACH-000426,-0.325311481359
ACH-000427,-0.362309978273
ACH-000433,-0.17652509468
ACH-000436,-0.266310543643
ACH-000444,-0.542007549162
ACH-000445,-0.106415160769
ACH-000448,-0.138044511532
ACH-000450,-0.583688861997
ACH-000452,-0.35727205350100005
ACH-000454,-0.612207828815
ACH-000458,-0.182650147934
ACH-000459,-0.567461242206
ACH-000460,-0.481676346534
ACH-000461,-0.450120499
ACH-000463,-0.19486119142499997
ACH-000464,-0.418558880331
ACH-000466,-0.322873711857
ACH-000467,-0.395029317132
ACH-000468,-0.427973050304
ACH-000469,-0.170907791938
ACH-000470,-0.24761524745400001
ACH-000471,-0.193444453613
ACH-000472,-0.27335103435400004
ACH-000473,-0.10111692455299999
ACH-000475,-0.274038392543
ACH-000476,0.315166334734
ACH-000477,-0.575599945838
ACH-000480,-0.199949841908
ACH-000481,-0.109315420338
ACH-000483,-0.600701680578
ACH-000484,-0.565986730087
ACH-000485,-0.380926965325
ACH-000486,-0.198313106907
ACH-000487,-0.467476217409
ACH-000488,-0.270455821986
ACH-000490,-0.30397351365200004
ACH-000491,-0.249422432967
ACH-000495,-0.7661511611849999
ACH-000496,-0.22917060961199998
ACH-000499,-0.45400105071999997
ACH-000500,-0.6466721323619999
ACH-000502,-0.48760637306500004
ACH-000503,-0.340167779346
ACH-000505,-0.24617280361
ACH-000507,-0.6683543734290001
ACH-000510,-0.441989624759
ACH-000511,-0.21367936821199998
ACH-000512,-0.31121682295
ACH-000516,-0.411620124885
ACH-000517,-0.431811250113
ACH-000518,-0.211824068386
ACH-000520,-0.138274462084
ACH-000521,-0.49314345341399995
ACH-000522,-0.572689978285
ACH-000524,-0.262984091848
ACH-000527,-0.234199963389
ACH-000528,-0.23997488022
ACH-000537,-0.482122278106
ACH-000541,-0.11921983332200001
ACH-000542,-0.227762234346
ACH-000544,-0.367121321645
ACH-000545,-0.339956360285
ACH-000547,-0.0949023665787
ACH-000548,-0.43181544508999997
ACH-000549,-0.447847210311
ACH-000550,-0.603911423311
ACH-000552,-0.390486222781
ACH-000556,-0.18763414835
ACH-000557,-0.32284562735800004
ACH-000570,0.0853714292087
ACH-000571,-0.5849912991430001
ACH-000573,-0.340059288538
ACH-000576,-0.35990034369400004
ACH-000580,-0.5306876883680001
ACH-000584,-0.45557968206999994
ACH-000585,-0.24579657068500002
ACH-000588,-0.410372765327
ACH-000589,-0.0216858705338
ACH-000591,-0.193161441693
ACH-000593,-0.45338905058999995
ACH-000600,-0.29573480966800003
ACH-000601,-0.619652015845
ACH-000604,-0.555487529673
ACH-000605,-0.35806232111
ACH-000606,-0.306694322425
ACH-000608,-0.298056988044
ACH-000614,-0.45803674766999997
ACH-000616,-0.241172305346
ACH-000618,-0.391016992607
ACH-000619,-0.264158212811
ACH-000620,-0.484805739063
ACH-000621,-0.398244740461
ACH-000622,-0.533647591508
ACH-000623,-0.209054390777
ACH-000624,-0.39285592674500003
ACH-000627,-0.372048215995
ACH-000630,-0.155176803762
ACH-000632,-0.521768249042
ACH-000633,-0.167439607456
ACH-000637,-0.0938456406775
ACH-000638,-0.555267389407
ACH-000646,-0.563534853475
ACH-000647,-0.47540743328999996
ACH-000648,-0.431044676334
ACH-000649,-0.231580331164
ACH-000651,-0.868938865153
ACH-000652,-0.49835605087800006
ACH-000653,-0.388298565984
ACH-000657,-0.236790478
ACH-000658,-0.30779059216
ACH-000661,-0.21617207404599997
ACH-000662,-0.390006667914
ACH-000663,-0.255727977331
ACH-000665,-0.107625231822
ACH-000671,-0.417518537844
ACH-000673,-0.230449724916
ACH-000676,-0.613232393178
ACH-000677,-0.30362534375
ACH-000681,-0.5061106112039999
ACH-000682,-0.289094561831
ACH-000683,-0.374044178186
ACH-000684,-0.49746144834
ACH-000688,-0.280668893031
ACH-000693,-0.304758446389
ACH-000694,-0.300903531582
ACH-000695,-0.335660046664
ACH-000696,-0.22530129701999999
ACH-000697,-0.40046149777400003
ACH-000699,-0.314822409927
ACH-000701,-0.128262624634
ACH-000706,-0.42650872967200004
ACH-000711,-0.423345557377
ACH-000713,-0.669524433
ACH-000714,-0.4446006526100001
ACH-000718,-0.229967564344
ACH-000720,-0.163669942992
ACH-000721,-0.5844883898359999
ACH-000724,-0.251322595412
