,BATF (10538)
ACH-000004,0.244813539193
ACH-000007,-0.0593920789332
ACH-000009,0.00522917322809
ACH-000011,0.0142354735371
ACH-000012,0.117934154014
ACH-000013,0.0683551634682
ACH-000014,0.0268089288662
ACH-000015,0.200739170716
ACH-000017,0.0707120595033
ACH-000018,0.19954176142900001
ACH-000019,-0.0422759230075
ACH-000021,0.176414835289
ACH-000022,-0.0337420351352
ACH-000025,0.11317650511600001
ACH-000028,0.14595158953600001
ACH-000030,0.312035488049
ACH-000035,0.273755234949
ACH-000036,0.12859754852900002
ACH-000037,0.131913705214
ACH-000039,0.03943058569769999
ACH-000040,0.131274089066
ACH-000041,-0.017277925160499998
ACH-000042,0.167396445792
ACH-000045,0.08526176121889999
ACH-000047,0.14609890065199999
ACH-000052,0.267303794084
ACH-000053,-0.115486118061
ACH-000054,0.17589447478599998
ACH-000055,0.128481408824
ACH-000060,0.04402635481100001
ACH-000067,-0.05353077499969999
ACH-000070,0.151911784671
ACH-000075,0.154761787509
ACH-000078,0.14174929250499999
ACH-000082,-0.0121724383363
ACH-000085,0.0704153363133
ACH-000086,0.20699165158
ACH-000087,-0.00394230453412
ACH-000092,0.13436992332800002
ACH-000095,0.150487505141
ACH-000097,0.0781096433615
ACH-000098,-0.048813900138699996
ACH-000099,0.256879087387
ACH-000108,0.0984786245288
ACH-000113,0.0242963512194
ACH-000115,0.095542319198
ACH-000116,0.0362924679113
ACH-000118,0.0103160612938
ACH-000120,0.011179805767700002
ACH-000123,0.190314269638
ACH-000127,0.103464668963
ACH-000128,-0.0405669646419
ACH-000132,0.16897875543299998
ACH-000133,0.0934999791899
ACH-000137,0.374207040188
ACH-000138,0.103964898801
ACH-000142,0.1423497826
ACH-000143,0.32867326277
ACH-000146,0.0518366362161
ACH-000148,0.12348742529000001
ACH-000150,0.21965073873500002
ACH-000152,0.0870436361729
ACH-000153,0.11175713285599999
ACH-000159,-0.091453224286
ACH-000160,0.024591636682700004
ACH-000163,-0.0347296667806
ACH-000167,-0.49197496783
ACH-000168,0.178010297357
ACH-000169,0.143031815441
ACH-000178,0.0665930428628
ACH-000182,0.136730925754
ACH-000183,0.0495199518387
ACH-000188,0.007143548330890001
ACH-000189,0.157256322026
ACH-000190,0.43216131365000005
ACH-000198,0.16955466641699998
ACH-000204,0.35558337925300004
ACH-000206,-0.826417124421
ACH-000207,-0.00564050618027
ACH-000211,0.0369036677102
ACH-000215,0.118537838167
ACH-000221,0.22986124611900002
ACH-000222,-0.114577340636
ACH-000223,0.08316538134030001
ACH-000226,0.0463986630231
ACH-000227,0.013554628475600001
ACH-000228,0.160412107008
ACH-000231,0.0421373321662
ACH-000232,0.124603450004
ACH-000233,0.205054746127
ACH-000234,0.250421451949
ACH-000235,0.11795020061799999
ACH-000237,0.139185843116
ACH-000238,0.0756324638115
ACH-000243,0.050816616925900004
ACH-000244,0.163248236056
ACH-000246,0.107292950368
ACH-000248,-0.041625443773599995
ACH-000250,0.123665613024
ACH-000251,0.287414944585
ACH-000253,0.0100507231343
ACH-000255,0.09424048276760001
ACH-000256,0.07191350164429999
ACH-000257,-0.109543241136
ACH-000258,0.262518367592
ACH-000259,0.10684940691099999
ACH-000260,0.0959284903936
ACH-000261,0.0675450420208
ACH-000262,0.150298483851
ACH-000263,0.301162855189
ACH-000264,0.0790438527803
ACH-000265,0.17662840626600002
ACH-000266,0.116996359779
ACH-000272,-0.0288908597395
ACH-000273,0.034824756252199995
ACH-000274,0.156677546739
ACH-000277,0.07280774243869999
ACH-000278,0.0303288867399
ACH-000279,0.0587722497126
ACH-000280,-0.12940510108
ACH-000281,0.08431916478710001
ACH-000288,0.122283945919
ACH-000291,0.155962046515
ACH-000293,0.007817040197350002
ACH-000294,0.0839240898681
ACH-000295,0.306647306443
ACH-000296,0.209002980949
ACH-000302,0.08783752035489999
ACH-000304,0.055542246746500004
ACH-000307,0.131062099575
ACH-000308,0.047954523060599996
ACH-000310,0.28989160986900003
ACH-000311,0.0741129796098
ACH-000312,0.177055780267
ACH-000315,0.218629135116
ACH-000316,0.13369053597
ACH-000317,0.0784571945378
ACH-000318,0.299395566459
ACH-000319,0.05864714660519999
ACH-000320,0.0828482085549
ACH-000322,0.245496137522
ACH-000323,0.08109423825889998
ACH-000324,0.22411267161600001
ACH-000329,0.110378881764
ACH-000330,0.11198624749399999
