,FCGR2A (2212)
ACH-000004,-0.0443563880755
ACH-000007,0.0229705909946
ACH-000009,-0.203810803446
ACH-000011,-0.181780053002
ACH-000012,-0.0023390456743
ACH-000013,0.042501221808400005
ACH-000014,-0.00299227490889
ACH-000015,-0.08728636038170001
ACH-000017,-0.0573334091634
ACH-000018,0.078332090747
ACH-000019,-0.28121303081099996
ACH-000021,-0.0598482440945
ACH-000022,-0.07278339532339999
ACH-000025,-0.0380688030178
ACH-000028,0.0282260242078
ACH-000030,-0.0776798844465
ACH-000035,0.110942372148
ACH-000036,0.0811045977741
ACH-000037,0.104505357369
ACH-000039,-0.154282303901
ACH-000040,0.0901052097693
ACH-000041,0.0802957176263
ACH-000042,0.12774793404999998
ACH-000045,-0.0776964350129
ACH-000047,-0.0080149399893
ACH-000052,-0.0862602423251
ACH-000053,-0.0321696668995
ACH-000054,-0.009812003236090001
ACH-000055,0.0341707887735
ACH-000060,-0.019223729036400003
ACH-000067,0.274068894797
ACH-000070,0.013704275236299999
ACH-000075,0.00618098198495
ACH-000078,0.000471296352215
ACH-000082,-0.0170925028545
ACH-000085,-0.238117681345
ACH-000086,-0.0491326393253
ACH-000087,0.205529993929
ACH-000092,0.0037605700757600002
ACH-000095,-0.205560281716
ACH-000097,-0.00950845299146
ACH-000098,-0.09199941544410002
ACH-000099,-0.0627044546287
ACH-000108,-0.00480277782089
ACH-000113,-0.0653820874675
ACH-000115,-0.171779185979
ACH-000116,0.00288436105668
ACH-000118,0.030540747058
ACH-000120,0.024123571927099997
ACH-000123,0.0348793240808
ACH-000127,0.029456263500599995
ACH-000128,-0.08584449065199999
ACH-000132,-0.0497165813136
ACH-000133,-0.16375601058800002
ACH-000137,-0.114579429129
ACH-000138,0.043980962282
ACH-000142,-0.005476838792449999
ACH-000143,0.038363542809699995
ACH-000146,0.0163910520067
ACH-000148,-0.0903232993574
ACH-000150,-0.0216643299982
ACH-000152,0.0183493702266
ACH-000153,0.0536168074484
ACH-000159,-0.016550047961
ACH-000160,0.087562410614
ACH-000163,-0.034041702799
ACH-000167,0.25659870318399997
ACH-000168,0.13429755199500001
ACH-000169,0.124652058037
ACH-000178,0.032645655600799996
ACH-000182,0.07866460148400001
ACH-000183,-0.0822080458962
ACH-000188,-0.0376913023908
ACH-000189,-0.0297884563369
ACH-000190,-0.00402278417613
ACH-000198,-0.0807542731932
ACH-000204,-0.16812951546
ACH-000206,0.127461320563
ACH-000207,0.0861039079445
ACH-000211,-0.0429952031279
ACH-000215,0.00545442965084
ACH-000221,-0.218472775463
ACH-000222,0.18804631671799998
ACH-000223,-0.052157123606
ACH-000226,-0.132537131926
ACH-000227,0.0563559438704
ACH-000228,-0.197501436426
ACH-000231,-0.0524452053625
ACH-000232,-0.09239260081160001
ACH-000233,0.053209868121100005
ACH-000234,-0.050167303784699996
ACH-000235,-0.022329227734
ACH-000237,0.00878479977547
ACH-000238,0.113436501513
ACH-000243,0.0852273136495
ACH-000244,-0.149849671083
ACH-000246,0.046060965317000005
ACH-000248,0.0159415547921
ACH-000250,-0.0475606048486
ACH-000251,-0.340483906162
ACH-000253,-0.0330795452915
ACH-000255,-0.0972100741099
ACH-000256,-0.037699747080099995
ACH-000257,-0.207028444829
ACH-000258,-0.115865630936
ACH-000259,-0.00963514401801
ACH-000260,0.0026259964116
ACH-000261,0.162865813794
ACH-000262,-0.033918691967700004
ACH-000263,-0.37019101616800004
ACH-000264,-0.111650041115
ACH-000265,-0.0924518353876
ACH-000266,-0.0409611710154
ACH-000272,0.06712876817699999
ACH-000273,-0.09531793404279999
ACH-000274,-0.0131011455533
ACH-000277,-0.0437530806098
ACH-000278,-0.000425846439081
ACH-000279,0.053128424654800006
ACH-000280,-0.14638432176
ACH-000281,0.14104785498800002
ACH-000288,-0.245374410758
ACH-000291,-0.022312294676999998
ACH-000293,0.0416887954559
ACH-000294,-0.15541918434399998
ACH-000295,-0.121144541351
ACH-000296,-0.0786660816211
ACH-000302,-0.0902340008398
ACH-000304,0.186777477423
ACH-000307,-0.025128368078400003
ACH-000308,-0.0691738559105
ACH-000310,0.11543677094100001
ACH-000311,-0.053348556059600004
ACH-000312,0.02654044937
ACH-000315,0.364574847961
ACH-000316,-0.00899881401022
ACH-000317,-0.197357878729
ACH-000318,-0.188427351793
ACH-000319,0.047330903748900005
ACH-000320,0.0885089274865
ACH-000322,0.16640468070800002
ACH-000323,-0.067644676326
ACH-000324,0.041815418119000004
ACH-000329,-0.16561859329700002
ACH-000330,-0.164152225584
ACH-000331,-0.044172686409599995
ACH-000332,-0.153576113103
ACH-000334,-0.06464969039480001
ACH-000335,0.0780033906792
ACH-000336,-0.396567403396
ACH-000337,-0.251687699624
ACH-000339,-0.12924362406
ACH-000341,-0.10793889177999999
ACH-000348,-0.0252890812209
ACH-000350,-0.264072970669
ACH-000352,-0.0492347208358
ACH-000356,-0.121701753783
ACH-000361,0.025606056087700002
ACH-000362,-0.100409308369
ACH-000363,-0.08523177398819999
ACH-000364,-0.0445589995914
ACH-000365,-0.0426468737423
ACH-000366,-0.0548520327656
ACH-000368,-0.0964210009955
ACH-000374,-0.0649903812997
ACH-000375,-0.0007551228064610002
ACH-000376,-0.0662489901643
ACH-000381,0.0243379213552
ACH-000383,-0.10108559380799999
ACH-000387,-0.0999444705634
ACH-000389,0.0484298889344
ACH-000390,-0.19053582377
ACH-000393,-0.218357336435
ACH-000395,-0.0793984876088
ACH-000397,-0.10241607242499999
ACH-000401,-0.0382717564271
ACH-000402,-0.41350272905599994
ACH-000403,-0.136471157841
ACH-000404,0.24732459436999998
ACH-000406,-0.067382991914
ACH-000407,-0.013474716048399999
ACH-000408,-0.00585307368787
ACH-000410,-0.05105340098259999
ACH-000411,-0.109785949771
ACH-000414,0.0731976282137
ACH-000415,0.044129597006
ACH-000416,-0.173898081884
ACH-000420,-0.07562790763539999
ACH-000421,-0.0508503641244
ACH-000424,0.0041856492317
ACH-000425,-0.0902404725946
ACH-000426,-0.032898002174200004
ACH-000427,0.0503253941964
ACH-000433,0.19860543140999998
ACH-000436,-0.31658874554099997
ACH-000444,-0.00122935199575
ACH-000445,0.0360824765429
ACH-000448,-0.0275956438221
ACH-000450,-0.13503456250999998
ACH-000452,-0.0262197385495
ACH-000454,0.022692614626599997
ACH-000458,0.041069202477899996
ACH-000459,0.111527874049
ACH-000460,-0.0740140337223
ACH-000461,0.115337209644
ACH-000463,-0.13826202228700002
ACH-000464,-0.0202190382429
ACH-000466,0.0570450245892
ACH-000467,-0.11033136412599999
ACH-000468,-0.142958339432
ACH-000469,0.037530330100500005
ACH-000470,-0.022228247047
ACH-000471,0.0652087196177
