,EPO (2056)
ACH-000004,-0.0325684468329
ACH-000007,0.0007379533309780001
ACH-000009,0.10981725304199999
ACH-000011,-0.11286918688400001
ACH-000012,0.0512493080299
ACH-000013,0.16790814708000001
ACH-000014,0.06909297399389999
ACH-000015,0.20185975201099998
ACH-000017,0.08442622343319998
ACH-000018,0.216314049762
ACH-000019,0.011141062825499998
ACH-000021,-0.057489382708
ACH-000022,0.112149822756
ACH-000025,0.161148319338
ACH-000028,0.168696274599
ACH-000030,0.157815617415
ACH-000035,-0.049355573559099995
ACH-000036,-0.183584397866
ACH-000037,0.208217686053
ACH-000039,0.10095466605499999
ACH-000040,0.174620029613
ACH-000041,0.148980829723
ACH-000042,0.149265362689
ACH-000045,0.31773605434999996
ACH-000047,0.0803037320388
ACH-000052,0.542655708599
ACH-000053,0.0553249278436
ACH-000054,0.0644125546267
ACH-000055,0.19360722930799998
ACH-000060,0.047805406664
ACH-000067,-0.0156583028508
ACH-000070,0.10385676923699999
ACH-000075,-0.023688144468299997
ACH-000078,0.265493120915
ACH-000082,0.08530758740589998
ACH-000085,-0.23277305800099998
ACH-000086,0.35861778611699996
ACH-000087,0.0614263686204
ACH-000092,-0.00452842528933
ACH-000095,0.00818203518011
ACH-000097,0.111359238531
ACH-000098,0.15059159221100002
ACH-000099,0.304808727753
ACH-000108,0.252858547165
ACH-000113,0.13216519736
ACH-000115,0.33683384721799997
ACH-000116,0.20279206450399997
ACH-000118,0.0800901936432
ACH-000120,0.11440205348200001
ACH-000123,-0.034151069577
ACH-000127,0.020180347836200003
ACH-000128,-0.11223245373400001
ACH-000132,0.143971397221
ACH-000133,0.118935486897
ACH-000137,0.217288693927
ACH-000138,0.00749023327343
ACH-000142,-0.030857799552000003
ACH-000143,0.053467622120500005
ACH-000146,0.1021817342
ACH-000148,0.10764914142899999
ACH-000150,0.200525824419
ACH-000152,0.0898720875388
ACH-000153,0.446886465229
ACH-000159,-0.0245276374456
ACH-000160,0.0332686427209
ACH-000163,0.0395440613554
ACH-000167,0.119106314143
ACH-000168,0.162731040472
ACH-000169,0.22528112074499998
ACH-000178,0.186024030245
ACH-000182,0.0575011644275
ACH-000183,0.160874290377
ACH-000188,0.145875844892
ACH-000189,0.38180804312399996
ACH-000190,0.348499781935
ACH-000198,0.18572045097800002
ACH-000204,-0.0194793211287
ACH-000206,-0.0811183780435
ACH-000207,0.0475933833942
ACH-000211,0.20583530939800002
ACH-000215,0.13665379892899998
ACH-000221,-0.039173219277300005
ACH-000222,-0.07477351210130001
ACH-000223,0.210955461679
ACH-000226,0.154386971972
ACH-000227,0.0455073655004
ACH-000228,0.159591520474
ACH-000231,0.122527815171
ACH-000232,0.043380726760900004
ACH-000233,0.240364463413
ACH-000234,0.152108193901
ACH-000235,0.066264369058
ACH-000237,0.0684163213557
ACH-000238,-0.00790183102987
ACH-000243,0.13041147406099998
ACH-000244,0.0902641604544
ACH-000246,0.184731594076
ACH-000248,0.11159763905200001
ACH-000250,0.0804979177123
ACH-000251,-0.0282989360885
ACH-000253,0.0573190183065
ACH-000255,0.165497400294
ACH-000256,-0.273589935185
ACH-000257,0.207939828106
ACH-000258,0.0909982347907
ACH-000259,0.21514453270199999
ACH-000260,0.0573469867743
ACH-000261,0.193919348576
ACH-000262,0.039277234758900006
ACH-000263,-0.10046887540100001
ACH-000264,0.0645803753453
ACH-000265,0.0866665576802
ACH-000266,0.17021244945500003
ACH-000272,0.059845133257
ACH-000273,0.15300998912699998
ACH-000274,0.0307893555504
ACH-000277,0.11493572648
ACH-000278,0.00214035165864
ACH-000279,0.139170618272
ACH-000280,0.08661933264329999
ACH-000281,0.225045015799
ACH-000288,0.149891955072
ACH-000291,0.199031826991
ACH-000293,0.166960493224
ACH-000294,0.0380001297178
