,SPG20 (23111)
ACH-000004,-0.146027869168
ACH-000007,-0.15098722919399998
ACH-000009,0.192159833855
ACH-000011,0.012378249571
ACH-000012,0.112820124726
ACH-000013,0.18670479077
ACH-000014,0.144478985858
ACH-000015,0.09756134408730001
ACH-000017,0.0334298819635
ACH-000018,0.08696691677570001
ACH-000019,0.186313674702
ACH-000021,0.0658820268316
ACH-000022,0.310273184239
ACH-000025,0.144974267574
ACH-000028,0.0498916156714
ACH-000030,0.0594894279756
ACH-000035,0.029718094251200002
ACH-000036,0.11394224946900001
ACH-000037,0.07789083095760001
ACH-000039,-0.05252505248369999
ACH-000040,0.118724069958
ACH-000041,0.13592880313
ACH-000042,-0.14332010174
ACH-000045,-0.168064236963
ACH-000047,0.126866220191
ACH-000052,0.15577406158600002
ACH-000053,0.124235286987
ACH-000054,0.13945055742100002
ACH-000055,0.17256226714200001
ACH-000060,0.213860195887
ACH-000067,0.145473273891
ACH-000070,0.0684859476341
ACH-000075,-0.020963899684900002
ACH-000078,-0.15282406000600002
ACH-000082,0.123115729726
ACH-000085,-0.049908667082699996
ACH-000086,0.06490583660799999
ACH-000087,-0.130694789922
ACH-000092,0.03624588392130001
ACH-000095,0.133553966377
ACH-000097,0.10110294976800001
ACH-000098,0.180871713734
ACH-000099,-0.084667010736
ACH-000108,-0.251429070681
ACH-000113,0.0945050436067
ACH-000115,0.149645501209
ACH-000116,0.14289954679300002
ACH-000118,-0.182130143048
ACH-000120,0.0710301770145
ACH-000123,0.076258937047
ACH-000127,0.0527106174644
ACH-000128,0.155637646587
ACH-000132,-0.152089971407
ACH-000133,0.17588956783100002
ACH-000137,-0.0856286459533
ACH-000138,0.0363197344363
ACH-000142,0.192990597342
ACH-000143,0.112702430629
ACH-000146,0.047077381459099996
ACH-000148,0.12349541579800001
ACH-000150,0.0327231137986
ACH-000152,0.303173616907
ACH-000153,0.0143880211494
ACH-000159,0.022771211839400004
ACH-000160,-0.176340398664
ACH-000163,-0.0375586691618
ACH-000167,0.20460976782200002
ACH-000168,0.137088218883
ACH-000169,0.160008778838
ACH-000178,0.181989168179
ACH-000182,0.00461793617347
ACH-000183,-0.0378141910123
ACH-000188,-0.07033642586689999
ACH-000189,0.26853397530699996
ACH-000190,-0.201877800907
ACH-000198,0.20460461103900002
ACH-000204,0.020919867114799998
ACH-000206,-0.0740029553301
ACH-000207,0.254162274063
ACH-000211,0.07069664833039999
ACH-000215,0.023516030650200002
ACH-000221,0.103291828196
ACH-000222,0.0429923994202
ACH-000223,0.08604159684599999
ACH-000226,0.148097030553
ACH-000227,0.159627272442
ACH-000228,0.026538151988499997
ACH-000231,0.0613190253361
ACH-000232,0.014447484422599998
ACH-000233,0.150094744789
ACH-000234,-0.137188917715
ACH-000235,0.107557314375
ACH-000237,0.20308562458700002
ACH-000238,0.243477429913
ACH-000243,0.048675354782199996
ACH-000244,0.288685722962
ACH-000246,0.163749154543
ACH-000248,0.205081830451
ACH-000250,0.145944450496
ACH-000251,-0.0750761252577
ACH-000253,0.235705726245
ACH-000255,0.149394713706
ACH-000256,-0.011468431801799999
ACH-000257,-0.0289286616194
ACH-000258,0.144099567298
ACH-000259,0.125841504927
ACH-000260,0.0597454144841
ACH-000261,0.15189636316299998
ACH-000262,0.13971291693
ACH-000263,0.37676334408600004
ACH-000264,0.113454375844
ACH-000265,-0.0798911378501
ACH-000266,-0.023277931830599997
ACH-000272,0.187692494232
ACH-000273,0.153663533949
ACH-000274,0.157073560552
ACH-000277,0.302014745827
ACH-000278,-0.0493956519657
ACH-000279,0.107739687667
ACH-000280,0.200875204615
ACH-000281,0.0750402690867
ACH-000288,0.08820227737639999
ACH-000291,0.148656601186
ACH-000293,0.12547304691299999
ACH-000294,0.32358746013
ACH-000295,0.283796941567
ACH-000296,0.0469664940938
ACH-000302,0.144881927086
ACH-000304,0.0279472597266
ACH-000307,0.0928820861752
ACH-000308,0.181798166835
ACH-000310,-0.0415351357385
ACH-000311,-0.00168442895293
ACH-000312,0.0150717206103
ACH-000315,0.338414532293
ACH-000316,0.0960588390365
ACH-000317,-0.177091417474
ACH-000318,0.13517855889
ACH-000319,0.150685025514
ACH-000320,-0.48103013326300004
ACH-000322,-0.046459149169699995
ACH-000323,0.1002491334
ACH-000324,0.14593411476399998
ACH-000329,0.0566265477152
ACH-000330,0.23825234917399998
ACH-000331,0.11975815612
ACH-000332,0.0775511639304
ACH-000334,0.06601732414219999
ACH-000335,0.08575077849139999
ACH-000336,0.253286418059
ACH-000337,0.362169213401
ACH-000339,0.0539211046015
ACH-000341,0.159263776049
ACH-000348,0.265346979661
ACH-000350,-0.0454794870979
ACH-000352,0.035009667610999995
ACH-000356,0.108069417985
ACH-000361,0.228377415906
ACH-000362,0.0138566820475
ACH-000363,0.0150024006989
ACH-000364,0.200067593693
ACH-000365,0.116618275826
ACH-000366,0.139526221986
ACH-000368,0.0275760864487
ACH-000374,-0.018334357752
ACH-000375,0.0115624808949
ACH-000376,0.0389531420588
ACH-000381,0.10318666170600001
ACH-000383,0.0146894903065
