,TMOD4 (29765)
ACH-000004,-0.3283843122
ACH-000007,-0.521093315632
ACH-000009,-0.43776866287199995
ACH-000011,-0.346985817681
ACH-000012,-0.34680731273599996
ACH-000013,-0.358015506421
ACH-000014,-0.435689695703
ACH-000015,-0.2134642111
ACH-000017,-0.25098503927
ACH-000018,-0.133972525176
ACH-000019,-0.233758525111
ACH-000021,-0.30787396008699996
ACH-000022,-0.187198447307
ACH-000025,-0.35143043625299997
ACH-000028,-0.20920074353100002
ACH-000030,-0.23304256158000003
ACH-000035,-0.388699246856
ACH-000036,-0.232915471644
ACH-000037,-0.134403260909
ACH-000039,-0.367955310979
ACH-000040,-0.218192788895
ACH-000041,-0.218415489065
ACH-000042,-0.132681543227
ACH-000045,-0.260132035028
ACH-000047,-0.339431168915
ACH-000052,0.0007815275151069999
ACH-000053,-0.38908822433
ACH-000054,-0.107693938203
ACH-000055,-0.349533538476
ACH-000060,-0.052472298643500004
ACH-000067,-0.44064541974699994
ACH-000070,-0.18975502240400002
ACH-000075,-0.341046346957
ACH-000078,-0.054909459421499995
ACH-000082,-0.220734608035
ACH-000085,-0.06990429489580001
ACH-000086,-0.416372895127
ACH-000087,-0.15898142965
ACH-000092,-0.270215799679
ACH-000095,-0.21772385606800002
ACH-000097,-0.29074343699
ACH-000098,-0.381246205644
ACH-000099,-0.128786167838
ACH-000108,-0.503226113106
ACH-000113,-0.28686321521499997
ACH-000115,-0.393507688174
ACH-000116,-0.204032834414
ACH-000118,-0.265642776907
ACH-000120,-0.367333295999
ACH-000123,-0.35099513566
ACH-000127,-0.11191885069
ACH-000128,-0.168796929034
ACH-000132,-0.283902609347
ACH-000133,-0.5319580741619999
ACH-000137,-0.190617463065
ACH-000138,-0.201619374855
ACH-000142,-0.355423583689
ACH-000143,-0.173376604708
ACH-000146,-0.162410706786
ACH-000148,-0.429015158711
ACH-000150,-0.284850561727
ACH-000152,-0.25754279046
ACH-000153,-0.841812351093
ACH-000159,-0.23299267875500002
ACH-000160,-0.184388909357
ACH-000163,-0.18811076219
ACH-000167,-0.498015510581
ACH-000168,-0.406558262487
ACH-000169,-0.396700195223
ACH-000178,-0.280100153945
ACH-000182,-0.46516486931699996
ACH-000183,-0.219034917321
ACH-000188,-0.24655073452799997
ACH-000189,-0.270777527543
ACH-000190,-0.129876025856
ACH-000198,-0.119935339783
ACH-000204,-0.335110153899
ACH-000206,-0.451225567878
ACH-000207,0.237068793917
ACH-000211,-0.32498875227699997
ACH-000215,-0.29024307937
ACH-000221,-0.35650936025200003
ACH-000222,-0.25092420792500003
ACH-000223,-0.17763772113499998
ACH-000226,-0.33636578536899997
ACH-000227,-0.181769671169
ACH-000228,-0.682779580775
ACH-000231,-0.199953611463
ACH-000232,-0.165642489328
ACH-000233,-0.218710098538
ACH-000234,-0.296017017035
ACH-000235,-0.27321376945
ACH-000237,-0.09072734643069999
ACH-000238,0.08612954387630001
ACH-000243,-0.277547316577
ACH-000244,-0.195617507211
ACH-000246,-0.258759397202
ACH-000248,-0.0865768145376
ACH-000250,-0.217857366555
ACH-000251,-0.0777907342505
ACH-000253,-0.12461546440099999
ACH-000255,-0.380750476929
ACH-000256,-0.264428380786
ACH-000257,-0.282478105927
ACH-000258,-0.32050203748000006
ACH-000259,-0.331540150162
ACH-000260,-0.35089751733900004
ACH-000261,-0.199101339162
ACH-000262,-0.35633063463799997
ACH-000263,-0.0616711262879
ACH-000264,-0.289333274076
ACH-000265,-0.14463778438799998
ACH-000266,-0.261911898854
ACH-000272,-0.381039454301
ACH-000273,-0.396290420963
ACH-000274,-0.0850714226834
ACH-000277,-0.118509378967
ACH-000278,-0.165123932125
ACH-000279,-0.184779208907
ACH-000280,-0.226499140515
ACH-000281,-0.27533394355999996
ACH-000288,-0.243848204787
ACH-000291,-0.235134645764
ACH-000293,-0.258884344145
ACH-000294,-0.166641494943
ACH-000295,0.273978013919
ACH-000296,-0.105187934075
ACH-000302,-0.188833639931
ACH-000304,-0.11524941527
ACH-000307,-0.157799937715
ACH-000308,-0.310217348689
ACH-000310,0.0384064597514
ACH-000311,-0.309105563486
ACH-000312,-0.167222366785
ACH-000315,-0.146698933766
ACH-000316,0.00806242666413
ACH-000317,-0.20029244053599998
ACH-000318,-0.346404654419
ACH-000319,-0.0438597195326
ACH-000320,-0.510861778108
ACH-000322,-0.289107293697
ACH-000323,-0.133124054833
ACH-000324,-0.160050391067
ACH-000329,-0.101899465345
ACH-000330,-0.0944614986379
ACH-000331,-0.27010088293699996
ACH-000332,-0.270680630719
ACH-000334,-0.48574821452
ACH-000335,-0.293770334157
