,CTSK (1513)
ACH-000426,-0.33552207176300003
ACH-000427,0.0174175858433
ACH-000433,-0.300082394937
ACH-000436,-0.22604397446
ACH-000444,-0.0990593993086
ACH-000445,-0.0530737879414
ACH-000448,-0.238741474985
ACH-000450,-0.15637317827199998
ACH-000452,-0.172680312687
ACH-000454,-0.204308887064
ACH-000458,-0.10688622614
ACH-000459,-0.0661733381432
ACH-000460,-0.209533788751
ACH-000461,-0.11385158146
ACH-000463,-0.195571845804
ACH-000464,-0.053660861085000004
ACH-000466,-0.20093328723
ACH-000467,-0.221659179772
ACH-000468,-0.339049118384
ACH-000469,-0.198342592793
ACH-000470,-0.0521999452107
ACH-000471,-0.212242410652
ACH-000472,-0.149651461258
ACH-000473,-0.273408430265
ACH-000475,-0.0821417079341
ACH-000476,-0.26637648065499997
ACH-000477,-0.401646073956
ACH-000480,-0.046729081395399996
ACH-000481,-0.264622481132
ACH-000483,-0.304330653612
ACH-000484,-0.120459509536
ACH-000485,-0.089147939046
ACH-000486,-0.0921484118814
ACH-000487,-0.200912958489
ACH-000488,-0.124987526058
ACH-000490,-0.229884442453
ACH-000491,-0.108382079921
ACH-000495,-0.404552994715
ACH-000496,-0.24130883971099998
ACH-000499,0.021133518464299998
ACH-000500,0.047315855816800007
ACH-000502,-0.19986172331
ACH-000503,-0.23824969666999998
ACH-000505,-0.242869973459
ACH-000507,-0.20402257734499998
ACH-000510,-0.282054511829
ACH-000511,-0.159803241458
ACH-000512,-0.441929384696
ACH-000516,-0.18515493907400002
ACH-000517,-0.310332357465
ACH-000518,-0.245716545116
ACH-000520,-0.164317032138
ACH-000521,-0.265780561977
ACH-000522,-0.149669809361
ACH-000524,-0.283690266409
ACH-000527,-0.20721704328899998
ACH-000528,-0.25359875509199997
ACH-000537,-0.09587817782439999
ACH-000541,-0.177025424442
ACH-000542,-0.137776446029
ACH-000544,-0.144861886348
ACH-000545,-0.0929961617505
ACH-000547,-0.303088522265
ACH-000548,-0.242293341893
ACH-000549,-0.220347263229
ACH-000550,-0.0961616240986
ACH-000552,-0.0434322874321
ACH-000556,-0.109510834562
ACH-000557,-0.165614823564
ACH-000570,-0.08751443526149999
ACH-000571,-0.175939869098
ACH-000573,-0.198301960092
ACH-000576,-0.157252720231
ACH-000580,-0.11125472855900001
ACH-000584,-0.251349752184
ACH-000585,-0.204237783243
ACH-000588,-0.233803860104
ACH-000589,-0.32406270873799997
ACH-000591,0.225858420942
ACH-000593,-0.31849039328699996
ACH-000600,-0.156626555705
ACH-000601,-0.22022650838000002
ACH-000604,-0.161019287526
ACH-000605,-0.229412037447
ACH-000606,-0.212400138864
ACH-000608,-0.125944420622
ACH-000614,-0.196690813638
ACH-000616,-0.179006731072
ACH-000618,-0.202227964961
ACH-000619,-0.221289975518
ACH-000620,-0.167422562005
ACH-000621,-0.105035477632
ACH-000622,-0.0575577526589
ACH-000623,-0.101440505773
ACH-000624,-0.181869626942
ACH-000627,-0.10037593871200001
ACH-000630,-0.25397028409899997
ACH-000632,-0.155558876959
ACH-000633,-0.169587203864
ACH-000637,0.025446354760699997
ACH-000638,-0.278604532637
ACH-000646,-0.0918611491253
ACH-000647,-0.298557334751
ACH-000648,-0.0758952486181
ACH-000649,-0.14470516945599998
ACH-000651,-0.1821351979
ACH-000652,-0.118550478903
ACH-000653,-0.144198714289
ACH-000657,-0.31495529626999996
ACH-000658,-0.36726742462399997
ACH-000661,-0.101550292609
ACH-000662,-0.12182043228900001
ACH-000663,-0.07888060187939999
ACH-000665,-0.268183509468
ACH-000671,-0.412900340361
ACH-000673,-0.28519908968
ACH-000676,-0.168248902638
ACH-000677,-0.08633452191989999
ACH-000681,-0.277716149674
ACH-000682,-0.240729367211
ACH-000683,-0.413058868512
ACH-000684,-0.271320894177
ACH-000688,0.107787516448
ACH-000693,-0.205768295194
ACH-000694,-0.132331557941
ACH-000695,-0.22835492341699998
ACH-000696,-0.237183460578
ACH-000697,-0.29439097657499996
ACH-000699,-0.106009852431
ACH-000701,-0.310372980928
ACH-000706,-0.20710759952
ACH-000711,-0.248812389956
ACH-000713,-0.48888281318899995
ACH-000714,-0.403727807913
ACH-000718,0.0014758004654500001
ACH-000720,-0.169471299478
ACH-000721,-0.28166379414799997
ACH-000724,-0.30439376348499997
ACH-000725,-0.562446148793
ACH-000732,-0.258329216845
ACH-000734,-0.337788163396
ACH-000735,-0.25858945106
ACH-000736,-0.103508321736
ACH-000738,-0.08974193357389999
ACH-000746,-0.125832363103
ACH-000747,-0.562833307151
ACH-000748,-0.137503710773
ACH-000753,-0.310650754901
ACH-000756,-0.09139867351639999
ACH-000757,-0.43251830725199997
ACH-000758,-0.19031409358800003
ACH-000760,-0.437426078328
ACH-000763,0.10406604623299999
ACH-000764,-0.10761427456499999
ACH-000765,-0.33659347112300003
ACH-000766,-0.160267467366
ACH-000767,-0.386574220982
ACH-000768,-0.164953841115
ACH-000769,-0.419483212743
ACH-000770,-0.207152616017
ACH-000771,-0.07266053548510001
ACH-000773,-0.275451402262
ACH-000776,-0.25331171783000006
ACH-000777,-0.135033250711
ACH-000778,0.037865324752300006
ACH-000781,-0.16585791352600002
ACH-000782,-0.134925090683
ACH-000783,-0.282164660084
ACH-000784,-0.120141098851
ACH-000785,-0.541087839396
ACH-000787,-0.249861582597
ACH-000788,-0.17582502905900002
ACH-000791,-0.331756410366
ACH-000792,-0.08064607363660001
ACH-000794,-0.165075203937
ACH-000796,-0.24757595367
ACH-000799,-0.00799746072341
ACH-000800,-0.200787613163
ACH-000802,-0.19842825473700001
ACH-000804,-0.293935299692
ACH-000805,-0.40756914020900004
ACH-000809,-0.149384386802
ACH-000810,-0.250209503983
ACH-000811,-0.205565181621
ACH-000817,-0.268028513702
ACH-000819,-0.224600580366
ACH-000820,-0.008059469179899999
ACH-000821,-0.31760916642
ACH-000822,-0.18851130432
ACH-000823,-0.152394479783
ACH-000824,-0.19335493938
ACH-000827,-0.0800547745355
ACH-000829,-0.13217731828
ACH-000831,-0.16769219932600002
ACH-000832,-0.313254825605
ACH-000833,-0.09924285678889999
ACH-000834,-0.19112838873100002
ACH-000835,-0.121944832433
ACH-000836,-0.31903886952599997
ACH-000837,-0.213776518189
ACH-000838,-0.41081433482699997
ACH-000839,-0.197663862433
ACH-000840,-0.353630378094
ACH-000841,-0.34642244557499996
ACH-000843,-0.249525341847
ACH-000846,-0.12510757039
ACH-000847,-0.06987930869339999
ACH-000848,-0.123784869989
ACH-000849,-0.0578634732349
ACH-000851,-0.253237964039
ACH-000855,-0.0432425626718
ACH-000856,-0.161506494911
ACH-000858,-0.0954410775569
ACH-000859,-0.17430622325
ACH-000861,-0.254292983259
ACH-000862,-0.276422424127
ACH-000865,-0.25239383585299996
ACH-000866,-0.14035436531099998
ACH-000867,-0.36928673739
ACH-000869,-0.623060108643
ACH-000872,-0.0412669404886
ACH-000873,-0.06892014012389999
ACH-000876,-0.167292002696
ACH-000878,0.0127798183806
ACH-000880,-0.168744122739
ACH-000881,-0.054425754637500004
ACH-000882,-0.07537344249969999
ACH-000884,-0.21017098016199998
ACH-000885,-0.0974653121466
ACH-000887,-0.295699028684
ACH-000888,-0.209080905975
ACH-000889,-0.274194299465
ACH-000890,-0.113230864417
ACH-000896,-0.36551459114600005
ACH-000898,-0.10166378191299999
ACH-000900,-0.475105731941
ACH-000901,-0.212741346765
ACH-000905,-0.22549358868799999
ACH-000906,-0.16961590515
ACH-000907,-0.0901661811748
ACH-000910,-0.16493342498400002
ACH-000911,-0.077609294075
ACH-000912,-0.20288935436799999
ACH-000913,-0.279539906097
ACH-000915,-0.211940989469
ACH-000916,-0.26630501502099996
ACH-000917,-0.13680639754899998
ACH-000921,-0.027979169760699998
ACH-000924,-0.217267889648
ACH-000926,-0.14576581250600001
ACH-000928,-0.159650079152
ACH-000929,-0.41107894341
ACH-000932,-0.154348652275
ACH-000935,-0.142981279594
ACH-000936,-0.264243701112
ACH-000937,-0.026881368096
ACH-000938,-0.11041135798900001
ACH-000939,-0.14711061860400002
ACH-000941,-0.24034250966999995
ACH-000943,-0.20639416597
ACH-000946,-0.240306153567
ACH-000947,-0.214788557802
ACH-000948,-0.266431852091
ACH-000950,-0.10515586620999999
ACH-000953,-0.043242916764
ACH-000957,-0.154784778215
ACH-000958,0.164403102996
ACH-000960,-0.10883933236099999
ACH-000963,-0.438097683219
ACH-000968,-0.17070182444499998
ACH-000969,-0.254143999927
ACH-000973,-0.20253993067
ACH-000974,-0.0930844563879
ACH-000975,-0.25774327944200004
ACH-000976,-0.139942706407
ACH-000978,-0.632998413112
ACH-000980,-0.22377568200599998
ACH-000984,-0.31510557972
ACH-000986,-0.294493451232
ACH-000988,-0.13006042725199998
ACH-000993,-0.0782888380353
ACH-000994,-0.12834585911399998
ACH-000996,0.0020626598358199997
ACH-001001,-0.235576691123
ACH-001020,-0.107337358844
ACH-001028,-0.194862637839
ACH-001031,-0.124249443801
ACH-001038,-0.100260774806
ACH-001048,-0.0622231268175
ACH-001050,-0.162507726247
ACH-001053,-0.159767844652
ACH-001054,-0.134552265745
ACH-001061,-0.17132666149
ACH-001067,-0.14743566809800002
ACH-001075,-0.13213299525299999
ACH-001096,-0.223146344527
ACH-001128,-0.126282503486
ACH-001134,-0.189872871893
ACH-001151,-0.23105932655
ACH-001163,-0.347757525878
ACH-001164,-0.114346524929
ACH-001173,-0.17597677513300003
ACH-001183,-0.132521529044
ACH-001184,-0.154230087968
ACH-001190,-0.166107315182
ACH-001192,-0.286613557205
ACH-001193,-0.151655434965
ACH-001196,-0.259974269938
ACH-001197,-0.409854006734
ACH-001205,-0.30495104535
ACH-001211,-0.415413711723
ACH-001212,-0.43563573857500004
ACH-001228,-0.10997432353099999
ACH-001232,-0.16501783786
ACH-001239,-0.22697459896400002
ACH-001274,-0.311790532915
ACH-001275,-0.09698063146649999
ACH-001277,-0.221279647436
ACH-001278,-0.17840160225
ACH-001280,-0.25828866893
ACH-001283,-0.312476604372
ACH-001289,-0.214517150806
ACH-001295,-0.252337694399
ACH-001300,-0.0750842659987
ACH-001301,-0.223409216802
ACH-001302,-0.0316179417177
ACH-001303,-0.137192944323
ACH-001306,-0.31778806904199997
ACH-001318,-0.369282830288
ACH-001322,-0.293275075863
ACH-001328,-0.20551565369000002
ACH-001332,-0.531677314751
ACH-001333,-0.21553139712699998
ACH-001336,-0.225426743033
ACH-001340,-0.1701205102
ACH-001346,-0.278444411256
ACH-001353,-0.18743423334000003
ACH-001354,-0.0791390813594
ACH-001367,-0.153126739854
ACH-001368,-0.224875160019
ACH-001374,-0.109654271984
ACH-001375,-0.120234350064
ACH-001377,-0.150629796596
ACH-001380,-0.120114980268
ACH-001391,-0.0939423306229
ACH-001407,-0.177691208804
ACH-001408,-0.22980449748000004
ACH-001413,-0.20311726154800003
ACH-001430,-0.0838833640346
ACH-001431,-0.160773692582
ACH-001450,-0.0784254094965
ACH-001496,-0.11596293814099999
ACH-001500,-0.22982434473000002
ACH-001521,0.20293566577799999
ACH-001523,-0.10022299241
ACH-001532,-0.135661856337
ACH-001536,-0.041461477905199995
ACH-001550,-0.0248782912127
ACH-001552,-0.231142385363
ACH-001554,-0.238327175691
ACH-001645,-0.168227422918
ACH-001654,-0.175685961945
ACH-001715,-0.17013290197099998
ACH-001735,-0.0956814391497
ACH-001736,-0.183730173845
ACH-001737,-0.012001044426599999
ACH-001740,-0.164074242813
ACH-001745,-0.0506999810447
ACH-001750,-0.20555871627
ACH-001765,-0.24608817579599998
ACH-001956,-0.15143952612199998
ACH-001957,-0.30733234585
