,ROR2 (4920)
ACH-000182,-0.16894495892099998
ACH-000183,-0.157035455519
ACH-000188,-0.263412838558
ACH-000189,-0.30681583861699996
ACH-000190,-0.446358309196
ACH-000198,-0.057712995567
ACH-000204,-0.232700938748
ACH-000206,0.0710107165032
ACH-000207,-0.13238115405099998
ACH-000211,-0.143211620678
ACH-000215,-0.135308769801
ACH-000221,-0.474624698329
ACH-000222,-0.18797990900800002
ACH-000223,-0.20606741926600003
ACH-000226,-0.0513629944764
ACH-000227,-0.127903468976
ACH-000228,0.019387369219099997
ACH-000231,-0.0967501803939
ACH-000232,-0.063524146929
ACH-000233,-0.12344698525
ACH-000234,-0.20991512082199998
ACH-000235,-0.142171558737
ACH-000237,-0.193566213833
ACH-000238,-0.214695276964
ACH-000243,-0.023644515373900003
ACH-000244,-0.249987370581
ACH-000246,-0.21253894524
ACH-000248,-0.201624515121
ACH-000250,-0.158276629225
ACH-000251,-0.180149280907
ACH-000253,-0.142439171735
ACH-000255,-0.22834100151
ACH-000256,-0.0315991432293
ACH-000257,-0.062533652741
ACH-000258,-0.16610664515100002
ACH-000259,-0.150530313338
ACH-000260,-0.145499561953
ACH-000261,-0.0445043432779
ACH-000262,-0.309987568486
ACH-000263,-0.757949845351
ACH-000264,-0.205465984204
ACH-000265,-0.00769482021722
ACH-000266,-0.14636696292
ACH-000272,-0.16561160949999998
ACH-000273,-0.345247660871
ACH-000274,-0.107598882007
ACH-000277,-0.18355474315200002
ACH-000278,-0.036249236667300004
ACH-000279,0.00375913469681
ACH-000280,-0.27093745831300003
ACH-000281,-0.15028810282500002
ACH-000288,-0.0795741835824
ACH-000291,-0.0785380672832
ACH-000293,-0.214390185374
ACH-000294,-0.178950218301
ACH-000295,-0.35922723664300005
ACH-000296,0.0978149962339
ACH-000302,-0.18718215448
ACH-000304,-0.286840152942
ACH-000307,0.0288050357273
ACH-000308,-0.180577664049
ACH-000310,-0.16825351518399997
ACH-000311,-0.0817164724544
ACH-000312,-0.274131303547
ACH-000315,0.113942141944
ACH-000316,-0.129315883614
ACH-000317,-0.00228585768446
ACH-000318,-0.048079656132899995
ACH-000319,-0.0436108301497
ACH-000320,-0.274152314852
ACH-000322,-0.168240720861
ACH-000323,0.012601233735799999
ACH-000324,-0.263379612458
ACH-000329,-0.22285923973900001
ACH-000330,0.0652593210372
ACH-000331,-0.11828435327600001
ACH-000332,-0.14722319319
ACH-000334,0.048801292738
ACH-000335,-0.231325049314
ACH-000336,-0.274382524733
ACH-000337,-0.23284754600000002
ACH-000339,-0.16843187431099998
ACH-000341,-0.13732671536399998
ACH-000348,-0.124151651623
ACH-000350,-0.0590641697947
ACH-000352,-0.0926232499225
ACH-000356,-0.21637484462099998
ACH-000361,-0.250160201889
ACH-000362,-0.096577464365
ACH-000363,-0.26425219505499997
ACH-000364,-0.208751668255
ACH-000365,-0.207760704303
ACH-000366,-0.023756376190900003
ACH-000368,-0.287161257846
ACH-000374,-0.127630004035
ACH-000375,-0.27937021016999997
ACH-000376,-0.114793072032
ACH-000381,-0.161890394367
ACH-000383,-0.24710638644900002
ACH-000387,-0.139300485741
ACH-000389,0.0271938934013
ACH-000390,-0.353207739433
ACH-000393,-0.09605368496910001
ACH-000395,-0.14158623444399998
ACH-000397,-0.247045050587
ACH-000401,-0.12074518142200001
ACH-000402,-0.0600246803267
ACH-000403,-0.194647020032
ACH-000404,-0.416819210187
ACH-000406,-0.162887016834
ACH-000407,-0.361394309921
ACH-000408,0.141983496003
ACH-000410,-0.176050849758
ACH-000411,-0.318279988059
ACH-000414,-0.161715860797
ACH-000415,-0.06370694694409999
ACH-000416,-0.18623557263
ACH-000420,-0.0892725498778
ACH-000421,-0.147980565852
ACH-000424,-0.123004258466
ACH-000425,-0.11512417285700001
ACH-000426,0.30954651354
ACH-000427,-0.0105499225945
ACH-000433,-0.106047795866
ACH-000436,0.0693274923979
ACH-000444,-0.0600692228818
ACH-000445,-0.161755571686
ACH-000448,-0.09246922911910001
ACH-000450,-0.06872383079239999
ACH-000452,-0.191053991894
ACH-000454,-0.426230973805
ACH-000458,-0.237754657148
ACH-000459,0.226976849834
ACH-000460,-0.182054036674
ACH-000461,-0.0903266420805
ACH-000463,-0.103318504547
ACH-000464,-0.069781593027
ACH-000466,-0.15843019018100002
ACH-000467,-0.243191524826
ACH-000468,-0.163931308797
ACH-000469,-0.0671357811064
ACH-000470,-0.08821324292539999
ACH-000471,-0.0606995936874
ACH-000472,-0.253432987811
ACH-000473,0.0341869069068
ACH-000475,-0.10107537015799999
ACH-000476,-0.123531043778
ACH-000477,-0.25180987504
ACH-000480,-0.09945430769300001
ACH-000481,-0.231319211432
ACH-000483,-0.21466871667399998
ACH-000484,0.0678502983478
ACH-000485,-0.12507927404799998
ACH-000486,-0.0381383018428
ACH-000487,0.0117921636343
ACH-000488,-0.28901182756
ACH-000490,-0.335269496115
ACH-000491,-0.204215107165
ACH-000495,-0.277605184286
ACH-000496,-0.136899943165
ACH-000499,-0.04914656322790001
ACH-000500,-0.0146965845845
ACH-000502,-0.14425914005999999
ACH-000503,-0.0161004212839
ACH-000505,-0.270058302244
ACH-000507,-0.25716782768199997
ACH-000510,-0.0962692503269
ACH-000511,-0.0312446194553
ACH-000512,-0.446997111479
ACH-000516,-0.266005281697
ACH-000517,-0.154512616126
ACH-000518,-0.245320365367
ACH-000520,-0.0299222756431
ACH-000521,-0.319268653855
ACH-000522,-0.059239086934699994
ACH-000524,-0.0888931734023
ACH-000527,-0.147167781218
ACH-000528,-0.247343104202
ACH-000537,0.000211626210714
ACH-000541,0.260810139584
ACH-000542,-0.0166443380559
ACH-000544,-0.34397649766800004
ACH-000545,-0.051739339924200003
ACH-000547,-0.285781033391
ACH-000548,-0.21443347612799998
ACH-000549,-0.390230160663
ACH-000550,-0.152241730055
ACH-000552,-0.134169421208
ACH-000556,-0.0726896240311
ACH-000557,-0.28720321622699996
ACH-000570,-0.0812847445163
ACH-000571,-0.19512463598299998
ACH-000573,-0.156957177929
ACH-000576,-0.06628124044440001
ACH-000580,-0.127597054946
ACH-000584,-0.289736635003
ACH-000585,-0.133175281106
ACH-000588,-0.15062912586
ACH-000589,-0.10178328794500001
ACH-000591,-0.208133585232
ACH-000593,-0.14682475191299998
ACH-000600,-0.298770354943
ACH-000601,-0.119680180304
ACH-000604,0.180740935632
ACH-000605,-0.144011483571
ACH-000606,-0.154015111628
ACH-000608,-0.195344408119
ACH-000614,-0.061310032893199994
ACH-000616,-0.22106405897
ACH-000618,-0.08953145077060001
ACH-000619,-0.658810097434
ACH-000620,-0.023212679017699998
ACH-000621,-0.15109473449400002
ACH-000622,-0.189838813793
ACH-000623,-0.141620397746
ACH-000624,-0.171943126688
ACH-000627,-0.157064572432
ACH-000630,-0.0764027144322
ACH-000632,-0.039620600371800006
ACH-000633,-0.034414834085699994
ACH-000637,-0.122951728545
ACH-000638,-0.116030465006
ACH-000646,-0.230061103587
ACH-000647,-0.105143246718
ACH-000648,-0.23456437853
ACH-000649,-0.131699009456
ACH-000651,-0.20268498489
ACH-000652,-0.141354350141
ACH-000653,-0.06669915772990001
ACH-000657,-0.0908294154314
ACH-000658,-0.22183758097
ACH-000661,-0.171369404769
ACH-000662,0.0116814157397
ACH-000663,-0.195772538149
ACH-000665,-0.07676097879369999
ACH-000671,-0.23586074191700002
ACH-000673,-0.06291245922949999
ACH-000676,-0.174697011067
ACH-000677,-0.297606278055
ACH-000681,-0.206879040011
ACH-000682,-0.190734905523
ACH-000683,-0.37635569107600003
ACH-000684,-0.233760400966
ACH-000688,-0.0598169415276
ACH-000693,-0.184453007605
ACH-000694,-0.263037502235
ACH-000695,-0.634410404025
ACH-000696,-0.18094709066599998
ACH-000697,-0.147291389256
ACH-000699,0.0249818348912
ACH-000701,-0.08854077776460001
ACH-000706,-0.09279359910460001
ACH-000711,-0.261797529084
ACH-000713,-0.16586260624000002
ACH-000714,-0.28820013871399996
ACH-000718,-0.227234458127
ACH-000720,-0.023554129328999997
ACH-000721,-0.26968473049
ACH-000724,-0.236887209748
ACH-000725,-0.268895074571
ACH-000732,-0.316584106319
ACH-000734,-0.219139149464
ACH-000735,-0.154874262336
ACH-000736,-0.0772723942477
ACH-000738,-0.19349058404199998
ACH-000746,-0.21533315499400002
ACH-000747,-0.26005661612
ACH-000748,-0.264806255059
ACH-000753,-0.22072093446199997
ACH-000756,-0.0781024604705
ACH-000757,-0.5147750563319999
ACH-000758,-0.268583562788
ACH-000760,-0.17711250209399998
ACH-000763,-0.16800234983100001
ACH-000764,-0.256141770408
ACH-000765,-0.12053522140100001
ACH-000766,0.0843592215721
ACH-000767,-0.251803848805
ACH-000768,-0.10498635809599999
ACH-000769,-0.46644183486999996
ACH-000770,-0.00436376861401
ACH-000771,-0.23543422932799998
ACH-000773,-0.0415717652805
ACH-000776,-0.0892382168977
ACH-000777,-0.244851164984
ACH-000778,-0.18856471118299997
ACH-000781,-0.17559544582000003
ACH-000782,-0.192795680468
ACH-000783,-0.15835990215600002
ACH-000784,-0.114808217151
ACH-000785,-0.0416051558832
ACH-000787,-0.061501592127900004
ACH-000788,-0.164905845684
ACH-000791,-0.156659483796
ACH-000792,-0.178910161926
ACH-000794,-0.245809899312
ACH-000796,-0.0860712732586
ACH-000799,-0.0146996805921
ACH-000800,-0.150282076841
ACH-000802,-0.264689330058
ACH-000804,-0.238107813738
ACH-000805,-0.161585217573
ACH-000809,-0.122321118476
ACH-000810,0.23234965685400003
ACH-000811,-0.292271841583
ACH-000817,-0.12948128970699999
ACH-000819,-0.143186622436
ACH-000820,-0.449390685687
ACH-000821,-0.0031751036560000003
ACH-000822,-0.225503077357
ACH-000823,-0.224221299692
ACH-000824,-0.227350333158
ACH-000827,-0.136469873392
ACH-000829,-0.0416747243638
ACH-000831,-0.19594259233800002
ACH-000832,-0.262737506813
ACH-000833,-0.0619733840102
ACH-000834,-0.161631050262
ACH-000835,-0.162053384414
ACH-000836,-0.148348101665
ACH-000837,-0.141702078347
ACH-000838,0.116331941553
ACH-000839,-0.33388798249
ACH-000840,0.114854393357
ACH-000841,-0.315682422889
ACH-000843,-0.187598901859
ACH-000846,-0.23570014078600002
ACH-000847,-0.039716761590199996
ACH-000848,-0.19398344063200001
ACH-000849,-0.109596273396
ACH-000851,-0.0827781057113
ACH-000855,-0.32603959966999996
ACH-000856,0.181815645878
ACH-000858,-0.22301339419799998
ACH-000859,-0.06760449066680001
ACH-000861,-0.110509559315
ACH-000862,-0.111581656547
ACH-000865,-0.307760976303
ACH-000866,-0.15867621376
ACH-000867,-0.10364979707999998
ACH-000869,-0.141218426729
ACH-000872,-0.225820576837
ACH-000873,-0.145720386119
ACH-000876,-0.077869915245
ACH-000878,0.015782894469700003
ACH-000880,-0.236216094723
ACH-000881,-0.21557358977899999
ACH-000882,-0.0955714218574
ACH-000884,-0.223612280867
ACH-000885,-0.24831667385
ACH-000887,-0.16147445470000002
ACH-000888,-0.250813868845
ACH-000889,-0.171149263504
ACH-000890,-0.128001235406
ACH-000896,-0.268523380696
ACH-000898,-0.24280062348200002
ACH-000900,-0.27734053654
ACH-000901,-0.13005603281
ACH-000905,-0.155331298377
ACH-000906,-0.242015546586
ACH-000907,-0.17593605818799998
ACH-000910,-0.150655951456
ACH-000911,-0.110692985769
ACH-000912,-0.202062125483
ACH-000913,-0.205669330418
ACH-000915,-0.284081566549
ACH-000916,-0.513567485901
ACH-000917,-0.143294458581
ACH-000921,-0.158640493544
ACH-000924,-0.178230403475
ACH-000926,-0.160172973943
ACH-000928,-0.136949914976
ACH-000929,-0.178903103198
ACH-000932,-0.197745966202
ACH-000935,-0.156961429653
ACH-000936,-0.11897046191999999
ACH-000937,-0.389331170329
ACH-000938,-0.232176602815
ACH-000939,-0.26878762033500003
ACH-000941,-0.289539678177
ACH-000943,-0.13475088517
ACH-000946,-0.18526430338199998
ACH-000947,-0.029288334674400004
ACH-000948,-0.119860556832
ACH-000950,-0.183402887151
ACH-000953,-0.336307412868
ACH-000957,-0.13652569942
ACH-000958,-0.00484392362975
ACH-000960,-0.18773385578899998
ACH-000963,-0.16329322541
ACH-000968,-0.0449977701016
ACH-000969,-0.125024935197
ACH-000973,-0.00107214673186
ACH-000974,-0.166268052389
ACH-000975,-0.160809768546
ACH-000976,-0.161873083493
ACH-000978,-0.12427391701099999
ACH-000980,-0.125904269422
ACH-000984,-0.311853374241
ACH-000986,-0.301499603977
ACH-000988,-0.20301865676199998
ACH-000993,-0.177800597078
ACH-000994,-0.195249886958
ACH-000996,-0.244811634631
ACH-001001,-0.16085212937100002
ACH-001020,-0.257587610337
ACH-001028,-0.122667282045
ACH-001031,0.008278780313079999
ACH-001038,-0.20730074615699998
ACH-001048,-0.0782347554148
ACH-001050,-0.0409621956118
ACH-001053,-0.176331506468
ACH-001054,0.0350005477797
ACH-001061,-0.156168247023
ACH-001067,-0.261576783292
ACH-001075,-0.10800370991800001
ACH-001096,-0.0899989355295
ACH-001128,0.030421297385299997
ACH-001134,-0.174914398787
ACH-001151,-0.309553690956
ACH-001163,-0.151414682169
ACH-001164,-0.0630839988901
ACH-001173,-0.11135755826600001
ACH-001183,-0.106170350642
ACH-001184,-0.143749601067
ACH-001190,0.0024083489654699998
ACH-001192,-0.228819962345
ACH-001193,-0.215334411555
ACH-001196,-0.0484298008981
ACH-001197,-0.146539340759
ACH-001205,0.013669308467700002
ACH-001211,-0.228956064953
ACH-001212,0.0131402642174
ACH-001228,-0.43199955294299996
ACH-001232,-0.09654356644449999
ACH-001239,-0.08957128985310002
ACH-001274,-0.265099327584
ACH-001275,-0.19867603820500002
ACH-001277,-0.371890068134
ACH-001278,-0.22333000278499998
ACH-001280,-0.043270996024
ACH-001283,-0.222298172943
ACH-001289,0.0118976115959
ACH-001295,-0.16848299718499998
ACH-001300,-0.114500074791
ACH-001301,-0.0472949504923
ACH-001302,-0.213176843522
ACH-001303,-0.463918870971
ACH-001306,-0.097762467069
ACH-001318,-0.158230794511
ACH-001322,-0.312394558198
ACH-001328,-0.216121927851
ACH-001332,-0.0963696981612
ACH-001333,-0.0441028726232
ACH-001336,-0.19687223359
ACH-001340,-0.225959904928
ACH-001346,-0.10443215864800001
ACH-001353,-0.136325742099
ACH-001354,-0.459311697641
ACH-001367,-0.38656614788000004
ACH-001368,-0.134643663523
ACH-001374,0.8156773133399999
ACH-001375,0.061072259047600004
ACH-001377,0.00782878358364
ACH-001380,-0.11095675650499999
ACH-001391,-0.35590230559600006
ACH-001407,-0.134683831158
ACH-001408,-0.260300155767
ACH-001413,-0.0612295088683
ACH-001430,-0.111602737277
ACH-001431,-0.10844519249199999
ACH-001450,-0.0805796665461
ACH-001496,-0.318966450526
ACH-001500,-0.0183997950933
ACH-001521,-0.283019009753
ACH-001523,-0.27594977613899996
ACH-001532,-0.0159873935761
ACH-001536,-0.26156275042300003
ACH-001550,-0.183946476186
ACH-001552,-0.17160942946899999
ACH-001554,-0.07647011087519999
ACH-001645,-0.44119507410899994
ACH-001654,-0.175042113255
ACH-001715,-0.0951357398227
ACH-001735,-0.145086935065
ACH-001736,-0.123180867323
ACH-001737,-0.167815473114
ACH-001740,-0.071700544227
ACH-001745,-0.07678668677639999
ACH-001750,-0.053283265887000004
ACH-001765,-0.10459158379899999
ACH-001956,-0.193770376212
ACH-001957,-0.0681900462754
