,ESPNL (339768)
ACH-000004,-0.0887747325578
ACH-000007,-0.021603951065199998
ACH-000009,-0.0245714495634
ACH-000011,0.19242424581099998
ACH-000012,0.00968829183512
ACH-000013,0.07184508034860002
ACH-000014,-0.0458127651232
ACH-000015,0.0474168227364
ACH-000017,0.0654630405856
ACH-000018,-0.234870330234
ACH-000019,0.43871366730300004
ACH-000021,0.0167436139603
ACH-000022,0.0504957371975
ACH-000025,0.045506372651899996
ACH-000028,0.257412366865
ACH-000030,0.0870916289287
ACH-000035,0.10736485758
ACH-000036,-0.160856802809
ACH-000037,-0.23957677369199998
ACH-000039,-0.0640723823089
ACH-000040,-0.34645052646700003
ACH-000041,-0.132342177074
ACH-000042,-0.030663737109400003
ACH-000045,-0.024974766801900004
ACH-000047,-0.026047449652999998
ACH-000052,-0.136396512903
ACH-000053,-0.039425367666500004
ACH-000054,-0.0670152671473
ACH-000055,-0.147451580531
ACH-000060,0.204427308116
ACH-000067,-0.18765020222800002
ACH-000070,-0.005448943162109999
ACH-000075,-0.16774653798699998
ACH-000078,-0.127456332792
ACH-000082,-0.171252458743
ACH-000085,0.0702318932655
ACH-000086,-0.0349975067476
ACH-000087,-0.0632609500378
ACH-000092,-0.14807906764
ACH-000095,-0.0519662477057
ACH-000097,0.00143627244428
ACH-000098,-0.179498197565
ACH-000099,-0.162956471624
ACH-000108,-0.12284223874399999
ACH-000113,-0.10375621154100001
ACH-000115,-0.241417890918
ACH-000116,0.010689417657700002
ACH-000118,0.107798919331
ACH-000120,-0.213442880651
ACH-000123,-0.0193565701033
ACH-000127,-0.0108797014691
ACH-000128,0.0344514397452
ACH-000132,0.0851331161087
ACH-000133,-0.13293174215999998
ACH-000137,0.0807113045965
ACH-000138,0.008478433693500001
ACH-000142,-0.0863869871469
ACH-000143,-0.10564713045600001
ACH-000146,0.06854531676030001
ACH-000148,-0.055628942760100004
ACH-000150,-0.23177695496999998
ACH-000152,-0.0638354488032
ACH-000153,-0.204334783915
ACH-000159,0.00502116078439
ACH-000160,0.109107728398
ACH-000163,0.0258858715687
ACH-000167,-0.153081253591
ACH-000168,-0.0597021179105
ACH-000169,0.010594313946100001
ACH-000178,0.0109933555601
ACH-000182,0.166378727881
ACH-000183,-0.0408985294118
ACH-000188,-0.0556314365262
ACH-000189,0.202189078997
ACH-000190,-0.0533674008129
ACH-000198,-0.041125526456400004
